item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target
2,English,B3,possessive,noAdj,0.51,ambi,sg,0,0,the car,of the company,car,company,John smashed the car of the company that MASKTOKEN hated so much.,John smashed the car of the company that,$SG
2,English,B3,possessive,noAdj,0.51,low,sg,0,0,the cars,of the company,cars,company,John smashed the cars of the company that MASKTOKEN hated so much.,John smashed the cars of the company that,$SG
2,English,B3,possessive,noAdj,0.51,high,sg,0,0,the car,of the companies,car,companies,John smashed the car of the companies that MASKTOKEN hated so much.,John smashed the car of the companies that,$SG
2,English,B3,possessive,noAdj,0.51,ambi,pl,0,0,the cars,of the companies,cars,companies,John smashed the cars of the companies that MASKTOKEN hated so much.,John smashed the cars of the companies that,$PL
2,English,B3,possessive,noAdj,0.51,low,pl,0,0,the car,of the companies,car,companies,John smashed the car of the companies that MASKTOKEN hated so much.,John smashed the car of the companies that,$PL
2,English,B3,possessive,noAdj,0.51,high,pl,0,0,the cars,of the company,cars,company,John smashed the cars of the company that MASKTOKEN hated so much.,John smashed the cars of the company that,$PL
2,English,B3,possessive,NP1Adj,0.51,ambi,sg,0,0,the new car,of the company,car,company,John smashed the new car of the company that MASKTOKEN hated so much.,John smashed the new car of the company that,$SG
2,English,B3,possessive,NP1Adj,0.51,low,sg,0,0,the new cars,of the company,cars,company,John smashed the new cars of the company that MASKTOKEN hated so much.,John smashed the new cars of the company that,$SG
2,English,B3,possessive,NP1Adj,0.51,high,sg,0,0,the new car,of the companies,car,companies,John smashed the new car of the companies that MASKTOKEN hated so much.,John smashed the new car of the companies that,$SG
2,English,B3,possessive,NP1Adj,0.51,ambi,pl,0,0,the new cars,of the companies,cars,companies,John smashed the new cars of the companies that MASKTOKEN hated so much.,John smashed the new cars of the companies that,$PL
2,English,B3,possessive,NP1Adj,0.51,low,pl,0,0,the new car,of the companies,car,companies,John smashed the new car of the companies that MASKTOKEN hated so much.,John smashed the new car of the companies that,$PL
2,English,B3,possessive,NP1Adj,0.51,high,pl,0,0,the new cars,of the company,cars,company,John smashed the new cars of the company that MASKTOKEN hated so much.,John smashed the new cars of the company that,$PL
2,English,B3,possessive,NP2Adj,0.51,ambi,sg,0,0,the car,of the new company,car,company,John smashed the car of the new company that MASKTOKEN hated so much.,John smashed the car of the new company that,$SG
2,English,B3,possessive,NP2Adj,0.51,low,sg,0,0,the cars,of the new company,cars,company,John smashed the cars of the new company that MASKTOKEN hated so much.,John smashed the cars of the new company that,$SG
2,English,B3,possessive,NP2Adj,0.51,high,sg,0,0,the car,of the new companies,car,companies,John smashed the car of the new companies that MASKTOKEN hated so much.,John smashed the car of the new companies that,$SG
2,English,B3,possessive,NP2Adj,0.51,ambi,pl,0,0,the cars,of the new companies,cars,companies,John smashed the cars of the new companies that MASKTOKEN hated so much.,John smashed the cars of the new companies that,$PL
2,English,B3,possessive,NP2Adj,0.51,low,pl,0,0,the car,of the new companies,car,companies,John smashed the car of the new companies that MASKTOKEN hated so much.,John smashed the car of the new companies that,$PL
2,English,B3,possessive,NP2Adj,0.51,high,pl,0,0,the cars,of the new company,cars,company,John smashed the cars of the new company that MASKTOKEN hated so much.,John smashed the cars of the new company that,$PL
3,English,B3,possessive,noAdj,0.6,ambi,sg,0,0,the machine,of the company,machine,company,Several men moved the machine of the company that MASKTOKEN on fire.,Several men moved the machine of the company that,$SG
3,English,B3,possessive,noAdj,0.6,low,sg,0,0,the machines,of the company,machines,company,Several men moved the machines of the company that MASKTOKEN on fire.,Several men moved the machines of the company that,$SG
3,English,B3,possessive,noAdj,0.6,high,sg,0,0,the machine,of the companies,machine,companies,Several men moved the machine of the companies that MASKTOKEN on fire.,Several men moved the machine of the companies that,$SG
3,English,B3,possessive,noAdj,0.6,ambi,pl,0,0,the machines,of the companies,machines,companies,Several men moved the machines of the companies that MASKTOKEN on fire.,Several men moved the machines of the companies that,$PL
3,English,B3,possessive,noAdj,0.6,low,pl,0,0,the machine,of the companies,machine,companies,Several men moved the machine of the companies that MASKTOKEN on fire.,Several men moved the machine of the companies that,$PL
3,English,B3,possessive,noAdj,0.6,high,pl,0,0,the machines,of the company,machines,company,Several men moved the machines of the company that MASKTOKEN on fire.,Several men moved the machines of the company that,$PL
3,English,B3,possessive,NP1Adj,0.6,ambi,sg,0,0,the old machine,of the company,machine,company,Several men moved the old machine of the company that MASKTOKEN on fire.,Several men moved the old machine of the company that,$SG
3,English,B3,possessive,NP1Adj,0.6,low,sg,0,0,the old machines,of the company,machines,company,Several men moved the old machines of the company that MASKTOKEN on fire.,Several men moved the old machines of the company that,$SG
3,English,B3,possessive,NP1Adj,0.6,high,sg,0,0,the old machine,of the companies,machine,companies,Several men moved the old machine of the companies that MASKTOKEN on fire.,Several men moved the old machine of the companies that,$SG
3,English,B3,possessive,NP1Adj,0.6,ambi,pl,0,0,the old machines,of the companies,machines,companies,Several men moved the old machines of the companies that MASKTOKEN on fire.,Several men moved the old machines of the companies that,$PL
3,English,B3,possessive,NP1Adj,0.6,low,pl,0,0,the old machine,of the companies,machine,companies,Several men moved the old machine of the companies that MASKTOKEN on fire.,Several men moved the old machine of the companies that,$PL
3,English,B3,possessive,NP1Adj,0.6,high,pl,0,0,the old machines,of the company,machines,company,Several men moved the old machines of the company that MASKTOKEN on fire.,Several men moved the old machines of the company that,$PL
3,English,B3,possessive,NP2Adj,0.6,ambi,sg,0,0,the machine,of the old company,machine,company,Several men moved the machine of the old company that MASKTOKEN on fire.,Several men moved the machine of the old company that,$SG
3,English,B3,possessive,NP2Adj,0.6,low,sg,0,0,the machines,of the old company,machines,company,Several men moved the machines of the old company that MASKTOKEN on fire.,Several men moved the machines of the old company that,$SG
3,English,B3,possessive,NP2Adj,0.6,high,sg,0,0,the machine,of the old companies,machine,companies,Several men moved the machine of the old companies that MASKTOKEN on fire.,Several men moved the machine of the old companies that,$SG
3,English,B3,possessive,NP2Adj,0.6,ambi,pl,0,0,the machines,of the old companies,machines,companies,Several men moved the machines of the old companies that MASKTOKEN on fire.,Several men moved the machines of the old companies that,$PL
3,English,B3,possessive,NP2Adj,0.6,low,pl,0,0,the machine,of the old companies,machine,companies,Several men moved the machine of the old companies that MASKTOKEN on fire.,Several men moved the machine of the old companies that,$PL
3,English,B3,possessive,NP2Adj,0.6,high,pl,0,0,the machines,of the old company,machines,company,Several men moved the machines of the old company that MASKTOKEN on fire.,Several men moved the machines of the old company that,$PL
4,English,B3,possessive,noAdj,0.59,ambi,sg,0,0,the stock,of the investment club,stock,club,The brokers sold the stock of the investment club that MASKTOKEN losing money.,The brokers sold the stock of the investment club that,$SG
4,English,B3,possessive,noAdj,0.59,low,sg,0,0,the stocks,of the investment club,stocks,club,The brokers sold the stocks of the investment club that MASKTOKEN losing money.,The brokers sold the stocks of the investment club that,$SG
4,English,B3,possessive,noAdj,0.59,high,sg,0,0,the stock,of the investment clubs,stock,clubs,The brokers sold the stock of the investment clubs that MASKTOKEN losing money.,The brokers sold the stock of the investment clubs that,$SG
4,English,B3,possessive,noAdj,0.59,ambi,pl,0,0,the stocks,of the investment clubs,stocks,clubs,The brokers sold the stocks of the investment clubs that MASKTOKEN losing money.,The brokers sold the stocks of the investment clubs that,$PL
4,English,B3,possessive,noAdj,0.59,low,pl,0,0,the stock,of the investment clubs,stock,clubs,The brokers sold the stock of the investment clubs that MASKTOKEN losing money.,The brokers sold the stock of the investment clubs that,$PL
4,English,B3,possessive,noAdj,0.59,high,pl,0,0,the stocks,of the investment club,stocks,club,The brokers sold the stocks of the investment club that MASKTOKEN losing money.,The brokers sold the stocks of the investment club that,$PL
4,English,B3,possessive,NP1Adj,0.59,ambi,sg,0,0,the new stock,of the investment club,stock,club,The brokers sold the new stock of the investment club that MASKTOKEN losing money.,The brokers sold the new stock of the investment club that,$SG
4,English,B3,possessive,NP1Adj,0.59,low,sg,0,0,the new stocks,of the investment club,stocks,club,The brokers sold the new stocks of the investment club that MASKTOKEN losing money.,The brokers sold the new stocks of the investment club that,$SG
4,English,B3,possessive,NP1Adj,0.59,high,sg,0,0,the new stock,of the investment clubs,stock,clubs,The brokers sold the new stock of the investment clubs that MASKTOKEN losing money.,The brokers sold the new stock of the investment clubs that,$SG
4,English,B3,possessive,NP1Adj,0.59,ambi,pl,0,0,the new stocks,of the investment clubs,stocks,clubs,The brokers sold the new stocks of the investment clubs that MASKTOKEN losing money.,The brokers sold the new stocks of the investment clubs that,$PL
4,English,B3,possessive,NP1Adj,0.59,low,pl,0,0,the new stock,of the investment clubs,stock,clubs,The brokers sold the new stock of the investment clubs that MASKTOKEN losing money.,The brokers sold the new stock of the investment clubs that,$PL
4,English,B3,possessive,NP1Adj,0.59,high,pl,0,0,the new stocks,of the investment club,stocks,club,The brokers sold the new stocks of the investment club that MASKTOKEN losing money.,The brokers sold the new stocks of the investment club that,$PL
4,English,B3,possessive,NP2Adj,0.59,ambi,sg,0,0,the stock,of the new investment club,stock,club,The brokers sold the stock of the new investment club that MASKTOKEN losing money.,The brokers sold the stock of the new investment club that,$SG
4,English,B3,possessive,NP2Adj,0.59,low,sg,0,0,the stocks,of the new investment club,stocks,club,The brokers sold the stocks of the new investment club that MASKTOKEN losing money.,The brokers sold the stocks of the new investment club that,$SG
4,English,B3,possessive,NP2Adj,0.59,high,sg,0,0,the stock,of the new investment clubs,stock,clubs,The brokers sold the stock of the new investment clubs that MASKTOKEN losing money.,The brokers sold the stock of the new investment clubs that,$SG
4,English,B3,possessive,NP2Adj,0.59,ambi,pl,0,0,the stocks,of the new investment clubs,stocks,clubs,The brokers sold the stocks of the new investment clubs that MASKTOKEN losing money.,The brokers sold the stocks of the new investment clubs that,$PL
4,English,B3,possessive,NP2Adj,0.59,low,pl,0,0,the stock,of the new investment clubs,stock,clubs,The brokers sold the stock of the new investment clubs that MASKTOKEN losing money.,The brokers sold the stock of the new investment clubs that,$PL
4,English,B3,possessive,NP2Adj,0.59,high,pl,0,0,the stocks,of the new investment club,stocks,club,The brokers sold the stocks of the new investment club that MASKTOKEN losing money.,The brokers sold the stocks of the new investment club that,$PL
5,English,B3,possessive,noAdj,0.44,ambi,sg,0,0,the library,of the elementary school,library,school,The governor bought some books for the library of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the library of the elementary school that,$SG
5,English,B3,possessive,noAdj,0.44,low,sg,0,0,the libraries,of the elementary school,libraries,school,The governor bought some books for the libraries of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the libraries of the elementary school that,$SG
5,English,B3,possessive,noAdj,0.44,high,sg,0,0,the library,of the elementary schools,library,schools,The governor bought some books for the library of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the library of the elementary schools that,$SG
5,English,B3,possessive,noAdj,0.44,ambi,pl,0,0,the libraries,of the elementary schools,libraries,schools,The governor bought some books for the libraries of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the libraries of the elementary schools that,$PL
5,English,B3,possessive,noAdj,0.44,low,pl,0,0,the library,of the elementary schools,library,schools,The governor bought some books for the library of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the library of the elementary schools that,$PL
5,English,B3,possessive,noAdj,0.44,high,pl,0,0,the libraries,of the elementary school,libraries,school,The governor bought some books for the libraries of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the libraries of the elementary school that,$PL
5,English,B3,possessive,NP1Adj,0.44,ambi,sg,0,0,the new library,of the elementary school,library,school,The governor bought some books for the new library of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the new library of the elementary school that,$SG
5,English,B3,possessive,NP1Adj,0.44,low,sg,0,0,the new libraries,of the elementary school,libraries,school,The governor bought some books for the new libraries of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the new libraries of the elementary school that,$SG
5,English,B3,possessive,NP1Adj,0.44,high,sg,0,0,the new library,of the elementary schools,library,schools,The governor bought some books for the new library of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the new library of the elementary schools that,$SG
5,English,B3,possessive,NP1Adj,0.44,ambi,pl,0,0,the new libraries,of the elementary schools,libraries,schools,The governor bought some books for the new libraries of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the new libraries of the elementary schools that,$PL
5,English,B3,possessive,NP1Adj,0.44,low,pl,0,0,the new library,of the elementary schools,library,schools,The governor bought some books for the new library of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the new library of the elementary schools that,$PL
5,English,B3,possessive,NP1Adj,0.44,high,pl,0,0,the new libraries,of the elementary school,libraries,school,The governor bought some books for the new libraries of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the new libraries of the elementary school that,$PL
5,English,B3,possessive,NP2Adj,0.44,ambi,sg,0,0,the library,of the new elementary school,library,school,The governor bought some books for the library of the new elementary school that MASKTOKEN built downtown.,The governor bought some books for the library of the new elementary school that,$SG
5,English,B3,possessive,NP2Adj,0.44,low,sg,0,0,the libraries,of the new elementary school,libraries,school,The governor bought some books for the libraries of the new elementary school that MASKTOKEN built downtown.,The governor bought some books for the libraries of the new elementary school that,$SG
5,English,B3,possessive,NP2Adj,0.44,high,sg,0,0,the library,of the new elementary schools,library,schools,The governor bought some books for the library of the new elementary schools that MASKTOKEN built downtown.,The governor bought some books for the library of the new elementary schools that,$SG
5,English,B3,possessive,NP2Adj,0.44,ambi,pl,0,0,the libraries,of the new elementary schools,libraries,schools,The governor bought some books for the libraries of the new elementary schools that MASKTOKEN built downtown.,The governor bought some books for the libraries of the new elementary schools that,$PL
5,English,B3,possessive,NP2Adj,0.44,low,pl,0,0,the library,of the new elementary schools,library,schools,The governor bought some books for the library of the new elementary schools that MASKTOKEN built downtown.,The governor bought some books for the library of the new elementary schools that,$PL
5,English,B3,possessive,NP2Adj,0.44,high,pl,0,0,the libraries,of the new elementary school,libraries,school,The governor bought some books for the libraries of the new elementary school that MASKTOKEN built downtown.,The governor bought some books for the libraries of the new elementary school that,$PL
6,English,B3,possessive,noAdj,0.25,ambi,sg,1,0,the representative,of the club,representative,club,The local newspaper columnist wrote about the representative of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the club that,$SG
6,English,B3,possessive,noAdj,0.25,low,sg,1,0,the representatives,of the club,representatives,club,The local newspaper columnist wrote about the representatives of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the club that,$SG
6,English,B3,possessive,noAdj,0.25,high,sg,1,0,the representative,of the clubs,representative,clubs,The local newspaper columnist wrote about the representative of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the clubs that,$SG
6,English,B3,possessive,noAdj,0.25,ambi,pl,1,0,the representatives,of the clubs,representatives,clubs,The local newspaper columnist wrote about the representatives of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the clubs that,$PL
6,English,B3,possessive,noAdj,0.25,low,pl,1,0,the representative,of the clubs,representative,clubs,The local newspaper columnist wrote about the representative of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the clubs that,$PL
6,English,B3,possessive,noAdj,0.25,high,pl,1,0,the representatives,of the club,representatives,club,The local newspaper columnist wrote about the representatives of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the club that,$PL
6,English,B3,possessive,NP1Adj,0.25,ambi,sg,1,0,the popular representative,of the club,representative,club,The local newspaper columnist wrote about the popular representative of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representative of the club that,$SG
6,English,B3,possessive,NP1Adj,0.25,low,sg,1,0,the popular representatives,of the club,representatives,club,The local newspaper columnist wrote about the popular representatives of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representatives of the club that,$SG
6,English,B3,possessive,NP1Adj,0.25,high,sg,1,0,the popular representative,of the clubs,representative,clubs,The local newspaper columnist wrote about the popular representative of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representative of the clubs that,$SG
6,English,B3,possessive,NP1Adj,0.25,ambi,pl,1,0,the popular representatives,of the clubs,representatives,clubs,The local newspaper columnist wrote about the popular representatives of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representatives of the clubs that,$PL
6,English,B3,possessive,NP1Adj,0.25,low,pl,1,0,the popular representative,of the clubs,representative,clubs,The local newspaper columnist wrote about the popular representative of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representative of the clubs that,$PL
6,English,B3,possessive,NP1Adj,0.25,high,pl,1,0,the popular representatives,of the club,representatives,club,The local newspaper columnist wrote about the popular representatives of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representatives of the club that,$PL
6,English,B3,possessive,NP2Adj,0.25,ambi,sg,1,0,the representative,of the popular club,representative,club,The local newspaper columnist wrote about the representative of the popular club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the popular club that,$SG
6,English,B3,possessive,NP2Adj,0.25,low,sg,1,0,the representatives,of the popular club,representatives,club,The local newspaper columnist wrote about the representatives of the popular club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the popular club that,$SG
6,English,B3,possessive,NP2Adj,0.25,high,sg,1,0,the representative,of the popular clubs,representative,clubs,The local newspaper columnist wrote about the representative of the popular clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the popular clubs that,$SG
6,English,B3,possessive,NP2Adj,0.25,ambi,pl,1,0,the representatives,of the popular clubs,representatives,clubs,The local newspaper columnist wrote about the representatives of the popular clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the popular clubs that,$PL
6,English,B3,possessive,NP2Adj,0.25,low,pl,1,0,the representative,of the popular clubs,representative,clubs,The local newspaper columnist wrote about the representative of the popular clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the popular clubs that,$PL
6,English,B3,possessive,NP2Adj,0.25,high,pl,1,0,the representatives,of the popular club,representatives,club,The local newspaper columnist wrote about the representatives of the popular club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the popular club that,$PL
1,English,B4,inherentposs,noAdj,0.81,ambi,sg,0,0,the side window,of the plane,window,plane,The pilot was looking at the airport through the side window of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the plane that,$SG
1,English,B4,inherentposs,noAdj,0.81,low,sg,0,0,the side windows,of the plane,windows,plane,The pilot was looking at the airport through the side windows of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the plane that,$SG
1,English,B4,inherentposs,noAdj,0.81,high,sg,0,0,the side window,of the planes,window,planes,The pilot was looking at the airport through the side window of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the planes that,$SG
1,English,B4,inherentposs,noAdj,0.81,ambi,pl,0,0,the side windows,of the planes,windows,planes,The pilot was looking at the airport through the side windows of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the planes that,$PL
1,English,B4,inherentposs,noAdj,0.81,low,pl,0,0,the side window,of the planes,window,planes,The pilot was looking at the airport through the side window of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the planes that,$PL
1,English,B4,inherentposs,noAdj,0.81,high,pl,0,0,the side windows,of the plane,windows,plane,The pilot was looking at the airport through the side windows of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the plane that,$PL
1,English,B4,inherentposs,NP1Adj,0.81,ambi,sg,0,0,the filthy side window,of the plane,window,plane,The pilot was looking at the airport through the filthy side window of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side window of the plane that,$SG
1,English,B4,inherentposs,NP1Adj,0.81,low,sg,0,0,the filthy side windows,of the plane,windows,plane,The pilot was looking at the airport through the filthy side windows of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side windows of the plane that,$SG
1,English,B4,inherentposs,NP1Adj,0.81,high,sg,0,0,the filthy side window,of the planes,window,planes,The pilot was looking at the airport through the filthy side window of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side window of the planes that,$SG
1,English,B4,inherentposs,NP1Adj,0.81,ambi,pl,0,0,the filthy side windows,of the planes,windows,planes,The pilot was looking at the airport through the filthy side windows of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side windows of the planes that,$PL
1,English,B4,inherentposs,NP1Adj,0.81,low,pl,0,0,the filthy side window,of the planes,window,planes,The pilot was looking at the airport through the filthy side window of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side window of the planes that,$PL
1,English,B4,inherentposs,NP1Adj,0.81,high,pl,0,0,the filthy side windows,of the plane,windows,plane,The pilot was looking at the airport through the filthy side windows of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side windows of the plane that,$PL
1,English,B4,inherentposs,NP2Adj,0.81,ambi,sg,0,0,the side window,of the filthy plane,window,plane,The pilot was looking at the airport through the side window of the filthy plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the filthy plane that,$SG
1,English,B4,inherentposs,NP2Adj,0.81,low,sg,0,0,the side windows,of the filthy plane,windows,plane,The pilot was looking at the airport through the side windows of the filthy plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the filthy plane that,$SG
1,English,B4,inherentposs,NP2Adj,0.81,high,sg,0,0,the side window,of the filthy planes,window,planes,The pilot was looking at the airport through the side window of the filthy planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the filthy planes that,$SG
1,English,B4,inherentposs,NP2Adj,0.81,ambi,pl,0,0,the side windows,of the filthy planes,windows,planes,The pilot was looking at the airport through the side windows of the filthy planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the filthy planes that,$PL
1,English,B4,inherentposs,NP2Adj,0.81,low,pl,0,0,the side window,of the filthy planes,window,planes,The pilot was looking at the airport through the side window of the filthy planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the filthy planes that,$PL
1,English,B4,inherentposs,NP2Adj,0.81,high,pl,0,0,the side windows,of the filthy plane,windows,plane,The pilot was looking at the airport through the side windows of the filthy plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the filthy plane that,$PL
2,English,B4,inherentposs,noAdj,0.5,ambi,sg,0,0,the branch,of the tree,branch,tree,Birds won’t be able to nest in the branch of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the tree that,$SG
2,English,B4,inherentposs,noAdj,0.5,low,sg,0,0,the branches,of the tree,branches,tree,Birds won’t be able to nest in the branches of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branches of the tree that,$SG
2,English,B4,inherentposs,noAdj,0.5,high,sg,0,0,the branch,of the trees,branch,trees,Birds won’t be able to nest in the branch of the trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the trees that,$SG
2,English,B4,inherentposs,noAdj,0.5,ambi,pl,0,0,the branches,of the trees,branches,trees,Birds won’t be able to nest in the branches of the trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the branches of the trees that,$PL
2,English,B4,inherentposs,noAdj,0.5,low,pl,0,0,the branch,of the trees,branch,trees,Birds won’t be able to nest in the branch of the trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the trees that,$PL
2,English,B4,inherentposs,noAdj,0.5,high,pl,0,0,the branches,of the tree,branches,tree,Birds won’t be able to nest in the branches of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branches of the tree that,$PL
2,English,B4,inherentposs,NP1Adj,0.5,ambi,sg,0,0,the big branch,of the tree,branch,tree,Birds won’t be able to nest in the big branch of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the big branch of the tree that,$SG
2,English,B4,inherentposs,NP1Adj,0.5,low,sg,0,0,the big branches,of the tree,branches,tree,Birds won’t be able to nest in the big branches of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the big branches of the tree that,$SG
2,English,B4,inherentposs,NP1Adj,0.5,high,sg,0,0,the big branch,of the trees,branch,trees,Birds won’t be able to nest in the big branch of the trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the big branch of the trees that,$SG
2,English,B4,inherentposs,NP1Adj,0.5,ambi,pl,0,0,the big branches,of the trees,branches,trees,Birds won’t be able to nest in the big branches of the trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the big branches of the trees that,$PL
2,English,B4,inherentposs,NP1Adj,0.5,low,pl,0,0,the big branch,of the trees,branch,trees,Birds won’t be able to nest in the big branch of the trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the big branch of the trees that,$PL
2,English,B4,inherentposs,NP1Adj,0.5,high,pl,0,0,the big branches,of the tree,branches,tree,Birds won’t be able to nest in the big branches of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the big branches of the tree that,$PL
2,English,B4,inherentposs,NP2Adj,0.5,ambi,sg,0,0,the branch,of the big tree,branch,tree,Birds won’t be able to nest in the branch of the big tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the big tree that,$SG
2,English,B4,inherentposs,NP2Adj,0.5,low,sg,0,0,the branches,of the big tree,branches,tree,Birds won’t be able to nest in the branches of the big tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branches of the big tree that,$SG
2,English,B4,inherentposs,NP2Adj,0.5,high,sg,0,0,the branch,of the big trees,branch,trees,Birds won’t be able to nest in the branch of the big trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the big trees that,$SG
2,English,B4,inherentposs,NP2Adj,0.5,ambi,pl,0,0,the branches,of the big trees,branches,trees,Birds won’t be able to nest in the branches of the big trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the branches of the big trees that,$PL
2,English,B4,inherentposs,NP2Adj,0.5,low,pl,0,0,the branch,of the big trees,branch,trees,Birds won’t be able to nest in the branch of the big trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the big trees that,$PL
2,English,B4,inherentposs,NP2Adj,0.5,high,pl,0,0,the branches,of the big tree,branches,tree,Birds won’t be able to nest in the branches of the big tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branches of the big tree that,$PL
3,English,B4,inherentposs,noAdj,0.58,ambi,sg,0,0,the door,of the house,door,house,The car stopped in front of the door of the house that MASKTOKEN damaged.,The car stopped in front of the door of the house that,$SG
3,English,B4,inherentposs,noAdj,0.58,low,sg,0,0,the doors,of the house,doors,house,The car stopped in front of the doors of the house that MASKTOKEN damaged.,The car stopped in front of the doors of the house that,$SG
3,English,B4,inherentposs,noAdj,0.58,high,sg,0,0,the door,of the houses,door,houses,The car stopped in front of the door of the houses that MASKTOKEN damaged.,The car stopped in front of the door of the houses that,$SG
3,English,B4,inherentposs,noAdj,0.58,ambi,pl,0,0,the doors,of the houses,doors,houses,The car stopped in front of the doors of the houses that MASKTOKEN damaged.,The car stopped in front of the doors of the houses that,$PL
3,English,B4,inherentposs,noAdj,0.58,low,pl,0,0,the door,of the houses,door,houses,The car stopped in front of the door of the houses that MASKTOKEN damaged.,The car stopped in front of the door of the houses that,$PL
3,English,B4,inherentposs,noAdj,0.58,high,pl,0,0,the doors,of the house,doors,house,The car stopped in front of the doors of the house that MASKTOKEN damaged.,The car stopped in front of the doors of the house that,$PL
3,English,B4,inherentposs,NP1Adj,0.58,ambi,sg,0,0,the main door,of the house,door,house,The car stopped in front of the main door of the house that MASKTOKEN damaged.,The car stopped in front of the main door of the house that,$SG
3,English,B4,inherentposs,NP1Adj,0.58,low,sg,0,0,the main doors,of the house,doors,house,The car stopped in front of the main doors of the house that MASKTOKEN damaged.,The car stopped in front of the main doors of the house that,$SG
3,English,B4,inherentposs,NP1Adj,0.58,high,sg,0,0,the main door,of the houses,door,houses,The car stopped in front of the main door of the houses that MASKTOKEN damaged.,The car stopped in front of the main door of the houses that,$SG
