item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
10,English,Cuetos_Mitchell,high,sg,0,1,the girlfriend,of the town leaders,girlfriend,leaders,Yesterday I met with the girlfriend of the town leaders who MASKTOKEN in Australia.,Yesterday I met with the girlfriend of the town leaders who,$SG,Yesterday I met with the girlfriend of the town leaders who MASKTOKEN in Australia.,wikitext-103_LSTM_400_11-d0.2.pt,0.0171676486577221
10,English,Cuetos_Mitchell,low,pl,0,1,the girlfriend,of the town leaders,girlfriend,leaders,Yesterday I met with the girlfriend of the town leaders who MASKTOKEN in Australia.,Yesterday I met with the girlfriend of the town leaders who,$PL,Yesterday I met with the girlfriend of the town leaders who MASKTOKEN in Australia.,wikitext-103_LSTM_400_11-d0.2.pt,0.1495728983922264
10,English,Cuetos_Mitchell,high,pl,0,1,the girlfriends,of the town leader,girlfriends,leader,Yesterday I met with the girlfriends of the town leader who MASKTOKEN in Australia.,Yesterday I met with the girlfriends of the town leader who,$PL,Yesterday I met with the girlfriends of the town leader who MASKTOKEN in Australia.,wikitext-103_LSTM_400_11-d0.2.pt,0.0489431022973372
11,English,Cuetos_Mitchell,low,sg,0,1,the horses,of the traveler,horses,traveler,The bailiff locked up the horses of the traveler that MASKTOKEN by the bridge.,The bailiff locked up the horses of the traveler that,$SG,The bailiff locked up the horses of the traveler that MASKTOKEN by the bridge.,wikitext-103_LSTM_400_11-d0.2.pt,0.0820459314523631
11,English,Cuetos_Mitchell,high,sg,0,1,the horse,of the travelers,horse,travelers,The bailiff locked up the horse of the travelers that MASKTOKEN by the bridge.,The bailiff locked up the horse of the travelers that,$SG,The bailiff locked up the horse of the travelers that MASKTOKEN by the bridge.,wikitext-103_LSTM_400_11-d0.2.pt,0.0869425976112729
11,English,Cuetos_Mitchell,low,pl,0,1,the horse,of the travelers,horse,travelers,The bailiff locked up the horse of the travelers that MASKTOKEN by the bridge.,The bailiff locked up the horse of the travelers that,$PL,The bailiff locked up the horse of the travelers that MASKTOKEN by the bridge.,wikitext-103_LSTM_400_11-d0.2.pt,0.0522674792801627
11,English,Cuetos_Mitchell,high,pl,0,1,the horses,of the traveler,horses,traveler,The bailiff locked up the horses of the traveler that MASKTOKEN by the bridge.,The bailiff locked up the horses of the traveler that,$PL,The bailiff locked up the horses of the traveler that MASKTOKEN by the bridge.,wikitext-103_LSTM_400_11-d0.2.pt,0.0761073493057473
12,English,Cuetos_Mitchell,low,sg,0,0,the toys,of the baby,toys,baby,The old lady was observing the toys of the baby that MASKTOKEN on the bed.,The old lady was observing the toys of the baby that,$SG,The old lady was observing the toys of the baby that MASKTOKEN on the bed.,wikitext-103_LSTM_400_11-d0.2.pt,0.1230673025318438
12,English,Cuetos_Mitchell,high,sg,0,0,the toy,of the babies,toy,babies,The old lady was observing the toy of the babies that MASKTOKEN on the bed.,The old lady was observing the toy of the babies that,$SG,The old lady was observing the toy of the babies that MASKTOKEN on the bed.,wikitext-103_LSTM_400_11-d0.2.pt,0.0222266676085349
12,English,Cuetos_Mitchell,low,pl,0,0,the toy,of the babies,toy,babies,The old lady was observing the toy of the babies that MASKTOKEN on the bed.,The old lady was observing the toy of the babies that,$PL,The old lady was observing the toy of the babies that MASKTOKEN on the bed.,wikitext-103_LSTM_400_11-d0.2.pt,0.1322716455388732
12,English,Cuetos_Mitchell,high,pl,0,0,the toys,of the baby,toys,baby,The old lady was observing the toys of the baby that MASKTOKEN on the bed.,The old lady was observing the toys of the baby that,$PL,The old lady was observing the toys of the baby that MASKTOKEN on the bed.,wikitext-103_LSTM_400_11-d0.2.pt,0.0776999210550881
13,English,Cuetos_Mitchell,low,sg,0,1,the daughters,of the captain,daughters,captain,The journalist interviewed the daughters of the captain who MASKTOKEN near the accident.,The journalist interviewed the daughters of the captain who,$SG,The journalist interviewed the daughters of the captain who MASKTOKEN near the accident.,wikitext-103_LSTM_400_11-d0.2.pt,0.1789086136224655
13,English,Cuetos_Mitchell,high,sg,0,1,the daughter,of the captains,daughter,captains,The journalist interviewed the daughter of the captains who MASKTOKEN near the accident.,The journalist interviewed the daughter of the captains who,$SG,The journalist interviewed the daughter of the captains who MASKTOKEN near the accident.,wikitext-103_LSTM_400_11-d0.2.pt,0.0175308246764545
13,English,Cuetos_Mitchell,low,pl,0,1,the daughter,of the captains,daughter,captains,The journalist interviewed the daughter of the captains who MASKTOKEN near the accident.,The journalist interviewed the daughter of the captains who,$PL,The journalist interviewed the daughter of the captains who MASKTOKEN near the accident.,wikitext-103_LSTM_400_11-d0.2.pt,0.1942119147696521
13,English,Cuetos_Mitchell,high,pl,0,1,the daughters,of the captain,daughters,captain,The journalist interviewed the daughters of the captain who MASKTOKEN near the accident.,The journalist interviewed the daughters of the captain who,$PL,The journalist interviewed the daughters of the captain who MASKTOKEN near the accident.,wikitext-103_LSTM_400_11-d0.2.pt,0.0317168475347093
14,English,Cuetos_Mitchell,low,sg,0,1,the bags,of the visitor,bags,visitor,The peasant was gazing at the bags of the visitor that MASKTOKEN under a tree.,The peasant was gazing at the bags of the visitor that,$SG,The peasant was gazing at the bags of the visitor that MASKTOKEN under a tree.,wikitext-103_LSTM_400_11-d0.2.pt,0.1300579705290667
14,English,Cuetos_Mitchell,high,sg,0,1,the bag,of the visitors,bag,visitors,The peasant was gazing at the bag of the visitors that MASKTOKEN under a tree.,The peasant was gazing at the bag of the visitors that,$SG,The peasant was gazing at the bag of the visitors that MASKTOKEN under a tree.,wikitext-103_LSTM_400_11-d0.2.pt,0.0578670453143512
14,English,Cuetos_Mitchell,low,pl,0,1,the bag,of the visitors,bag,visitors,The peasant was gazing at the bag of the visitors that MASKTOKEN under a tree.,The peasant was gazing at the bag of the visitors that,$PL,The peasant was gazing at the bag of the visitors that MASKTOKEN under a tree.,wikitext-103_LSTM_400_11-d0.2.pt,0.0624471232506582
14,English,Cuetos_Mitchell,high,pl,0,1,the bags,of the visitor,bags,visitor,The peasant was gazing at the bags of the visitor that MASKTOKEN under a tree.,The peasant was gazing at the bags of the visitor that,$PL,The peasant was gazing at the bags of the visitor that MASKTOKEN under a tree.,wikitext-103_LSTM_400_11-d0.2.pt,0.0581582878667572
15,English,Cuetos_Mitchell,low,sg,0,0,the boxes,of the soldier,boxes,soldier,The people watched the boxes of the soldier that MASKTOKEN on the platform.,The people watched the boxes of the soldier that,$SG,The people watched the boxes of the soldier that MASKTOKEN on the platform.,wikitext-103_LSTM_400_11-d0.2.pt,0.121666686187039
15,English,Cuetos_Mitchell,high,sg,0,0,the box,of the soldiers,box,soldiers,The people watched the box of the soldiers that MASKTOKEN on the platform.,The people watched the box of the soldiers that,$SG,The people watched the box of the soldiers that MASKTOKEN on the platform.,wikitext-103_LSTM_400_11-d0.2.pt,0.0130088269970087
15,English,Cuetos_Mitchell,low,pl,0,0,the box,of the soldiers,box,soldiers,The people watched the box of the soldiers that MASKTOKEN on the platform.,The people watched the box of the soldiers that,$PL,The people watched the box of the soldiers that MASKTOKEN on the platform.,wikitext-103_LSTM_400_11-d0.2.pt,0.2246777942933651
15,English,Cuetos_Mitchell,high,pl,0,0,the boxes,of the soldier,boxes,soldier,The people watched the boxes of the soldier that MASKTOKEN on the platform.,The people watched the boxes of the soldier that,$PL,The people watched the boxes of the soldier that MASKTOKEN on the platform.,wikitext-103_LSTM_400_11-d0.2.pt,0.0958046819810229
16,English,Cuetos_Mitchell,low,sg,0,1,the dogs,of the fruit dealer,dogs,dealer,Lewis ran over the dogs of the fruit dealer that MASKTOKEN to this district.,Lewis ran over the dogs of the fruit dealer that,$SG,Lewis ran over the dogs of the fruit dealer that MASKTOKEN to this district.,wikitext-103_LSTM_400_11-d0.2.pt,0.1112488482657632
16,English,Cuetos_Mitchell,high,sg,0,1,the dog,of the fruit dealers,dog,dealers,Lewis ran over the dog of the fruit dealers that MASKTOKEN to this district.,Lewis ran over the dog of the fruit dealers that,$SG,Lewis ran over the dog of the fruit dealers that MASKTOKEN to this district.,wikitext-103_LSTM_400_11-d0.2.pt,0.0309811443773337
16,English,Cuetos_Mitchell,low,pl,0,1,the dog,of the fruit dealers,dog,dealers,Lewis ran over the dog of the fruit dealers that MASKTOKEN to this district.,Lewis ran over the dog of the fruit dealers that,$PL,Lewis ran over the dog of the fruit dealers that MASKTOKEN to this district.,wikitext-103_LSTM_400_11-d0.2.pt,0.1044270107814107
16,English,Cuetos_Mitchell,high,pl,0,1,the dogs,of the fruit dealer,dogs,dealer,Lewis ran over the dogs of the fruit dealer that MASKTOKEN to this district.,Lewis ran over the dogs of the fruit dealer that,$PL,Lewis ran over the dogs of the fruit dealer that MASKTOKEN to this district.,wikitext-103_LSTM_400_11-d0.2.pt,0.0459345465373584
17,English,Cuetos_Mitchell,low,sg,1,1,the relatives,of the worker,relatives,worker,Andrew had dinner with the relatives of the worker who MASKTOKEN a member of the communist party.,Andrew had dinner with the relatives of the worker who,$SG,Andrew had dinner with the relatives of the worker who MASKTOKEN a member of the communist party.,wikitext-103_LSTM_400_11-d0.2.pt,0.2004495284463807
17,English,Cuetos_Mitchell,high,sg,1,1,the relative,of the workers,relative,workers,Andrew had dinner with the relative of the workers who MASKTOKEN a member of the communist party.,Andrew had dinner with the relative of the workers who,$SG,Andrew had dinner with the relative of the workers who MASKTOKEN a member of the communist party.,wikitext-103_LSTM_400_11-d0.2.pt,0.0166993316261763
17,English,Cuetos_Mitchell,low,pl,1,1,the relative,of the workers,relative,workers,Andrew had dinner with the relative of the workers who MASKTOKEN a member of the communist party.,Andrew had dinner with the relative of the workers who,$PL,Andrew had dinner with the relative of the workers who MASKTOKEN a member of the communist party.,wikitext-103_LSTM_400_11-d0.2.pt,0.2008912422001176
17,English,Cuetos_Mitchell,high,pl,1,1,the relatives,of the worker,relatives,worker,Andrew had dinner with the relatives of the worker who MASKTOKEN a member of the communist party.,Andrew had dinner with the relatives of the worker who,$PL,Andrew had dinner with the relatives of the worker who MASKTOKEN a member of the communist party.,wikitext-103_LSTM_400_11-d0.2.pt,0.036260026824642
18,English,Cuetos_Mitchell,low,sg,0,0,the cats,of the french girl,cats,girl,George was stroking the cats of the french girl that MASKTOKEN at the fountain.,George was stroking the cats of the french girl that,$SG,George was stroking the cats of the french girl that MASKTOKEN at the fountain.,wikitext-103_LSTM_400_11-d0.2.pt,0.1230492979259914
18,English,Cuetos_Mitchell,high,sg,0,0,the cat,of the french girls,cat,girls,George was stroking the cat of the french girls that MASKTOKEN at the fountain.,George was stroking the cat of the french girls that,$SG,George was stroking the cat of the french girls that MASKTOKEN at the fountain.,wikitext-103_LSTM_400_11-d0.2.pt,0.0371505613320639
18,English,Cuetos_Mitchell,low,pl,0,0,the cat,of the french girls,cat,girls,George was stroking the cat of the french girls that MASKTOKEN at the fountain.,George was stroking the cat of the french girls that,$PL,George was stroking the cat of the french girls that MASKTOKEN at the fountain.,wikitext-103_LSTM_400_11-d0.2.pt,0.1068557788108064
18,English,Cuetos_Mitchell,high,pl,0,0,the cats,of the french girl,cats,girl,George was stroking the cats of the french girl that MASKTOKEN at the fountain.,George was stroking the cats of the french girl that,$PL,George was stroking the cats of the french girl that MASKTOKEN at the fountain.,wikitext-103_LSTM_400_11-d0.2.pt,0.0688495340694199
19,English,Cuetos_Mitchell,low,sg,0,0,the brothers,of the priest,brothers,priest,Martha cheered the brothers of the priest who MASKTOKEN in the school.,Martha cheered the brothers of the priest who,$SG,Martha cheered the brothers of the priest who MASKTOKEN in the school.,wikitext-103_LSTM_400_11-d0.2.pt,0.1956512979145781
19,English,Cuetos_Mitchell,high,sg,0,0,the brother,of the priests,brother,priests,Martha cheered the brother of the priests who MASKTOKEN in the school.,Martha cheered the brother of the priests who,$SG,Martha cheered the brother of the priests who MASKTOKEN in the school.,wikitext-103_LSTM_400_11-d0.2.pt,0.0121639188254092
19,English,Cuetos_Mitchell,low,pl,0,0,the brother,of the priests,brother,priests,Martha cheered the brother of the priests who MASKTOKEN in the school.,Martha cheered the brother of the priests who,$PL,Martha cheered the brother of the priests who MASKTOKEN in the school.,wikitext-103_LSTM_400_11-d0.2.pt,0.2354368435536171
19,English,Cuetos_Mitchell,high,pl,0,0,the brothers,of the priest,brothers,priest,Martha cheered the brothers of the priest who MASKTOKEN in the school.,Martha cheered the brothers of the priest who,$PL,Martha cheered the brothers of the priest who MASKTOKEN in the school.,wikitext-103_LSTM_400_11-d0.2.pt,0.0412214651998086
20,English,Cuetos_Mitchell,low,sg,1,0,the containers,of the student,containers,student,The detective photographed the containers of the student that MASKTOKEN on the terrace.,The detective photographed the containers of the student that,$SG,The detective photographed the containers of the student that MASKTOKEN on the terrace.,wikitext-103_LSTM_400_11-d0.2.pt,0.1026480463325683
20,English,Cuetos_Mitchell,high,sg,1,0,the container,of the students,container,students,The detective photographed the container of the students that MASKTOKEN on the terrace.,The detective photographed the container of the students that,$SG,The detective photographed the container of the students that MASKTOKEN on the terrace.,wikitext-103_LSTM_400_11-d0.2.pt,0.0330062905883039
20,English,Cuetos_Mitchell,low,pl,1,0,the container,of the students,container,students,The detective photographed the container of the students that MASKTOKEN on the terrace.,The detective photographed the container of the students that,$PL,The detective photographed the container of the students that MASKTOKEN on the terrace.,wikitext-103_LSTM_400_11-d0.2.pt,0.1525878806316729
20,English,Cuetos_Mitchell,high,pl,1,0,the containers,of the student,containers,student,The detective photographed the containers of the student that MASKTOKEN on the terrace.,The detective photographed the containers of the student that,$PL,The detective photographed the containers of the student that MASKTOKEN on the terrace.,wikitext-103_LSTM_400_11-d0.2.pt,0.084549061607305
21,English,Cuetos_Mitchell,low,sg,0,1,the cousins,of the man,cousins,man,Mary argued with the cousins of the man who MASKTOKEN in Argentina.,Mary argued with the cousins of the man who,$SG,Mary argued with the cousins of the man who MASKTOKEN in Argentina.,wikitext-103_LSTM_400_11-d0.2.pt,0.1924635065809643
21,English,Cuetos_Mitchell,high,sg,0,1,the cousin,of the men,cousin,men,Mary argued with the cousin of the men who MASKTOKEN in Argentina.,Mary argued with the cousin of the men who,$SG,Mary argued with the cousin of the men who MASKTOKEN in Argentina.,wikitext-103_LSTM_400_11-d0.2.pt,0.014145795431224
21,English,Cuetos_Mitchell,low,pl,0,1,the cousin,of the men,cousin,men,Mary argued with the cousin of the men who MASKTOKEN in Argentina.,Mary argued with the cousin of the men who,$PL,Mary argued with the cousin of the men who MASKTOKEN in Argentina.,wikitext-103_LSTM_400_11-d0.2.pt,0.2025285000295387
21,English,Cuetos_Mitchell,high,pl,0,1,the cousins,of the man,cousins,man,Mary argued with the cousins of the man who MASKTOKEN in Argentina.,Mary argued with the cousins of the man who,$PL,Mary argued with the cousins of the man who MASKTOKEN in Argentina.,wikitext-103_LSTM_400_11-d0.2.pt,0.0408954069976743
22,English,Cuetos_Mitchell,low,sg,1,0,the children,of the teacher,children,teacher,The boys poked fun at the children of the teacher who MASKTOKEN in the park.,The boys poked fun at the children of the teacher who,$SG,The boys poked fun at the children of the teacher who MASKTOKEN in the park.,wikitext-103_LSTM_400_11-d0.2.pt,0.2518622408612581
22,English,Cuetos_Mitchell,high,sg,1,0,the child,of the teachers,child,teachers,The boys poked fun at the child of the teachers who MASKTOKEN in the park.,The boys poked fun at the child of the teachers who,$SG,The boys poked fun at the child of the teachers who MASKTOKEN in the park.,wikitext-103_LSTM_400_11-d0.2.pt,0.0124163447056981
22,English,Cuetos_Mitchell,low,pl,1,0,the child,of the teachers,child,teachers,The boys poked fun at the child of the teachers who MASKTOKEN in the park.,The boys poked fun at the child of the teachers who,$PL,The boys poked fun at the child of the teachers who MASKTOKEN in the park.,wikitext-103_LSTM_400_11-d0.2.pt,0.2777365749822102
22,English,Cuetos_Mitchell,high,pl,1,0,the children,of the teacher,children,teacher,The boys poked fun at the children of the teacher who MASKTOKEN in the park.,The boys poked fun at the children of the teacher who,$PL,The boys poked fun at the children of the teacher who MASKTOKEN in the park.,wikitext-103_LSTM_400_11-d0.2.pt,0.0497451450502715
23,English,Cuetos_Mitchell,low,sg,1,1,the servants,of the lady,servants,lady,My mother argued with the servants of the lady who MASKTOKEN in the house.,My mother argued with the servants of the lady who,$SG,My mother argued with the servants of the lady who MASKTOKEN in the house.,wikitext-103_LSTM_400_11-d0.2.pt,0.1642529139259441
23,English,Cuetos_Mitchell,high,sg,1,1,the servant,of the ladies,servant,ladies,My mother argued with the servant of the ladies who MASKTOKEN in the house.,My mother argued with the servant of the ladies who,$SG,My mother argued with the servant of the ladies who MASKTOKEN in the house.,wikitext-103_LSTM_400_11-d0.2.pt,0.0322618193323012
23,English,Cuetos_Mitchell,low,pl,1,1,the servant,of the ladies,servant,ladies,My mother argued with the servant of the ladies who MASKTOKEN in the house.,My mother argued with the servant of the ladies who,$PL,My mother argued with the servant of the ladies who MASKTOKEN in the house.,wikitext-103_LSTM_400_11-d0.2.pt,0.1893437990399915
23,English,Cuetos_Mitchell,high,pl,1,1,the servants,of the lady,servants,lady,My mother argued with the servants of the lady who MASKTOKEN in the house.,My mother argued with the servants of the lady who,$PL,My mother argued with the servants of the lady who MASKTOKEN in the house.,wikitext-103_LSTM_400_11-d0.2.pt,0.0662604779462374
24,English,Cuetos_Mitchell,low,sg,0,0,the sons,of the doctor,sons,doctor,This afternoon I saw the sons of the doctor who MASKTOKEN at our home.,This afternoon I saw the sons of the doctor who,$SG,This afternoon I saw the sons of the doctor who MASKTOKEN at our home.,wikitext-103_LSTM_400_11-d0.2.pt,0.2248720703695532
24,English,Cuetos_Mitchell,high,sg,0,0,the son,of the doctors,son,doctors,This afternoon I saw the son of the doctors who MASKTOKEN at our home.,This afternoon I saw the son of the doctors who,$SG,This afternoon I saw the son of the doctors who MASKTOKEN at our home.,wikitext-103_LSTM_400_11-d0.2.pt,0.0191674473755409
24,English,Cuetos_Mitchell,low,pl,0,0,the son,of the doctors,son,doctors,This afternoon I saw the son of the doctors who MASKTOKEN at our home.,This afternoon I saw the son of the doctors who,$PL,This afternoon I saw the son of the doctors who MASKTOKEN at our home.,wikitext-103_LSTM_400_11-d0.2.pt,0.1865146980387271
24,English,Cuetos_Mitchell,high,pl,0,0,the sons,of the doctor,sons,doctor,This afternoon I saw the sons of the doctor who MASKTOKEN at our home.,This afternoon I saw the sons of the doctor who,$PL,This afternoon I saw the sons of the doctor who MASKTOKEN at our home.,wikitext-103_LSTM_400_11-d0.2.pt,0.0770046734761464
1a,English,Fernandez,low,sg,1,0,the relatives,of the teacher,relatives,teacher,Andrew had dinner yesterday with the relatives of the teacher that MASKTOKEN divorced.,Andrew had dinner yesterday with the relatives of the teacher that,$SG,Andrew had dinner yesterday with the relatives of the teacher that MASKTOKEN divorced.,wikitext-103_LSTM_400_12-d0.2.pt,0.0522234283094142
1a,English,Fernandez,high,sg,1,0,the relative,of the teachers,relative,teachers,Andrew had dinner yesterday with the relative of the teachers that MASKTOKEN divorced.,Andrew had dinner yesterday with the relative of the teachers that,$SG,Andrew had dinner yesterday with the relative of the teachers that MASKTOKEN divorced.,wikitext-103_LSTM_400_12-d0.2.pt,0.0209994082199287
1a,English,Fernandez,low,pl,1,0,the relative,of the teachers,relative,teachers,Andrew had dinner yesterday with the relative of the teachers that MASKTOKEN divorced.,Andrew had dinner yesterday with the relative of the teachers that,$PL,Andrew had dinner yesterday with the relative of the teachers that MASKTOKEN divorced.,wikitext-103_LSTM_400_12-d0.2.pt,0.1788058474257106
1a,English,Fernandez,high,pl,1,0,the relatives,of the teacher,relatives,teacher,Andrew had dinner yesterday with the relatives of the teacher that MASKTOKEN divorced.,Andrew had dinner yesterday with the relatives of the teacher that,$PL,Andrew had dinner yesterday with the relatives of the teacher that MASKTOKEN divorced.,wikitext-103_LSTM_400_12-d0.2.pt,0.1147879832529312
2a,English,Fernandez,low,sg,0,1,the coaches,of the athlete,coaches,athlete,The journalist interviewed the coaches of the athlete that MASKTOKEN sick.,The journalist interviewed the coaches of the athlete that,$SG,The journalist interviewed the coaches of the athlete that MASKTOKEN sick.,wikitext-103_LSTM_400_12-d0.2.pt,0.0962023127488578
2a,English,Fernandez,high,sg,0,1,the coach,of the athletes,coach,athletes,The journalist interviewed the coach of the athletes that MASKTOKEN sick.,The journalist interviewed the coach of the athletes that,$SG,The journalist interviewed the coach of the athletes that MASKTOKEN sick.,wikitext-103_LSTM_400_12-d0.2.pt,0.0254630320074475
2a,English,Fernandez,low,pl,0,1,the coach,of the athletes,coach,athletes,The journalist interviewed the coach of the athletes that MASKTOKEN sick.,The journalist interviewed the coach of the athletes that,$PL,The journalist interviewed the coach of the athletes that MASKTOKEN sick.,wikitext-103_LSTM_400_12-d0.2.pt,0.1331398571745268
2a,English,Fernandez,high,pl,0,1,the coaches,of the athlete,coaches,athlete,The journalist interviewed the coaches of the athlete that MASKTOKEN sick.,The journalist interviewed the coaches of the athlete that,$PL,The journalist interviewed the coaches of the athlete that MASKTOKEN sick.,wikitext-103_LSTM_400_12-d0.2.pt,0.0811096952167957
3a,English,Fernandez,low,sg,0,1,the secretaries,of the clerk,secretaries,clerk,The personnel manager was observing the secretaries of the clerk that MASKTOKEN studying.,The personnel manager was observing the secretaries of the clerk that,$SG,The personnel manager was observing the secretaries of the clerk that MASKTOKEN studying.,wikitext-103_LSTM_400_12-d0.2.pt,0.0322708713133046
3a,English,Fernandez,high,sg,0,1,the secretary,of the clerks,secretary,clerks,The personnel manager was observing the secretary of the clerks that MASKTOKEN studying.,The personnel manager was observing the secretary of the clerks that,$SG,The personnel manager was observing the secretary of the clerks that MASKTOKEN studying.,wikitext-103_LSTM_400_12-d0.2.pt,0.0278661190522129
3a,English,Fernandez,low,pl,0,1,the secretary,of the clerks,secretary,clerks,The personnel manager was observing the secretary of the clerks that MASKTOKEN studying.,The personnel manager was observing the secretary of the clerks that,$PL,The personnel manager was observing the secretary of the clerks that MASKTOKEN studying.,wikitext-103_LSTM_400_12-d0.2.pt,0.0788922400033413
3a,English,Fernandez,high,pl,0,1,the secretaries,of the clerk,secretaries,clerk,The personnel manager was observing the secretaries of the clerk that MASKTOKEN studying.,The personnel manager was observing the secretaries of the clerk that,$PL,The personnel manager was observing the secretaries of the clerk that MASKTOKEN studying.,wikitext-103_LSTM_400_12-d0.2.pt,0.0342061115702492
4a,English,Fernandez,low,sg,0,0,the secretaries,of the lawyer,secretaries,lawyer,Julia had spoken to the secretaries of the lawyer that MASKTOKEN on vacation.,Julia had spoken to the secretaries of the lawyer that,$SG,Julia had spoken to the secretaries of the lawyer that MASKTOKEN on vacation.,wikitext-103_LSTM_400_12-d0.2.pt,0.0340925585609639
4a,English,Fernandez,high,sg,0,0,the secretary,of the lawyers,secretary,lawyers,Julia had spoken to the secretary of the lawyers that MASKTOKEN on vacation.,Julia had spoken to the secretary of the lawyers that,$SG,Julia had spoken to the secretary of the lawyers that MASKTOKEN on vacation.,wikitext-103_LSTM_400_12-d0.2.pt,0.0260484805962448
4a,English,Fernandez,low,pl,0,0,the secretary,of the lawyers,secretary,lawyers,Julia had spoken to the secretary of the lawyers that MASKTOKEN on vacation.,Julia had spoken to the secretary of the lawyers that,$PL,Julia had spoken to the secretary of the lawyers that MASKTOKEN on vacation.,wikitext-103_LSTM_400_12-d0.2.pt,0.0590567141012883
4a,English,Fernandez,high,pl,0,0,the secretaries,of the lawyer,secretaries,lawyer,Julia had spoken to the secretaries of the lawyer that MASKTOKEN on vacation.,Julia had spoken to the secretaries of the lawyer that,$PL,Julia had spoken to the secretaries of the lawyer that MASKTOKEN on vacation.,wikitext-103_LSTM_400_12-d0.2.pt,0.0384151870302176
5a,English,Fernandez,low,sg,1,0,the assistants,of the detective,assistants,detective,My friend met the assistants of the detective that MASKTOKEN fired.,My friend met the assistants of the detective that,$SG,My friend met the assistants of the detective that MASKTOKEN fired.,wikitext-103_LSTM_400_12-d0.2.pt,0.0635542317136597
5a,English,Fernandez,high,sg,1,0,the assistant,of the detectives,assistant,detectives,My friend met the assistant of the detectives that MASKTOKEN fired.,My friend met the assistant of the detectives that,$SG,My friend met the assistant of the detectives that MASKTOKEN fired.,wikitext-103_LSTM_400_12-d0.2.pt,0.0435164136226902
5a,English,Fernandez,low,pl,1,0,the assistant,of the detectives,assistant,detectives,My friend met the assistant of the detectives that MASKTOKEN fired.,My friend met the assistant of the detectives that,$PL,My friend met the assistant of the detectives that MASKTOKEN fired.,wikitext-103_LSTM_400_12-d0.2.pt,0.1414846636579199
5a,English,Fernandez,high,pl,1,0,the assistants,of the detective,assistants,detective,My friend met the assistants of the detective that MASKTOKEN fired.,My friend met the assistants of the detective that,$PL,My friend met the assistants of the detective that MASKTOKEN fired.,wikitext-103_LSTM_400_12-d0.2.pt,0.1047098227127918
6a,English,Fernandez,low,sg,1,0,the employees,of the ambassador,employees,ambassador,Charlie met the employees of the ambassador that MASKTOKEN eating.,Charlie met the employees of the ambassador that,$SG,Charlie met the employees of the ambassador that MASKTOKEN eating.,wikitext-103_LSTM_400_12-d0.2.pt,0.0402580503618423
6a,English,Fernandez,high,sg,1,0,the employee,of the ambassadors,employee,ambassadors,Charlie met the employee of the ambassadors that MASKTOKEN eating.,Charlie met the employee of the ambassadors that,$SG,Charlie met the employee of the ambassadors that MASKTOKEN eating.,wikitext-103_LSTM_400_12-d0.2.pt,0.0339298509902405
6a,English,Fernandez,low,pl,1,0,the employee,of the ambassadors,employee,ambassadors,Charlie met the employee of the ambassadors that MASKTOKEN eating.,Charlie met the employee of the ambassadors that,$PL,Charlie met the employee of the ambassadors that MASKTOKEN eating.,wikitext-103_LSTM_400_12-d0.2.pt,0.1322326184119617
6a,English,Fernandez,high,pl,1,0,the employees,of the ambassador,employees,ambassador,Charlie met the employees of the ambassador that MASKTOKEN eating.,Charlie met the employees of the ambassador that,$PL,Charlie met the employees of the ambassador that MASKTOKEN eating.,wikitext-103_LSTM_400_12-d0.2.pt,0.0486449184161301
7a,English,Fernandez,low,sg,0,0,the reviews,of the poem,reviews,poem,Roxanne read the reviews of the poem that MASKTOKEN unfinished.,Roxanne read the reviews of the poem that,$SG,Roxanne read the reviews of the poem that MASKTOKEN unfinished.,wikitext-103_LSTM_400_12-d0.2.pt,0.165149432782826
7a,English,Fernandez,high,sg,0,0,the review,of the poems,review,poems,Roxanne read the review of the poems that MASKTOKEN unfinished.,Roxanne read the review of the poems that,$SG,Roxanne read the review of the poems that MASKTOKEN unfinished.,wikitext-103_LSTM_400_12-d0.2.pt,0.0520931301854581
7a,English,Fernandez,low,pl,0,0,the review,of the poems,review,poems,Roxanne read the review of the poems that MASKTOKEN unfinished.,Roxanne read the review of the poems that,$PL,Roxanne read the review of the poems that MASKTOKEN unfinished.,wikitext-103_LSTM_400_12-d0.2.pt,0.1564661287035775
7a,English,Fernandez,high,pl,0,0,the reviews,of the poem,reviews,poem,Roxanne read the reviews of the poem that MASKTOKEN unfinished.,Roxanne read the reviews of the poem that,$PL,Roxanne read the reviews of the poem that MASKTOKEN unfinished.,wikitext-103_LSTM_400_12-d0.2.pt,0.0721653852620427
8a,English,Fernandez,low,sg,0,0,the pipes,of the sink,pipes,sink,The plumber adjusted the pipes of the sink that MASKTOKEN cracked.,The plumber adjusted the pipes of the sink that,$SG,The plumber adjusted the pipes of the sink that MASKTOKEN cracked.,wikitext-103_LSTM_400_12-d0.2.pt,0.1267998004228872
8a,English,Fernandez,high,sg,0,0,the pipe,of the sinks,pipe,sinks,The plumber adjusted the pipe of the sinks that MASKTOKEN cracked.,The plumber adjusted the pipe of the sinks that,$SG,The plumber adjusted the pipe of the sinks that MASKTOKEN cracked.,wikitext-103_LSTM_400_12-d0.2.pt,0.0512092472475975
