item,lang,expType,exp,contrast,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob,expCat,N2PropSource,N2Prop
8,Spanish,B5,rep,noAdj,ambi,sg,0,0,la pintura,de la playa,pintura,playa,Susana vendió la pintura de la playa que MASKTOKEN cera de sus amigos.,Susana vendió la pintura de la playa que,$ES_SG,Susana vendió la pintura de la playa que MASKTOKEN cera de sus amigos.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.3167393035976396,B,model,0.0
9,Spanish,B5,rep,noAdj,ambi,sg,1,0,la pintura,del parque,pintura,parque,La crítica juzgó duramente la pintura del parque que MASKTOKEN ayer.,La crítica juzgó duramente la pintura del parque que,$ES_SG,La crítica juzgó duramente la pintura del parque que MASKTOKEN ayer.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.318833099309602,B,model,0.0
1,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,el libro,del estudiante,libro,estudiante,El profesor leía el libro del estudiante que MASKTOKEN en el salón.,El profesor leía el libro del estudiante que,$ES_SG,El profesor leía el libro del estudiante que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2248181389248387,B,model,0.0
2,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,la maleta,del viajero,maleta,viajero,El revisor observaba la maleta del viajero que MASKTOKEN en la estación.,El revisor observaba la maleta del viajero que,$ES_SG,El revisor observaba la maleta del viajero que MASKTOKEN en la estación.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2889059470105906,B,model,0.0
3,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,el coche,del piloto,coche,piloto,Los mecánicos revisaban el coche del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche del piloto que,$ES_SG,Los mecánicos revisaban el coche del piloto que MASKTOKEN en la carrera.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2645501481158518,B,model,0.0
4,Spanish,B’,inanimposs,noAdj,ambi,sg,0,1,el vestido,de la chica,vestido,chica,La modista cosía el vestido de la chica que MASKTOKEN en el suelo.,La modista cosía el vestido de la chica que,$ES_SG,La modista cosía el vestido de la chica que MASKTOKEN en el suelo.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.3621468746995901,B,model,0.0
5,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,el coche,del vecino,coche,vecino,Pedimos prestado el coche del vecino que MASKTOKEN por allí cerca.,Pedimos prestado el coche del vecino que,$ES_SG,Pedimos prestado el coche del vecino que MASKTOKEN por allí cerca.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.3934970407848084,B,model,0.0
6,Spanish,B’,inanimposs,noAdj,ambi,sg,0,1,el ordenador,del ministro,ordenador,ministro,Tuve que pedir prestado el ordenador del ministro que MASKTOKEN en el despacho al lado del mío.,Tuve que pedir prestado el ordenador del ministro que,$ES_SG,Tuve que pedir prestado el ordenador del ministro que MASKTOKEN en el despacho al lado del mío.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1812848496274739,B,model,0.0
1,Spanish,C,with,def,ambi,sg,1,1,la comida,con el tomate,comida,tomate,El conde pidió la comida con el tomate que MASKTOKEN especialmente bien.,El conde pidió la comida con el tomate que,$ES_SG,El conde pidió la comida con el tomate que MASKTOKEN especialmente bien.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1815775239621615,C,model,0.0
2,Spanish,C,with,def,ambi,sg,1,1,el libro,con la cinta,libro,cinta,Laura perdió el libro con la cinta que MASKTOKEN en el salón.,Laura perdió el libro con la cinta que,$ES_SG,Laura perdió el libro con la cinta que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2809903914498477,C,model,0.0
3,Spanish,C,with,def,ambi,sg,1,1,el sombrero,con la cuerda,sombrero,cuerda,Marta se puso el sombrero con la cuerda que MASKTOKEN en verano.,Marta se puso el sombrero con la cuerda que,$ES_SG,Marta se puso el sombrero con la cuerda que MASKTOKEN en verano.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2574055140055975,C,model,0.0
4,Spanish,C,with,def,ambi,sg,0,0,el ordenador,con la pantalla,ordenador,pantalla,Se decidió trasladar el ordenador con la pantalla que MASKTOKEN a otro edificio.,Se decidió trasladar el ordenador con la pantalla que,$ES_SG,Se decidió trasladar el ordenador con la pantalla que MASKTOKEN a otro edificio.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2906731100972379,C,model,0.0
5,Spanish,C,with,def,ambi,sg,0,1,la radio,con el cable,radio,cable,Quise llevarme la radio con el cable que MASKTOKEN por muy poco precio.,Quise llevarme la radio con el cable que,$ES_SG,Quise llevarme la radio con el cable que MASKTOKEN por muy poco precio.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2364955088081615,C,model,0.0
6,Spanish,C,with,def,ambi,sg,0,1,la caja,con la flor,caja,flor,En la estantería guardo la caja con la flor que MASKTOKEN en el salón.,En la estantería guardo la caja con la flor que,$ES_SG,En la estantería guardo la caja con la flor que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.3784398505782747,C,model,0.0
7,Spanish,C,with,def,ambi,sg,0,1,del buque,con el pilar,buque,pilar,El capitán autorizó la salida del buque con el pilar que MASKTOKEN.,El capitán autorizó la salida del buque con el pilar que,$ES_SG,El capitán autorizó la salida del buque con el pilar que MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.294347887778418,C,model,0.75
8,Spanish,C,with,def,ambi,sg,1,1,la banda,con el diamante,banda,diamante,Llevé al joyero la banda con el diamante que MASKTOKEN en Colombia.,Llevé al joyero la banda con el diamante que,$ES_SG,Llevé al joyero la banda con el diamante que MASKTOKEN en Colombia.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2958510087310628,C,model,0.0
9,Spanish,C,with,def,ambi,sg,0,0,la casa,con la piscina,casa,piscina,Al millonario se le mostró la casa con la piscina que MASKTOKEN en Colombia,Al millonario se le mostró la casa con la piscina que,$ES_SG,Al millonario se le mostró la casa con la piscina que MASKTOKEN en Colombia,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2475767620076396,C,model,0.0
1,Spanish,A1,substance,def,ambi,sg,0,1,la mesa,de material,mesa,material,En el garaje guardamos la mesa de material que MASKTOKEN estas Navidades.,En el garaje guardamos la mesa de material que,$ES_SG,En el garaje guardamos la mesa de material que MASKTOKEN estas Navidades.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0762070626117151,A,model,0.0
2,Spanish,A1,substance,def,ambi,sg,1,1,la vela,de mineral,vela,mineral,A mi hermana le regalaron la vela de mineral que MASKTOKEN en la bodega. ,A mi hermana le regalaron la vela de mineral que,$ES_SG,A mi hermana le regalaron la vela de mineral que MASKTOKEN en la bodega. ,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0863040724324599,A,model,0.0
3,Spanish,A1,substance,def,ambi,sg,1,1,la camisa,de tela,camisa,tela,Ayer me regalaron la camisa de tela que MASKTOKEN de contrabando.,Ayer me regalaron la camisa de tela que,$ES_SG,Ayer me regalaron la camisa de tela que MASKTOKEN de contrabando.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0373891684048315,A,model,0.0
4,Spanish,A1,substance,def,ambi,sg,0,1,la manta,de tela,manta,tela,Al final Tomás compró la manta de tela que MASKTOKEN muy cara.,Al final Tomás compró la manta de tela que,$ES_SG,Al final Tomás compró la manta de tela que MASKTOKEN muy cara.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0378229083379857,A,model,0.0
5,Spanish,A1,substance,def,ambi,sg,1,0,la bolsa,de piel,bolsa,piel,María hizo la bolsa de piel que MASKTOKEN mucho.,María hizo la bolsa de piel que,$ES_SG,María hizo la bolsa de piel que MASKTOKEN mucho.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0660554321084403,A,model,0.0
6,Spanish,A1,substance,def,ambi,sg,0,1,la campana,de metal,campana,metal,Por fin colocaron la campana de metal que MASKTOKEN de la fundición.,Por fin colocaron la campana de metal que,$ES_SG,Por fin colocaron la campana de metal que MASKTOKEN de la fundición.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0605440155488574,A,model,0.0
7,Spanish,A1,substance,def,ambi,sg,0,1,el pastel,de grano,pastel,grano,Ayer nos comimos el pastel de grano que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos el pastel de grano que,$ES_SG,Ayer nos comimos el pastel de grano que MASKTOKEN en la tienda de productos orientales.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0592528838150916,A,model,0.0
8,Spanish,A1,substance,def,ambi,sg,1,1,el vestido,de fibra,vestido,fibra,La joven actriz admiraba el vestido de fibra que MASKTOKEN muy bonita.,La joven actriz admiraba el vestido de fibra que,$ES_SG,La joven actriz admiraba el vestido de fibra que MASKTOKEN muy bonita.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.1470365865927073,A,model,0.5
1,Spanish,A2,quantity,noAdj,ambi,sg,0,1,el vaso,de jugo,vaso,jugo,Juan pidió el vaso de jugo que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugo que,$ES_SG,Juan pidió el vaso de jugo que MASKTOKEN encima de la mesa.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0203566811581948,A,model,0.3333333333333333
2,Spanish,A2,quantity,noAdj,ambi,sg,0,1,la botella,de vino,botella,vino,A María le gustaba la botella de vino que MASKTOKEN en la bodega.,A María le gustaba la botella de vino que,$ES_SG,A María le gustaba la botella de vino que MASKTOKEN en la bodega.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.1020171048562997,A,model,0.16666666666666666
3,Spanish,A2,quantity,noAdj,ambi,sg,1,1,la copa,de dulce,copa,dulce,Pedro se llevó la copa de dulce que MASKTOKEN al suelo.,Pedro se llevó la copa de dulce que,$ES_SG,Pedro se llevó la copa de dulce que MASKTOKEN al suelo.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0592155374984598,A,model,0.0
4,Spanish,A2,quantity,noAdj,ambi,sg,0,0,el saco,de arena,saco,arena,Andrés recogió el saco de arena que MASKTOKEN de la obra.,Andrés recogió el saco de arena que,$ES_SG,Andrés recogió el saco de arena que MASKTOKEN de la obra.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.044320235632795,A,model,0.0
5,Spanish,A2,quantity,noAdj,ambi,sg,0,1,el paquete,de carne,paquete,carne,El vendedor nos trajo el paquete de carne que MASKTOKEN en el mostrador.,El vendedor nos trajo el paquete de carne que,$ES_SG,El vendedor nos trajo el paquete de carne que MASKTOKEN en el mostrador.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0477661425540574,A,model,0.0
6,Spanish,A2,quantity,noAdj,ambi,sg,0,0,la maleta,de ropa,maleta,ropa,Cuando vamos de camping llevamos la maleta de ropa que MASKTOKEN en verano.,Cuando vamos de camping llevamos la maleta de ropa que,$ES_SG,Cuando vamos de camping llevamos la maleta de ropa que MASKTOKEN en verano.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.078722376282147,A,model,0.0
7,Spanish,A2,quantity,noAdj,ambi,sg,1,0,el caso,de manzana,caso,manzana,En el comedor encontrarás el caso de manzana que MASKTOKEN sobra la mesa.,En el comedor encontrarás el caso de manzana que,$ES_SG,En el comedor encontrarás el caso de manzana que MASKTOKEN sobra la mesa.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0472955506453095,A,model,0.0
8,Spanish,A2,quantity,noAdj,ambi,sg,1,1,el paquete,de color,paquete,color,Julia recogió el paquete de color que MASKTOKEN sobra la mesa.,Julia recogió el paquete de color que,$ES_SG,Julia recogió el paquete de color que MASKTOKEN sobra la mesa.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0439344936533867,A,model,0.0
9,Spanish,A2,quantity,noAdj,ambi,sg,1,1,la copa,de jugo,copa,jugo,Mi madre no vió la copa de jugo que MASKTOKEN de hormigas.,Mi madre no vió la copa de jugo que,$ES_SG,Mi madre no vió la copa de jugo que MASKTOKEN de hormigas.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.066957165721912,A,model,0.0
1,Spanish,B1,kinship,def,ambi,sg,0,1,la pariente,del chico,pariente,chico,La maestra estuvo hablando con la pariente del chico que MASKTOKEN en el hospital.,La maestra estuvo hablando con la pariente del chico que,$ES_SG,La maestra estuvo hablando con la pariente del chico que MASKTOKEN en el hospital.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0344750363725152,B,model,1.0
2,Spanish,B1,kinship,def,ambi,sg,0,1,la hija,del maestro,hija,maestro,Los periodistas entrevistaron a la hija del maestro que MASKTOKEN un accidente.,Los periodistas entrevistaron a la hija del maestro que,$ES_SG,Los periodistas entrevistaron a la hija del maestro que MASKTOKEN un accidente.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0740673664845085,B,model,1.0
3,Spanish,B1,kinship,def,ambi,sg,1,1,la chica,del trabajador,chica,trabajador,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina del portero que,$ES_SG,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0188174308771398,B,model,0.0
4,Spanish,B1,kinship,def,ambi,sg,1,1,la hermana,del ingeniero,hermana,ingeniero,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía del mecánico que,$ES_SG,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.012336063765196,B,model,0.0
5,Spanish,B1,kinship,def,ambi,sg,0,0,la prima,del pintor,prima,pintor,La policía detuvo a la prima del pintor que MASKTOKEN en Marbella.,La policía detuvo a la prima del pintor que,$ES_SG,La policía detuvo a la prima del pintor que MASKTOKEN en Marbella.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0304986744409188,B,model,0.0
6,Spanish,B1,kinship,def,ambi,sg,0,0,la hermana,de la enfermera,hermana,enfermera,El portero conversaba con la hermana de la enfermera que MASKTOKEN amiga de mi madre.,El portero conversaba con la hermana de la enfermera que,$ES_SG,El portero conversaba con la hermana de la enfermera que MASKTOKEN amiga de mi madre.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0455197873261628,B,model,0.0
7,Spanish,B1,kinship,def,ambi,sg,1,0,de la hermana,del directivo,hermana,directivo,Todos en la oficina sintieron la muerta de la hermana del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de la hermana del directivo que,$ES_SG,Todos en la oficina sintieron la muerta de la hermana del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0270351887100701,B,model,0.0
8,Spanish,B1,kinship,def,ambi,sg,1,0,el hermano,del estudiante extranjero,hermano,extranjero,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que MASKTOKEN el verano pasado.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0088850125477673,B,model,0.0
9,Spanish,B1,kinship,def,ambi,sg,1,1,la madre,de la muchacha,madre,muchacha,Estábamos preocupados por la madre de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por la madre de la muchacha que,$ES_SG,Estábamos preocupados por la madre de la muchacha que MASKTOKEN al hospital.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0598574775247863,B,model,0.0
1,Spanish,B2,functional,def,ambi,sg,0,1,al ayudante,del ministro,ayudante,ministro,La explosión ensordeció al ayudante del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante del ministro que,$ES_SG,La explosión ensordeció al ayudante del ministro que MASKTOKEN junto al almaén.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0350546540579208,B,model,0.0
2,Spanish,B2,functional,def,ambi,sg,1,0,al ayudante,del actor,ayudante,actor,La policía también detuvo al ayudante del actor que MASKTOKEN en la empresa. ,La policía también detuvo al ayudante del actor que,$ES_SG,La policía también detuvo al ayudante del actor que MASKTOKEN en la empresa. ,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0378894903561199,B,model,0.16666666666666666
3,Spanish,B2,functional,def,ambi,sg,1,1,al asistente,del director,asistente,director,El mes que viene envían al extranjero al asistente del director que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero al asistente del director que,$ES_SG,El mes que viene envían al extranjero al asistente del director que MASKTOKEN un montón de horas en la oficina.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0314123245148023,B,model,0.5
4,Spanish,B2,functional,def,ambi,sg,0,0,la enfermera,del doctor,enfermera,doctor,A la mayoría de los enfermos les gustaba la enfermera del doctor que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba la enfermera del doctor que,$ES_SG,A la mayoría de los enfermos les gustaba la enfermera del doctor que MASKTOKEN de empezar a trabajar en el hospital.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.1469065092137504,B,model,0.16666666666666666
5,Spanish,B2,functional,def,ambi,sg,1,1,el alumno,del artista,alumno,artista,Estuve conversando con el alumno del artista que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con el alumno del artista que,$ES_SG,Estuve conversando con el alumno del artista que MASKTOKEN en Paris durante un tiempo.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.058490944191787,B,model,0.5
6,Spanish,B2,functional,def,ambi,sg,0,0,el asesor,del fiscal,asesor,fiscal,Mañana tengo una cita con el asesor del fiscal que MASKTOKEN en la fiesta de María.,Mañana tengo una cita con el asesor del fiscal que,$ES_SG,Mañana tengo una cita con el asesor del fiscal que MASKTOKEN en la fiesta de María.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0377070970029742,B,model,0.0
7,Spanish,B2,functional,def,ambi,sg,1,1,el consejero,de la adolescente,consejero,adolescente,Me dijeron que el consejero de la adolescente que MASKTOKEN en la televisión.,Me dijeron que el consejero de la adolescente que,$ES_SG,Me dijeron que el consejero de la adolescente que MASKTOKEN en la televisión.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0607631468911249,B,model,0.0
8,Spanish,B2,functional,def,ambi,sg,0,0,al consejero,del director,consejero,director,Ayer ví al consejero del director que MASKTOKEN en la oficina.,Ayer ví al consejero del director que,$ES_SG,Ayer ví al consejero del director que MASKTOKEN en la oficina.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0283994165638358,B,model,0.0
9,Spanish,B2,functional,def,ambi,sg,1,0,la analista,del embajador,analista,embajador,Durante la reunión el jefe de protocolo intentó hablar con la analista del embajador que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con la analista del embajador que,$ES_SG,Durante la reunión el jefe de protocolo intentó hablar con la analista del embajador que MASKTOKEN en la fiesta.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0595670939607534,B,model,0.0
1,Spanish,B3,possessive,noAdj,ambi,sg,0,0,el museo,de la ciudad,museo,ciudad,Los turistas admiraban el museo de la ciudad que MASKTOKEN en agosto.,Los turistas admiraban el museo de la ciudad que,$ES_SG,Los turistas admiraban el museo de la ciudad que MASKTOKEN en agosto.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.1269845244255498,B,model,0.0
2,Spanish,B3,possessive,noAdj,ambi,sg,0,1,el coche,de la empresa,coche,empresa,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_SG,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.1034532306082334,B,model,0.0
3,Spanish,B3,possessive,noAdj,ambi,sg,1,1,el aparato,de la tela,aparato,tela,Varios hombres trasladaron el aparato de la tela que se MASKTOKEN incendiado.,Varios hombres trasladaron el aparato de la tela que se,$ES_SG,Varios hombres trasladaron el aparato de la tela que se MASKTOKEN incendiado.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0398253587619581,B,model,0.0
4,Spanish,B3,possessive,noAdj,ambi,sg,1,0,la demanda,de la empresa,demanda,empresa,Los consultores vendieron la demanda de la empresa que MASKTOKEN bajando la cotización.,Los consultores vendieron la demanda de la empresa que,$ES_SG,Los consultores vendieron la demanda de la empresa que MASKTOKEN bajando la cotización.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0457354419456078,B,model,0.5
5,Spanish,B3,possessive,noAdj,ambi,sg,0,0,la biblioteca,de la escuela,biblioteca,escuela,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,El gobernador compró libros para la biblioteca de la escuela que,$ES_SG,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0308755673397905,B,model,0.0
6,Spanish,B3,possessive,noAdj,ambi,sg,1,1,la etiqueta,de la empresa,etiqueta,empresa,El columnista del periódico escribió sobre la mascota de la asociación que MASKTOKEN en agosto.,El columnista del periódico escribió sobre la mascota de la asociación que,$ES_SG,El columnista del periódico escribió sobre la mascota de la asociación que MASKTOKEN en agosto.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0765624301677975,B,model,0.0
1,Spanish,B4,inherentposs,noAdj,ambi,sg,1,1,la ventana,del barco,ventana,barco,El piloto contemplaba el aeropuerto desde la ventana del barco que MASKTOKEN limpiando.,El piloto contemplaba el aeropuerto desde la ventana del barco que,$ES_SG,El piloto contemplaba el aeropuerto desde la ventana del barco que MASKTOKEN limpiando.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0635297111627544,B,model,0.0
2,Spanish,B4,inherentposs,noAdj,ambi,sg,0,1,la rama,del arbusto,rama,arbusto,Los ájaros no podán anidar en la rama del arbusto que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en la rama del arbusto que,$ES_SG,Los ájaros no podán anidar en la rama del arbusto que MASKTOKEN el ño pasado.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0252990032941933,B,model,0.0
3,Spanish,B4,inherentposs,noAdj,ambi,sg,0,0,la puerta,de la casa,puerta,casa,El coche se detuvo ante la puerta de la casa que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante la puerta de la casa que,$ES_SG,El coche se detuvo ante la puerta de la casa que MASKTOKEN claros signos de deterioro.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0698760566788245,B,model,0.0
4,Spanish,B4,inherentposs,noAdj,ambi,sg,1,1,la llave,de la cocina,llave,cocina,El fontanero nos recomendó cambiar la llave de la cocina que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar la llave de la cocina que,$ES_SG,El fontanero nos recomendó cambiar la llave de la cocina que MASKTOKEN el ño pasado.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0401850893716895,B,model,0.0
5,Spanish,B4,inherentposs,noAdj,ambi,sg,1,0,el verso,del libro,verso,libro,Me gustó mucho el verso del libro que MASKTOKEN ayer.,Me gustó mucho el verso del libro que,$ES_SG,Me gustó mucho el verso del libro que MASKTOKEN ayer.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0535470233300067,B,model,0.0
6,Spanish,B4,inherentposs,noAdj,ambi,sg,1,1,la marca,del contenedor,marca,contenedor,Silvia no econtraba la marca del contenedor que MASKTOKEN de limpiar.,Silvia no econtraba la marca del contenedor que,$ES_SG,Silvia no econtraba la marca del contenedor que MASKTOKEN de limpiar.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0245165838359763,B,model,0.0
7,Spanish,B4,inherentposs,noAdj,ambi,sg,1,0,la campana,de la bicicleta,campana,bicicleta,Tenemos que pintar la campana de la bicicleta que MASKTOKEN ayer.,Tenemos que pintar la campana de la bicicleta que,$ES_SG,Tenemos que pintar la campana de la bicicleta que MASKTOKEN ayer.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0372644266668715,B,model,0.6666666666666666
8,Spanish,B4,inherentposs,noAdj,ambi,sg,0,0,la etiqueta,de la botella,etiqueta,botella,En la reunión nos mostraron la etiqueta de la botella que MASKTOKEN ayer.,En la reunión nos mostraron la etiqueta de la botella que,$ES_SG,En la reunión nos mostraron la etiqueta de la botella que MASKTOKEN ayer.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0560047569283316,B,model,0.6666666666666666
9,Spanish,B4,inherentposs,noAdj,ambi,sg,0,1,el motor,del barco,motor,barco,El inspector de seguros fotografió el motor del barco que MASKTOKEN de agua.,El inspector de seguros fotografió el motor del barco que,$ES_SG,El inspector de seguros fotografió el motor del barco que MASKTOKEN de agua.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0783173908928185,B,model,0.3333333333333333
1,Spanish,B5,rep,noAdj,ambi,sg,1,0,el dibujo,de la escultura,dibujo,escultura,Me sorprendió el dibujo de la escultura que MASKTOKEN en el ayuntamiento.,Me sorprendió el dibujo de la escultura que,$ES_SG,Me sorprendió el dibujo de la escultura que MASKTOKEN en el ayuntamiento.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.079313314840991,B,model,0.3333333333333333
2,Spanish,B5,rep,noAdj,ambi,sg,0,0,el esquema,de la casa,esquema,casa,El diseñador accedió a mostrarnos el esquema de la casa que MASKTOKEN acabar antes del fin del verano.,El diseñador accedió a mostrarnos el esquema de la casa que,$ES_SG,El diseñador accedió a mostrarnos el esquema de la casa que MASKTOKEN acabar antes del fin del verano.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0583161283809574,B,model,0.16666666666666666
3,Spanish,B5,rep,noAdj,ambi,sg,0,0,el dibujo,del edificio,dibujo,edificio,El arquitecto exhibió el dibujo del edificio que MASKTOKEN sobre la mesa.,El arquitecto exhibió el dibujo del edificio que,$ES_SG,El arquitecto exhibió el dibujo del edificio que MASKTOKEN sobre la mesa.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0284377268079589,B,model,1.0
4,Spanish,B5,rep,noAdj,ambi,sg,0,0,el retrato,de la mujer,retrato,mujer,A Carlos le gustó el retrato de la mujer que MASKTOKEN en tu casa.,A Carlos le gustó el retrato de la mujer que,$ES_SG,A Carlos le gustó el retrato de la mujer que MASKTOKEN en tu casa.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0515568223418986,B,model,0.0
5,Spanish,B5,rep,noAdj,ambi,sg,1,1,la foto,del chico,foto,chico,En todos los periódicos publicaron la foto del chico que MASKTOKEN mucho.,En todos los periódicos publicaron la foto del chico que,$ES_SG,En todos los periódicos publicaron la foto del chico que MASKTOKEN mucho.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0614192235001924,B,model,0.3333333333333333
6,Spanish,B5,rep,noAdj,ambi,sg,0,0,el cuadro,de la cueva,cuadro,cueva,Sara pintó el cuadro de la cueva que MASKTOKEN cerca de la mesa.,Sara pintó el cuadro de la cueva que,$ES_SG,Sara pintó el cuadro de la cueva que MASKTOKEN cerca de la mesa.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0294922958549878,B,model,0.3333333333333333
