item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/bert-base-uncased_prob,/data/roberta-base_prob
3,English,B3,possessive,NP1Adj,0.6,ambi,pl,0,0,the old machines,of the companies,machines,companies,Several men moved the old machines of the companies that MASKTOKEN on fire.,Several men moved the old machines of the companies that,$PL,Several men moved the old machines of the companies that MASKTOKEN on fire.,0.950514032395128,0.50668924345446
3,English,B3,possessive,NP1Adj,0.6,low,pl,0,0,the old machine,of the companies,machine,companies,Several men moved the old machine of the companies that MASKTOKEN on fire.,Several men moved the old machine of the companies that,$PL,Several men moved the old machine of the companies that MASKTOKEN on fire.,0.512595683647356,0.12699531379032145
3,English,B3,possessive,NP1Adj,0.6,high,pl,0,0,the old machines,of the company,machines,company,Several men moved the old machines of the company that MASKTOKEN on fire.,Several men moved the old machines of the company that,$PL,Several men moved the old machines of the company that MASKTOKEN on fire.,0.9362304990333379,0.38188356942152424
3,English,B3,possessive,NP2Adj,0.6,ambi,sg,0,0,the machine,of the old company,machine,company,Several men moved the machine of the old company that MASKTOKEN on fire.,Several men moved the machine of the old company that,$SG,Several men moved the machine of the old company that MASKTOKEN on fire.,0.8884473180116941,0.5740470363881599
3,English,B3,possessive,NP2Adj,0.6,low,sg,0,0,the machines,of the old company,machines,company,Several men moved the machines of the old company that MASKTOKEN on fire.,Several men moved the machines of the old company that,$SG,Several men moved the machines of the old company that MASKTOKEN on fire.,0.22341518537681498,0.15675816548948573
3,English,B3,possessive,NP2Adj,0.6,high,sg,0,0,the machine,of the old companies,machine,companies,Several men moved the machine of the old companies that MASKTOKEN on fire.,Several men moved the machine of the old companies that,$SG,Several men moved the machine of the old companies that MASKTOKEN on fire.,0.061448706552362745,0.3273366555407784
3,English,B3,possessive,NP2Adj,0.6,ambi,pl,0,0,the machines,of the old companies,machines,companies,Several men moved the machines of the old companies that MASKTOKEN on fire.,Several men moved the machines of the old companies that,$PL,Several men moved the machines of the old companies that MASKTOKEN on fire.,0.9381426794260644,0.5441614167075954
3,English,B3,possessive,NP2Adj,0.6,low,pl,0,0,the machine,of the old companies,machine,companies,Several men moved the machine of the old companies that MASKTOKEN on fire.,Several men moved the machine of the old companies that,$PL,Several men moved the machine of the old companies that MASKTOKEN on fire.,0.8573342108452973,0.24817122543354214
3,English,B3,possessive,NP2Adj,0.6,high,pl,0,0,the machines,of the old company,machines,company,Several men moved the machines of the old company that MASKTOKEN on fire.,Several men moved the machines of the old company that,$PL,Several men moved the machines of the old company that MASKTOKEN on fire.,0.723063270945791,0.3866657721693398
4,English,B3,possessive,noAdj,0.59,ambi,sg,0,0,the stock,of the investment club,stock,club,The brokers sold the stock of the investment club that MASKTOKEN losing money.,The brokers sold the stock of the investment club that,$SG,The brokers sold the stock of the investment club that MASKTOKEN losing money.,0.9458625391247653,0.9618755205944657
4,English,B3,possessive,noAdj,0.59,low,sg,0,0,the stocks,of the investment club,stocks,club,The brokers sold the stocks of the investment club that MASKTOKEN losing money.,The brokers sold the stocks of the investment club that,$SG,The brokers sold the stocks of the investment club that MASKTOKEN losing money.,0.6873023647166001,0.8406196282989851
4,English,B3,possessive,noAdj,0.59,high,sg,0,0,the stock,of the investment clubs,stock,clubs,The brokers sold the stock of the investment clubs that MASKTOKEN losing money.,The brokers sold the stock of the investment clubs that,$SG,The brokers sold the stock of the investment clubs that MASKTOKEN losing money.,0.01839109633323971,0.023770142222397206
4,English,B3,possessive,noAdj,0.59,ambi,pl,0,0,the stocks,of the investment clubs,stocks,clubs,The brokers sold the stocks of the investment clubs that MASKTOKEN losing money.,The brokers sold the stocks of the investment clubs that,$PL,The brokers sold the stocks of the investment clubs that MASKTOKEN losing money.,0.9639589922742037,0.9794567739001966
4,English,B3,possessive,noAdj,0.59,low,pl,0,0,the stock,of the investment clubs,stock,clubs,The brokers sold the stock of the investment clubs that MASKTOKEN losing money.,The brokers sold the stock of the investment clubs that,$PL,The brokers sold the stock of the investment clubs that MASKTOKEN losing money.,0.9506585202905197,0.9646383197997596
4,English,B3,possessive,noAdj,0.59,high,pl,0,0,the stocks,of the investment club,stocks,club,The brokers sold the stocks of the investment club that MASKTOKEN losing money.,The brokers sold the stocks of the investment club that,$PL,The brokers sold the stocks of the investment club that MASKTOKEN losing money.,0.28135729466500975,0.13699105690863592
4,English,B3,possessive,NP1Adj,0.59,ambi,sg,0,0,the new stock,of the investment club,stock,club,The brokers sold the new stock of the investment club that MASKTOKEN losing money.,The brokers sold the new stock of the investment club that,$SG,The brokers sold the new stock of the investment club that MASKTOKEN losing money.,0.9205908575462571,0.9636027329133895
4,English,B3,possessive,NP1Adj,0.59,low,sg,0,0,the new stocks,of the investment club,stocks,club,The brokers sold the new stocks of the investment club that MASKTOKEN losing money.,The brokers sold the new stocks of the investment club that,$SG,The brokers sold the new stocks of the investment club that MASKTOKEN losing money.,0.5097105535954001,0.8463014230897559
4,English,B3,possessive,NP1Adj,0.59,high,sg,0,0,the new stock,of the investment clubs,stock,clubs,The brokers sold the new stock of the investment clubs that MASKTOKEN losing money.,The brokers sold the new stock of the investment clubs that,$SG,The brokers sold the new stock of the investment clubs that MASKTOKEN losing money.,0.016890931030502848,0.04113694825694977
4,English,B3,possessive,NP1Adj,0.59,ambi,pl,0,0,the new stocks,of the investment clubs,stocks,clubs,The brokers sold the new stocks of the investment clubs that MASKTOKEN losing money.,The brokers sold the new stocks of the investment clubs that,$PL,The brokers sold the new stocks of the investment clubs that MASKTOKEN losing money.,0.9596078143419006,0.9722876667648173
4,English,B3,possessive,NP1Adj,0.59,low,pl,0,0,the new stock,of the investment clubs,stock,clubs,The brokers sold the new stock of the investment clubs that MASKTOKEN losing money.,The brokers sold the new stock of the investment clubs that,$PL,The brokers sold the new stock of the investment clubs that MASKTOKEN losing money.,0.9451458882747575,0.9459367015480773
4,English,B3,possessive,NP1Adj,0.59,high,pl,0,0,the new stocks,of the investment club,stocks,club,The brokers sold the new stocks of the investment club that MASKTOKEN losing money.,The brokers sold the new stocks of the investment club that,$PL,The brokers sold the new stocks of the investment club that MASKTOKEN losing money.,0.43285908190135736,0.12382231521503913
4,English,B3,possessive,NP2Adj,0.59,ambi,sg,0,0,the stock,of the new investment club,stock,club,The brokers sold the stock of the new investment club that MASKTOKEN losing money.,The brokers sold the stock of the new investment club that,$SG,The brokers sold the stock of the new investment club that MASKTOKEN losing money.,0.9454163378500703,0.9563510494609848
4,English,B3,possessive,NP2Adj,0.59,low,sg,0,0,the stocks,of the new investment club,stocks,club,The brokers sold the stocks of the new investment club that MASKTOKEN losing money.,The brokers sold the stocks of the new investment club that,$SG,The brokers sold the stocks of the new investment club that MASKTOKEN losing money.,0.8953027477456306,0.9099768741750375
4,English,B3,possessive,NP2Adj,0.59,high,sg,0,0,the stock,of the new investment clubs,stock,clubs,The brokers sold the stock of the new investment clubs that MASKTOKEN losing money.,The brokers sold the stock of the new investment clubs that,$SG,The brokers sold the stock of the new investment clubs that MASKTOKEN losing money.,0.010372059879545783,0.024339659532838804
4,English,B3,possessive,NP2Adj,0.59,ambi,pl,0,0,the stocks,of the new investment clubs,stocks,clubs,The brokers sold the stocks of the new investment clubs that MASKTOKEN losing money.,The brokers sold the stocks of the new investment clubs that,$PL,The brokers sold the stocks of the new investment clubs that MASKTOKEN losing money.,0.9620243685943247,0.9631012371382486
4,English,B3,possessive,NP2Adj,0.59,low,pl,0,0,the stock,of the new investment clubs,stock,clubs,The brokers sold the stock of the new investment clubs that MASKTOKEN losing money.,The brokers sold the stock of the new investment clubs that,$PL,The brokers sold the stock of the new investment clubs that MASKTOKEN losing money.,0.9468286058763994,0.9505351729103758
4,English,B3,possessive,NP2Adj,0.59,high,pl,0,0,the stocks,of the new investment club,stocks,club,The brokers sold the stocks of the new investment club that MASKTOKEN losing money.,The brokers sold the stocks of the new investment club that,$PL,The brokers sold the stocks of the new investment club that MASKTOKEN losing money.,0.07626792886178417,0.055446398861025745
5,English,B3,possessive,noAdj,0.44,ambi,sg,0,0,the library,of the elementary school,library,school,The governor bought some books for the library of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the library of the elementary school that,$SG,The governor bought some books for the library of the elementary school that MASKTOKEN built downtown.,0.8857665188496473,0.7594851628666637
5,English,B3,possessive,noAdj,0.44,low,sg,0,0,the libraries,of the elementary school,libraries,school,The governor bought some books for the libraries of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the libraries of the elementary school that,$SG,The governor bought some books for the libraries of the elementary school that MASKTOKEN built downtown.,0.8706051866774774,0.7314389685651339
5,English,B3,possessive,noAdj,0.44,high,sg,0,0,the library,of the elementary schools,library,schools,The governor bought some books for the library of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the library of the elementary schools that,$SG,The governor bought some books for the library of the elementary schools that MASKTOKEN built downtown.,0.016246398571988157,0.023185599212664262
5,English,B3,possessive,noAdj,0.44,ambi,pl,0,0,the libraries,of the elementary schools,libraries,schools,The governor bought some books for the libraries of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the libraries of the elementary schools that,$PL,The governor bought some books for the libraries of the elementary schools that MASKTOKEN built downtown.,0.9393854541285737,0.8406947303353376
5,English,B3,possessive,noAdj,0.44,low,pl,0,0,the library,of the elementary schools,library,schools,The governor bought some books for the library of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the library of the elementary schools that,$PL,The governor bought some books for the library of the elementary schools that MASKTOKEN built downtown.,0.9269830368797741,0.7842307365337451
5,English,B3,possessive,noAdj,0.44,high,pl,0,0,the libraries,of the elementary school,libraries,school,The governor bought some books for the libraries of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the libraries of the elementary school that,$PL,The governor bought some books for the libraries of the elementary school that MASKTOKEN built downtown.,0.009621778678502169,0.01168425875507418
5,English,B3,possessive,NP1Adj,0.44,ambi,sg,0,0,the new library,of the elementary school,library,school,The governor bought some books for the new library of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the new library of the elementary school that,$SG,The governor bought some books for the new library of the elementary school that MASKTOKEN built downtown.,0.9291154869489142,0.7572833830615069
5,English,B3,possessive,NP1Adj,0.44,low,sg,0,0,the new libraries,of the elementary school,libraries,school,The governor bought some books for the new libraries of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the new libraries of the elementary school that,$SG,The governor bought some books for the new libraries of the elementary school that MASKTOKEN built downtown.,0.887344903545335,0.6603415275788618
5,English,B3,possessive,NP1Adj,0.44,high,sg,0,0,the new library,of the elementary schools,library,schools,The governor bought some books for the new library of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the new library of the elementary schools that,$SG,The governor bought some books for the new library of the elementary schools that MASKTOKEN built downtown.,0.03667612330790703,0.20643994048172573
5,English,B3,possessive,NP1Adj,0.44,ambi,pl,0,0,the new libraries,of the elementary schools,libraries,schools,The governor bought some books for the new libraries of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the new libraries of the elementary schools that,$PL,The governor bought some books for the new libraries of the elementary schools that MASKTOKEN built downtown.,0.9607729043173214,0.8691643826295868
5,English,B3,possessive,NP1Adj,0.44,low,pl,0,0,the new library,of the elementary schools,library,schools,The governor bought some books for the new library of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the new library of the elementary schools that,$PL,The governor bought some books for the new library of the elementary schools that MASKTOKEN built downtown.,0.9228915291046749,0.5714710493624917
5,English,B3,possessive,NP1Adj,0.44,high,pl,0,0,the new libraries,of the elementary school,libraries,school,The governor bought some books for the new libraries of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the new libraries of the elementary school that,$PL,The governor bought some books for the new libraries of the elementary school that MASKTOKEN built downtown.,0.028441128513671282,0.07517693253162307
5,English,B3,possessive,NP2Adj,0.44,ambi,sg,0,0,the library,of the new elementary school,library,school,The governor bought some books for the library of the new elementary school that MASKTOKEN built downtown.,The governor bought some books for the library of the new elementary school that,$SG,The governor bought some books for the library of the new elementary school that MASKTOKEN built downtown.,0.9409410568615199,0.8029747724052391
5,English,B3,possessive,NP2Adj,0.44,low,sg,0,0,the libraries,of the new elementary school,libraries,school,The governor bought some books for the libraries of the new elementary school that MASKTOKEN built downtown.,The governor bought some books for the libraries of the new elementary school that,$SG,The governor bought some books for the libraries of the new elementary school that MASKTOKEN built downtown.,0.9384362919617281,0.7937235497412214
5,English,B3,possessive,NP2Adj,0.44,high,sg,0,0,the library,of the new elementary schools,library,schools,The governor bought some books for the library of the new elementary schools that MASKTOKEN built downtown.,The governor bought some books for the library of the new elementary schools that,$SG,The governor bought some books for the library of the new elementary schools that MASKTOKEN built downtown.,0.007601901875666574,0.009531490098883249
5,English,B3,possessive,NP2Adj,0.44,ambi,pl,0,0,the libraries,of the new elementary schools,libraries,schools,The governor bought some books for the libraries of the new elementary schools that MASKTOKEN built downtown.,The governor bought some books for the libraries of the new elementary schools that,$PL,The governor bought some books for the libraries of the new elementary schools that MASKTOKEN built downtown.,0.9742460264672047,0.9013005506201058
5,English,B3,possessive,NP2Adj,0.44,low,pl,0,0,the library,of the new elementary schools,library,schools,The governor bought some books for the library of the new elementary schools that MASKTOKEN built downtown.,The governor bought some books for the library of the new elementary schools that,$PL,The governor bought some books for the library of the new elementary schools that MASKTOKEN built downtown.,0.971328943844291,0.880831613173985
5,English,B3,possessive,NP2Adj,0.44,high,pl,0,0,the libraries,of the new elementary school,libraries,school,The governor bought some books for the libraries of the new elementary school that MASKTOKEN built downtown.,The governor bought some books for the libraries of the new elementary school that,$PL,The governor bought some books for the libraries of the new elementary school that MASKTOKEN built downtown.,0.003861110886990163,0.012212767855410828
6,English,B3,possessive,noAdj,0.25,ambi,sg,1,0,the representative,of the club,representative,club,The local newspaper columnist wrote about the representative of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the club that,$SG,The local newspaper columnist wrote about the representative of the club that MASKTOKEN found so ridiculous.,0.028629400727012477,0.01032851538562024
6,English,B3,possessive,noAdj,0.25,low,sg,1,0,the representatives,of the club,representatives,club,The local newspaper columnist wrote about the representatives of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the club that,$SG,The local newspaper columnist wrote about the representatives of the club that MASKTOKEN found so ridiculous.,0.03294251137004256,0.006802668386623044
6,English,B3,possessive,noAdj,0.25,high,sg,1,0,the representative,of the clubs,representative,clubs,The local newspaper columnist wrote about the representative of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the clubs that,$SG,The local newspaper columnist wrote about the representative of the clubs that MASKTOKEN found so ridiculous.,0.023371627442530407,0.008402522638298077
6,English,B3,possessive,noAdj,0.25,ambi,pl,1,0,the representatives,of the clubs,representatives,clubs,The local newspaper columnist wrote about the representatives of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the clubs that,$PL,The local newspaper columnist wrote about the representatives of the clubs that MASKTOKEN found so ridiculous.,0.00485289606870265,0.002227970594760237
6,English,B3,possessive,noAdj,0.25,low,pl,1,0,the representative,of the clubs,representative,clubs,The local newspaper columnist wrote about the representative of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the clubs that,$PL,The local newspaper columnist wrote about the representative of the clubs that MASKTOKEN found so ridiculous.,0.0035338738610910525,0.0014788069557594291
6,English,B3,possessive,noAdj,0.25,high,pl,1,0,the representatives,of the club,representatives,club,The local newspaper columnist wrote about the representatives of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the club that,$PL,The local newspaper columnist wrote about the representatives of the club that MASKTOKEN found so ridiculous.,0.0037233433190737575,0.002498617153480716
6,English,B3,possessive,NP1Adj,0.25,ambi,sg,1,0,the popular representative,of the club,representative,club,The local newspaper columnist wrote about the popular representative of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representative of the club that,$SG,The local newspaper columnist wrote about the popular representative of the club that MASKTOKEN found so ridiculous.,0.029059468224454932,0.009202727660115206
6,English,B3,possessive,NP1Adj,0.25,low,sg,1,0,the popular representatives,of the club,representatives,club,The local newspaper columnist wrote about the popular representatives of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representatives of the club that,$SG,The local newspaper columnist wrote about the popular representatives of the club that MASKTOKEN found so ridiculous.,0.02537937604851015,0.008071677633629218
6,English,B3,possessive,NP1Adj,0.25,high,sg,1,0,the popular representative,of the clubs,representative,clubs,The local newspaper columnist wrote about the popular representative of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representative of the clubs that,$SG,The local newspaper columnist wrote about the popular representative of the clubs that MASKTOKEN found so ridiculous.,0.020535767160805296,0.006470389412548183
6,English,B3,possessive,NP1Adj,0.25,ambi,pl,1,0,the popular representatives,of the clubs,representatives,clubs,The local newspaper columnist wrote about the popular representatives of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representatives of the clubs that,$PL,The local newspaper columnist wrote about the popular representatives of the clubs that MASKTOKEN found so ridiculous.,0.004638139481054404,0.0022009304332696253
6,English,B3,possessive,NP1Adj,0.25,low,pl,1,0,the popular representative,of the clubs,representative,clubs,The local newspaper columnist wrote about the popular representative of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representative of the clubs that,$PL,The local newspaper columnist wrote about the popular representative of the clubs that MASKTOKEN found so ridiculous.,0.0036385668587874953,0.0011035304251664699
6,English,B3,possessive,NP1Adj,0.25,high,pl,1,0,the popular representatives,of the club,representatives,club,The local newspaper columnist wrote about the popular representatives of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representatives of the club that,$PL,The local newspaper columnist wrote about the popular representatives of the club that MASKTOKEN found so ridiculous.,0.0039125728076350175,0.003433191647855119
6,English,B3,possessive,NP2Adj,0.25,ambi,sg,1,0,the representative,of the popular club,representative,club,The local newspaper columnist wrote about the representative of the popular club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the popular club that,$SG,The local newspaper columnist wrote about the representative of the popular club that MASKTOKEN found so ridiculous.,0.02106942387416222,0.006334515688682069
6,English,B3,possessive,NP2Adj,0.25,low,sg,1,0,the representatives,of the popular club,representatives,club,The local newspaper columnist wrote about the representatives of the popular club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the popular club that,$SG,The local newspaper columnist wrote about the representatives of the popular club that MASKTOKEN found so ridiculous.,0.01687822307996978,0.004575858911611649
6,English,B3,possessive,NP2Adj,0.25,high,sg,1,0,the representative,of the popular clubs,representative,clubs,The local newspaper columnist wrote about the representative of the popular clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the popular clubs that,$SG,The local newspaper columnist wrote about the representative of the popular clubs that MASKTOKEN found so ridiculous.,0.019721617131747138,0.006355353310080594
6,English,B3,possessive,NP2Adj,0.25,ambi,pl,1,0,the representatives,of the popular clubs,representatives,clubs,The local newspaper columnist wrote about the representatives of the popular clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the popular clubs that,$PL,The local newspaper columnist wrote about the representatives of the popular clubs that MASKTOKEN found so ridiculous.,0.004134285655117642,0.0019961819320981344
6,English,B3,possessive,NP2Adj,0.25,low,pl,1,0,the representative,of the popular clubs,representative,clubs,The local newspaper columnist wrote about the representative of the popular clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the popular clubs that,$PL,The local newspaper columnist wrote about the representative of the popular clubs that MASKTOKEN found so ridiculous.,0.004218381220487677,0.0014499957192785282
6,English,B3,possessive,NP2Adj,0.25,high,pl,1,0,the representatives,of the popular club,representatives,club,The local newspaper columnist wrote about the representatives of the popular club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the popular club that,$PL,The local newspaper columnist wrote about the representatives of the popular club that MASKTOKEN found so ridiculous.,0.003149036368227165,0.0019145995319872905
1,English,B4,inherentposs,noAdj,0.81,ambi,sg,0,0,the side window,of the plane,window,plane,The pilot was looking at the airport through the side window of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the plane that,$SG,The pilot was looking at the airport through the side window of the plane that MASKTOKEN fixed.,0.9166110748997642,0.8736202724953754
1,English,B4,inherentposs,noAdj,0.81,low,sg,0,0,the side windows,of the plane,windows,plane,The pilot was looking at the airport through the side windows of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the plane that,$SG,The pilot was looking at the airport through the side windows of the plane that MASKTOKEN fixed.,0.9060068172122596,0.482781285724055
1,English,B4,inherentposs,noAdj,0.81,high,sg,0,0,the side window,of the planes,window,planes,The pilot was looking at the airport through the side window of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the planes that,$SG,The pilot was looking at the airport through the side window of the planes that MASKTOKEN fixed.,0.004164925976695672,0.04277406870763761
1,English,B4,inherentposs,noAdj,0.81,ambi,pl,0,0,the side windows,of the planes,windows,planes,The pilot was looking at the airport through the side windows of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the planes that,$PL,The pilot was looking at the airport through the side windows of the planes that MASKTOKEN fixed.,0.9237972506549841,0.8540547149914073
1,English,B4,inherentposs,noAdj,0.81,low,pl,0,0,the side window,of the planes,window,planes,The pilot was looking at the airport through the side window of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the planes that,$PL,The pilot was looking at the airport through the side window of the planes that MASKTOKEN fixed.,0.9116039063204162,0.8223959794708461
1,English,B4,inherentposs,noAdj,0.81,high,pl,0,0,the side windows,of the plane,windows,plane,The pilot was looking at the airport through the side windows of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the plane that,$PL,The pilot was looking at the airport through the side windows of the plane that MASKTOKEN fixed.,0.007171908331480292,0.3461100170089433
1,English,B4,inherentposs,NP1Adj,0.81,ambi,sg,0,0,the filthy side window,of the plane,window,plane,The pilot was looking at the airport through the filthy side window of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side window of the plane that,$SG,The pilot was looking at the airport through the filthy side window of the plane that MASKTOKEN fixed.,0.8955769277026793,0.6893585466357144
1,English,B4,inherentposs,NP1Adj,0.81,low,sg,0,0,the filthy side windows,of the plane,windows,plane,The pilot was looking at the airport through the filthy side windows of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side windows of the plane that,$SG,The pilot was looking at the airport through the filthy side windows of the plane that MASKTOKEN fixed.,0.8472365765430363,0.5352003126941764
1,English,B4,inherentposs,NP1Adj,0.81,high,sg,0,0,the filthy side window,of the planes,window,planes,The pilot was looking at the airport through the filthy side window of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side window of the planes that,$SG,The pilot was looking at the airport through the filthy side window of the planes that MASKTOKEN fixed.,0.0060429860998235385,0.02061940465491668
1,English,B4,inherentposs,NP1Adj,0.81,ambi,pl,0,0,the filthy side windows,of the planes,windows,planes,The pilot was looking at the airport through the filthy side windows of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side windows of the planes that,$PL,The pilot was looking at the airport through the filthy side windows of the planes that MASKTOKEN fixed.,0.9014854375020851,0.6487569237348702
1,English,B4,inherentposs,NP1Adj,0.81,low,pl,0,0,the filthy side window,of the planes,window,planes,The pilot was looking at the airport through the filthy side window of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side window of the planes that,$PL,The pilot was looking at the airport through the filthy side window of the planes that MASKTOKEN fixed.,0.8937814415174612,0.6671592186260631
1,English,B4,inherentposs,NP1Adj,0.81,high,pl,0,0,the filthy side windows,of the plane,windows,plane,The pilot was looking at the airport through the filthy side windows of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side windows of the plane that,$PL,The pilot was looking at the airport through the filthy side windows of the plane that MASKTOKEN fixed.,0.022161446498747073,0.04329886381167314
1,English,B4,inherentposs,NP2Adj,0.81,ambi,sg,0,0,the side window,of the filthy plane,window,plane,The pilot was looking at the airport through the side window of the filthy plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the filthy plane that,$SG,The pilot was looking at the airport through the side window of the filthy plane that MASKTOKEN fixed.,0.8160739432622893,0.5817068351229302
1,English,B4,inherentposs,NP2Adj,0.81,low,sg,0,0,the side windows,of the filthy plane,windows,plane,The pilot was looking at the airport through the side windows of the filthy plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the filthy plane that,$SG,The pilot was looking at the airport through the side windows of the filthy plane that MASKTOKEN fixed.,0.8068395207379337,0.5151275946182985
1,English,B4,inherentposs,NP2Adj,0.81,high,sg,0,0,the side window,of the filthy planes,window,planes,The pilot was looking at the airport through the side window of the filthy planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the filthy planes that,$SG,The pilot was looking at the airport through the side window of the filthy planes that MASKTOKEN fixed.,0.011039715755868054,0.027064325887870815
1,English,B4,inherentposs,NP2Adj,0.81,ambi,pl,0,0,the side windows,of the filthy planes,windows,planes,The pilot was looking at the airport through the side windows of the filthy planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the filthy planes that,$PL,The pilot was looking at the airport through the side windows of the filthy planes that MASKTOKEN fixed.,0.8377117096083346,0.5001546245442403
1,English,B4,inherentposs,NP2Adj,0.81,low,pl,0,0,the side window,of the filthy planes,window,planes,The pilot was looking at the airport through the side window of the filthy planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the filthy planes that,$PL,The pilot was looking at the airport through the side window of the filthy planes that MASKTOKEN fixed.,0.824805098276485,0.5082727957663878
1,English,B4,inherentposs,NP2Adj,0.81,high,pl,0,0,the side windows,of the filthy plane,windows,plane,The pilot was looking at the airport through the side windows of the filthy plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the filthy plane that,$PL,The pilot was looking at the airport through the side windows of the filthy plane that MASKTOKEN fixed.,0.006758487891900811,0.00982609137322664
2,English,B4,inherentposs,noAdj,0.5,ambi,sg,0,0,the branch,of the tree,branch,tree,Birds won’t be able to nest in the branch of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the tree that,$SG,Birds won’t be able to nest in the branch of the tree that MASKTOKEN cut last year.,0.395912100306437,0.8167475921464756
2,English,B4,inherentposs,noAdj,0.5,low,sg,0,0,the branches,of the tree,branches,tree,Birds won’t be able to nest in the branches of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branches of the tree that,$SG,Birds won’t be able to nest in the branches of the tree that MASKTOKEN cut last year.,0.3097492197006182,0.23368722831979413
2,English,B4,inherentposs,noAdj,0.5,high,sg,0,0,the branch,of the trees,branch,trees,Birds won’t be able to nest in the branch of the trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the trees that,$SG,Birds won’t be able to nest in the branch of the trees that MASKTOKEN cut last year.,0.028174556754448465,0.21841705255397678
2,English,B4,inherentposs,noAdj,0.5,ambi,pl,0,0,the branches,of the trees,branches,trees,Birds won’t be able to nest in the branches of the trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the branches of the trees that,$PL,Birds won’t be able to nest in the branches of the trees that MASKTOKEN cut last year.,0.41384213573415085,0.8899763467770733
2,English,B4,inherentposs,noAdj,0.5,low,pl,0,0,the branch,of the trees,branch,trees,Birds won’t be able to nest in the branch of the trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the trees that,$PL,Birds won’t be able to nest in the branch of the trees that MASKTOKEN cut last year.,0.36350589292751634,0.627797225281638
2,English,B4,inherentposs,noAdj,0.5,high,pl,0,0,the branches,of the tree,branches,tree,Birds won’t be able to nest in the branches of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branches of the tree that,$PL,Birds won’t be able to nest in the branches of the tree that MASKTOKEN cut last year.,0.03885132595324725,0.5577857657549459
