item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/dccuchile/bert-base-spanish-wwm-uncased_prob,/data/mrm8488/RuPERTa-base_prob
7,Spanish,B2,functional,NP2indef,0.74,low,sg,1,1,los consejeros,de una adolescente,consejeros,adolescente,Me dijeron que los consejeros de una adolescente que MASKTOKEN en la televisión.,Me dijeron que los consejeros de una adolescente que,$ES_SG,Me dijeron que los consejeros de una adolescente que MASKTOKEN en la televisión.,0.7912471752600467,0.17304088108230076
7,Spanish,B2,functional,NP2indef,0.74,high,sg,1,1,el consejero,de unas adolescentes,consejero,adolescentes,Me dijeron que el consejero de unas adolescentes que MASKTOKEN en la televisión.,Me dijeron que el consejero de unas adolescentes que,$ES_SG,Me dijeron que el consejero de unas adolescentes que MASKTOKEN en la televisión.,0.07199025448480034,0.05977578782665205
7,Spanish,B2,functional,NP2indef,0.74,ambi,pl,1,1,los consejeros,de unas adolescentes,consejeros,adolescentes,Me dijeron que los consejeros de unas adolescentes que MASKTOKEN en la televisión.,Me dijeron que los consejeros de unas adolescentes que,$ES_PL,Me dijeron que los consejeros de unas adolescentes que MASKTOKEN en la televisión.,0.6934860588571112,0.5548324025009919
7,Spanish,B2,functional,NP2indef,0.74,low,pl,1,1,el consejero,de unas adolescentes,consejero,adolescentes,Me dijeron que el consejero de unas adolescentes que MASKTOKEN en la televisión.,Me dijeron que el consejero de unas adolescentes que,$ES_PL,Me dijeron que el consejero de unas adolescentes que MASKTOKEN en la televisión.,0.6315235542191537,0.5891166529193299
7,Spanish,B2,functional,NP2indef,0.74,high,pl,1,1,los consejeros,de una adolescente,consejeros,adolescente,Me dijeron que los consejeros de una adolescente que MASKTOKEN en la televisión.,Me dijeron que los consejeros de una adolescente que,$ES_PL,Me dijeron que los consejeros de una adolescente que MASKTOKEN en la televisión.,0.021162755804750022,0.4274607714160368
8,Spanish,B2,functional,def,0.24,ambi,sg,0,0,al consejero,del director,consejero,director,Ayer ví al consejero del director que MASKTOKEN en la oficina.,Ayer ví al consejero del director que,$ES_SG,Ayer ví al consejero del director que MASKTOKEN en la oficina.,0.6658313536362268,0.6200625264321502
8,Spanish,B2,functional,def,0.24,low,sg,0,0,a los consejeros,del director,consejeros,director,Ayer ví a los consejeros del director que MASKTOKEN en la oficina.,Ayer ví a los consejeros del director que,$ES_SG,Ayer ví a los consejeros del director que MASKTOKEN en la oficina.,0.0051391105632833875,0.0364787618910718
8,Spanish,B2,functional,def,0.24,high,sg,0,0,al consejero,de los directores,consejero,directores,Ayer ví al consejero de los directores que MASKTOKEN en la oficina.,Ayer ví al consejero de los directores que,$ES_SG,Ayer ví al consejero de los directores que MASKTOKEN en la oficina.,0.010971485705797243,0.01730598141422135
8,Spanish,B2,functional,def,0.24,ambi,pl,0,0,a los consejeros,de los directores,consejeros,directores,Ayer ví a los consejeros de los directores que MASKTOKEN en la oficina.,Ayer ví a los consejeros de los directores que,$ES_PL,Ayer ví a los consejeros de los directores que MASKTOKEN en la oficina.,0.8599426047384711,0.616201278848294
8,Spanish,B2,functional,def,0.24,low,pl,0,0,al consejero,de los directores,consejero,directores,Ayer ví al consejero de los directores que MASKTOKEN en la oficina.,Ayer ví al consejero de los directores que,$ES_PL,Ayer ví al consejero de los directores que MASKTOKEN en la oficina.,0.828469031292248,0.6552342239731885
8,Spanish,B2,functional,def,0.24,high,pl,0,0,a los consejeros,del director,consejeros,director,Ayer ví a los consejeros del director que MASKTOKEN en la oficina.,Ayer ví a los consejeros del director que,$ES_PL,Ayer ví a los consejeros del director que MASKTOKEN en la oficina.,0.804121631116848,0.5792590599989467
8,Spanish,B2,functional,NP1indef,0.24,ambi,sg,0,0,a un consejero,del director,consejero,director,Ayer ví a un consejero del director que MASKTOKEN en la oficina.,Ayer ví a un consejero del director que,$ES_SG,Ayer ví a un consejero del director que MASKTOKEN en la oficina.,0.8357696074772694,0.6753202843291319
8,Spanish,B2,functional,NP1indef,0.24,low,sg,0,0,a unos consejeros,del director,consejeros,director,Ayer ví a unos consejeros del director que MASKTOKEN en la oficina.,Ayer ví a unos consejeros del director que,$ES_SG,Ayer ví a unos consejeros del director que MASKTOKEN en la oficina.,0.008417377662627817,0.13505606920746516
8,Spanish,B2,functional,NP1indef,0.24,high,sg,0,0,a un consejero,de los directores,consejero,directores,Ayer ví a un consejero de los directores que MASKTOKEN en la oficina.,Ayer ví a un consejero de los directores que,$ES_SG,Ayer ví a un consejero de los directores que MASKTOKEN en la oficina.,0.009924236210980972,0.0894260692393658
8,Spanish,B2,functional,NP1indef,0.24,ambi,pl,0,0,a unos consejeros,de los directores,consejeros,directores,Ayer ví a unos consejeros de los directores que MASKTOKEN en la oficina.,Ayer ví a unos consejeros de los directores que,$ES_PL,Ayer ví a unos consejeros de los directores que MASKTOKEN en la oficina.,0.8331394278201287,0.6378191708191707
8,Spanish,B2,functional,NP1indef,0.24,low,pl,0,0,a un consejero,de los directores,consejero,directores,Ayer ví a un consejero de los directores que MASKTOKEN en la oficina.,Ayer ví a un consejero de los directores que,$ES_PL,Ayer ví a un consejero de los directores que MASKTOKEN en la oficina.,0.8705212015983346,0.603407199074212
8,Spanish,B2,functional,NP1indef,0.24,high,pl,0,0,a unos consejeros,del director,consejeros,director,Ayer ví a unos consejeros del director que MASKTOKEN en la oficina.,Ayer ví a unos consejeros del director que,$ES_PL,Ayer ví a unos consejeros del director que MASKTOKEN en la oficina.,0.7782491875512179,0.5062138540041587
8,Spanish,B2,functional,NP2indef,0.24,ambi,sg,0,0,al consejero,de un director,consejero,director,Ayer ví al consejero de un director que MASKTOKEN en la oficina.,Ayer ví al consejero de un director que,$ES_SG,Ayer ví al consejero de un director que MASKTOKEN en la oficina.,0.7921122226409798,0.6615085320628111
8,Spanish,B2,functional,NP2indef,0.24,low,sg,0,0,a los consejeros,de un director,consejeros,director,Ayer ví a los consejeros de un director que MASKTOKEN en la oficina.,Ayer ví a los consejeros de un director que,$ES_SG,Ayer ví a los consejeros de un director que MASKTOKEN en la oficina.,0.7097024138963652,0.5328562336843561
8,Spanish,B2,functional,NP2indef,0.24,high,sg,0,0,al consejero,de unos directores,consejero,directores,Ayer ví al consejero de unos directores que MASKTOKEN en la oficina.,Ayer ví al consejero de unos directores que,$ES_SG,Ayer ví al consejero de unos directores que MASKTOKEN en la oficina.,0.006226367772001112,0.015214056139576826
8,Spanish,B2,functional,NP2indef,0.24,ambi,pl,0,0,a los consejeros,de unos directores,consejeros,directores,Ayer ví a los consejeros de unos directores que MASKTOKEN en la oficina.,Ayer ví a los consejeros de unos directores que,$ES_PL,Ayer ví a los consejeros de unos directores que MASKTOKEN en la oficina.,0.8462317001716322,0.6243471899930881
8,Spanish,B2,functional,NP2indef,0.24,low,pl,0,0,al consejero,de unos directores,consejero,directores,Ayer ví al consejero de unos directores que MASKTOKEN en la oficina.,Ayer ví al consejero de unos directores que,$ES_PL,Ayer ví al consejero de unos directores que MASKTOKEN en la oficina.,0.8332784331486103,0.6384998912353268
8,Spanish,B2,functional,NP2indef,0.24,high,pl,0,0,a los consejeros,de un director,consejeros,director,Ayer ví a los consejeros de un director que MASKTOKEN en la oficina.,Ayer ví a los consejeros de un director que,$ES_PL,Ayer ví a los consejeros de un director que MASKTOKEN en la oficina.,0.015671143077301913,0.14287866301336294
9,Spanish,B2,functional,def,0.13,ambi,sg,1,0,la analista,del embajador,analista,embajador,Durante la reunión el jefe de protocolo intentó hablar con la analista del embajador que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con la analista del embajador que,$ES_SG,Durante la reunión el jefe de protocolo intentó hablar con la analista del embajador que MASKTOKEN en la fiesta.,0.5845804287305385,0.4762252767601609
9,Spanish,B2,functional,def,0.13,low,sg,1,0,las analistas,del embajador,analistas,embajador,Durante la reunión el jefe de protocolo intentó hablar con las analistas del embajador que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con las analistas del embajador que,$ES_SG,Durante la reunión el jefe de protocolo intentó hablar con las analistas del embajador que MASKTOKEN en la fiesta.,0.5933667288549085,0.017087361803142187
9,Spanish,B2,functional,def,0.13,high,sg,1,0,la analista,de los embajadores,analista,embajadores,Durante la reunión el jefe de protocolo intentó hablar con la analista de los embajadores que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con la analista de los embajadores que,$ES_SG,Durante la reunión el jefe de protocolo intentó hablar con la analista de los embajadores que MASKTOKEN en la fiesta.,0.049706371740992905,0.41122006554954993
9,Spanish,B2,functional,def,0.13,ambi,pl,1,0,las analistas,de los embajadores,analistas,embajadores,Durante la reunión el jefe de protocolo intentó hablar con las analistas de los embajadores que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con las analistas de los embajadores que,$ES_PL,Durante la reunión el jefe de protocolo intentó hablar con las analistas de los embajadores que MASKTOKEN en la fiesta.,0.5386969311080279,0.5659228833129166
9,Spanish,B2,functional,def,0.13,low,pl,1,0,la analista,de los embajadores,analista,embajadores,Durante la reunión el jefe de protocolo intentó hablar con la analista de los embajadores que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con la analista de los embajadores que,$ES_PL,Durante la reunión el jefe de protocolo intentó hablar con la analista de los embajadores que MASKTOKEN en la fiesta.,0.5544509452849393,0.06052671375855567
9,Spanish,B2,functional,def,0.13,high,pl,1,0,las analistas,del embajador,analistas,embajador,Durante la reunión el jefe de protocolo intentó hablar con las analistas del embajador que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con las analistas del embajador que,$ES_PL,Durante la reunión el jefe de protocolo intentó hablar con las analistas del embajador que MASKTOKEN en la fiesta.,0.10340807591717471,0.538748409811113
9,Spanish,B2,functional,NP1indef,0.13,ambi,sg,1,0,una analista,del embajador,analista,embajador,Durante la reunión el jefe de protocolo intentó hablar con una analista del embajador que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con una analista del embajador que,$ES_SG,Durante la reunión el jefe de protocolo intentó hablar con una analista del embajador que MASKTOKEN en la fiesta.,0.6727354518634554,0.4844080520608074
9,Spanish,B2,functional,NP1indef,0.13,low,sg,1,0,unas analistas,del embajador,analistas,embajador,Durante la reunión el jefe de protocolo intentó hablar con unas analistas del embajador que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con unas analistas del embajador que,$ES_SG,Durante la reunión el jefe de protocolo intentó hablar con unas analistas del embajador que MASKTOKEN en la fiesta.,0.5622053808252003,0.02796024543192388
9,Spanish,B2,functional,NP1indef,0.13,high,sg,1,0,una analista,de los embajadores,analista,embajadores,Durante la reunión el jefe de protocolo intentó hablar con una analista de los embajadores que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con una analista de los embajadores que,$ES_SG,Durante la reunión el jefe de protocolo intentó hablar con una analista de los embajadores que MASKTOKEN en la fiesta.,0.03714320326766393,0.4426394553338504
9,Spanish,B2,functional,NP1indef,0.13,ambi,pl,1,0,unas analistas,de los embajadores,analistas,embajadores,Durante la reunión el jefe de protocolo intentó hablar con unas analistas de los embajadores que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con unas analistas de los embajadores que,$ES_PL,Durante la reunión el jefe de protocolo intentó hablar con unas analistas de los embajadores que MASKTOKEN en la fiesta.,0.5813088099229322,0.583093157084349
9,Spanish,B2,functional,NP1indef,0.13,low,pl,1,0,una analista,de los embajadores,analista,embajadores,Durante la reunión el jefe de protocolo intentó hablar con una analista de los embajadores que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con una analista de los embajadores que,$ES_PL,Durante la reunión el jefe de protocolo intentó hablar con una analista de los embajadores que MASKTOKEN en la fiesta.,0.6738527033180155,0.04864551222415425
9,Spanish,B2,functional,NP1indef,0.13,high,pl,1,0,unas analistas,del embajador,analistas,embajador,Durante la reunión el jefe de protocolo intentó hablar con unas analistas del embajador que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con unas analistas del embajador que,$ES_PL,Durante la reunión el jefe de protocolo intentó hablar con unas analistas del embajador que MASKTOKEN en la fiesta.,0.09311454633256844,0.5465940196556502
9,Spanish,B2,functional,NP2indef,0.13,ambi,sg,1,0,la analista,de un embajador,analista,embajador,Durante la reunión el jefe de protocolo intentó hablar con la analista de un embajador que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con la analista de un embajador que,$ES_SG,Durante la reunión el jefe de protocolo intentó hablar con la analista de un embajador que MASKTOKEN en la fiesta.,0.5541937179981975,0.5292842434369476
9,Spanish,B2,functional,NP2indef,0.13,low,sg,1,0,las analistas,de un embajador,analistas,embajador,Durante la reunión el jefe de protocolo intentó hablar con las analistas de un embajador que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con las analistas de un embajador que,$ES_SG,Durante la reunión el jefe de protocolo intentó hablar con las analistas de un embajador que MASKTOKEN en la fiesta.,0.6193587477170048,0.3996743485074745
9,Spanish,B2,functional,NP2indef,0.13,high,sg,1,0,la analista,de unos embajadores,analista,embajadores,Durante la reunión el jefe de protocolo intentó hablar con la analista de unos embajadores que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con la analista de unos embajadores que,$ES_SG,Durante la reunión el jefe de protocolo intentó hablar con la analista de unos embajadores que MASKTOKEN en la fiesta.,0.07802914920649862,0.025027296336656235
9,Spanish,B2,functional,NP2indef,0.13,ambi,pl,1,0,las analistas,de unos embajadores,analistas,embajadores,Durante la reunión el jefe de protocolo intentó hablar con las analistas de unos embajadores que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con las analistas de unos embajadores que,$ES_PL,Durante la reunión el jefe de protocolo intentó hablar con las analistas de unos embajadores que MASKTOKEN en la fiesta.,0.6296834230780988,0.6041195662861938
9,Spanish,B2,functional,NP2indef,0.13,low,pl,1,0,la analista,de unos embajadores,analista,embajadores,Durante la reunión el jefe de protocolo intentó hablar con la analista de unos embajadores que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con la analista de unos embajadores que,$ES_PL,Durante la reunión el jefe de protocolo intentó hablar con la analista de unos embajadores que MASKTOKEN en la fiesta.,0.5594958763938109,0.5673459945586856
9,Spanish,B2,functional,NP2indef,0.13,high,pl,1,0,las analistas,de un embajador,analistas,embajador,Durante la reunión el jefe de protocolo intentó hablar con las analistas de un embajador que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con las analistas de un embajador que,$ES_PL,Durante la reunión el jefe de protocolo intentó hablar con las analistas de un embajador que MASKTOKEN en la fiesta.,0.016847009849818573,0.05874755134238896
1,Spanish,B3,possessive,noAdj,0.59,ambi,sg,0,0,el museo,de la ciudad,museo,ciudad,Los turistas admiraban el museo de la ciudad que MASKTOKEN en agosto.,Los turistas admiraban el museo de la ciudad que,$ES_SG,Los turistas admiraban el museo de la ciudad que MASKTOKEN en agosto.,1.1114862100027167,0.22796937870140255
1,Spanish,B3,possessive,noAdj,0.59,low,sg,0,0,los museos,de la ciudad,museos,ciudad,Los turistas admiraban los museos de la ciudad que MASKTOKEN en agosto.,Los turistas admiraban los museos de la ciudad que,$ES_SG,Los turistas admiraban los museos de la ciudad que MASKTOKEN en agosto.,0.1987591584718782,0.05547444005087243
1,Spanish,B3,possessive,noAdj,0.59,high,sg,0,0,el museo,de las ciudades,museo,ciudades,Los turistas admiraban el museo de las ciudades que MASKTOKEN en agosto.,Los turistas admiraban el museo de las ciudades que,$ES_SG,Los turistas admiraban el museo de las ciudades que MASKTOKEN en agosto.,0.07675610233022212,0.05349546861151566
1,Spanish,B3,possessive,noAdj,0.59,ambi,pl,0,0,los museos,de las ciudades,museos,ciudades,Los turistas admiraban los museos de las ciudades que MASKTOKEN en agosto.,Los turistas admiraban los museos de las ciudades que,$ES_PL,Los turistas admiraban los museos de las ciudades que MASKTOKEN en agosto.,0.8578548661603627,0.40169578909318204
1,Spanish,B3,possessive,noAdj,0.59,low,pl,0,0,el museo,de las ciudades,museo,ciudades,Los turistas admiraban el museo de las ciudades que MASKTOKEN en agosto.,Los turistas admiraban el museo de las ciudades que,$ES_PL,Los turistas admiraban el museo de las ciudades que MASKTOKEN en agosto.,0.7686852749933024,0.25358752777819404
1,Spanish,B3,possessive,noAdj,0.59,high,pl,0,0,los museos,de la ciudad,museos,ciudad,Los turistas admiraban los museos de la ciudad que MASKTOKEN en agosto.,Los turistas admiraban los museos de la ciudad que,$ES_PL,Los turistas admiraban los museos de la ciudad que MASKTOKEN en agosto.,0.978192683538115,0.24352578506880462
1,Spanish,B3,possessive,NP1Adj,0.59,ambi,sg,0,0,el museo grande,de la ciudad,grande,ciudad,Los turistas admiraban el museo grande de la ciudad que MASKTOKEN en agosto.,Los turistas admiraban el museo grande de la ciudad que,$ES_SG,Los turistas admiraban el museo grande de la ciudad que MASKTOKEN en agosto.,1.204281452745306,0.20869150741647502
1,Spanish,B3,possessive,NP1Adj,0.59,low,sg,0,0,los museos grandes,de la ciudad,grandes,ciudad,Los turistas admiraban los museos grandes de la ciudad que MASKTOKEN en agosto.,Los turistas admiraban los museos grandes de la ciudad que,$ES_SG,Los turistas admiraban los museos grandes de la ciudad que MASKTOKEN en agosto.,0.13615759691157248,0.07729317716569994
1,Spanish,B3,possessive,NP1Adj,0.59,high,sg,0,0,el museo grande,de las ciudades,grande,ciudades,Los turistas admiraban el museo grande de las ciudades que MASKTOKEN en agosto.,Los turistas admiraban el museo grande de las ciudades que,$ES_SG,Los turistas admiraban el museo grande de las ciudades que MASKTOKEN en agosto.,0.10257908676694605,0.020516127016236396
1,Spanish,B3,possessive,NP1Adj,0.59,ambi,pl,0,0,los museos grandes,de las ciudades,grandes,ciudades,Los turistas admiraban los museos grandes de las ciudades que MASKTOKEN en agosto.,Los turistas admiraban los museos grandes de las ciudades que,$ES_PL,Los turistas admiraban los museos grandes de las ciudades que MASKTOKEN en agosto.,0.9294236950242407,0.41555138124249424
1,Spanish,B3,possessive,NP1Adj,0.59,low,pl,0,0,el museo grande,de las ciudades,grande,ciudades,Los turistas admiraban el museo grande de las ciudades que MASKTOKEN en agosto.,Los turistas admiraban el museo grande de las ciudades que,$ES_PL,Los turistas admiraban el museo grande de las ciudades que MASKTOKEN en agosto.,0.8581238890733971,0.34751990966270796
1,Spanish,B3,possessive,NP1Adj,0.59,high,pl,0,0,los museos grandes,de la ciudad,grandes,ciudad,Los turistas admiraban los museos grandes de la ciudad que MASKTOKEN en agosto.,Los turistas admiraban los museos grandes de la ciudad que,$ES_PL,Los turistas admiraban los museos grandes de la ciudad que MASKTOKEN en agosto.,1.1781208787024084,0.19122805091318895
1,Spanish,B3,possessive,NP2Adj,0.59,ambi,sg,0,0,el museo,de la ciudad grande,museo,grande,Los turistas admiraban el museo de la ciudad grande que MASKTOKEN en agosto.,Los turistas admiraban el museo de la ciudad grande que,$ES_SG,Los turistas admiraban el museo de la ciudad grande que MASKTOKEN en agosto.,1.097776531473997,0.2071243654767585
1,Spanish,B3,possessive,NP2Adj,0.59,low,sg,0,0,los museos,de la ciudad grande,museos,grande,Los turistas admiraban los museos de la ciudad grande que MASKTOKEN en agosto.,Los turistas admiraban los museos de la ciudad grande que,$ES_SG,Los turistas admiraban los museos de la ciudad grande que MASKTOKEN en agosto.,0.3031169143401229,0.029758161453209198
1,Spanish,B3,possessive,NP2Adj,0.59,high,sg,0,0,el museo,de las ciudades grandes,museo,grandes,Los turistas admiraban el museo de las ciudades grandes que MASKTOKEN en agosto.,Los turistas admiraban el museo de las ciudades grandes que,$ES_SG,Los turistas admiraban el museo de las ciudades grandes que MASKTOKEN en agosto.,0.14380891306506083,0.05421945658256888
1,Spanish,B3,possessive,NP2Adj,0.59,ambi,pl,0,0,los museos,de las ciudades grandes,museos,grandes,Los turistas admiraban los museos de las ciudades grandes que MASKTOKEN en agosto.,Los turistas admiraban los museos de las ciudades grandes que,$ES_PL,Los turistas admiraban los museos de las ciudades grandes que MASKTOKEN en agosto.,1.0237861477772512,0.3825227050180189
1,Spanish,B3,possessive,NP2Adj,0.59,low,pl,0,0,el museo,de las ciudades grandes,museo,grandes,Los turistas admiraban el museo de las ciudades grandes que MASKTOKEN en agosto.,Los turistas admiraban el museo de las ciudades grandes que,$ES_PL,Los turistas admiraban el museo de las ciudades grandes que MASKTOKEN en agosto.,0.8702750524344367,0.2035968310851075
1,Spanish,B3,possessive,NP2Adj,0.59,high,pl,0,0,los museos,de la ciudad grande,museos,grande,Los turistas admiraban los museos de la ciudad grande que MASKTOKEN en agosto.,Los turistas admiraban los museos de la ciudad grande que,$ES_PL,Los turistas admiraban los museos de la ciudad grande que MASKTOKEN en agosto.,0.9320074665939444,0.2977791823458169
2,Spanish,B3,possessive,noAdj,0.63,ambi,sg,0,1,el coche,de la empresa,coche,empresa,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_SG,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.5717663473365349,0.5237421651386285
2,Spanish,B3,possessive,noAdj,0.63,low,sg,0,1,los coches,de la empresa,coches,empresa,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_SG,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.5717663473365349,0.5237421651386285
2,Spanish,B3,possessive,noAdj,0.63,high,sg,0,1,el coche,de las empresas,coche,empresas,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_SG,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.5717663473365349,0.5237421651386285
2,Spanish,B3,possessive,noAdj,0.63,ambi,pl,0,1,los coches,de las empresas,coches,empresas,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_PL,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.10617614366695083,0.010899434752033699
2,Spanish,B3,possessive,noAdj,0.63,low,pl,0,1,el coche,de las empresas,coche,empresas,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_PL,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.10617614366695083,0.010899434752033699
2,Spanish,B3,possessive,noAdj,0.63,high,pl,0,1,los coches,de la empresa,coches,empresa,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_PL,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.10617614366695083,0.010899434752033699
2,Spanish,B3,possessive,NP1Adj,0.63,ambi,sg,0,1,el coche nuevo,de la empresa,nuevo,empresa,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_SG,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.5717663473365349,0.5237421651386285
2,Spanish,B3,possessive,NP1Adj,0.63,low,sg,0,1,los coches nuevos,de la empresa,nuevos,empresa,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_SG,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.5717663473365349,0.5237421651386285
2,Spanish,B3,possessive,NP1Adj,0.63,high,sg,0,1,el coche nuevo,de las empresas,nuevo,empresas,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_SG,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.5717663473365349,0.5237421651386285
2,Spanish,B3,possessive,NP1Adj,0.63,ambi,pl,0,1,los coches nuevos,de las empresas,nuevos,empresas,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_PL,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.10617614366695083,0.010899434752033699
2,Spanish,B3,possessive,NP1Adj,0.63,low,pl,0,1,el coche nuevo,de las empresas,nuevo,empresas,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_PL,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.10617614366695083,0.010899434752033699
2,Spanish,B3,possessive,NP1Adj,0.63,high,pl,0,1,los coches nuevos,de la empresa,nuevos,empresa,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_PL,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.10617614366695083,0.010899434752033699
2,Spanish,B3,possessive,NP2Adj,0.63,ambi,sg,0,1,el coche,de la empresa nueva,coche,nueva,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_SG,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.5717663473365349,0.5237421651386285
2,Spanish,B3,possessive,NP2Adj,0.63,low,sg,0,1,los coches,de la empresa nueva,coches,nueva,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_SG,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.5717663473365349,0.5237421651386285
2,Spanish,B3,possessive,NP2Adj,0.63,high,sg,0,1,el coche,de las empresas nuevas,coche,nuevas,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_SG,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.5717663473365349,0.5237421651386285
2,Spanish,B3,possessive,NP2Adj,0.63,ambi,pl,0,1,los coches,de las empresas nuevas,coches,nuevas,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_PL,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.10617614366695083,0.010899434752033699
2,Spanish,B3,possessive,NP2Adj,0.63,low,pl,0,1,el coche,de las empresas nuevas,coche,nuevas,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_PL,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.10617614366695083,0.010899434752033699
2,Spanish,B3,possessive,NP2Adj,0.63,high,pl,0,1,los coches,de la empresa nueva,coches,nueva,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_PL,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,0.10617614366695083,0.010899434752033699
3,Spanish,B3,possessive,noAdj,0.75,ambi,sg,1,1,el aparato,de la tela,aparato,tela,Varios hombres trasladaron el aparato de la tela que se MASKTOKEN incendiado.,Varios hombres trasladaron el aparato de la tela que se,$ES_SG,Varios hombres trasladaron el aparato de la tela que se MASKTOKEN incendiado.,0.04952903792711346,0.8661490889240326
3,Spanish,B3,possessive,noAdj,0.75,low,sg,1,1,los aparatos,de la tela,aparatos,tela,Varios hombres trasladaron los aparatos de la tela que se MASKTOKEN incendiado.,Varios hombres trasladaron los aparatos de la tela que se,$ES_SG,Varios hombres trasladaron los aparatos de la tela que se MASKTOKEN incendiado.,0.04054099805132037,0.10006988741388056
3,Spanish,B3,possessive,noAdj,0.75,high,sg,1,1,el aparato,de las telas,aparato,telas,Varios hombres trasladaron el aparato de las telas que se MASKTOKEN incendiado.,Varios hombres trasladaron el aparato de las telas que se,$ES_SG,Varios hombres trasladaron el aparato de las telas que se MASKTOKEN incendiado.,0.019113562418872326,0.042037603024182246
