item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/gpt2-xl_prob
2,English,B3,possessive,noAdj,0.51,ambi,pl,0,0,the cars,of the companies,cars,companies,John smashed the cars of the companies that MASKTOKEN hated so much.,John smashed the cars of the companies that,$PL,John smashed the cars of the companies that,0.24956088978689195
2,English,B3,possessive,noAdj,0.51,low,pl,0,0,the car,of the companies,car,companies,John smashed the car of the companies that MASKTOKEN hated so much.,John smashed the car of the companies that,$PL,John smashed the car of the companies that,0.23973738126588717
2,English,B3,possessive,noAdj,0.51,high,pl,0,0,the cars,of the company,cars,company,John smashed the cars of the company that MASKTOKEN hated so much.,John smashed the cars of the company that,$PL,John smashed the cars of the company that,0.03237416203052779
2,English,B3,possessive,NP1Adj,0.51,ambi,sg,0,0,the new car,of the company,car,company,John smashed the new car of the company that MASKTOKEN hated so much.,John smashed the new car of the company that,$SG,John smashed the new car of the company that,0.23809880197826594
2,English,B3,possessive,NP1Adj,0.51,low,sg,0,0,the new cars,of the company,cars,company,John smashed the new cars of the company that MASKTOKEN hated so much.,John smashed the new cars of the company that,$SG,John smashed the new cars of the company that,0.15393355767011307
2,English,B3,possessive,NP1Adj,0.51,high,sg,0,0,the new car,of the companies,car,companies,John smashed the new car of the companies that MASKTOKEN hated so much.,John smashed the new car of the companies that,$SG,John smashed the new car of the companies that,0.08317985043259046
2,English,B3,possessive,NP1Adj,0.51,ambi,pl,0,0,the new cars,of the companies,cars,companies,John smashed the new cars of the companies that MASKTOKEN hated so much.,John smashed the new cars of the companies that,$PL,John smashed the new cars of the companies that,0.28812972670019565
2,English,B3,possessive,NP1Adj,0.51,low,pl,0,0,the new car,of the companies,car,companies,John smashed the new car of the companies that MASKTOKEN hated so much.,John smashed the new car of the companies that,$PL,John smashed the new car of the companies that,0.22527265407188501
2,English,B3,possessive,NP1Adj,0.51,high,pl,0,0,the new cars,of the company,cars,company,John smashed the new cars of the company that MASKTOKEN hated so much.,John smashed the new cars of the company that,$PL,John smashed the new cars of the company that,0.0785584965143471
2,English,B3,possessive,NP2Adj,0.51,ambi,sg,0,0,the car,of the new company,car,company,John smashed the car of the new company that MASKTOKEN hated so much.,John smashed the car of the new company that,$SG,John smashed the car of the new company that,0.26628753606782674
2,English,B3,possessive,NP2Adj,0.51,low,sg,0,0,the cars,of the new company,cars,company,John smashed the cars of the new company that MASKTOKEN hated so much.,John smashed the cars of the new company that,$SG,John smashed the cars of the new company that,0.22902996799445496
2,English,B3,possessive,NP2Adj,0.51,high,sg,0,0,the car,of the new companies,car,companies,John smashed the car of the new companies that MASKTOKEN hated so much.,John smashed the car of the new companies that,$SG,John smashed the car of the new companies that,0.03176217060394215
2,English,B3,possessive,NP2Adj,0.51,ambi,pl,0,0,the cars,of the new companies,cars,companies,John smashed the cars of the new companies that MASKTOKEN hated so much.,John smashed the cars of the new companies that,$PL,John smashed the cars of the new companies that,0.28562931249432566
2,English,B3,possessive,NP2Adj,0.51,low,pl,0,0,the car,of the new companies,car,companies,John smashed the car of the new companies that MASKTOKEN hated so much.,John smashed the car of the new companies that,$PL,John smashed the car of the new companies that,0.31261382308664665
2,English,B3,possessive,NP2Adj,0.51,high,pl,0,0,the cars,of the new company,cars,company,John smashed the cars of the new company that MASKTOKEN hated so much.,John smashed the cars of the new company that,$PL,John smashed the cars of the new company that,0.03008876955958595
3,English,B3,possessive,noAdj,0.6,ambi,sg,0,0,the machine,of the company,machine,company,Several men moved the machine of the company that MASKTOKEN on fire.,Several men moved the machine of the company that,$SG,Several men moved the machine of the company that,0.22807675508662584
3,English,B3,possessive,noAdj,0.6,low,sg,0,0,the machines,of the company,machines,company,Several men moved the machines of the company that MASKTOKEN on fire.,Several men moved the machines of the company that,$SG,Several men moved the machines of the company that,0.13714842263142657
3,English,B3,possessive,noAdj,0.6,high,sg,0,0,the machine,of the companies,machine,companies,Several men moved the machine of the companies that MASKTOKEN on fire.,Several men moved the machine of the companies that,$SG,Several men moved the machine of the companies that,0.04301336840966208
3,English,B3,possessive,noAdj,0.6,ambi,pl,0,0,the machines,of the companies,machines,companies,Several men moved the machines of the companies that MASKTOKEN on fire.,Several men moved the machines of the companies that,$PL,Several men moved the machines of the companies that,0.2189199509263986
3,English,B3,possessive,noAdj,0.6,low,pl,0,0,the machine,of the companies,machine,companies,Several men moved the machine of the companies that MASKTOKEN on fire.,Several men moved the machine of the companies that,$PL,Several men moved the machine of the companies that,0.2795764343174234
3,English,B3,possessive,noAdj,0.6,high,pl,0,0,the machines,of the company,machines,company,Several men moved the machines of the company that MASKTOKEN on fire.,Several men moved the machines of the company that,$PL,Several men moved the machines of the company that,0.08347147375676123
3,English,B3,possessive,NP1Adj,0.6,ambi,sg,0,0,the old machine,of the company,machine,company,Several men moved the old machine of the company that MASKTOKEN on fire.,Several men moved the old machine of the company that,$SG,Several men moved the old machine of the company that,0.18650787525637824
3,English,B3,possessive,NP1Adj,0.6,low,sg,0,0,the old machines,of the company,machines,company,Several men moved the old machines of the company that MASKTOKEN on fire.,Several men moved the old machines of the company that,$SG,Several men moved the old machines of the company that,0.053024564738706204
3,English,B3,possessive,NP1Adj,0.6,high,sg,0,0,the old machine,of the companies,machine,companies,Several men moved the old machine of the companies that MASKTOKEN on fire.,Several men moved the old machine of the companies that,$SG,Several men moved the old machine of the companies that,0.06085903646025059
3,English,B3,possessive,NP1Adj,0.6,ambi,pl,0,0,the old machines,of the companies,machines,companies,Several men moved the old machines of the companies that MASKTOKEN on fire.,Several men moved the old machines of the companies that,$PL,Several men moved the old machines of the companies that,0.16529012493973383
3,English,B3,possessive,NP1Adj,0.6,low,pl,0,0,the old machine,of the companies,machine,companies,Several men moved the old machine of the companies that MASKTOKEN on fire.,Several men moved the old machine of the companies that,$PL,Several men moved the old machine of the companies that,0.16934946820589403
3,English,B3,possessive,NP1Adj,0.6,high,pl,0,0,the old machines,of the company,machines,company,Several men moved the old machines of the company that MASKTOKEN on fire.,Several men moved the old machines of the company that,$PL,Several men moved the old machines of the company that,0.19424873496182293
3,English,B3,possessive,NP2Adj,0.6,ambi,sg,0,0,the machine,of the old company,machine,company,Several men moved the machine of the old company that MASKTOKEN on fire.,Several men moved the machine of the old company that,$SG,Several men moved the machine of the old company that,0.21095217528685417
3,English,B3,possessive,NP2Adj,0.6,low,sg,0,0,the machines,of the old company,machines,company,Several men moved the machines of the old company that MASKTOKEN on fire.,Several men moved the machines of the old company that,$SG,Several men moved the machines of the old company that,0.06351949582103522
3,English,B3,possessive,NP2Adj,0.6,high,sg,0,0,the machine,of the old companies,machine,companies,Several men moved the machine of the old companies that MASKTOKEN on fire.,Several men moved the machine of the old companies that,$SG,Several men moved the machine of the old companies that,0.04863743988962632
3,English,B3,possessive,NP2Adj,0.6,ambi,pl,0,0,the machines,of the old companies,machines,companies,Several men moved the machines of the old companies that MASKTOKEN on fire.,Several men moved the machines of the old companies that,$PL,Several men moved the machines of the old companies that,0.22310949302280392
3,English,B3,possessive,NP2Adj,0.6,low,pl,0,0,the machine,of the old companies,machine,companies,Several men moved the machine of the old companies that MASKTOKEN on fire.,Several men moved the machine of the old companies that,$PL,Several men moved the machine of the old companies that,0.19598800041473652
3,English,B3,possessive,NP2Adj,0.6,high,pl,0,0,the machines,of the old company,machines,company,Several men moved the machines of the old company that MASKTOKEN on fire.,Several men moved the machines of the old company that,$PL,Several men moved the machines of the old company that,0.16482231662217117
4,English,B3,possessive,noAdj,0.59,ambi,sg,0,0,the stock,of the investment club,stock,club,The brokers sold the stock of the investment club that MASKTOKEN losing money.,The brokers sold the stock of the investment club that,$SG,The brokers sold the stock of the investment club that,0.13623795601476552
4,English,B3,possessive,noAdj,0.59,low,sg,0,0,the stocks,of the investment club,stocks,club,The brokers sold the stocks of the investment club that MASKTOKEN losing money.,The brokers sold the stocks of the investment club that,$SG,The brokers sold the stocks of the investment club that,0.09762277386796114
4,English,B3,possessive,noAdj,0.59,high,sg,0,0,the stock,of the investment clubs,stock,clubs,The brokers sold the stock of the investment clubs that MASKTOKEN losing money.,The brokers sold the stock of the investment clubs that,$SG,The brokers sold the stock of the investment clubs that,0.018991784620582042
4,English,B3,possessive,noAdj,0.59,ambi,pl,0,0,the stocks,of the investment clubs,stocks,clubs,The brokers sold the stocks of the investment clubs that MASKTOKEN losing money.,The brokers sold the stocks of the investment clubs that,$PL,The brokers sold the stocks of the investment clubs that,0.18417696393079908
4,English,B3,possessive,noAdj,0.59,low,pl,0,0,the stock,of the investment clubs,stock,clubs,The brokers sold the stock of the investment clubs that MASKTOKEN losing money.,The brokers sold the stock of the investment clubs that,$PL,The brokers sold the stock of the investment clubs that,0.1976372590815192
4,English,B3,possessive,noAdj,0.59,high,pl,0,0,the stocks,of the investment club,stocks,club,The brokers sold the stocks of the investment club that MASKTOKEN losing money.,The brokers sold the stocks of the investment club that,$PL,The brokers sold the stocks of the investment club that,0.04242196519930541
4,English,B3,possessive,NP1Adj,0.59,ambi,sg,0,0,the new stock,of the investment club,stock,club,The brokers sold the new stock of the investment club that MASKTOKEN losing money.,The brokers sold the new stock of the investment club that,$SG,The brokers sold the new stock of the investment club that,0.17278863886748508
4,English,B3,possessive,NP1Adj,0.59,low,sg,0,0,the new stocks,of the investment club,stocks,club,The brokers sold the new stocks of the investment club that MASKTOKEN losing money.,The brokers sold the new stocks of the investment club that,$SG,The brokers sold the new stocks of the investment club that,0.09137901951938598
4,English,B3,possessive,NP1Adj,0.59,high,sg,0,0,the new stock,of the investment clubs,stock,clubs,The brokers sold the new stock of the investment clubs that MASKTOKEN losing money.,The brokers sold the new stock of the investment clubs that,$SG,The brokers sold the new stock of the investment clubs that,0.056783379744823836
4,English,B3,possessive,NP1Adj,0.59,ambi,pl,0,0,the new stocks,of the investment clubs,stocks,clubs,The brokers sold the new stocks of the investment clubs that MASKTOKEN losing money.,The brokers sold the new stocks of the investment clubs that,$PL,The brokers sold the new stocks of the investment clubs that,0.2266729147014832
4,English,B3,possessive,NP1Adj,0.59,low,pl,0,0,the new stock,of the investment clubs,stock,clubs,The brokers sold the new stock of the investment clubs that MASKTOKEN losing money.,The brokers sold the new stock of the investment clubs that,$PL,The brokers sold the new stock of the investment clubs that,0.18729159639058324
4,English,B3,possessive,NP1Adj,0.59,high,pl,0,0,the new stocks,of the investment club,stocks,club,The brokers sold the new stocks of the investment club that MASKTOKEN losing money.,The brokers sold the new stocks of the investment club that,$PL,The brokers sold the new stocks of the investment club that,0.0937408337866259
4,English,B3,possessive,NP2Adj,0.59,ambi,sg,0,0,the stock,of the new investment club,stock,club,The brokers sold the stock of the new investment club that MASKTOKEN losing money.,The brokers sold the stock of the new investment club that,$SG,The brokers sold the stock of the new investment club that,0.19897719511997392
4,English,B3,possessive,NP2Adj,0.59,low,sg,0,0,the stocks,of the new investment club,stocks,club,The brokers sold the stocks of the new investment club that MASKTOKEN losing money.,The brokers sold the stocks of the new investment club that,$SG,The brokers sold the stocks of the new investment club that,0.15720253231480985
4,English,B3,possessive,NP2Adj,0.59,high,sg,0,0,the stock,of the new investment clubs,stock,clubs,The brokers sold the stock of the new investment clubs that MASKTOKEN losing money.,The brokers sold the stock of the new investment clubs that,$SG,The brokers sold the stock of the new investment clubs that,0.01875213696692213
4,English,B3,possessive,NP2Adj,0.59,ambi,pl,0,0,the stocks,of the new investment clubs,stocks,clubs,The brokers sold the stocks of the new investment clubs that MASKTOKEN losing money.,The brokers sold the stocks of the new investment clubs that,$PL,The brokers sold the stocks of the new investment clubs that,0.3189361338025405
4,English,B3,possessive,NP2Adj,0.59,low,pl,0,0,the stock,of the new investment clubs,stock,clubs,The brokers sold the stock of the new investment clubs that MASKTOKEN losing money.,The brokers sold the stock of the new investment clubs that,$PL,The brokers sold the stock of the new investment clubs that,0.293024410624648
4,English,B3,possessive,NP2Adj,0.59,high,pl,0,0,the stocks,of the new investment club,stocks,club,The brokers sold the stocks of the new investment club that MASKTOKEN losing money.,The brokers sold the stocks of the new investment club that,$PL,The brokers sold the stocks of the new investment club that,0.039026710832450906
5,English,B3,possessive,noAdj,0.44,ambi,sg,0,0,the library,of the elementary school,library,school,The governor bought some books for the library of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the library of the elementary school that,$SG,The governor bought some books for the library of the elementary school that,0.07008909961689214
5,English,B3,possessive,noAdj,0.44,low,sg,0,0,the libraries,of the elementary school,libraries,school,The governor bought some books for the libraries of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the libraries of the elementary school that,$SG,The governor bought some books for the libraries of the elementary school that,0.06651958152943016
5,English,B3,possessive,noAdj,0.44,high,sg,0,0,the library,of the elementary schools,library,schools,The governor bought some books for the library of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the library of the elementary schools that,$SG,The governor bought some books for the library of the elementary schools that,0.01638126167943188
5,English,B3,possessive,noAdj,0.44,ambi,pl,0,0,the libraries,of the elementary schools,libraries,schools,The governor bought some books for the libraries of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the libraries of the elementary schools that,$PL,The governor bought some books for the libraries of the elementary schools that,0.2091068476272513
5,English,B3,possessive,noAdj,0.44,low,pl,0,0,the library,of the elementary schools,library,schools,The governor bought some books for the library of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the library of the elementary schools that,$PL,The governor bought some books for the library of the elementary schools that,0.19946696419456167
5,English,B3,possessive,noAdj,0.44,high,pl,0,0,the libraries,of the elementary school,libraries,school,The governor bought some books for the libraries of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the libraries of the elementary school that,$PL,The governor bought some books for the libraries of the elementary school that,0.040304379550316405
5,English,B3,possessive,NP1Adj,0.44,ambi,sg,0,0,the new library,of the elementary school,library,school,The governor bought some books for the new library of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the new library of the elementary school that,$SG,The governor bought some books for the new library of the elementary school that,0.11799644340879456
5,English,B3,possessive,NP1Adj,0.44,low,sg,0,0,the new libraries,of the elementary school,libraries,school,The governor bought some books for the new libraries of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the new libraries of the elementary school that,$SG,The governor bought some books for the new libraries of the elementary school that,0.07474973715661437
5,English,B3,possessive,NP1Adj,0.44,high,sg,0,0,the new library,of the elementary schools,library,schools,The governor bought some books for the new library of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the new library of the elementary schools that,$SG,The governor bought some books for the new library of the elementary schools that,0.05498544128279126
5,English,B3,possessive,NP1Adj,0.44,ambi,pl,0,0,the new libraries,of the elementary schools,libraries,schools,The governor bought some books for the new libraries of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the new libraries of the elementary schools that,$PL,The governor bought some books for the new libraries of the elementary schools that,0.29224984482835303
5,English,B3,possessive,NP1Adj,0.44,low,pl,0,0,the new library,of the elementary schools,library,schools,The governor bought some books for the new library of the elementary schools that MASKTOKEN built downtown.,The governor bought some books for the new library of the elementary schools that,$PL,The governor bought some books for the new library of the elementary schools that,0.2290121077456888
5,English,B3,possessive,NP1Adj,0.44,high,pl,0,0,the new libraries,of the elementary school,libraries,school,The governor bought some books for the new libraries of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the new libraries of the elementary school that,$PL,The governor bought some books for the new libraries of the elementary school that,0.11202943717114966
5,English,B3,possessive,NP2Adj,0.44,ambi,sg,0,0,the library,of the new elementary school,library,school,The governor bought some books for the library of the new elementary school that MASKTOKEN built downtown.,The governor bought some books for the library of the new elementary school that,$SG,The governor bought some books for the library of the new elementary school that,0.1977053636968672
5,English,B3,possessive,NP2Adj,0.44,low,sg,0,0,the libraries,of the new elementary school,libraries,school,The governor bought some books for the libraries of the new elementary school that MASKTOKEN built downtown.,The governor bought some books for the libraries of the new elementary school that,$SG,The governor bought some books for the libraries of the new elementary school that,0.14959639776249223
5,English,B3,possessive,NP2Adj,0.44,high,sg,0,0,the library,of the new elementary schools,library,schools,The governor bought some books for the library of the new elementary schools that MASKTOKEN built downtown.,The governor bought some books for the library of the new elementary schools that,$SG,The governor bought some books for the library of the new elementary schools that,0.01394229053867635
5,English,B3,possessive,NP2Adj,0.44,ambi,pl,0,0,the libraries,of the new elementary schools,libraries,schools,The governor bought some books for the libraries of the new elementary schools that MASKTOKEN built downtown.,The governor bought some books for the libraries of the new elementary schools that,$PL,The governor bought some books for the libraries of the new elementary schools that,0.37313038274194543
5,English,B3,possessive,NP2Adj,0.44,low,pl,0,0,the library,of the new elementary schools,library,schools,The governor bought some books for the library of the new elementary schools that MASKTOKEN built downtown.,The governor bought some books for the library of the new elementary schools that,$PL,The governor bought some books for the library of the new elementary schools that,0.3949972460095803
5,English,B3,possessive,NP2Adj,0.44,high,pl,0,0,the libraries,of the new elementary school,libraries,school,The governor bought some books for the libraries of the new elementary school that MASKTOKEN built downtown.,The governor bought some books for the libraries of the new elementary school that,$PL,The governor bought some books for the libraries of the new elementary school that,0.0988019116216603
6,English,B3,possessive,noAdj,0.25,ambi,sg,1,0,the representative,of the club,representative,club,The local newspaper columnist wrote about the representative of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the club that,$SG,The local newspaper columnist wrote about the representative of the club that,0.13598383607839182
6,English,B3,possessive,noAdj,0.25,low,sg,1,0,the representatives,of the club,representatives,club,The local newspaper columnist wrote about the representatives of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the club that,$SG,The local newspaper columnist wrote about the representatives of the club that,0.07851427949987588
6,English,B3,possessive,noAdj,0.25,high,sg,1,0,the representative,of the clubs,representative,clubs,The local newspaper columnist wrote about the representative of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the clubs that,$SG,The local newspaper columnist wrote about the representative of the clubs that,0.07027046942469894
6,English,B3,possessive,noAdj,0.25,ambi,pl,1,0,the representatives,of the clubs,representatives,clubs,The local newspaper columnist wrote about the representatives of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the clubs that,$PL,The local newspaper columnist wrote about the representatives of the clubs that,0.25659592759151195
6,English,B3,possessive,noAdj,0.25,low,pl,1,0,the representative,of the clubs,representative,clubs,The local newspaper columnist wrote about the representative of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the clubs that,$PL,The local newspaper columnist wrote about the representative of the clubs that,0.1419792325932825
6,English,B3,possessive,noAdj,0.25,high,pl,1,0,the representatives,of the club,representatives,club,The local newspaper columnist wrote about the representatives of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the club that,$PL,The local newspaper columnist wrote about the representatives of the club that,0.1317654317614263
6,English,B3,possessive,NP1Adj,0.25,ambi,sg,1,0,the popular representative,of the club,representative,club,The local newspaper columnist wrote about the popular representative of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representative of the club that,$SG,The local newspaper columnist wrote about the popular representative of the club that,0.13450377167451322
6,English,B3,possessive,NP1Adj,0.25,low,sg,1,0,the popular representatives,of the club,representatives,club,The local newspaper columnist wrote about the popular representatives of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representatives of the club that,$SG,The local newspaper columnist wrote about the popular representatives of the club that,0.08976526589289513
6,English,B3,possessive,NP1Adj,0.25,high,sg,1,0,the popular representative,of the clubs,representative,clubs,The local newspaper columnist wrote about the popular representative of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representative of the clubs that,$SG,The local newspaper columnist wrote about the popular representative of the clubs that,0.08305375620971489
6,English,B3,possessive,NP1Adj,0.25,ambi,pl,1,0,the popular representatives,of the clubs,representatives,clubs,The local newspaper columnist wrote about the popular representatives of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representatives of the clubs that,$PL,The local newspaper columnist wrote about the popular representatives of the clubs that,0.2740930581282157
6,English,B3,possessive,NP1Adj,0.25,low,pl,1,0,the popular representative,of the clubs,representative,clubs,The local newspaper columnist wrote about the popular representative of the clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representative of the clubs that,$PL,The local newspaper columnist wrote about the popular representative of the clubs that,0.1748604601842203
6,English,B3,possessive,NP1Adj,0.25,high,pl,1,0,the popular representatives,of the club,representatives,club,The local newspaper columnist wrote about the popular representatives of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the popular representatives of the club that,$PL,The local newspaper columnist wrote about the popular representatives of the club that,0.15396263515600594
6,English,B3,possessive,NP2Adj,0.25,ambi,sg,1,0,the representative,of the popular club,representative,club,The local newspaper columnist wrote about the representative of the popular club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the popular club that,$SG,The local newspaper columnist wrote about the representative of the popular club that,0.15428686423459936
6,English,B3,possessive,NP2Adj,0.25,low,sg,1,0,the representatives,of the popular club,representatives,club,The local newspaper columnist wrote about the representatives of the popular club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the popular club that,$SG,The local newspaper columnist wrote about the representatives of the popular club that,0.1200532632978657
6,English,B3,possessive,NP2Adj,0.25,high,sg,1,0,the representative,of the popular clubs,representative,clubs,The local newspaper columnist wrote about the representative of the popular clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the popular clubs that,$SG,The local newspaper columnist wrote about the representative of the popular clubs that,0.08220624325712222
6,English,B3,possessive,NP2Adj,0.25,ambi,pl,1,0,the representatives,of the popular clubs,representatives,clubs,The local newspaper columnist wrote about the representatives of the popular clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the popular clubs that,$PL,The local newspaper columnist wrote about the representatives of the popular clubs that,0.2636700464109438
6,English,B3,possessive,NP2Adj,0.25,low,pl,1,0,the representative,of the popular clubs,representative,clubs,The local newspaper columnist wrote about the representative of the popular clubs that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the popular clubs that,$PL,The local newspaper columnist wrote about the representative of the popular clubs that,0.14652067915917044
6,English,B3,possessive,NP2Adj,0.25,high,pl,1,0,the representatives,of the popular club,representatives,club,The local newspaper columnist wrote about the representatives of the popular club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representatives of the popular club that,$PL,The local newspaper columnist wrote about the representatives of the popular club that,0.10913717007644763
1,English,B4,inherentposs,noAdj,0.81,ambi,sg,0,0,the side window,of the plane,window,plane,The pilot was looking at the airport through the side window of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the plane that,$SG,The pilot was looking at the airport through the side window of the plane that,0.35214236158274637
1,English,B4,inherentposs,noAdj,0.81,low,sg,0,0,the side windows,of the plane,windows,plane,The pilot was looking at the airport through the side windows of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the plane that,$SG,The pilot was looking at the airport through the side windows of the plane that,0.3503296374599407
1,English,B4,inherentposs,noAdj,0.81,high,sg,0,0,the side window,of the planes,window,planes,The pilot was looking at the airport through the side window of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the planes that,$SG,The pilot was looking at the airport through the side window of the planes that,0.031327790982946024
1,English,B4,inherentposs,noAdj,0.81,ambi,pl,0,0,the side windows,of the planes,windows,planes,The pilot was looking at the airport through the side windows of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the planes that,$PL,The pilot was looking at the airport through the side windows of the planes that,0.47634998793718797
1,English,B4,inherentposs,noAdj,0.81,low,pl,0,0,the side window,of the planes,window,planes,The pilot was looking at the airport through the side window of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the planes that,$PL,The pilot was looking at the airport through the side window of the planes that,0.46848366795922214
1,English,B4,inherentposs,noAdj,0.81,high,pl,0,0,the side windows,of the plane,windows,plane,The pilot was looking at the airport through the side windows of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the plane that,$PL,The pilot was looking at the airport through the side windows of the plane that,0.0341466993165116
1,English,B4,inherentposs,NP1Adj,0.81,ambi,sg,0,0,the filthy side window,of the plane,window,plane,The pilot was looking at the airport through the filthy side window of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side window of the plane that,$SG,The pilot was looking at the airport through the filthy side window of the plane that,0.3189651638156783
1,English,B4,inherentposs,NP1Adj,0.81,low,sg,0,0,the filthy side windows,of the plane,windows,plane,The pilot was looking at the airport through the filthy side windows of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side windows of the plane that,$SG,The pilot was looking at the airport through the filthy side windows of the plane that,0.2944928890942935
1,English,B4,inherentposs,NP1Adj,0.81,high,sg,0,0,the filthy side window,of the planes,window,planes,The pilot was looking at the airport through the filthy side window of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side window of the planes that,$SG,The pilot was looking at the airport through the filthy side window of the planes that,0.025609676668902237
1,English,B4,inherentposs,NP1Adj,0.81,ambi,pl,0,0,the filthy side windows,of the planes,windows,planes,The pilot was looking at the airport through the filthy side windows of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side windows of the planes that,$PL,The pilot was looking at the airport through the filthy side windows of the planes that,0.3582420354867555
1,English,B4,inherentposs,NP1Adj,0.81,low,pl,0,0,the filthy side window,of the planes,window,planes,The pilot was looking at the airport through the filthy side window of the planes that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side window of the planes that,$PL,The pilot was looking at the airport through the filthy side window of the planes that,0.3501718276965029
1,English,B4,inherentposs,NP1Adj,0.81,high,pl,0,0,the filthy side windows,of the plane,windows,plane,The pilot was looking at the airport through the filthy side windows of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the filthy side windows of the plane that,$PL,The pilot was looking at the airport through the filthy side windows of the plane that,0.02457852308996844
1,English,B4,inherentposs,NP2Adj,0.81,ambi,sg,0,0,the side window,of the filthy plane,window,plane,The pilot was looking at the airport through the side window of the filthy plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the filthy plane that,$SG,The pilot was looking at the airport through the side window of the filthy plane that,0.2787086056468784
1,English,B4,inherentposs,NP2Adj,0.81,low,sg,0,0,the side windows,of the filthy plane,windows,plane,The pilot was looking at the airport through the side windows of the filthy plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the filthy plane that,$SG,The pilot was looking at the airport through the side windows of the filthy plane that,0.2867530480151401
1,English,B4,inherentposs,NP2Adj,0.81,high,sg,0,0,the side window,of the filthy planes,window,planes,The pilot was looking at the airport through the side window of the filthy planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the filthy planes that,$SG,The pilot was looking at the airport through the side window of the filthy planes that,0.013576989576837173
1,English,B4,inherentposs,NP2Adj,0.81,ambi,pl,0,0,the side windows,of the filthy planes,windows,planes,The pilot was looking at the airport through the side windows of the filthy planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the filthy planes that,$PL,The pilot was looking at the airport through the side windows of the filthy planes that,0.3038135773276096
1,English,B4,inherentposs,NP2Adj,0.81,low,pl,0,0,the side window,of the filthy planes,window,planes,The pilot was looking at the airport through the side window of the filthy planes that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the filthy planes that,$PL,The pilot was looking at the airport through the side window of the filthy planes that,0.30451621969468334
1,English,B4,inherentposs,NP2Adj,0.81,high,pl,0,0,the side windows,of the filthy plane,windows,plane,The pilot was looking at the airport through the side windows of the filthy plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side windows of the filthy plane that,$PL,The pilot was looking at the airport through the side windows of the filthy plane that,0.009478482204769989
2,English,B4,inherentposs,noAdj,0.5,ambi,sg,0,0,the branch,of the tree,branch,tree,Birds won’t be able to nest in the branch of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the tree that,$SG,Birds won’t be able to nest in the branch of the tree that,0.2622583034407313
