item,lang,expType,exp,contrast,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob,expCat,N2PropSource,N2Prop
1,English,B5,rep,noAdj,ambi,sg,1,0,the sketch,of the sculpture,sketch,sculpture,I was surprised by the sketch of the sculpture that MASKTOKEN in the town hall.,I was surprised by the sketch of the sculpture that,$SG,I was surprised by the sketch of the sculpture that MASKTOKEN in the town hall.,wikitext-103_LSTM_400_24-d0.2.pt,0.2610007103193084,B,human,0.65
2,English,B5,rep,noAdj,ambi,sg,1,0,the sketch,of the house,sketch,house,The designer agreed to show us the sketch of the house that MASKTOKEN finished before the end of the summer.,The designer agreed to show us the sketch of the house that,$SG,The designer agreed to show us the sketch of the house that MASKTOKEN finished before the end of the summer.,wikitext-103_LSTM_400_24-d0.2.pt,0.2285319398067349,B,human,0.66
3,English,B5,rep,noAdj,ambi,sg,0,0,the drawing,of the building,drawing,building,The architect exhibited the drawing of the building that MASKTOKEN commissioned.,The architect exhibited the drawing of the building that,$SG,The architect exhibited the drawing of the building that MASKTOKEN commissioned.,wikitext-103_LSTM_400_24-d0.2.pt,0.3227068974421962,B,human,0.61
4,English,B5,rep,noAdj,ambi,sg,0,0,the portrait,of the woman,portrait,woman,Charles liked the portrait of the woman that MASKTOKEN at your house.,Charles liked the portrait of the woman that,$SG,Charles liked the portrait of the woman that MASKTOKEN at your house.,wikitext-103_LSTM_400_24-d0.2.pt,0.2165405149657422,B,human,0.12
5,English,B5,rep,noAdj,ambi,sg,0,0,the photograph,of the boy,photograph,boy,All the newspapers published the photograph of the boy that MASKTOKEN liked so much.,All the newspapers published the photograph of the boy that,$SG,All the newspapers published the photograph of the boy that MASKTOKEN liked so much.,wikitext-103_LSTM_400_24-d0.2.pt,0.1286331537570255,B,human,0.87
6,English,B5,rep,noAdj,ambi,sg,0,0,the painting,of the cave,painting,cave,Sara did the painting of the cave that MASKTOKEN so gloomy.,Sara did the painting of the cave that,$SG,Sara did the painting of the cave that MASKTOKEN so gloomy.,wikitext-103_LSTM_400_24-d0.2.pt,0.3425157435809494,B,human,0.36
7,English,B5,rep,noAdj,ambi,sg,0,0,the picture,of the house,picture,house,The collector lost the picture of the house that MASKTOKEN so dark.,The collector lost the picture of the house that,$SG,The collector lost the picture of the house that MASKTOKEN so dark.,wikitext-103_LSTM_400_24-d0.2.pt,0.2369867489152213,B,human,0.62
8,English,B5,rep,noAdj,ambi,sg,0,0,the painting,of the beach,painting,beach,Suzanne sold the painting of the beach that MASKTOKEN liked by her friends,Suzanne sold the painting of the beach that,$SG,Suzanne sold the painting of the beach that MASKTOKEN liked by her friends,wikitext-103_LSTM_400_24-d0.2.pt,0.2955709257761869,B,human,0.15
9,English,B5,rep,noAdj,ambi,sg,1,0,the print,of the park,print,park,The critics judged very harshly the print of the park that MASKTOKEN attracting the most visitors.,The critics judged very harshly the print of the park that,$SG,The critics judged very harshly the print of the park that MASKTOKEN attracting the most visitors.,wikitext-103_LSTM_400_24-d0.2.pt,0.2551666591205963,B,human,0.45
1,English,B’,inanimposs,noAdj,ambi,sg,0,0,the book,of the student,book,student,The professor read the book of the student that MASKTOKEN in the dining-room.,The professor read the book of the student that,$SG,The professor read the book of the student that MASKTOKEN in the dining-room.,wikitext-103_LSTM_400_24-d0.2.pt,0.1462660788316814,B,human,0.43
2,English,B’,inanimposs,noAdj,ambi,sg,1,0,the case,of the traveler,case,traveler,The inspector observed the case of the traveler that MASKTOKEN in the station.,The inspector observed the case of the traveler that,$SG,The inspector observed the case of the traveler that MASKTOKEN in the station.,wikitext-103_LSTM_400_24-d0.2.pt,0.1198243894661423,B,human,0.55
3,English,B’,inanimposs,noAdj,ambi,sg,0,0,the car,of the driver,car,driver,The mechanics were modifying the car of the driver that MASKTOKEN in the race.,The mechanics were modifying the car of the driver that,$SG,The mechanics were modifying the car of the driver that MASKTOKEN in the race.,wikitext-103_LSTM_400_24-d0.2.pt,0.1387874532048467,B,human,0.48
4,English,B’,inanimposs,noAdj,ambi,sg,0,0,the dress,of the girl,dress,girl,The dressmaker was sewing the dress of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the girl that,$SG,The dressmaker was sewing the dress of the girl that MASKTOKEN on the floor.,wikitext-103_LSTM_400_24-d0.2.pt,0.2628393156659114,B,human,0.5
5,English,B’,inanimposs,noAdj,ambi,sg,0,0,the car,of the neighbor,car,neighbor,We borrowed the car of the neighbor that MASKTOKEN nearby.,We borrowed the car of the neighbor that,$SG,We borrowed the car of the neighbor that MASKTOKEN nearby.,wikitext-103_LSTM_400_24-d0.2.pt,0.1315637035544945,B,human,0.55
6,English,B’,inanimposs,noAdj,ambi,sg,0,0,the computer,of the secretary,computer,secretary,I had to borrow the computer of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the computer of the secretary that,$SG,I had to borrow the computer of the secretary that MASKTOKEN in the office close to mine.,wikitext-103_LSTM_400_24-d0.2.pt,0.1022218801410232,B,human,0.55
1,English,C,with,def,ambi,sg,1,1,the sandwich,with the side,sandwich,side,The count ordered the sandwich with the side that MASKTOKEN prepared especially well.,The count ordered the sandwich with the side that,$SG,The count ordered the sandwich with the side that MASKTOKEN prepared especially well.,wikitext-103_LSTM_400_24-d0.2.pt,0.2471474724816786,C,human,0.74
2,English,C,with,def,ambi,sg,1,1,the book,with the label,book,label,Laura lost the book with the label that MASKTOKEN given to her.,Laura lost the book with the label that,$SG,Laura lost the book with the label that MASKTOKEN given to her.,wikitext-103_LSTM_400_24-d0.2.pt,0.1563027442513345,C,human,0.85
3,English,C,with,def,ambi,sg,1,1,the hat,with the dress,hat,dress,Marta was wearing the hat with the dress that MASKTOKEN worn in summer.,Marta was wearing the hat with the dress that,$SG,Marta was wearing the hat with the dress that MASKTOKEN worn in summer.,wikitext-103_LSTM_400_24-d0.2.pt,0.2897390565539719,C,human,0.56
4,English,C,with,def,ambi,sg,0,0,the computer,with the screen,computer,screen,It was agreed to move the computer with the screen that MASKTOKEN brought recently to another building.,It was agreed to move the computer with the screen that,$SG,It was agreed to move the computer with the screen that MASKTOKEN brought recently to another building.,wikitext-103_LSTM_400_24-d0.2.pt,0.15775549042554,C,human,0.42
5,English,C,with,def,ambi,sg,0,1,the radio,with the speaker,radio,speaker,I wanted to take the radio with the speaker that MASKTOKEN bought for a very low price.,I wanted to take the radio with the speaker that,$SG,I wanted to take the radio with the speaker that MASKTOKEN bought for a very low price.,wikitext-103_LSTM_400_24-d0.2.pt,0.0781042793983992,C,human,0.38
6,English,C,with,def,ambi,sg,0,0,the box,with the cover,box,cover,On the shelf I keep the box with the cover that MASKTOKEN varnished. ,On the shelf I keep the box with the cover that,$SG,On the shelf I keep the box with the cover that MASKTOKEN varnished. ,wikitext-103_LSTM_400_24-d0.2.pt,0.2791409959567978,C,human,0.59
7,English,C,with,def,ambi,sg,0,1,the ship,with the pole,ship,pole,The captain authorized the departure of the ship with the pole that MASKTOKEN repaired.,The captain authorized the departure of the ship with the pole that,$SG,The captain authorized the departure of the ship with the pole that MASKTOKEN repaired.,wikitext-103_LSTM_400_24-d0.2.pt,0.1539694540018654,C,human,0.95
8,English,C,with,def,ambi,sg,1,1,the plate,with the candle,plate,candle,Yesterday I dropped the plate with the candle that MASKTOKEN made in Barcelona.,Yesterday I dropped the plate with the candle that,$SG,Yesterday I dropped the plate with the candle that MASKTOKEN made in Barcelona.,wikitext-103_LSTM_400_24-d0.2.pt,0.2112206830500018,C,human,0.82
9,English,C,with,def,ambi,sg,0,0,the house,with the pool,house,pool,The millionaire was shown the house with the pool that MASKTOKEN as big as half a football field.,The millionaire was shown the house with the pool that,$SG,The millionaire was shown the house with the pool that MASKTOKEN as big as half a football field.,wikitext-103_LSTM_400_24-d0.2.pt,0.2882820187313637,C,human,0.91
1,English,A1,substance,def,ambi,sg,0,0,the table,of wood,table,wood,In the garage we keep the table of wood that MASKTOKEN carved this Christmas holiday.,In the garage we keep the table of wood that,$SG,In the garage we keep the table of wood that MASKTOKEN carved this Christmas holiday.,wikitext-103_LSTM_400_25-d0.2.pt,0.1922602993523749,A,human,0.39
2,English,A1,substance,def,ambi,sg,0,1,the lamp,of material,lamp,material,To my sister they gave the lamp of material that MASKTOKEN polished until it looked like marble.,To my sister they gave the lamp of material that,$SG,To my sister they gave the lamp of material that MASKTOKEN polished until it looked like marble.,wikitext-103_LSTM_400_25-d0.2.pt,0.1881647656974614,A,human,0.13
3,English,A1,substance,def,ambi,sg,1,1,the shirt,of fabric,shirt,fabric,Yesterday they gave me the shirt of fabric that MASKTOKEN illegally imported. ,Yesterday they gave me the shirt of fabric that,$SG,Yesterday they gave me the shirt of fabric that MASKTOKEN illegally imported. ,wikitext-103_LSTM_400_25-d0.2.pt,0.2492862670235021,A,human,0.3
4,English,A1,substance,def,ambi,sg,1,0,the blanket,of material,blanket,material,In the end Tomas brought the blanket of material that MASKTOKEN very expensive.,In the end Tomas brought the blanket of material that,$SG,In the end Tomas brought the blanket of material that MASKTOKEN very expensive.,wikitext-103_LSTM_400_25-d0.2.pt,0.1913127293094536,A,human,0.21
5,English,A1,substance,def,ambi,sg,0,1,the belt,of hide,belt,hide,Maria made the belt of hide that MASKTOKEN liked a lot.,Maria made the belt of hide that,$SG,Maria made the belt of hide that MASKTOKEN liked a lot.,wikitext-103_LSTM_400_25-d0.2.pt,0.1717602500117787,A,human,0.12
6,English,A1,substance,def,ambi,sg,0,1,the bell,of medal,bell,medal,Finally they placed the bell of medal that MASKTOKEN brought from the foundry.,Finally they placed the bell of medal that,$SG,Finally they placed the bell of medal that MASKTOKEN brought from the foundry.,wikitext-103_LSTM_400_25-d0.2.pt,0.1725436931580048,A,human,0.09
7,English,A1,substance,def,ambi,sg,0,1,the cake,of grain,cake,grain,Yesterday we ate the cake of grain that MASKTOKEN sold in the oriental shop.,Yesterday we ate the cake of grain that,$SG,Yesterday we ate the cake of grain that MASKTOKEN sold in the oriental shop.,wikitext-103_LSTM_400_25-d0.2.pt,0.1835198825582571,A,human,0.29
8,English,A1,substance,def,ambi,sg,1,1,the dress,of thread,dress,thread,The young actress admired the dress of thread that MASKTOKEN so beautiful.,The young actress admired the dress of thread that,$SG,The young actress admired the dress of thread that MASKTOKEN so beautiful.,wikitext-103_LSTM_400_25-d0.2.pt,0.2305925868075444,A,human,0.12
1,English,A2,quantity,noAdj,ambi,sg,0,0,the glass,of water,glass,water,John asked for the glass of water that MASKTOKEN on the table.,John asked for the glass of water that,$SG,John asked for the glass of water that MASKTOKEN on the table.,wikitext-103_LSTM_400_25-d0.2.pt,0.1587494525872173,A,human,0.16
2,English,A2,quantity,noAdj,ambi,sg,0,1,the bottle,of spirit,bottle,spirit,Mary liked the bottle of spirit that MASKTOKEN in the wine cellar.,Mary liked the bottle of spirit that,$SG,Mary liked the bottle of spirit that MASKTOKEN in the wine cellar.,wikitext-103_LSTM_400_25-d0.2.pt,0.2000427654329803,A,human,0.54
4,English,A2,quantity,noAdj,ambi,sg,0,0,the sack,of sand,sack,sand,Andres picked up the sack of sand that MASKTOKEN brought from the construction site.,Andres picked up the sack of sand that,$SG,Andres picked up the sack of sand that MASKTOKEN brought from the construction site.,wikitext-103_LSTM_400_25-d0.2.pt,0.1645132470905643,A,human,0.56
5,English,A2,quantity,noAdj,ambi,sg,0,1,the package,of food,package,food,The clerk brought us the package of food that MASKTOKEN on the counter.,The clerk brought us the package of food that,$SG,The clerk brought us the package of food that MASKTOKEN on the counter.,wikitext-103_LSTM_400_25-d0.2.pt,0.1305978453401231,A,human,0.28
7,English,A2,quantity,noAdj,ambi,sg,0,1,the basket,of fruit,basket,fruit,In the dining-room you will find the basket of fruit that MASKTOKEN on the table.,In the dining-room you will find the basket of fruit that,$SG,In the dining-room you will find the basket of fruit that MASKTOKEN on the table.,wikitext-103_LSTM_400_25-d0.2.pt,0.3283314888954107,A,human,0.7
8,English,A2,quantity,noAdj,ambi,sg,0,1,the can,of oil,can,oil,Julia picked up the can of oil that MASKTOKEN oily.,Julia picked up the can of oil that,$SG,Julia picked up the can of oil that MASKTOKEN oily.,wikitext-103_LSTM_400_25-d0.2.pt,0.1577856464997467,A,human,0.34
9,English,A2,quantity,noAdj,ambi,sg,0,1,the jar,of preserve,jar,preserve,My mother didn’t see the jar of preserve that MASKTOKEN crawling with ants.,My mother didn’t see the jar of preserve that,$SG,My mother didn’t see the jar of preserve that MASKTOKEN crawling with ants.,wikitext-103_LSTM_400_25-d0.2.pt,0.310265778886972,A,human,0.38
1,English,B1,kinship,def,ambi,sg,0,0,the relative,of the boy,relative,boy,The teacher was talking with the relative of the boy who MASKTOKEN in the hospital.,The teacher was talking with the relative of the boy who,$SG,The teacher was talking with the relative of the boy who MASKTOKEN in the hospital.,wikitext-103_LSTM_400_25-d0.2.pt,0.2322163041106018,B,human,0.89
2,English,B1,kinship,def,ambi,sg,0,1,the daughter,of the captain,daughter,captain,The journalist had interviewed the daughter of the captain who MASKTOKEN in an accident.,The journalist had interviewed the daughter of the captain who,$SG,The journalist had interviewed the daughter of the captain who MASKTOKEN in an accident.,wikitext-103_LSTM_400_25-d0.2.pt,0.1951744435840923,B,human,0.7
3,English,B1,kinship,def,ambi,sg,1,0,the relative,of the servant,relative,servant,Andres had dinner with the relative of the servant who MASKTOKEN happy last summer.,Andres had dinner with the relative of the servant who,$SG,Andres had dinner with the relative of the servant who MASKTOKEN happy last summer.,wikitext-103_LSTM_400_25-d0.2.pt,0.2021260013923818,B,human,0.53
4,English,B1,kinship,def,ambi,sg,1,0,the mother,of the mechanic,mother,mechanic,This morning I met the mother of the mechanic who MASKTOKEN in the building where I live.,This morning I met the mother of the mechanic who,$SG,This morning I met the mother of the mechanic who MASKTOKEN in the building where I live.,wikitext-103_LSTM_400_25-d0.2.pt,0.2363864092432588,B,human,0.7
5,English,B1,kinship,def,ambi,sg,0,0,the cousin,of the artist,cousin,artist,The police arrested the cousin of the artist who MASKTOKEN in Marbella.,The police arrested the cousin of the artist who,$SG,The police arrested the cousin of the artist who MASKTOKEN in Marbella.,wikitext-103_LSTM_400_25-d0.2.pt,0.2153713820411628,B,human,0.49
6,English,B1,kinship,def,ambi,sg,0,0,the sister,of the nurse,sister,nurse,The doorman was talking to the sister of the nurse who MASKTOKEN my mother’s friend.,The doorman was talking to the sister of the nurse who,$SG,The doorman was talking to the sister of the nurse who MASKTOKEN my mother’s friend.,wikitext-103_LSTM_400_25-d0.2.pt,0.2022307741097109,B,human,0.72
7,English,B1,kinship,def,ambi,sg,1,0,the brother,of the director,brother,director,Everybody in the office felt sorry about the death of the brother of the director who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brother of the director who,$SG,Everybody in the office felt sorry about the death of the brother of the director who MASKTOKEN in the corporation.,wikitext-103_LSTM_400_25-d0.2.pt,0.1833848084037698,B,human,0.65
8,English,B1,kinship,def,ambi,sg,1,0,the friend,of the exchange student,friend,student,All of our friends liked the friend of the exchange student who MASKTOKEN visiting us.,All of our friends liked the friend of the exchange student who,$SG,All of our friends liked the friend of the exchange student who MASKTOKEN visiting us.,wikitext-103_LSTM_400_25-d0.2.pt,0.2354958953152952,B,human,0.71
9,English,B1,kinship,def,ambi,sg,1,1,the mother,of the au pair,mother,pair,We were worried about the mother of the au pair who MASKTOKEN ill.,We were worried about the mother of the au pair who,$SG,We were worried about the mother of the au pair who MASKTOKEN ill.,wikitext-103_LSTM_400_25-d0.2.pt,0.0910233520354069,B,human,0.2
1,English,B2,functional,def,ambi,sg,0,0,the assistant,of the inspector,assistant,inspector,The explosion deafened the assistant of the inspector who MASKTOKEN near the warehouse.,The explosion deafened the assistant of the inspector who,$SG,The explosion deafened the assistant of the inspector who MASKTOKEN near the warehouse.,wikitext-103_LSTM_400_25-d0.2.pt,0.2223389482742908,B,human,0.26
2,English,B2,functional,def,ambi,sg,1,0,the driver,of the actor,driver,actor,The police arrested the driver of the actor who MASKTOKEN accused of dealing drugs.,The police arrested the driver of the actor who,$SG,The police arrested the driver of the actor who MASKTOKEN accused of dealing drugs.,wikitext-103_LSTM_400_25-d0.2.pt,0.2147254489095366,B,human,0.44
3,English,B2,functional,def,ambi,sg,0,0,the secretary,of the manager,secretary,manager,Next month they will assign to the foreigner the secretary of the manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretary of the manager who,$SG,Next month they will assign to the foreigner the secretary of the manager who MASKTOKEN long hours in the office.,wikitext-103_LSTM_400_25-d0.2.pt,0.2198763841306381,B,human,0.36
4,English,B2,functional,def,ambi,sg,0,0,the nurse,of the surgeon,nurse,surgeon,Most of the patients like the nurse of the surgeon who MASKTOKEN in the hospital.,Most of the patients like the nurse of the surgeon who,$SG,Most of the patients like the nurse of the surgeon who MASKTOKEN in the hospital.,wikitext-103_LSTM_400_25-d0.2.pt,0.0766665687119472,B,human,0.45
5,English,B2,functional,def,ambi,sg,1,1,the pupil,of the dress maker,pupil,maker,I was talking to the pupil of the dress maker who MASKTOKEN in Paris for a while.,I was talking to the pupil of the dress maker who,$SG,I was talking to the pupil of the dress maker who MASKTOKEN in Paris for a while.,wikitext-103_LSTM_400_25-d0.2.pt,0.2275676561786592,B,human,0.4
6,English,B2,functional,def,ambi,sg,0,0,the advisor,of the assistant district attorney,advisor,attorney,Tomorrow I have a date with the advisor of the assistant district attorney that MASKTOKEN at Mary’s party.,Tomorrow I have a date with the advisor of the assistant district attorney that,$SG,Tomorrow I have a date with the advisor of the assistant district attorney that MASKTOKEN at Mary’s party.,wikitext-103_LSTM_400_25-d0.2.pt,0.2838598078437959,B,human,0.28
7,English,B2,functional,def,ambi,sg,1,1,the doctor,of the performer,doctor,performer,I was told that the doctor of the performer who MASKTOKEN on tv yesterday had been fired.,I was told that the doctor of the performer who,$SG,I was told that the doctor of the performer who MASKTOKEN on tv yesterday had been fired.,wikitext-103_LSTM_400_25-d0.2.pt,0.309091027814323,B,human,0.4
8,English,B2,functional,def,ambi,sg,0,0,the consultant,of the director,consultant,director,Yesterday I saw the consultant of the director who MASKTOKEN upset because of the pitiful response to the latest sales promotion.,Yesterday I saw the consultant of the director who,$SG,Yesterday I saw the consultant of the director who MASKTOKEN upset because of the pitiful response to the latest sales promotion.,wikitext-103_LSTM_400_25-d0.2.pt,0.2295406074461561,B,human,0.39
9,English,B2,functional,def,ambi,sg,1,0,the employee,of the ambassador,employee,ambassador,During the meeting the chief of protocol tried to talk to the employee of the ambassador who MASKTOKEN at the party.,During the meeting the chief of protocol tried to talk to the employee of the ambassador who,$SG,During the meeting the chief of protocol tried to talk to the employee of the ambassador who MASKTOKEN at the party.,wikitext-103_LSTM_400_25-d0.2.pt,0.1283980687260888,B,human,0.37
1,English,B3,possessive,noAdj,ambi,sg,0,0,the museum,of the city,museum,city,The tourists admired the museum of the city that MASKTOKEN beautiful.,The tourists admired the museum of the city that,$SG,The tourists admired the museum of the city that MASKTOKEN beautiful.,wikitext-103_LSTM_400_25-d0.2.pt,0.1437065872131333,B,human,0.62
2,English,B3,possessive,noAdj,ambi,sg,0,0,the car,of the company,car,company,John smashed the car of the company that MASKTOKEN hated so much.,John smashed the car of the company that,$SG,John smashed the car of the company that MASKTOKEN hated so much.,wikitext-103_LSTM_400_25-d0.2.pt,0.1534025445667381,B,human,0.51
3,English,B3,possessive,noAdj,ambi,sg,0,0,the machine,of the company,machine,company,Several men moved the machine of the company that MASKTOKEN on fire.,Several men moved the machine of the company that,$SG,Several men moved the machine of the company that MASKTOKEN on fire.,wikitext-103_LSTM_400_25-d0.2.pt,0.0864654609545141,B,human,0.6
4,English,B3,possessive,noAdj,ambi,sg,0,0,the stock,of the investment club,stock,club,The brokers sold the stock of the investment club that MASKTOKEN losing money.,The brokers sold the stock of the investment club that,$SG,The brokers sold the stock of the investment club that MASKTOKEN losing money.,wikitext-103_LSTM_400_25-d0.2.pt,0.1094443972635494,B,human,0.59
5,English,B3,possessive,noAdj,ambi,sg,0,0,the library,of the elementary school,library,school,The governor bought some books for the library of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the library of the elementary school that,$SG,The governor bought some books for the library of the elementary school that MASKTOKEN built downtown.,wikitext-103_LSTM_400_25-d0.2.pt,0.1601527185463307,B,human,0.44
6,English,B3,possessive,noAdj,ambi,sg,1,0,the representative,of the club,representative,club,The local newspaper columnist wrote about the representative of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the club that,$SG,The local newspaper columnist wrote about the representative of the club that MASKTOKEN found so ridiculous.,wikitext-103_LSTM_400_25-d0.2.pt,0.1035940450055212,B,human,0.25
1,English,B4,inherentposs,noAdj,ambi,sg,0,0,the side window,of the plane,window,plane,The pilot was looking at the airport through the side window of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the plane that,$SG,The pilot was looking at the airport through the side window of the plane that MASKTOKEN fixed.,wikitext-103_LSTM_400_25-d0.2.pt,0.2090492515121491,B,human,0.81
2,English,B4,inherentposs,noAdj,ambi,sg,0,0,the branch,of the tree,branch,tree,Birds won’t be able to nest in the branch of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the tree that,$SG,Birds won’t be able to nest in the branch of the tree that MASKTOKEN cut last year.,wikitext-103_LSTM_400_25-d0.2.pt,0.2687426047259151,B,human,0.5
3,English,B4,inherentposs,noAdj,ambi,sg,0,0,the door,of the house,door,house,The car stopped in front of the door of the house that MASKTOKEN damaged.,The car stopped in front of the door of the house that,$SG,The car stopped in front of the door of the house that MASKTOKEN damaged.,wikitext-103_LSTM_400_25-d0.2.pt,0.1802614392801551,B,human,0.58
4,English,B4,inherentposs,noAdj,ambi,sg,1,0,the valve,of the sink,valve,sink,The plumber suggested to us to change the valve of the sink that MASKTOKEN installed last year.,The plumber suggested to us to change the valve of the sink that,$SG,The plumber suggested to us to change the valve of the sink that MASKTOKEN installed last year.,wikitext-103_LSTM_400_25-d0.2.pt,0.1400809920767276,B,human,0.68
5,English,B4,inherentposs,noAdj,ambi,sg,1,0,the chapter,of the book,chapter,book,I really liked the chapter of the book MASKTOKEN read yesterday.,I really liked the chapter of the book,$SG,I really liked the chapter of the book MASKTOKEN read yesterday.,wikitext-103_LSTM_400_25-d0.2.pt,0.0087714154669003,B,human,0.63
6,English,B4,inherentposs,noAdj,ambi,sg,0,0,the cover,of the pot,cover,pot,Silvia didn’t find the cover of the pot that MASKTOKEN just cleaned.,Silvia didn’t find the cover of the pot that,$SG,Silvia didn’t find the cover of the pot that MASKTOKEN just cleaned.,wikitext-103_LSTM_400_25-d0.2.pt,0.4314349813231062,B,human,0.82
7,English,B4,inherentposs,noAdj,ambi,sg,1,0,the bar,of the bicycle,bar,bicycle,We have to paint the bar of the bicycle that MASKTOKEN fixed yesterday.,We have to paint the bar of the bicycle that,$SG,We have to paint the bar of the bicycle that MASKTOKEN fixed yesterday.,wikitext-103_LSTM_400_25-d0.2.pt,0.4084094046247113,B,human,0.7
8,English,B4,inherentposs,noAdj,ambi,sg,0,0,the label,of the bottle,label,bottle,In the meeting they showed us the label of the bottle that MASKTOKEN designed by the artist.,In the meeting they showed us the label of the bottle that,$SG,In the meeting they showed us the label of the bottle that MASKTOKEN designed by the artist.,wikitext-103_LSTM_400_25-d0.2.pt,0.1508995171900977,B,human,0.25
9,English,B4,inherentposs,noAdj,ambi,sg,0,0,the engine,of the boat,engine,boat,The insurance inspector photographed the engine of the boat that MASKTOKEN covered with water.,The insurance inspector photographed the engine of the boat that,$SG,The insurance inspector photographed the engine of the boat that MASKTOKEN covered with water.,wikitext-103_LSTM_400_25-d0.2.pt,0.2330804541863376,B,human,0.58
1,English,B5,rep,noAdj,ambi,sg,1,0,the sketch,of the sculpture,sketch,sculpture,I was surprised by the sketch of the sculpture that MASKTOKEN in the town hall.,I was surprised by the sketch of the sculpture that,$SG,I was surprised by the sketch of the sculpture that MASKTOKEN in the town hall.,wikitext-103_LSTM_400_25-d0.2.pt,0.1995828933539183,B,human,0.65
2,English,B5,rep,noAdj,ambi,sg,1,0,the sketch,of the house,sketch,house,The designer agreed to show us the sketch of the house that MASKTOKEN finished before the end of the summer.,The designer agreed to show us the sketch of the house that,$SG,The designer agreed to show us the sketch of the house that MASKTOKEN finished before the end of the summer.,wikitext-103_LSTM_400_25-d0.2.pt,0.1003862537401616,B,human,0.66
3,English,B5,rep,noAdj,ambi,sg,0,0,the drawing,of the building,drawing,building,The architect exhibited the drawing of the building that MASKTOKEN commissioned.,The architect exhibited the drawing of the building that,$SG,The architect exhibited the drawing of the building that MASKTOKEN commissioned.,wikitext-103_LSTM_400_25-d0.2.pt,0.2596355762690328,B,human,0.61
4,English,B5,rep,noAdj,ambi,sg,0,0,the portrait,of the woman,portrait,woman,Charles liked the portrait of the woman that MASKTOKEN at your house.,Charles liked the portrait of the woman that,$SG,Charles liked the portrait of the woman that MASKTOKEN at your house.,wikitext-103_LSTM_400_25-d0.2.pt,0.2248592782685203,B,human,0.12
5,English,B5,rep,noAdj,ambi,sg,0,0,the photograph,of the boy,photograph,boy,All the newspapers published the photograph of the boy that MASKTOKEN liked so much.,All the newspapers published the photograph of the boy that,$SG,All the newspapers published the photograph of the boy that MASKTOKEN liked so much.,wikitext-103_LSTM_400_25-d0.2.pt,0.2036887718080198,B,human,0.87
6,English,B5,rep,noAdj,ambi,sg,0,0,the painting,of the cave,painting,cave,Sara did the painting of the cave that MASKTOKEN so gloomy.,Sara did the painting of the cave that,$SG,Sara did the painting of the cave that MASKTOKEN so gloomy.,wikitext-103_LSTM_400_25-d0.2.pt,0.2067624561859968,B,human,0.36
7,English,B5,rep,noAdj,ambi,sg,0,0,the picture,of the house,picture,house,The collector lost the picture of the house that MASKTOKEN so dark.,The collector lost the picture of the house that,$SG,The collector lost the picture of the house that MASKTOKEN so dark.,wikitext-103_LSTM_400_25-d0.2.pt,0.1322633342194858,B,human,0.62
8,English,B5,rep,noAdj,ambi,sg,0,0,the painting,of the beach,painting,beach,Suzanne sold the painting of the beach that MASKTOKEN liked by her friends,Suzanne sold the painting of the beach that,$SG,Suzanne sold the painting of the beach that MASKTOKEN liked by her friends,wikitext-103_LSTM_400_25-d0.2.pt,0.1626637707607958,B,human,0.15
9,English,B5,rep,noAdj,ambi,sg,1,0,the print,of the park,print,park,The critics judged very harshly the print of the park that MASKTOKEN attracting the most visitors.,The critics judged very harshly the print of the park that,$SG,The critics judged very harshly the print of the park that MASKTOKEN attracting the most visitors.,wikitext-103_LSTM_400_25-d0.2.pt,0.1901809459466612,B,human,0.45
1,English,B’,inanimposs,noAdj,ambi,sg,0,0,the book,of the student,book,student,The professor read the book of the student that MASKTOKEN in the dining-room.,The professor read the book of the student that,$SG,The professor read the book of the student that MASKTOKEN in the dining-room.,wikitext-103_LSTM_400_25-d0.2.pt,0.2865109098170491,B,human,0.43
2,English,B’,inanimposs,noAdj,ambi,sg,1,0,the case,of the traveler,case,traveler,The inspector observed the case of the traveler that MASKTOKEN in the station.,The inspector observed the case of the traveler that,$SG,The inspector observed the case of the traveler that MASKTOKEN in the station.,wikitext-103_LSTM_400_25-d0.2.pt,0.086286185712872,B,human,0.55
3,English,B’,inanimposs,noAdj,ambi,sg,0,0,the car,of the driver,car,driver,The mechanics were modifying the car of the driver that MASKTOKEN in the race.,The mechanics were modifying the car of the driver that,$SG,The mechanics were modifying the car of the driver that MASKTOKEN in the race.,wikitext-103_LSTM_400_25-d0.2.pt,0.1664550731924139,B,human,0.48
4,English,B’,inanimposs,noAdj,ambi,sg,0,0,the dress,of the girl,dress,girl,The dressmaker was sewing the dress of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the girl that,$SG,The dressmaker was sewing the dress of the girl that MASKTOKEN on the floor.,wikitext-103_LSTM_400_25-d0.2.pt,0.2328393148551251,B,human,0.5
