item,lang,exp,AttachType,antecedent,hasIC,verb,verbNum,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
9,English,Rohde,high,NP1,0,jogs,pl,with the uncles,the toddler,uncles,toddler,The woman jogs with the uncles of the toddler who MASKTOKEN often heard yelling and screaming.,The woman jogs with the uncles of the toddler who,$PL,The woman jogs with the uncles of the toddler who MASKTOKEN often heard yelling and screaming.,wikitext-103_LSTM_400_16-d0.2.pt,0.043855034452972
10,English,Rohde,high,NP1,1,noticed,sg,the representative,the employees,representative,employees,The man noticed the representative of the employees who MASKTOKEN always wearing safety goggles.,The man noticed the representative of the employees who,$SG,The man noticed the representative of the employees who MASKTOKEN always wearing safety goggles.,wikitext-103_LSTM_400_16-d0.2.pt,0.031051841430718
10,English,Rohde,low,NP2,1,noticed,sg,the representatives,the employee,representatives,employee,The man noticed the representatives of the employee who MASKTOKEN always wearing safety goggles.,The man noticed the representatives of the employee who,$SG,The man noticed the representatives of the employee who MASKTOKEN always wearing safety goggles.,wikitext-103_LSTM_400_16-d0.2.pt,0.099149132677732
10,English,Rohde,low,NP2,1,noticed,pl,the representative,the employees,representative,employees,The man noticed the representative of the employees who MASKTOKEN always wearing safety goggles.,The man noticed the representative of the employees who,$PL,The man noticed the representative of the employees who MASKTOKEN always wearing safety goggles.,wikitext-103_LSTM_400_16-d0.2.pt,0.200950773329922
10,English,Rohde,high,NP1,1,noticed,pl,the representatives,the employee,representatives,employee,The man noticed the representatives of the employee who MASKTOKEN always wearing safety goggles.,The man noticed the representatives of the employee who,$PL,The man noticed the representatives of the employee who MASKTOKEN always wearing safety goggles.,wikitext-103_LSTM_400_16-d0.2.pt,0.110230602620611
10,English,Rohde,high,NP1,0,resembled,sg,the representative,the employees,representative,employees,The man resembled the representative of the employees who MASKTOKEN always wearing safety goggles.,The man resembled the representative of the employees who,$SG,The man resembled the representative of the employees who MASKTOKEN always wearing safety goggles.,wikitext-103_LSTM_400_16-d0.2.pt,0.028184051676588
10,English,Rohde,low,NP2,0,resembled,sg,the representatives,the employee,representatives,employee,The man resembled the representatives of the employee who MASKTOKEN always wearing safety goggles.,The man resembled the representatives of the employee who,$SG,The man resembled the representatives of the employee who MASKTOKEN always wearing safety goggles.,wikitext-103_LSTM_400_16-d0.2.pt,0.100293391681293
10,English,Rohde,low,NP2,0,resembled,pl,the representative,the employees,representative,employees,The man resembled the representative of the employees who MASKTOKEN always wearing safety goggles.,The man resembled the representative of the employees who,$PL,The man resembled the representative of the employees who MASKTOKEN always wearing safety goggles.,wikitext-103_LSTM_400_16-d0.2.pt,0.181372943335316
10,English,Rohde,high,NP1,0,resembled,pl,the representatives,the employee,representatives,employee,The man resembled the representatives of the employee who MASKTOKEN always wearing safety goggles.,The man resembled the representatives of the employee who,$PL,The man resembled the representatives of the employee who MASKTOKEN always wearing safety goggles.,wikitext-103_LSTM_400_16-d0.2.pt,0.105534232796142
11,English,Rohde,high,NP1,1,praised,sg,the gardener,the millionaires,gardener,millionaires,The woman praised the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,The woman praised the gardener of the millionaires who,$SG,The woman praised the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,wikitext-103_LSTM_400_16-d0.2.pt,0.040073643405883
11,English,Rohde,low,NP2,1,praised,sg,the gardeners,the millionaire,gardeners,millionaire,The woman praised the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,The woman praised the gardeners of the millionaire who,$SG,The woman praised the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,wikitext-103_LSTM_400_16-d0.2.pt,0.183471456751363
11,English,Rohde,low,NP2,1,praised,pl,the gardener,the millionaires,gardener,millionaires,The woman praised the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,The woman praised the gardener of the millionaires who,$PL,The woman praised the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,wikitext-103_LSTM_400_16-d0.2.pt,0.206546637792591
11,English,Rohde,high,NP1,1,praised,pl,the gardeners,the millionaire,gardeners,millionaire,The woman praised the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,The woman praised the gardeners of the millionaire who,$PL,The woman praised the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,wikitext-103_LSTM_400_16-d0.2.pt,0.079564635467701
11,English,Rohde,high,NP1,0,met,sg,the gardener,the millionaires,gardener,millionaires,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardener of the millionaires who,$SG,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,wikitext-103_LSTM_400_16-d0.2.pt,0.052032138184637
11,English,Rohde,low,NP2,0,met,sg,the gardeners,the millionaire,gardeners,millionaire,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardeners of the millionaire who,$SG,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,wikitext-103_LSTM_400_16-d0.2.pt,0.211096690406037
11,English,Rohde,low,NP2,0,met,pl,the gardener,the millionaires,gardener,millionaires,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardener of the millionaires who,$PL,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,wikitext-103_LSTM_400_16-d0.2.pt,0.154662274358845
11,English,Rohde,high,NP1,0,met,pl,the gardeners,the millionaire,gardeners,millionaire,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardeners of the millionaire who,$PL,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,wikitext-103_LSTM_400_16-d0.2.pt,0.052252294572483
12,English,Rohde,high,NP1,1,hates,sg,the cousin,the accountants,cousin,accountants,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousin of the accountants who,$SG,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_16-d0.2.pt,0.072621311906435
12,English,Rohde,low,NP2,1,hates,sg,the cousins,the accountant,cousins,accountant,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousins of the accountant who,$SG,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_16-d0.2.pt,0.313046352354362
12,English,Rohde,low,NP2,1,hates,pl,the cousin,the accountants,cousin,accountants,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousin of the accountants who,$PL,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_16-d0.2.pt,0.2800913626044
12,English,Rohde,high,NP1,1,hates,pl,the cousins,the accountant,cousins,accountant,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousins of the accountant who,$PL,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_16-d0.2.pt,0.078329949831702
12,English,Rohde,high,NP1,0,carpools,sg,with the cousin,the accountants,cousin,accountants,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousin of the accountants who,$SG,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_16-d0.2.pt,0.093029998862812
12,English,Rohde,low,NP2,0,carpools,sg,with the cousins,the accountant,cousins,accountant,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousins of the accountant who,$SG,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_16-d0.2.pt,0.280894461514209
12,English,Rohde,low,NP2,0,carpools,pl,with the cousin,the accountants,cousin,accountants,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousin of the accountants who,$PL,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_16-d0.2.pt,0.17062040519099
12,English,Rohde,high,NP1,0,carpools,pl,with the cousins,the accountant,cousins,accountant,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousins of the accountant who,$PL,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_16-d0.2.pt,0.036041996939395
13,English,Rohde,high,NP1,1,blamed,sg,the niece,the florists,niece,florists,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the niece of the florists who,$SG,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_16-d0.2.pt,0.178126704970777
13,English,Rohde,low,NP2,1,blamed,sg,the nieces,the florist,nieces,florist,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the nieces of the florist who,$SG,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_16-d0.2.pt,0.08559437312332
13,English,Rohde,low,NP2,1,blamed,pl,the niece,the florists,niece,florists,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the niece of the florists who,$PL,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_16-d0.2.pt,0.053570290526036
13,English,Rohde,high,NP1,1,blamed,pl,the nieces,the florist,nieces,florist,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the nieces of the florist who,$PL,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_16-d0.2.pt,0.196424943753566
13,English,Rohde,high,NP1,0,waited,sg,with the niece,the florists,niece,florists,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the niece of the florists who,$SG,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_16-d0.2.pt,0.211235005321921
13,English,Rohde,low,NP2,0,waited,sg,with the nieces,the florist,nieces,florist,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the nieces of the florist who,$SG,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_16-d0.2.pt,0.094431861654476
13,English,Rohde,low,NP2,0,waited,pl,with the niece,the florists,niece,florists,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the niece of the florists who,$PL,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_16-d0.2.pt,0.032488445685607
13,English,Rohde,high,NP1,0,waited,pl,with the nieces,the florist,nieces,florist,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the nieces of the florist who,$PL,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_16-d0.2.pt,0.11594461832771
14,English,Rohde,high,NP1,1,helped,sg,the brother,the athletes,brother,athletes,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,The man helped the brother of the athletes who,$SG,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_16-d0.2.pt,0.01648804275064
14,English,Rohde,low,NP2,1,helped,sg,the brothers,the athlete,brothers,athlete,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man helped the brothers of the athlete who,$SG,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_16-d0.2.pt,0.075253820843522
14,English,Rohde,low,NP2,1,helped,pl,the brother,the athletes,brother,athletes,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,The man helped the brother of the athletes who,$PL,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_16-d0.2.pt,0.299241005159419
14,English,Rohde,high,NP1,1,helped,pl,the brothers,the athlete,brothers,athlete,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man helped the brothers of the athlete who,$PL,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_16-d0.2.pt,0.227377638009509
14,English,Rohde,high,NP1,0,ran,sg,into the brother,the athletes,brother,athletes,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,The man ran into the brother of the athletes who,$SG,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_16-d0.2.pt,0.035385427440467
14,English,Rohde,low,NP2,0,ran,sg,into the brothers,the athlete,brothers,athlete,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man ran into the brothers of the athlete who,$SG,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_16-d0.2.pt,0.192257681102574
14,English,Rohde,low,NP2,0,ran,pl,into the brother,the athletes,brother,athletes,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,The man ran into the brother of the athletes who,$PL,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_16-d0.2.pt,0.257080617873614
14,English,Rohde,high,NP1,0,ran,pl,into the brothers,the athlete,brothers,athlete,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man ran into the brothers of the athlete who,$PL,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_16-d0.2.pt,0.041407713668082
15,English,Rohde,high,NP1,1,reproached,sg,the doctors,the supermodels,doctors,supermodels,The woman reproached the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,The woman reproached the doctors of the supermodels who,$SG,The woman reproached the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_16-d0.2.pt,0.146361769068623
15,English,Rohde,low,NP2,1,reproached,sg,the doctors,the supermodel,doctors,supermodel,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,The woman reproached the doctors of the supermodel who,$SG,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_16-d0.2.pt,0.146361721529285
15,English,Rohde,low,NP2,1,reproached,pl,the doctors,the supermodels,doctors,supermodels,The woman reproached the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,The woman reproached the doctors of the supermodels who,$PL,The woman reproached the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_16-d0.2.pt,0.108831733446372
15,English,Rohde,high,NP1,1,reproached,pl,the doctors,the supermodel,doctors,supermodel,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,The woman reproached the doctors of the supermodel who,$PL,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_16-d0.2.pt,0.108831694303497
15,English,Rohde,high,NP1,0,worked,sg,with the doctors,the supermodels,doctors,supermodels,The woman worked with the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,The woman worked with the doctors of the supermodels who,$SG,The woman worked with the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_16-d0.2.pt,0.10017102580374
15,English,Rohde,low,NP2,0,worked,sg,with the doctors,the supermodel,doctors,supermodel,The woman worked with the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,The woman worked with the doctors of the supermodel who,$SG,The woman worked with the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_16-d0.2.pt,0.10017104887669
15,English,Rohde,low,NP2,0,worked,pl,with the doctors,the supermodels,doctors,supermodels,The woman worked with the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,The woman worked with the doctors of the supermodels who,$PL,The woman worked with the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_16-d0.2.pt,0.096177356617925
15,English,Rohde,high,NP1,0,worked,pl,with the doctors,the supermodel,doctors,supermodel,The woman worked with the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,The woman worked with the doctors of the supermodel who,$PL,The woman worked with the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_16-d0.2.pt,0.096177369685893
16,English,Rohde,high,NP1,1,pacified,sg,the associate,the businessmen,associate,businessmen,The man pacified the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,The man pacified the associate of the businessmen who,$SG,The man pacified the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_16-d0.2.pt,0.029808101821678
16,English,Rohde,low,NP2,1,pacified,sg,the associates,the businessman,associates,businessman,The man pacified the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,The man pacified the associates of the businessman who,$SG,The man pacified the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_16-d0.2.pt,0.245533331548245
16,English,Rohde,low,NP2,1,pacified,pl,the associate,the businessmen,associate,businessmen,The man pacified the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,The man pacified the associate of the businessmen who,$PL,The man pacified the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_16-d0.2.pt,0.188496728323329
16,English,Rohde,high,NP1,1,pacified,pl,the associates,the businessman,associates,businessman,The man pacified the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,The man pacified the associates of the businessman who,$PL,The man pacified the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_16-d0.2.pt,0.019444341482795
16,English,Rohde,high,NP1,0,visited,sg,the associate,the businessmen,associate,businessmen,The man visited the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,The man visited the associate of the businessmen who,$SG,The man visited the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_16-d0.2.pt,0.033129404699006
16,English,Rohde,low,NP2,0,visited,sg,the associates,the businessman,associates,businessman,The man visited the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,The man visited the associates of the businessman who,$SG,The man visited the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_16-d0.2.pt,0.249217307797899
16,English,Rohde,low,NP2,0,visited,pl,the associate,the businessmen,associate,businessmen,The man visited the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,The man visited the associate of the businessmen who,$PL,The man visited the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_16-d0.2.pt,0.181060766167668
16,English,Rohde,high,NP1,0,visited,pl,the associates,the businessman,associates,businessman,The man visited the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,The man visited the associates of the businessman who,$PL,The man visited the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_16-d0.2.pt,0.015152184148166
17,English,Rohde,high,NP1,1,detests,sg,the child,the musicians,child,musicians,The woman detests the child of the musicians who MASKTOKEN generally arrogant and rude.,The woman detests the child of the musicians who,$SG,The woman detests the child of the musicians who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_16-d0.2.pt,0.040322509193571
17,English,Rohde,low,NP2,1,detests,sg,the children,the musician,children,musician,The woman detests the children of the musician who MASKTOKEN generally arrogant and rude.,The woman detests the children of the musician who,$SG,The woman detests the children of the musician who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_16-d0.2.pt,0.28798942444294
17,English,Rohde,low,NP2,1,detests,pl,the child,the musicians,child,musicians,The woman detests the child of the musicians who MASKTOKEN generally arrogant and rude.,The woman detests the child of the musicians who,$PL,The woman detests the child of the musicians who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_16-d0.2.pt,0.275361987772476
17,English,Rohde,high,NP1,1,detests,pl,the children,the musician,children,musician,The woman detests the children of the musician who MASKTOKEN generally arrogant and rude.,The woman detests the children of the musician who,$PL,The woman detests the children of the musician who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_16-d0.2.pt,0.042870394380555
17,English,Rohde,high,NP1,0,babysits,sg,the child,the musicians,child,musicians,The woman babysits the child of the musicians who MASKTOKEN generally arrogant and rude.,The woman babysits the child of the musicians who,$SG,The woman babysits the child of the musicians who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_16-d0.2.pt,0.040322509193571
17,English,Rohde,low,NP2,0,babysits,sg,the children,the musician,children,musician,The woman babysits the children of the musician who MASKTOKEN generally arrogant and rude.,The woman babysits the children of the musician who,$SG,The woman babysits the children of the musician who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_16-d0.2.pt,0.28798942444294
17,English,Rohde,low,NP2,0,babysits,pl,the child,the musicians,child,musicians,The woman babysits the child of the musicians who MASKTOKEN generally arrogant and rude.,The woman babysits the child of the musicians who,$PL,The woman babysits the child of the musicians who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_16-d0.2.pt,0.275361987772476
17,English,Rohde,high,NP1,0,babysits,pl,the children,the musician,children,musician,The woman babysits the children of the musician who MASKTOKEN generally arrogant and rude.,The woman babysits the children of the musician who,$PL,The woman babysits the children of the musician who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_16-d0.2.pt,0.042870394380555
18,English,Rohde,high,NP1,1,thanked,sg,the servant,the dictators,servant,dictators,The man thanked the servant of the dictators who MASKTOKEN lately been helping the poor.,The man thanked the servant of the dictators who,$SG,The man thanked the servant of the dictators who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_16-d0.2.pt,0.043449005040633
18,English,Rohde,low,NP2,1,thanked,sg,the servants,the dictator,servants,dictator,The man thanked the servants of the dictator who MASKTOKEN lately been helping the poor.,The man thanked the servants of the dictator who,$SG,The man thanked the servants of the dictator who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_16-d0.2.pt,0.186054318799328
18,English,Rohde,low,NP2,1,thanked,pl,the servant,the dictators,servant,dictators,The man thanked the servant of the dictators who MASKTOKEN lately been helping the poor.,The man thanked the servant of the dictators who,$PL,The man thanked the servant of the dictators who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_16-d0.2.pt,0.224617813911712
18,English,Rohde,high,NP1,1,thanked,pl,the servants,the dictator,servants,dictator,The man thanked the servants of the dictator who MASKTOKEN lately been helping the poor.,The man thanked the servants of the dictator who,$PL,The man thanked the servants of the dictator who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_16-d0.2.pt,0.083805026538785
18,English,Rohde,high,NP1,0,talked,sg,to the servant,the dictators,servant,dictators,The man talked to the servant of the dictators who MASKTOKEN lately been helping the poor.,The man talked to the servant of the dictators who,$SG,The man talked to the servant of the dictators who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_16-d0.2.pt,0.039833914832582
18,English,Rohde,low,NP2,0,talked,sg,to the servants,the dictator,servants,dictator,The man talked to the servants of the dictator who MASKTOKEN lately been helping the poor.,The man talked to the servants of the dictator who,$SG,The man talked to the servants of the dictator who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_16-d0.2.pt,0.168237417037006
18,English,Rohde,low,NP2,0,talked,pl,to the servant,the dictators,servant,dictators,The man talked to the servant of the dictators who MASKTOKEN lately been helping the poor.,The man talked to the servant of the dictators who,$PL,The man talked to the servant of the dictators who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_16-d0.2.pt,0.204091033491599
18,English,Rohde,high,NP1,0,talked,pl,to the servants,the dictator,servants,dictator,The man talked to the servants of the dictator who MASKTOKEN lately been helping the poor.,The man talked to the servants of the dictator who,$PL,The man talked to the servants of the dictator who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_16-d0.2.pt,0.055529319643118
19,English,Rohde,high,NP1,1,congratulated,sg,the bodyguard,the celebrities,bodyguard,celebrities,The woman congratulated the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,The woman congratulated the bodyguard of the celebrities who,$SG,The woman congratulated the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_16-d0.2.pt,0.028341312070578
19,English,Rohde,low,NP2,1,congratulated,sg,the bodyguards,the celebrity,bodyguards,celebrity,The woman congratulated the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,The woman congratulated the bodyguards of the celebrity who,$SG,The woman congratulated the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_16-d0.2.pt,0.164824541913012
19,English,Rohde,low,NP2,1,congratulated,pl,the bodyguard,the celebrities,bodyguard,celebrities,The woman congratulated the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,The woman congratulated the bodyguard of the celebrities who,$PL,The woman congratulated the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_16-d0.2.pt,0.240577036644129
19,English,Rohde,high,NP1,1,congratulated,pl,the bodyguards,the celebrity,bodyguards,celebrity,The woman congratulated the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,The woman congratulated the bodyguards of the celebrity who,$PL,The woman congratulated the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_16-d0.2.pt,0.116691994190939
19,English,Rohde,high,NP1,0,chatted,sg,with the bodyguard,the celebrities,bodyguard,celebrities,The woman chatted with the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,The woman chatted with the bodyguard of the celebrities who,$SG,The woman chatted with the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_16-d0.2.pt,0.04989823444511
19,English,Rohde,low,NP2,0,chatted,sg,with the bodyguards,the celebrity,bodyguards,celebrity,The woman chatted with the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,The woman chatted with the bodyguards of the celebrity who,$SG,The woman chatted with the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_16-d0.2.pt,0.194123594362273
19,English,Rohde,low,NP2,0,chatted,pl,with the bodyguard,the celebrities,bodyguard,celebrities,The woman chatted with the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,The woman chatted with the bodyguard of the celebrities who,$PL,The woman chatted with the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_16-d0.2.pt,0.240265706011453
19,English,Rohde,high,NP1,0,chatted,pl,with the bodyguards,the celebrity,bodyguards,celebrity,The woman chatted with the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,The woman chatted with the bodyguards of the celebrity who,$PL,The woman chatted with the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_16-d0.2.pt,0.07385336509467
20,English,Rohde,high,NP1,1,mocked,sg,the fan,the singers,fan,singers,The man mocked the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,The man mocked the fan of the singers who,$SG,The man mocked the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_16-d0.2.pt,0.028316040409642
20,English,Rohde,low,NP2,1,mocked,sg,the fans,the singer,fans,singer,The man mocked the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,The man mocked the fans of the singer who,$SG,The man mocked the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_16-d0.2.pt,0.140217511036072
