item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_1-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_2-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_3-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_4-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_5-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_6-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_7-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_8-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_9-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_10-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_11-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_12-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_13-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_14-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_15-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_16-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_17-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_18-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_19-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_20-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_21-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_22-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_23-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_24-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_25-d0.2.pt_prob
2,English,Cuetos_Mitchell,ambi,sg,0,0,the servant,of the actress,servant,actress,Someone shot the servant of the actress who MASKTOKEN on the balcony.,Someone shot the servant of the actress who,$SG,Someone shot the servant of the actress who,0.3676408672594331,0.2992874649177151,0.2758993008166326,0.3324435276749753,0.35443398485492716,0.2674997158230128,0.3102993369671587,0.398018612872419,0.35612863703990394,0.3353614036799133,0.28958735739120645,0.3481494674493497,0.3589826791369759,0.32404131549644555,0.35705470952948026,0.32875444123747577,0.31867449120911373,0.36015930264697893,0.3317086103732132,0.3369242282241225,0.3135728179605999,0.24308369723741485,0.3326944940131762,0.3800498562312127,0.2636371886899127
2,English,Cuetos_Mitchell,low,sg,0,0,the servants,of the actress,servants,actress,Someone shot the servants of the actress who MASKTOKEN on the balcony.,Someone shot the servants of the actress who,$SG,Someone shot the servants of the actress who,0.31131064534817954,0.20515298930621917,0.180643403957105,0.22889594806015534,0.23448568049847385,0.1568794095027073,0.22716987670467859,0.13229552497355268,0.12248854030659384,0.2161098857316044,0.22638400658104274,0.15092834989881254,0.23933519849926332,0.19719329075719738,0.16889985989332956,0.20246007134652705,0.2113913919859547,0.31368831436169975,0.050642659703258985,0.22034449462831418,0.18052512622705663,0.15761329533667023,0.19644452319596795,0.1883853050335853,0.15538148376434613
2,English,Cuetos_Mitchell,high,sg,0,0,the servant,of the actresses,servant,actresses,Someone shot the servant of the actresses who MASKTOKEN on the balcony.,Someone shot the servant of the actresses who,$SG,Someone shot the servant of the actresses who,0.025537055417603982,0.016742040086373144,0.07015871339301105,0.08237422443002584,0.03281319202050215,0.019932345742781354,0.012303379446614082,0.02277638442497798,0.06441647628631664,0.016681418302242346,0.02748442577569743,0.011008769619813563,0.017146683661829698,0.01235044445332567,0.04762233577609809,0.05103223430047854,0.05689096030527452,0.012174628611646199,0.01829657654678396,0.022345851183883436,0.0645181940603865,0.017371328741498715,0.03703110702242185,0.018200713608712782,0.046070065134699245
2,English,Cuetos_Mitchell,ambi,pl,0,0,the servants,of the actresses,servants,actresses,Someone shot the servants of the actresses who MASKTOKEN on the balcony.,Someone shot the servants of the actresses who,$PL,Someone shot the servants of the actresses who,0.300979584869439,0.2691887518864422,0.2093139457622959,0.240786286451959,0.24334010009437534,0.28805559370373235,0.2925934752028181,0.3346771602541274,0.28909735399301173,0.36438723027302045,0.3113289127074479,0.42773311984154994,0.3743633287713486,0.3492941653946988,0.32544242240882015,0.2323561426536167,0.2960937342783785,0.3953042107514353,0.4052907683478244,0.35453851192762986,0.3063785676929216,0.2650031006545701,0.31078782194592947,0.41201281485679875,0.2636162274451017
2,English,Cuetos_Mitchell,low,pl,0,0,the servant,of the actresses,servant,actresses,Someone shot the servant of the actresses who MASKTOKEN on the balcony.,Someone shot the servant of the actresses who,$PL,Someone shot the servant of the actresses who,0.31687632202558014,0.2222362380214471,0.1520171321939845,0.18920554216546304,0.22644557711140023,0.25018474139938274,0.25835116363539923,0.2810311204241369,0.19578816972025237,0.3087426055590625,0.24479360338539635,0.3651531267178285,0.340781544150655,0.28766963628213693,0.26199591686879753,0.21129228580420234,0.2400186998269609,0.3475893469163678,0.33036345533838585,0.30761584124549124,0.19960457300373413,0.2162398198156179,0.29048105597298957,0.3468293509665994,0.172333382134795
2,English,Cuetos_Mitchell,high,pl,0,0,the servants,of the actress,servants,actress,Someone shot the servants of the actress who MASKTOKEN on the balcony.,Someone shot the servants of the actress who,$PL,Someone shot the servants of the actress who,0.025845595507684838,0.06288831687947471,0.08323790537955311,0.09018265210011034,0.06711888689247125,0.05882856959427407,0.0687743386377937,0.15748175633132355,0.08742823888610651,0.1072165347964189,0.08629454867253461,0.10381620468865549,0.05954642708669766,0.0689174344767558,0.07888628403947351,0.04201207737421253,0.07427154968887706,0.058421747483692776,0.19640062960126947,0.11763630642316159,0.06820283436336183,0.07550425735267474,0.14419917852673692,0.12252866663295059,0.0850648851807625
3,English,Cuetos_Mitchell,ambi,sg,0,0,the friend,of the teacher,friend,teacher,John met the friend of the teacher who MASKTOKEN in Germany.,John met the friend of the teacher who,$SG,John met the friend of the teacher who,0.2728233548410197,0.23512615292835515,0.19173583933220162,0.214164717777227,0.2579456677015862,0.25676743606140984,0.22818607589567286,0.2723886253454104,0.29804891110607934,0.25674693906758606,0.2025711671319117,0.189529980874509,0.18369213307522636,0.23682591446585588,0.2778121524417587,0.31041050364206224,0.20695869150088275,0.25653057225740866,0.2625757940522515,0.22503596351535426,0.2118210752766687,0.20454156459842654,0.31447980082464233,0.26864926712366566,0.2302682111339997
3,English,Cuetos_Mitchell,low,sg,0,0,the friends,of the teacher,friends,teacher,John met the friends of the teacher who MASKTOKEN in Germany.,John met the friends of the teacher who,$SG,John met the friends of the teacher who,0.22178529125093505,0.14993448974563361,0.12017724446272404,0.19835051780368707,0.13682104517304228,0.16464509976801822,0.1935167579476309,0.13574270183708925,0.09696779862388993,0.1913024664437608,0.21110587521221502,0.06494510817819688,0.13452339471778063,0.1275325317524708,0.12077581593649267,0.2103714055997944,0.1554420962910248,0.18069925707834844,0.06606492725852053,0.20317793632921743,0.14912877972771899,0.1580169631579076,0.20325990842387598,0.20826371522844989,0.13137773874158665
3,English,Cuetos_Mitchell,high,sg,0,0,the friend,of the teachers,friend,teachers,John met the friend of the teachers who MASKTOKEN in Germany.,John met the friend of the teachers who,$SG,John met the friend of the teachers who,0.02270203036400892,0.022289779986670893,0.03209161999682397,0.056242391670820846,0.0201562351179001,0.02407236753090214,0.038508009933730936,0.02008751804770259,0.017531117132844942,0.023775213398707473,0.02877079873499433,0.006844567844471072,0.005865856699537542,0.019107731260145033,0.021960078790667303,0.05114462283009247,0.023220159702616927,0.014393175375357392,0.042444323021911146,0.024366072190297294,0.025366756796411316,0.019395940194636974,0.012993988554801827,0.01472120286864187,0.024228461698603876
3,English,Cuetos_Mitchell,ambi,pl,0,0,the friends,of the teachers,friends,teachers,John met the friends of the teachers who MASKTOKEN in Germany.,John met the friends of the teachers who,$PL,John met the friends of the teachers who,0.2165063925139794,0.22133643218942978,0.1756948885230014,0.14066813814281476,0.23730674705700472,0.18192116176944229,0.14875440781260318,0.20504634308742098,0.1877962938043649,0.2008500019511592,0.20341459382875904,0.28593333136326127,0.21064562742938664,0.17532485414227866,0.2239920576803867,0.230276672657997,0.21342179928548655,0.20797222935475812,0.239608974791381,0.1886354802650323,0.22271559653045614,0.1512849823516691,0.18393880389778783,0.21500915314900637,0.21754220278150838
3,English,Cuetos_Mitchell,low,pl,0,0,the friend,of the teachers,friend,teachers,John met the friend of the teachers who MASKTOKEN in Germany.,John met the friend of the teachers who,$PL,John met the friend of the teachers who,0.21986791541256778,0.16190250413317142,0.16042615984168052,0.11033855429799089,0.19698380666616067,0.15418230475839545,0.11786627584310438,0.17270329955943664,0.1342911466331047,0.1591074954788705,0.13168221674053449,0.21079845464294067,0.18605609887817742,0.1534293430781415,0.17722356521235372,0.2006124455190843,0.17114812747589303,0.17871057606571128,0.18313554785296127,0.14607169077269244,0.1412683848734524,0.1259854319289142,0.1692166744264041,0.17657500884178878,0.1595550243359911
3,English,Cuetos_Mitchell,high,pl,0,0,the friends,of the teacher,friends,teacher,John met the friends of the teacher who MASKTOKEN in Germany.,John met the friends of the teacher who,$PL,John met the friends of the teacher who,0.026248753222628318,0.037269248504796515,0.07776474802337097,0.05526371180026768,0.05677543382951411,0.018990593865373384,0.05100720795949565,0.027755958504946054,0.030444258160063242,0.05573491845943135,0.036397950736544615,0.06008930692067338,0.023526870599475558,0.04047119639778307,0.06736390424836125,0.029659378228928723,0.03642076401852201,0.05401022126655741,0.06860596914945205,0.027234063981378398,0.043871739127557596,0.047729877631542905,0.03432263095901922,0.020406383224176317,0.07306094840096833
4,English,Cuetos_Mitchell,ambi,sg,0,0,the case,of the tourist,case,tourist,A thief was keeping an eye on the case of the tourist that MASKTOKEN by the mailbox.,A thief was keeping an eye on the case of the tourist that,$SG,A thief was keeping an eye on the case of the tourist that,0.16992626300519031,0.21027218015757132,0.20285175851882364,0.2375563622639092,0.27246965957981684,0.1790012955849427,0.23634151795309144,0.22326793518464072,0.3065606549789326,0.19118855107025468,0.17799452479940214,0.1621206571270548,0.2016062014923019,0.29874090313496726,0.19579346040717027,0.2285343161679414,0.1812009216306496,0.18502912182454523,0.2206868715975494,0.2296136837265852,0.16817066900958366,0.13031542836279542,0.22550120823683706,0.2215754950301072,0.1868765629883189
4,English,Cuetos_Mitchell,low,sg,0,0,the cases,of the tourist,cases,tourist,A thief was keeping an eye on the cases of the tourist that MASKTOKEN by the mailbox.,A thief was keeping an eye on the cases of the tourist that,$SG,A thief was keeping an eye on the cases of the tourist that,0.12469372200446127,0.1649221800878875,0.20946370542048998,0.19605997732021763,0.24841845525250594,0.1352806226119263,0.20315585252320467,0.19252966282876116,0.25341684492030225,0.1298406460192023,0.16293851339924714,0.13778803122026062,0.16621650044623237,0.276821232844906,0.16662085758730427,0.18706295869467393,0.15392671467619934,0.1726662058824786,0.1610890350039953,0.20380939231051087,0.15016225064554334,0.12797307598911623,0.18181916014827593,0.21205294387794638,0.17244245911781064
4,English,Cuetos_Mitchell,high,sg,0,0,the case,of the tourists,case,tourists,A thief was keeping an eye on the case of the tourists that MASKTOKEN by the mailbox.,A thief was keeping an eye on the case of the tourists that,$SG,A thief was keeping an eye on the case of the tourists that,0.07478277191757154,0.06405273603306072,0.08698757255953105,0.04634837042567419,0.10719028667603414,0.0485175328608376,0.05603295685468712,0.05637143520393906,0.09319994717873925,0.05437852373854657,0.08809997640157263,0.0393712063608902,0.06774883905188211,0.12121451892416779,0.14232098611755362,0.07345502447499008,0.0719183101255032,0.09185660070770574,0.04858382965080388,0.05110285001320758,0.05747136353829685,0.04863438134769105,0.06556023482672657,0.09427897515685402,0.03791832781579174
4,English,Cuetos_Mitchell,ambi,pl,0,0,the cases,of the tourists,cases,tourists,A thief was keeping an eye on the cases of the tourists that MASKTOKEN by the mailbox.,A thief was keeping an eye on the cases of the tourists that,$PL,A thief was keeping an eye on the cases of the tourists that,0.17085817646755075,0.17119392593692595,0.15215469231658219,0.20207706102250356,0.08631812322926535,0.13139818537769798,0.17666284508086605,0.1866570420810021,0.10030586751113191,0.10074956927512346,0.07356163859350318,0.20104209191832467,0.19470519270832298,0.10046881863120305,0.10663668339405774,0.17825941323579997,0.13689497991931887,0.13624825499150717,0.1410176518983679,0.1729450616841035,0.18292984653392352,0.11885733890717676,0.07838037724099145,0.07241950602852398,0.17897933197679805
4,English,Cuetos_Mitchell,low,pl,0,0,the case,of the tourists,case,tourists,A thief was keeping an eye on the case of the tourists that MASKTOKEN by the mailbox.,A thief was keeping an eye on the case of the tourists that,$PL,A thief was keeping an eye on the case of the tourists that,0.11869526904854766,0.11224179352309704,0.1156265473957454,0.17206511019094606,0.07424241687381894,0.09645971356263416,0.15229462366052005,0.13963491483349344,0.07299254937077393,0.08090300176705512,0.05557283855969253,0.16470825121528776,0.11721496884167237,0.07719837796663498,0.0662898561147145,0.09810599750824878,0.08387207952665321,0.09742192719820508,0.13012074488981007,0.1351547649191076,0.14677678759008472,0.09692326112126359,0.06213033647427224,0.0629329749474703,0.17337597202240573
4,English,Cuetos_Mitchell,high,pl,0,0,the cases,of the tourist,cases,tourist,A thief was keeping an eye on the cases of the tourist that MASKTOKEN by the mailbox.,A thief was keeping an eye on the cases of the tourist that,$PL,A thief was keeping an eye on the cases of the tourist that,0.08850129326811018,0.050675497984201456,0.026227363891896616,0.06291640953305233,0.031757191682944885,0.07604115843545323,0.060062420857947885,0.057709983588427605,0.0462076655627115,0.08195397915795866,0.06079962681735118,0.06378897625801017,0.04709888457161426,0.04932366166732649,0.046026338388349686,0.03491725761654951,0.0695989831912982,0.046164074270315325,0.06424888540082652,0.04838865671146664,0.057892417980141886,0.041418421746342915,0.04893364826929769,0.04059117650700195,0.04416215486041075
5,English,Cuetos_Mitchell,ambi,sg,1,0,the animal,of the peasant,animal,peasant,The tourist photographed the animal of the peasant that MASKTOKEN by the puddle.,The tourist photographed the animal of the peasant that,$SG,The tourist photographed the animal of the peasant that,0.19997473932645882,0.2580453832075307,0.2530513706653643,0.3044610845080147,0.2567945447302886,0.2334339162473853,0.273625794620159,0.27374288909057753,0.27382310615695094,0.21233679241403713,0.2949871693323942,0.17563782340024403,0.28324578780094,0.28460447229377195,0.32136342463385503,0.24945603614221978,0.31143808556990393,0.2633267047885166,0.2853324720552637,0.2608238098767295,0.22601563915749523,0.370589360189582,0.2949120230434783,0.3040082491805647,0.3366935046367283
5,English,Cuetos_Mitchell,low,sg,1,0,the animals,of the peasant,animals,peasant,The tourist photographed the animals of the peasant that MASKTOKEN by the puddle.,The tourist photographed the animals of the peasant that,$SG,The tourist photographed the animals of the peasant that,0.13322598958799858,0.1372280240430852,0.17290738410780548,0.12735629529915737,0.15806854557620653,0.10358789795107981,0.1602449537703592,0.11567916425325375,0.12369714773443086,0.11618960913172316,0.19681401313635405,0.02732293765832594,0.14635327824803213,0.18461188055335942,0.057907903910834335,0.11229932166726186,0.16280899460593723,0.1235320707356582,0.08614868439992929,0.16361985673083446,0.13054730463303343,0.24321694805975191,0.20978250765367434,0.07128298119992227,0.12196428575030716
5,English,Cuetos_Mitchell,high,sg,1,0,the animal,of the peasants,animal,peasants,The tourist photographed the animal of the peasants that MASKTOKEN by the puddle.,The tourist photographed the animal of the peasants that,$SG,The tourist photographed the animal of the peasants that,0.10030374735385905,0.04523504387034327,0.10377347752169275,0.14134071267086856,0.10316480090770952,0.09020836559412615,0.040983920532640994,0.043158828643576896,0.16056244161000688,0.08014915238159315,0.023175289618199812,0.04936092289403149,0.06956629702907335,0.0647516930294989,0.09884802954639227,0.05609627271497919,0.15127575976921825,0.08208639097890602,0.1628831619987654,0.05076823425353538,0.09952810240505983,0.08625228574292887,0.10266824686082465,0.10251130869097569,0.07864879792900936
5,English,Cuetos_Mitchell,ambi,pl,1,0,the animals,of the peasants,animals,peasants,The tourist photographed the animals of the peasants that MASKTOKEN by the puddle.,The tourist photographed the animals of the peasants that,$PL,The tourist photographed the animals of the peasants that,0.23979952001968563,0.26361882303575257,0.18200385266100838,0.2945903971804267,0.2542111225841168,0.27821486792030825,0.30273860997746205,0.3000755302051772,0.19827558273630608,0.18166018557738983,0.3052128750958172,0.2879234437906071,0.27979539374278417,0.2979432912488722,0.25028375938696357,0.21266574189708365,0.2419720257676694,0.31317631843057114,0.1730433675672849,0.30422668515611306,0.2999240518475652,0.20721057540600274,0.16884307292392364,0.3625217417723583,0.37905832508978055
5,English,Cuetos_Mitchell,low,pl,1,0,the animal,of the peasants,animal,peasants,The tourist photographed the animal of the peasants that MASKTOKEN by the puddle.,The tourist photographed the animal of the peasants that,$PL,The tourist photographed the animal of the peasants that,0.18846344611440813,0.18506245939198607,0.12248189090665917,0.1190975870341262,0.2078176328649306,0.13762781742073216,0.19495117850074273,0.20979984576984378,0.10955241571383567,0.12727125667355388,0.2498060284207817,0.15499330323279992,0.21413666077716442,0.21749590986469336,0.15499028224949285,0.19464801107723506,0.13006970862954503,0.17112454835668345,0.14579249041567977,0.22554814332480078,0.22032228679721655,0.08258834467314902,0.14551740254135836,0.1961597505550472,0.26108413404886477
5,English,Cuetos_Mitchell,high,pl,1,0,the animals,of the peasant,animals,peasant,The tourist photographed the animals of the peasant that MASKTOKEN by the puddle.,The tourist photographed the animals of the peasant that,$PL,The tourist photographed the animals of the peasant that,0.19090100171337454,0.14615041408389828,0.12986390497665923,0.21411728444063272,0.10902880594120745,0.16315377039593137,0.11734913663654645,0.18051141951858085,0.0889115380539316,0.15217809243492386,0.10754425165616777,0.20405619009921594,0.09546468778524542,0.1556371323650474,0.18801186787706925,0.13719699585021772,0.1814498761064982,0.20433357152416143,0.12599648866081026,0.09892012847246434,0.21933040236254442,0.08040856164104593,0.08218832973661705,0.18392845289249138,0.20108382207696707
6,English,Cuetos_Mitchell,ambi,sg,0,1,the sister,of the driver,sister,driver,The police arrested the sister of the driver who MASKTOKEN in Melilla.,The police arrested the sister of the driver who,$SG,The police arrested the sister of the driver who,0.2545095778645391,0.21276775797962943,0.23095795549327947,0.2208850394568156,0.22855598822018208,0.18062794271357707,0.1971545726386824,0.282057299680581,0.27798152784592656,0.275175858032202,0.21270264033532182,0.211038438498238,0.26833096426132497,0.29717293080600765,0.3031873439585647,0.25476922621217213,0.2367364770547864,0.23625915315080415,0.24856456902323654,0.25193692271698187,0.2399368882836821,0.18672114138915585,0.19215238432840476,0.25384678308320496,0.18925416147720908
6,English,Cuetos_Mitchell,low,sg,0,1,the sisters,of the driver,sisters,driver,The police arrested the sisters of the driver who MASKTOKEN in Melilla.,The police arrested the sisters of the driver who,$SG,The police arrested the sisters of the driver who,0.1779428063349333,0.16509162715003367,0.1614332219687017,0.12441182143856,0.11112533972743588,0.06543749525841625,0.14562458187912852,0.1194474665149029,0.12454474760247347,0.14602111505289428,0.21691805042114964,0.08917356750504624,0.1938355733588517,0.19884804241182752,0.17186994301604575,0.1977694332246021,0.13638439756305454,0.18646490349754163,0.036282348704285816,0.20677647941902544,0.13433870954490312,0.1459426289402419,0.13716143003631265,0.13855757119298273,0.11793232108976015
6,English,Cuetos_Mitchell,high,sg,0,1,the sister,of the driver,sister,driver,The police arrested the sister of the driver who MASKTOKEN in Melilla.,The police arrested the sister of the driver who,$SG,The police arrested the sister of the driver who,0.2545095778645391,0.21276775797962943,0.23095795549327947,0.2208850394568156,0.22855598822018208,0.18062794271357707,0.1971545726386824,0.282057299680581,0.27798152784592656,0.275175858032202,0.21270264033532182,0.211038438498238,0.26833096426132497,0.29717293080600765,0.3031873439585647,0.25476922621217213,0.2367364770547864,0.23625915315080415,0.24856456902323654,0.25193692271698187,0.2399368882836821,0.18672114138915585,0.19215238432840476,0.25384678308320496,0.18925416147720908
6,English,Cuetos_Mitchell,ambi,pl,0,1,the sisters,of the driver,sisters,driver,The police arrested the sisters of the driver who MASKTOKEN in Melilla.,The police arrested the sisters of the driver who,$PL,The police arrested the sisters of the driver who,0.026640677795482848,0.05356871150790132,0.08454356552199682,0.11723050400329904,0.12669015534998662,0.1000723971406483,0.07928296170458937,0.05389887851854969,0.05136418951381483,0.09047176930964373,0.04141190394718208,0.04941006876331855,0.02872058733046501,0.059240211728738,0.09149323350730332,0.048358883193623914,0.07929098812124163,0.07250292705649986,0.1352160313313595,0.05648652580314639,0.09803929263520827,0.08638260967101985,0.13101982433572346,0.04477121834047537,0.06828378145034897
6,English,Cuetos_Mitchell,low,pl,0,1,the sister,of the driver,sister,driver,The police arrested the sister of the driver who MASKTOKEN in Melilla.,The police arrested the sister of the driver who,$PL,The police arrested the sister of the driver who,0.016155096132249303,0.03538245880654478,0.039258522852797295,0.04106787236698328,0.03510633454244427,0.029558954869845167,0.04029433661654158,0.013849331197020032,0.02405227492961437,0.03013766801877038,0.027065618094002097,0.025392131790953343,0.016586144629973987,0.023972876163018464,0.024992146116747993,0.021715541908274738,0.020075486014847987,0.03210162246311876,0.01664285405942545,0.02698112249639628,0.02348357216976471,0.05690910360815771,0.06113854699138166,0.017142664772246352,0.02064924920468658
6,English,Cuetos_Mitchell,high,pl,0,1,the sisters,of the driver,sisters,driver,The police arrested the sisters of the driver who MASKTOKEN in Melilla.,The police arrested the sisters of the driver who,$PL,The police arrested the sisters of the driver who,0.026640677795482848,0.05356871150790132,0.08454356552199682,0.11723050400329904,0.12669015534998662,0.1000723971406483,0.07928296170458937,0.05389887851854969,0.05136418951381483,0.09047176930964373,0.04141190394718208,0.04941006876331855,0.02872058733046501,0.059240211728738,0.09149323350730332,0.048358883193623914,0.07929098812124163,0.07250292705649986,0.1352160313313595,0.05648652580314639,0.09803929263520827,0.08638260967101985,0.13101982433572346,0.04477121834047537,0.06828378145034897
7,English,Cuetos_Mitchell,ambi,sg,1,0,the medicine,of the patient,medicine,patient,The nurse took the medicine of the patient that MASKTOKEN by the window.,The nurse took the medicine of the patient that,$SG,The nurse took the medicine of the patient that,0.08363997183260041,0.14367888782360394,0.19924624323181517,0.1862863441484599,0.17370388780797175,0.18750923136148057,0.1520498652633977,0.1273386329747357,0.1771158638783339,0.160985332155537,0.166157462047968,0.14460161800352012,0.19151829044718927,0.29766838274950835,0.17048109076581586,0.09815785046887449,0.1758167342429604,0.15317438637072822,0.27491219256102273,0.19090293355756138,0.21371822250891537,0.16763624988028525,0.17184742586835355,0.20277892841908152,0.16190865475115235
7,English,Cuetos_Mitchell,low,sg,1,0,the medicines,of the patient,medicines,patient,The nurse took the medicines of the patient that MASKTOKEN by the window.,The nurse took the medicines of the patient that,$SG,The nurse took the medicines of the patient that,0.09330181002640447,0.12853686728668556,0.13735916544258764,0.1315611559139107,0.15132358801763135,0.12348821506347285,0.07673066606200507,0.12458617429817131,0.11114648812871053,0.12586317752975607,0.1331178549669083,0.1119335465865916,0.1385289173227644,0.20562171214802305,0.14586944076588004,0.07959308725985181,0.13561158287261232,0.1302512995492675,0.1519776686154266,0.15142349216926476,0.20765713500134364,0.157559121161297,0.1255309486478744,0.10201311966492455,0.0832080563208688
7,English,Cuetos_Mitchell,high,sg,1,0,the medicine,of the patients,medicine,patients,The nurse took the medicine of the patients that MASKTOKEN by the window.,The nurse took the medicine of the patients that,$SG,The nurse took the medicine of the patients that,0.05473976904666955,0.030522118350339134,0.06657438718144437,0.07410551304526258,0.06869154965461544,0.03668186385371541,0.09651462928054144,0.03373977645290527,0.06864120172451216,0.06911956861068091,0.038111085840952796,0.039298883797343365,0.03918615697877037,0.07071456595596715,0.05225379344876835,0.021927236642098613,0.03879690117636425,0.0628269350713051,0.11330143543062032,0.058678971638143285,0.07607147558494987,0.027720146776849308,0.050772300194518394,0.04953426193263155,0.03112002655878765
7,English,Cuetos_Mitchell,ambi,pl,1,0,the medicines,of the patients,medicines,patients,The nurse took the medicines of the patients that MASKTOKEN by the window.,The nurse took the medicines of the patients that,$PL,The nurse took the medicines of the patients that,0.1415326355128368,0.2247716595028706,0.13212179593090667,0.1483589267888341,0.12660428270985946,0.20411117185861727,0.1731275288892693,0.18380856304865567,0.2323833928496306,0.12338925263776268,0.1827747780943172,0.1869937888972757,0.2251004123461513,0.2560797246201645,0.15251053708431783,0.20432320807894122,0.20977544908098622,0.1991266881577829,0.20623635218765912,0.2427107627045757,0.14963484484638379,0.1744646083849828,0.10838529293688026,0.31701205837325297,0.1901854342846825
7,English,Cuetos_Mitchell,low,pl,1,0,the medicine,of the patients,medicine,patients,The nurse took the medicine of the patients that MASKTOKEN by the window.,The nurse took the medicine of the patients that,$PL,The nurse took the medicine of the patients that,0.10644768121031234,0.14274729670617958,0.07496088403911827,0.10814705899104737,0.11050126067176791,0.17185416547332188,0.11213055129567717,0.1439361483994226,0.14080450243412557,0.09080967233020587,0.12523054153315716,0.13793189311486032,0.16966496503335549,0.13731626224377536,0.1204563430447152,0.12973252587755546,0.14014071429310349,0.12632271556706343,0.13861157557574622,0.15058271589730765,0.12791013529237816,0.10113997687350462,0.09821948469667774,0.19148828385538508,0.14459138668810567
7,English,Cuetos_Mitchell,high,pl,1,0,the medicines,of the patient,medicines,patient,The nurse took the medicines of the patient that MASKTOKEN by the window.,The nurse took the medicines of the patient that,$PL,The nurse took the medicines of the patient that,0.0428831667002898,0.0526926762264992,0.04085179372184378,0.06729913448360314,0.04039112200178252,0.05525913367419122,0.09145163439121262,0.0522361224844019,0.03860102513567831,0.05186218936707121,0.066847528882918,0.07641796282792512,0.03402616410484427,0.09513373894295718,0.05828725754184205,0.07132593301850143,0.06702637238584686,0.056010158919104214,0.052972210689643084,0.05464001133838181,0.03906297530985281,0.06447974526291755,0.040421481728326825,0.1410540452412974,0.087818885991366
8,English,Cuetos_Mitchell,ambi,sg,1,1,the sibling,of the farmer,sibling,farmer,Andrew was speaking with the sibling of the farmer who MASKTOKEN in Brazil.,Andrew was speaking with the sibling of the farmer who,$SG,Andrew was speaking with the sibling of the farmer who,0.2658173615572008,0.23764412183745365,0.21653585879952553,0.2011350744829128,0.23694193482949477,0.18528004521476626,0.23387350707572907,0.24725671005254735,0.2523303079711141,0.2786767978378193,0.19852167408560484,0.17457735608570957,0.21454857283401085,0.20598950633162538,0.24749549138404836,0.23188968561116002,0.22954655500710963,0.19652478979534016,0.19407468280793294,0.23498053553587683,0.24886535687376377,0.19727523413243198,0.19524800733752046,0.22764050419190252,0.16110354673351712
8,English,Cuetos_Mitchell,low,sg,1,1,the siblings,of the farmer,siblings,farmer,Andrew was speaking with the siblings of the farmer who MASKTOKEN in Brazil.,Andrew was speaking with the siblings of the farmer who,$SG,Andrew was speaking with the siblings of the farmer who,0.21637237852983993,0.16200213263651508,0.1529196584047744,0.1404951292209009,0.13375328332458136,0.08705926920343465,0.17635302206255044,0.12435295862995721,0.1638650176712808,0.2110573597544434,0.17727615182241996,0.10768348086742918,0.1470295028398143,0.16787430465515607,0.14196797558251006,0.14748013892937883,0.1438516866071362,0.15624970733260635,0.07308880569099596,0.18660427983537353,0.0922318821976793,0.1580750572901275,0.09604479853203507,0.17368445288534562,0.12881715150767636
