item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
23a,Spanish,Fernandez,low,sg,1,0,las piezas,del computadora,piezas,computadora,Enrique había inspeccionado las piezas del computadora que MASKTOKEN encima del escritorio..,Enrique había inspeccionado las piezas del computadora que,$ES_SG,Enrique había inspeccionado las piezas del computadora que MASKTOKEN encima del escritorio..,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0962345502786128
23a,Spanish,Fernandez,high,sg,1,0,la pieza,de las computadoras,pieza,computadoras,Enrique había inspeccionado la pieza de las computadoras que MASKTOKEN encima del escritorio..,Enrique había inspeccionado la pieza de las computadoras que,$ES_SG,Enrique había inspeccionado la pieza de las computadoras que MASKTOKEN encima del escritorio..,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1404546054405457
23a,Spanish,Fernandez,low,pl,1,0,la pieza,de las computadoras,pieza,computadoras,Enrique había inspeccionado la pieza de las computadoras que MASKTOKEN encima del escritorio..,Enrique había inspeccionado la pieza de las computadoras que,$ES_PL,Enrique había inspeccionado la pieza de las computadoras que MASKTOKEN encima del escritorio..,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.086654459990811
23a,Spanish,Fernandez,high,pl,1,0,las piezas,del computadora,piezas,computadora,Enrique había inspeccionado las piezas del computadora que MASKTOKEN encima del escritorio..,Enrique había inspeccionado las piezas del computadora que,$ES_PL,Enrique había inspeccionado las piezas del computadora que MASKTOKEN encima del escritorio..,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1433939884989996
24a,Spanish,Fernandez,low,sg,0,0,los pasillos,del apartamento,pasillos,apartamento,Susana admiró los pasillos del apartamento que MASKTOKEN cerca del parque.,Susana admiró los pasillos del apartamento que,$ES_SG,Susana admiró los pasillos del apartamento que MASKTOKEN cerca del parque.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.2011938942226976
24a,Spanish,Fernandez,high,sg,0,0,el pasillo,de los apartamentos,pasillo,apartamentos,Susana admiró el pasillo de los apartamentos que MASKTOKEN cerca del parque.,Susana admiró el pasillo de los apartamentos que,$ES_SG,Susana admiró el pasillo de los apartamentos que MASKTOKEN cerca del parque.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.2362628245519005
24a,Spanish,Fernandez,low,pl,0,0,el pasillo,de los apartamentos,pasillo,apartamentos,Susana admiró el pasillo de los apartamentos que MASKTOKEN cerca del parque.,Susana admiró el pasillo de los apartamentos que,$ES_PL,Susana admiró el pasillo de los apartamentos que MASKTOKEN cerca del parque.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1513180054202934
24a,Spanish,Fernandez,high,pl,0,0,los pasillos,del apartamento,pasillos,apartamento,Susana admiró los pasillos del apartamento que MASKTOKEN cerca del parque.,Susana admiró los pasillos del apartamento que,$ES_PL,Susana admiró los pasillos del apartamento que MASKTOKEN cerca del parque.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1748794517924636
1,Spanish,Cuetos_Mitchell,low,sg,0,0,los libros,de la chica,libros,chica,Pedro miraba los libros de la chica que MASKTOKEN en el salón.,Pedro miraba los libros de la chica que,$ES_SG,Pedro miraba los libros de la chica que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1197036723827835
1,Spanish,Cuetos_Mitchell,high,sg,0,0,el libro,de las chicas,libro,chicas,Pedro miraba el libro de las chicas que MASKTOKEN en el salón.,Pedro miraba el libro de las chicas que,$ES_SG,Pedro miraba el libro de las chicas que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1215906304115606
1,Spanish,Cuetos_Mitchell,low,pl,0,0,el libro,de las chicas,libro,chicas,Pedro miraba el libro de las chicas que MASKTOKEN en el salón.,Pedro miraba el libro de las chicas que,$ES_PL,Pedro miraba el libro de las chicas que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1437468863618392
1,Spanish,Cuetos_Mitchell,high,pl,0,0,los libros,de la chica,libros,chica,Pedro miraba los libros de la chica que MASKTOKEN en el salón.,Pedro miraba los libros de la chica que,$ES_PL,Pedro miraba los libros de la chica que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.2019327023149912
2,Spanish,Cuetos_Mitchell,low,sg,0,0,los criados,de la actriz,criados,actriz,Alguien disparó contra los criados de la actriz que MASKTOKEN en el balcón.,Alguien disparó contra los criados de la actriz que,$ES_SG,Alguien disparó contra los criados de la actriz que MASKTOKEN en el balcón.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0713552160776735
2,Spanish,Cuetos_Mitchell,high,sg,0,0,el criado,de las actrices,criado,actrices,Alguien disparó contra el criado de las actrices que MASKTOKEN en el balcón.,Alguien disparó contra el criado de las actrices que,$ES_SG,Alguien disparó contra el criado de las actrices que MASKTOKEN en el balcón.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.03811862376552
2,Spanish,Cuetos_Mitchell,low,pl,0,0,el criado,de las actrices,criado,actrices,Alguien disparó contra el criado de las actrices que MASKTOKEN en el balcón.,Alguien disparó contra el criado de las actrices que,$ES_PL,Alguien disparó contra el criado de las actrices que MASKTOKEN en el balcón.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1841210685824492
2,Spanish,Cuetos_Mitchell,high,pl,0,0,los criados,de la actriz,criados,actriz,Alguien disparó contra los criados de la actriz que MASKTOKEN en el balcón.,Alguien disparó contra los criados de la actriz que,$ES_PL,Alguien disparó contra los criados de la actriz que MASKTOKEN en el balcón.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1621678520090554
3,Spanish,Cuetos_Mitchell,low,sg,0,0,a los amigos,de la maestra,amigos,maestra,Juan conoció a los amigos de la maestra que MASKTOKEN en Alemania.,Juan conoció a los amigos de la maestra que,$ES_SG,Juan conoció a los amigos de la maestra que MASKTOKEN en Alemania.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0800924029042953
3,Spanish,Cuetos_Mitchell,high,sg,0,0,al amigo,de las maestras,amigo,maestras,Juan conoció al amigo de las maestras que MASKTOKEN en Alemania.,Juan conoció al amigo de las maestras que,$ES_SG,Juan conoció al amigo de las maestras que MASKTOKEN en Alemania.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1900772544950104
3,Spanish,Cuetos_Mitchell,low,pl,0,0,al amigo,de las maestras,amigo,maestras,Juan conoció al amigo de las maestras que MASKTOKEN en Alemania.,Juan conoció al amigo de las maestras que,$ES_PL,Juan conoció al amigo de las maestras que MASKTOKEN en Alemania.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.016020181686505
3,Spanish,Cuetos_Mitchell,high,pl,0,0,a los amigos,de la maestra,amigos,maestra,Juan conoció a los amigos de la maestra que MASKTOKEN en Alemania.,Juan conoció a los amigos de la maestra que,$ES_PL,Juan conoció a los amigos de la maestra que MASKTOKEN en Alemania.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1098322914280913
4,Spanish,Cuetos_Mitchell,low,sg,0,0,las maletas,del turista,maletas,turista,Un ladrón espiaba las maletas del turista que MASKTOKEN junto al buzón.,Un ladrón espiaba las maletas del turista que,$ES_SG,Un ladrón espiaba las maletas del turista que MASKTOKEN junto al buzón.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.2535923682549494
4,Spanish,Cuetos_Mitchell,high,sg,0,0,la maleta,de los turistas,maleta,turistas,Un ladrón espiaba la maleta de los turistas que MASKTOKEN junto al buzón.,Un ladrón espiaba la maleta de los turistas que,$ES_SG,Un ladrón espiaba la maleta de los turistas que MASKTOKEN junto al buzón.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0991222573021346
4,Spanish,Cuetos_Mitchell,low,pl,0,0,la maleta,de los turistas,maleta,turistas,Un ladrón espiaba la maleta de los turistas que MASKTOKEN junto al buzón.,Un ladrón espiaba la maleta de los turistas que,$ES_PL,Un ladrón espiaba la maleta de los turistas que MASKTOKEN junto al buzón.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.2595839524417442
4,Spanish,Cuetos_Mitchell,high,pl,0,0,las maletas,del turista,maletas,turista,Un ladrón espiaba las maletas del turista que MASKTOKEN junto al buzón.,Un ladrón espiaba las maletas del turista que,$ES_PL,Un ladrón espiaba las maletas del turista que MASKTOKEN junto al buzón.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0454136105802582
5,Spanish,Cuetos_Mitchell,low,sg,1,0,los caballos,del campesino,caballos,campesino,El turista fotografió los caballos del campesino que MASKTOKEN junto a la charca.,El turista fotografió los caballos del campesino que,$ES_SG,El turista fotografió los caballos del campesino que MASKTOKEN junto a la charca.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0981197543935792
5,Spanish,Cuetos_Mitchell,high,sg,1,0,el caballo,de los campesinos,caballo,campesinos,El turista fotografió el caballo de los campesinos que MASKTOKEN junto a la charca.,El turista fotografió el caballo de los campesinos que,$ES_SG,El turista fotografió el caballo de los campesinos que MASKTOKEN junto a la charca.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.062240910119641
5,Spanish,Cuetos_Mitchell,low,pl,1,0,el caballo,de los campesinos,caballo,campesinos,El turista fotografió el caballo de los campesinos que MASKTOKEN junto a la charca.,El turista fotografió el caballo de los campesinos que,$ES_PL,El turista fotografió el caballo de los campesinos que MASKTOKEN junto a la charca.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1638785435149969
5,Spanish,Cuetos_Mitchell,high,pl,1,0,los caballos,del campesino,caballos,campesino,El turista fotografió los caballos del campesino que MASKTOKEN junto a la charca.,El turista fotografió los caballos del campesino que,$ES_PL,El turista fotografió los caballos del campesino que MASKTOKEN junto a la charca.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.162298098605234
6,Spanish,Cuetos_Mitchell,low,sg,0,1,a las hermanas,del trabajador,hermanas,trabajador,La policía detuvo a las hermanas del trabajador que MASKTOKEN en Melilla.,La policía detuvo a las hermanas del trabajador que,$ES_SG,La policía detuvo a las hermanas del trabajador que MASKTOKEN en Melilla.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0637455237562356
6,Spanish,Cuetos_Mitchell,high,sg,0,1,a la hermana,de los trabajadores,hermana,trabajadores,La policía detuvo a la hermana de los trabajadores que MASKTOKEN en Melilla.,La policía detuvo a la hermana de los trabajadores que,$ES_SG,La policía detuvo a la hermana de los trabajadores que MASKTOKEN en Melilla.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0579289861138487
6,Spanish,Cuetos_Mitchell,low,pl,0,1,a la hermana,de los trabajadores,hermana,trabajadores,La policía detuvo a la hermana de los trabajadores que MASKTOKEN en Melilla.,La policía detuvo a la hermana de los trabajadores que,$ES_PL,La policía detuvo a la hermana de los trabajadores que MASKTOKEN en Melilla.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1832069337469164
6,Spanish,Cuetos_Mitchell,high,pl,0,1,a las hermanas,del trabajador,hermanas,trabajador,La policía detuvo a las hermanas del trabajador que MASKTOKEN en Melilla.,La policía detuvo a las hermanas del trabajador que,$ES_PL,La policía detuvo a las hermanas del trabajador que MASKTOKEN en Melilla.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.199239667032792
7,Spanish,Cuetos_Mitchell,low,sg,1,0,las medicinas,del paciente,medicinas,paciente,La enfermera apartó las medicinas del paciente que MASKTOKEN junto a la ventana.,La enfermera apartó las medicinas del paciente que,$ES_SG,La enfermera apartó las medicinas del paciente que MASKTOKEN junto a la ventana.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1464778194102427
7,Spanish,Cuetos_Mitchell,high,sg,1,0,la medicina,de los pacientes,medicina,pacientes,La enfermera apartó la medicina de los pacientes que MASKTOKEN junto a la ventana.,La enfermera apartó la medicina de los pacientes que,$ES_SG,La enfermera apartó la medicina de los pacientes que MASKTOKEN junto a la ventana.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0282737908728081
7,Spanish,Cuetos_Mitchell,low,pl,1,0,la medicina,de los pacientes,medicina,pacientes,La enfermera apartó la medicina de los pacientes que MASKTOKEN junto a la ventana.,La enfermera apartó la medicina de los pacientes que,$ES_PL,La enfermera apartó la medicina de los pacientes que MASKTOKEN junto a la ventana.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.2038491951883978
7,Spanish,Cuetos_Mitchell,high,pl,1,0,las medicinas,del paciente,medicinas,paciente,La enfermera apartó las medicinas del paciente que MASKTOKEN junto a la ventana.,La enfermera apartó las medicinas del paciente que,$ES_PL,La enfermera apartó las medicinas del paciente que MASKTOKEN junto a la ventana.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0942659067745665
8,Spanish,Cuetos_Mitchell,low,sg,1,1,las relativas,del granjero,relativas,granjero,Andrés estuvo hablando con las relativas del granjero que MASKTOKEN en Brasil.,Andrés estuvo hablando con las relativas del granjero que,$ES_SG,Andrés estuvo hablando con las relativas del granjero que MASKTOKEN en Brasil.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.235511228255099
8,Spanish,Cuetos_Mitchell,high,sg,1,1,la relativa,de los granjeros,relativa,granjeros,Andrés estuvo hablando con la relativa de los granjeros que MASKTOKEN en Brasil.,Andrés estuvo hablando con la relativa de los granjeros que,$ES_SG,Andrés estuvo hablando con la relativa de los granjeros que MASKTOKEN en Brasil.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0261189331297906
8,Spanish,Cuetos_Mitchell,low,pl,1,1,la relativa,de los granjeros,relativa,granjeros,Andrés estuvo hablando con la relativa de los granjeros que MASKTOKEN en Brasil.,Andrés estuvo hablando con la relativa de los granjeros que,$ES_PL,Andrés estuvo hablando con la relativa de los granjeros que MASKTOKEN en Brasil.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.206003085240809
8,Spanish,Cuetos_Mitchell,high,pl,1,1,las relativas,del granjero,relativas,granjero,Andrés estuvo hablando con las relativas del granjero que MASKTOKEN en Brasil.,Andrés estuvo hablando con las relativas del granjero que,$ES_PL,Andrés estuvo hablando con las relativas del granjero que MASKTOKEN en Brasil.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0180468697624931
9,Spanish,Cuetos_Mitchell,low,sg,0,1,los zapatos,del invitado,zapatos,invitado,La sirvienta contemplaba los zapatos del invitado que MASKTOKEN junto a la chimenea.,La sirvienta contemplaba los zapatos del invitado que,$ES_SG,La sirvienta contemplaba los zapatos del invitado que MASKTOKEN junto a la chimenea.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.2158886089550318
9,Spanish,Cuetos_Mitchell,high,sg,0,1,el zapato,de los invitados,zapato,invitados,La sirvienta contemplaba el zapato de los invitados que MASKTOKEN junto a la chimenea.,La sirvienta contemplaba el zapato de los invitados que,$ES_SG,La sirvienta contemplaba el zapato de los invitados que MASKTOKEN junto a la chimenea.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0959487471684497
9,Spanish,Cuetos_Mitchell,low,pl,0,1,el zapato,de los invitados,zapato,invitados,La sirvienta contemplaba el zapato de los invitados que MASKTOKEN junto a la chimenea.,La sirvienta contemplaba el zapato de los invitados que,$ES_PL,La sirvienta contemplaba el zapato de los invitados que MASKTOKEN junto a la chimenea.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1429580627368309
9,Spanish,Cuetos_Mitchell,high,pl,0,1,los zapatos,del invitado,zapatos,invitado,La sirvienta contemplaba los zapatos del invitado que MASKTOKEN junto a la chimenea.,La sirvienta contemplaba los zapatos del invitado que,$ES_PL,La sirvienta contemplaba los zapatos del invitado que MASKTOKEN junto a la chimenea.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0484988477527856
10,Spanish,Cuetos_Mitchell,low,sg,0,0,las amigas,del concejal,amigas,concejal,Ayer me encontré con las amigas del concejal que MASKTOKEN en Australia.,Ayer me encontré con las amigas del concejal que,$ES_SG,Ayer me encontré con las amigas del concejal que MASKTOKEN en Australia.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1999567922224798
10,Spanish,Cuetos_Mitchell,high,sg,0,0,la amiga,de los concejales,amiga,concejales,Ayer me encontré con la amiga de los concejales que MASKTOKEN en Australia.,Ayer me encontré con la amiga de los concejales que,$ES_SG,Ayer me encontré con la amiga de los concejales que MASKTOKEN en Australia.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1068543065869818
10,Spanish,Cuetos_Mitchell,low,pl,0,0,la amiga,de los concejales,amiga,concejales,Ayer me encontré con la amiga de los concejales que MASKTOKEN en Australia.,Ayer me encontré con la amiga de los concejales que,$ES_PL,Ayer me encontré con la amiga de los concejales que MASKTOKEN en Australia.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0987394478393639
10,Spanish,Cuetos_Mitchell,high,pl,0,0,las amigas,del concejal,amigas,concejal,Ayer me encontré con las amigas del concejal que MASKTOKEN en Australia.,Ayer me encontré con las amigas del concejal que,$ES_PL,Ayer me encontré con las amigas del concejal que MASKTOKEN en Australia.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0280771077966477
11,Spanish,Cuetos_Mitchell,low,sg,0,1,a los caballos,del viajero,caballos,viajero,El alguacil encerró a los caballos del viajero que MASKTOKEN junto al puente.,El alguacil encerró a los caballos del viajero que,$ES_SG,El alguacil encerró a los caballos del viajero que MASKTOKEN junto al puente.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0824549705323995
11,Spanish,Cuetos_Mitchell,high,sg,0,1,al caballo,de los viajeros,caballo,viajeros,El alguacil encerró al caballo de los viajeros que MASKTOKEN junto al puente.,El alguacil encerró al caballo de los viajeros que,$ES_SG,El alguacil encerró al caballo de los viajeros que MASKTOKEN junto al puente.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0458354562481853
11,Spanish,Cuetos_Mitchell,low,pl,0,1,al caballo,de los viajeros,caballo,viajeros,El alguacil encerró al caballo de los viajeros que MASKTOKEN junto al puente.,El alguacil encerró al caballo de los viajeros que,$ES_PL,El alguacil encerró al caballo de los viajeros que MASKTOKEN junto al puente.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.2114944283180904
11,Spanish,Cuetos_Mitchell,high,pl,0,1,a los caballos,del viajero,caballos,viajero,El alguacil encerró a los caballos del viajero que MASKTOKEN junto al puente.,El alguacil encerró a los caballos del viajero que,$ES_PL,El alguacil encerró a los caballos del viajero que MASKTOKEN junto al puente.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1742456983138467
12,Spanish,Cuetos_Mitchell,low,sg,0,1,los juguetes,del chico,juguetes,chico,La anciana observaba los juguetes del chico que MASKTOKEN encima de la cama.,La anciana observaba los juguetes del chico que,$ES_SG,La anciana observaba los juguetes del chico que MASKTOKEN encima de la cama.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1691970894591961
12,Spanish,Cuetos_Mitchell,high,sg,0,1,el juguete,de los chicos,juguete,chicos,La anciana observaba el juguete de los chicos que MASKTOKEN encima de la cama.,La anciana observaba el juguete de los chicos que,$ES_SG,La anciana observaba el juguete de los chicos que MASKTOKEN encima de la cama.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.078641925386993
12,Spanish,Cuetos_Mitchell,low,pl,0,1,el juguete,de los chicos,juguete,chicos,La anciana observaba el juguete de los chicos que MASKTOKEN encima de la cama.,La anciana observaba el juguete de los chicos que,$ES_PL,La anciana observaba el juguete de los chicos que MASKTOKEN encima de la cama.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.174851588449119
12,Spanish,Cuetos_Mitchell,high,pl,0,1,los juguetes,del chico,juguetes,chico,La anciana observaba los juguetes del chico que MASKTOKEN encima de la cama.,La anciana observaba los juguetes del chico que,$ES_PL,La anciana observaba los juguetes del chico que MASKTOKEN encima de la cama.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0692476318529884
13,Spanish,Cuetos_Mitchell,low,sg,0,1,a las hijas,del comandante,hijas,comandante,El periodista entrevistó a las hijas del comandante que MASKTOKEN el accidente.,El periodista entrevistó a las hijas del comandante que,$ES_SG,El periodista entrevistó a las hijas del comandante que MASKTOKEN el accidente.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0815373607528031
13,Spanish,Cuetos_Mitchell,high,sg,0,1,a la hija,de los comandantes,hija,comandantes,El periodista entrevistó a la hija de los comandantes que MASKTOKEN el accidente.,El periodista entrevistó a la hija de los comandantes que,$ES_SG,El periodista entrevistó a la hija de los comandantes que MASKTOKEN el accidente.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0362969522828682
13,Spanish,Cuetos_Mitchell,low,pl,0,1,a la hija,de los comandantes,hija,comandantes,El periodista entrevistó a la hija de los comandantes que MASKTOKEN el accidente.,El periodista entrevistó a la hija de los comandantes que,$ES_PL,El periodista entrevistó a la hija de los comandantes que MASKTOKEN el accidente.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.2097854234254015
13,Spanish,Cuetos_Mitchell,high,pl,0,1,a las hijas,del comandante,hijas,comandante,El periodista entrevistó a las hijas del comandante que MASKTOKEN el accidente.,El periodista entrevistó a las hijas del comandante que,$ES_PL,El periodista entrevistó a las hijas del comandante que MASKTOKEN el accidente.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1742575454510166
14,Spanish,Cuetos_Mitchell,low,sg,1,1,las maletas,del viajero,maletas,viajero,El campesino contemplaba las maletas del viajero que MASKTOKEN bajo un árbol.,El campesino contemplaba las maletas del viajero que,$ES_SG,El campesino contemplaba las maletas del viajero que MASKTOKEN bajo un árbol.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1975628566199674
14,Spanish,Cuetos_Mitchell,high,sg,1,1,la maleta,de los viajeros,maleta,viajeros,El campesino contemplaba la maleta de los viajeros que MASKTOKEN bajo un árbol.,El campesino contemplaba la maleta de los viajeros que,$ES_SG,El campesino contemplaba la maleta de los viajeros que MASKTOKEN bajo un árbol.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0559302421446723
14,Spanish,Cuetos_Mitchell,low,pl,1,1,la maleta,de los viajeros,maleta,viajeros,El campesino contemplaba la maleta de los viajeros que MASKTOKEN bajo un árbol.,El campesino contemplaba la maleta de los viajeros que,$ES_PL,El campesino contemplaba la maleta de los viajeros que MASKTOKEN bajo un árbol.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.2335613762292325
14,Spanish,Cuetos_Mitchell,high,pl,1,1,las maletas,del viajero,maletas,viajero,El campesino contemplaba las maletas del viajero que MASKTOKEN bajo un árbol.,El campesino contemplaba las maletas del viajero que,$ES_PL,El campesino contemplaba las maletas del viajero que MASKTOKEN bajo un árbol.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0415489759311915
15,Spanish,Cuetos_Mitchell,low,sg,0,0,las cajas,del soldado,cajas,soldado,La gente observaba las cajas del soldado que MASKTOKEN en el andén.,La gente observaba las cajas del soldado que,$ES_SG,La gente observaba las cajas del soldado que MASKTOKEN en el andén.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1097027728503565
15,Spanish,Cuetos_Mitchell,high,sg,0,0,la caja,de los soldados,caja,soldados,La gente observaba la caja de los soldados que MASKTOKEN en el andén.,La gente observaba la caja de los soldados que,$ES_SG,La gente observaba la caja de los soldados que MASKTOKEN en el andén.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.055918695535726
15,Spanish,Cuetos_Mitchell,low,pl,0,0,la caja,de los soldados,caja,soldados,La gente observaba la caja de los soldados que MASKTOKEN en el andén.,La gente observaba la caja de los soldados que,$ES_PL,La gente observaba la caja de los soldados que MASKTOKEN en el andén.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.22117141256075
15,Spanish,Cuetos_Mitchell,high,pl,0,0,las cajas,del soldado,cajas,soldado,La gente observaba las cajas del soldado que MASKTOKEN en el andén.,La gente observaba las cajas del soldado que,$ES_PL,La gente observaba las cajas del soldado que MASKTOKEN en el andén.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1806075466262129
16,Spanish,Cuetos_Mitchell,low,sg,0,1,a los perros,del vendedor,perros,vendedor,Luis atropelló a los perros del vendedor que viene a MASKTOKEN barrio.,Luis atropelló a los perros del vendedor que viene a,$ES_SG,Luis atropelló a los perros del vendedor que viene a MASKTOKEN barrio.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0029830617765131
16,Spanish,Cuetos_Mitchell,high,sg,0,1,al perro,de los vendedores,perro,vendedores,Luis atropelló al perro de los vendedores que viene a MASKTOKEN barrio.,Luis atropelló al perro de los vendedores que viene a,$ES_SG,Luis atropelló al perro de los vendedores que viene a MASKTOKEN barrio.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0025053725892139
16,Spanish,Cuetos_Mitchell,low,pl,0,1,al perro,de los vendedores,perro,vendedores,Luis atropelló al perro de los vendedores que viene a MASKTOKEN barrio.,Luis atropelló al perro de los vendedores que viene a,$ES_PL,Luis atropelló al perro de los vendedores que viene a MASKTOKEN barrio.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0006721246545424
16,Spanish,Cuetos_Mitchell,high,pl,0,1,a los perros,del vendedor,perros,vendedor,Luis atropelló a los perros del vendedor que viene a MASKTOKEN barrio.,Luis atropelló a los perros del vendedor que viene a,$ES_PL,Luis atropelló a los perros del vendedor que viene a MASKTOKEN barrio.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0007521112282358
17,Spanish,Cuetos_Mitchell,low,sg,1,1,las primas,del obrero,primas,obrero,Andrés cenó ayer con las primas del obrero que MASKTOKEN en partido comunista.,Andrés cenó ayer con las primas del obrero que,$ES_SG,Andrés cenó ayer con las primas del obrero que MASKTOKEN en partido comunista.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1742451977059715
17,Spanish,Cuetos_Mitchell,high,sg,1,1,la prima,de los obreros,prima,obreros,Andrés cenó ayer con la prima de los obreros que MASKTOKEN en partido comunista.,Andrés cenó ayer con la prima de los obreros que,$ES_SG,Andrés cenó ayer con la prima de los obreros que MASKTOKEN en partido comunista.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.0880393031151669
17,Spanish,Cuetos_Mitchell,low,pl,1,1,la prima,de los obreros,prima,obreros,Andrés cenó ayer con la prima de los obreros que MASKTOKEN en partido comunista.,Andrés cenó ayer con la prima de los obreros que,$ES_PL,Andrés cenó ayer con la prima de los obreros que MASKTOKEN en partido comunista.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.2326288441263386
17,Spanish,Cuetos_Mitchell,high,pl,1,1,las primas,del obrero,primas,obrero,Andrés cenó ayer con las primas del obrero que MASKTOKEN en partido comunista.,Andrés cenó ayer con las primas del obrero que,$ES_PL,Andrés cenó ayer con las primas del obrero que MASKTOKEN en partido comunista.,es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt,0.1097893686610405
