item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt_prob
3,Spanish,Cuetos_Mitchell,low,pl,0,0,al amigo,de las maestras,amigo,maestras,Juan conoció al amigo de las maestras que MASKTOKEN en Alemania.,Juan conoció al amigo de las maestras que,$ES_PL,Juan conoció al amigo de las maestras que,0.057262720726768634,0.02228973681046531,0.03268271350026819,0.07963317256783853,0.016020181686505097
3,Spanish,Cuetos_Mitchell,high,pl,0,0,a los amigos,de la maestra,amigos,maestra,Juan conoció a los amigos de la maestra que MASKTOKEN en Alemania.,Juan conoció a los amigos de la maestra que,$ES_PL,Juan conoció a los amigos de la maestra que,0.1068685569955079,0.01684904487231198,0.012798056140913783,0.2103003917213755,0.10983229142809137
4,Spanish,Cuetos_Mitchell,ambi,sg,0,0,la maleta,del turista,maleta,turista,Un ladrón espiaba la maleta del turista que MASKTOKEN junto al buzón.,Un ladrón espiaba la maleta del turista que,$ES_SG,Un ladrón espiaba la maleta del turista que,0.3786741863372356,0.013388801205066136,0.06651784033741492,0.3929599567272817,0.304556770007018
4,Spanish,Cuetos_Mitchell,low,sg,0,0,las maletas,del turista,maletas,turista,Un ladrón espiaba las maletas del turista que MASKTOKEN junto al buzón.,Un ladrón espiaba las maletas del turista que,$ES_SG,Un ladrón espiaba las maletas del turista que,0.23353477123490052,0.011858280882269062,0.04622655816173449,0.3351035261553079,0.25359236825494946
4,Spanish,Cuetos_Mitchell,high,sg,0,0,la maleta,de los turistas,maleta,turistas,Un ladrón espiaba la maleta de los turistas que MASKTOKEN junto al buzón.,Un ladrón espiaba la maleta de los turistas que,$ES_SG,Un ladrón espiaba la maleta de los turistas que,0.09679956851497451,0.05996030315268286,0.07530429678286055,0.1365900614497093,0.09912225730213464
4,Spanish,Cuetos_Mitchell,ambi,pl,0,0,las maletas,de los turistas,maletas,turistas,Un ladrón espiaba las maletas de los turistas que MASKTOKEN junto al buzón.,Un ladrón espiaba las maletas de los turistas que,$ES_PL,Un ladrón espiaba las maletas de los turistas que,0.3376205775201129,0.004180834439113476,0.0017144155975371278,0.342556315541799,0.3207024456447698
4,Spanish,Cuetos_Mitchell,low,pl,0,0,la maleta,de los turistas,maleta,turistas,Un ladrón espiaba la maleta de los turistas que MASKTOKEN junto al buzón.,Un ladrón espiaba la maleta de los turistas que,$ES_PL,Un ladrón espiaba la maleta de los turistas que,0.2803204152355079,0.006977137410837497,0.004378005565135401,0.21569082655091165,0.25958395244174426
4,Spanish,Cuetos_Mitchell,high,pl,0,0,las maletas,del turista,maletas,turista,Un ladrón espiaba las maletas del turista que MASKTOKEN junto al buzón.,Un ladrón espiaba las maletas del turista que,$ES_PL,Un ladrón espiaba las maletas del turista que,0.0909605810670513,0.019228260871086374,0.027185625214145803,0.04678698545301074,0.04541361058025828
5,Spanish,Cuetos_Mitchell,ambi,sg,1,0,el caballo,del campesino,caballo,campesino,El turista fotografió el caballo del campesino que MASKTOKEN junto a la charca.,El turista fotografió el caballo del campesino que,$ES_SG,El turista fotografió el caballo del campesino que,0.2965859200897967,0.0465375945759921,0.059755956854489645,0.32220052769241647,0.26612215631197955
5,Spanish,Cuetos_Mitchell,low,sg,1,0,los caballos,del campesino,caballos,campesino,El turista fotografió los caballos del campesino que MASKTOKEN junto a la charca.,El turista fotografió los caballos del campesino que,$ES_SG,El turista fotografió los caballos del campesino que,0.08087481888968284,0.038470425782384354,0.048747605994101995,0.07562467744357093,0.09811975439357923
5,Spanish,Cuetos_Mitchell,high,sg,1,0,el caballo,de los campesinos,caballo,campesinos,El turista fotografió el caballo de los campesinos que MASKTOKEN junto a la charca.,El turista fotografió el caballo de los campesinos que,$ES_SG,El turista fotografió el caballo de los campesinos que,0.053094511395620714,0.04131988208523307,0.046329635054361606,0.057720728475647576,0.06224091011964106
5,Spanish,Cuetos_Mitchell,ambi,pl,1,0,los caballos,de los campesinos,caballos,campesinos,El turista fotografió los caballos de los campesinos que MASKTOKEN junto a la charca.,El turista fotografió los caballos de los campesinos que,$ES_PL,El turista fotografió los caballos de los campesinos que,0.2703044020883638,0.01831331938412828,0.030238644222320143,0.2990657690084504,0.24588166341430906
5,Spanish,Cuetos_Mitchell,low,pl,1,0,el caballo,de los campesinos,caballo,campesinos,El turista fotografió el caballo de los campesinos que MASKTOKEN junto a la charca.,El turista fotografió el caballo de los campesinos que,$ES_PL,El turista fotografió el caballo de los campesinos que,0.220978389930508,0.015113155265280398,0.028273849221223668,0.25049379114159365,0.16387854351499698
5,Spanish,Cuetos_Mitchell,high,pl,1,0,los caballos,del campesino,caballos,campesino,El turista fotografió los caballos del campesino que MASKTOKEN junto a la charca.,El turista fotografió los caballos del campesino que,$ES_PL,El turista fotografió los caballos del campesino que,0.19773283656378027,0.02335142168943971,0.02085210220003053,0.24955685061343047,0.16229809860523403
6,Spanish,Cuetos_Mitchell,ambi,sg,0,1,a la hermana,del trabajador,hermana,trabajador,La policía detuvo a la hermana del trabajador que MASKTOKEN en Melilla.,La policía detuvo a la hermana del trabajador que,$ES_SG,La policía detuvo a la hermana del trabajador que,0.20439639232952622,0.04103096160960418,0.036312729014183365,0.24604085495737138,0.26005687392426324
6,Spanish,Cuetos_Mitchell,low,sg,0,1,a las hermanas,del trabajador,hermanas,trabajador,La policía detuvo a las hermanas del trabajador que MASKTOKEN en Melilla.,La policía detuvo a las hermanas del trabajador que,$ES_SG,La policía detuvo a las hermanas del trabajador que,0.029099554070529,0.022594431319345687,0.01396530643789401,0.02757494567312513,0.06374552375623566
6,Spanish,Cuetos_Mitchell,high,sg,0,1,a la hermana,de los trabajadores,hermana,trabajadores,La policía detuvo a la hermana de los trabajadores que MASKTOKEN en Melilla.,La policía detuvo a la hermana de los trabajadores que,$ES_SG,La policía detuvo a la hermana de los trabajadores que,0.04891549178017529,0.05244361107138085,0.10561029646225895,0.049950043539016775,0.05792898611384878
6,Spanish,Cuetos_Mitchell,ambi,pl,0,1,a las hermanas,de los trabajadores,hermanas,trabajadores,La policía detuvo a las hermanas de los trabajadores que MASKTOKEN en Melilla.,La policía detuvo a las hermanas de los trabajadores que,$ES_PL,La policía detuvo a las hermanas de los trabajadores que,0.27225117211776606,0.04084865900925794,0.03949559242727137,0.28858706331691764,0.298926420406886
6,Spanish,Cuetos_Mitchell,low,pl,0,1,a la hermana,de los trabajadores,hermana,trabajadores,La policía detuvo a la hermana de los trabajadores que MASKTOKEN en Melilla.,La policía detuvo a la hermana de los trabajadores que,$ES_PL,La policía detuvo a la hermana de los trabajadores que,0.16236813203772726,0.03705376734860599,0.03246086055576958,0.19525500991133526,0.18320693374691643
6,Spanish,Cuetos_Mitchell,high,pl,0,1,a las hermanas,del trabajador,hermanas,trabajador,La policía detuvo a las hermanas del trabajador que MASKTOKEN en Melilla.,La policía detuvo a las hermanas del trabajador que,$ES_PL,La policía detuvo a las hermanas del trabajador que,0.23102874106187699,0.046440436099090876,0.07079099118176391,0.2240706977125697,0.19923966703279206
7,Spanish,Cuetos_Mitchell,ambi,sg,1,0,la medicina,del paciente,medicina,paciente,La enfermera apartó la medicina del paciente que MASKTOKEN junto a la ventana.,La enfermera apartó la medicina del paciente que,$ES_SG,La enfermera apartó la medicina del paciente que,0.18492932193552303,0.06013248910231095,0.04901652666854395,0.23147648721607794,0.2449874208000784
7,Spanish,Cuetos_Mitchell,low,sg,1,0,las medicinas,del paciente,medicinas,paciente,La enfermera apartó las medicinas del paciente que MASKTOKEN junto a la ventana.,La enfermera apartó las medicinas del paciente que,$ES_SG,La enfermera apartó las medicinas del paciente que,0.06770535593036664,0.015343609460453768,0.06014476721939738,0.17948025716977156,0.14647781941024274
7,Spanish,Cuetos_Mitchell,high,sg,1,0,la medicina,de los pacientes,medicina,pacientes,La enfermera apartó la medicina de los pacientes que MASKTOKEN junto a la ventana.,La enfermera apartó la medicina de los pacientes que,$ES_SG,La enfermera apartó la medicina de los pacientes que,0.022827194563048547,0.09643700529467691,0.05547216538782007,0.04000342165807513,0.028273790872808124
7,Spanish,Cuetos_Mitchell,ambi,pl,1,0,las medicinas,de los pacientes,medicinas,pacientes,La enfermera apartó las medicinas de los pacientes que MASKTOKEN junto a la ventana.,La enfermera apartó las medicinas de los pacientes que,$ES_PL,La enfermera apartó las medicinas de los pacientes que,0.2121096900076047,0.04284022147936917,0.029448907873457664,0.17789923171731203,0.20322191677603385
7,Spanish,Cuetos_Mitchell,low,pl,1,0,la medicina,de los pacientes,medicina,pacientes,La enfermera apartó la medicina de los pacientes que MASKTOKEN junto a la ventana.,La enfermera apartó la medicina de los pacientes que,$ES_PL,La enfermera apartó la medicina de los pacientes que,0.1985627509280974,0.01574390745093529,0.009734637022386028,0.18647720323037653,0.20384919518839784
7,Spanish,Cuetos_Mitchell,high,pl,1,0,las medicinas,del paciente,medicinas,paciente,La enfermera apartó las medicinas del paciente que MASKTOKEN junto a la ventana.,La enfermera apartó las medicinas del paciente que,$ES_PL,La enfermera apartó las medicinas del paciente que,0.07459955824630526,0.01607467111176622,0.026030120553324432,0.011116466423604976,0.09426590677456659
8,Spanish,Cuetos_Mitchell,ambi,sg,1,1,la relativa,del granjero,relativa,granjero,Andrés estuvo hablando con la relativa del granjero que MASKTOKEN en Brasil.,Andrés estuvo hablando con la relativa del granjero que,$ES_SG,Andrés estuvo hablando con la relativa del granjero que,0.28246717284088163,0.016874336117941452,0.019668889980474002,0.23477904857253407,0.21455787644149282
8,Spanish,Cuetos_Mitchell,low,sg,1,1,las relativas,del granjero,relativas,granjero,Andrés estuvo hablando con las relativas del granjero que MASKTOKEN en Brasil.,Andrés estuvo hablando con las relativas del granjero que,$ES_SG,Andrés estuvo hablando con las relativas del granjero que,0.1771646506451532,0.028006382309633843,0.019340009166838368,0.2285495473367405,0.23551122825509907
8,Spanish,Cuetos_Mitchell,high,sg,1,1,la relativa,de los granjeros,relativa,granjeros,Andrés estuvo hablando con la relativa de los granjeros que MASKTOKEN en Brasil.,Andrés estuvo hablando con la relativa de los granjeros que,$ES_SG,Andrés estuvo hablando con la relativa de los granjeros que,0.028680139776952274,0.051931600014839985,0.037482215079656434,0.02211995421065538,0.026118933129790634
8,Spanish,Cuetos_Mitchell,ambi,pl,1,1,las relativas,de los granjeros,relativas,granjeros,Andrés estuvo hablando con las relativas de los granjeros que MASKTOKEN en Brasil.,Andrés estuvo hablando con las relativas de los granjeros que,$ES_PL,Andrés estuvo hablando con las relativas de los granjeros que,0.23588611550715655,0.013314003290685716,0.007875867082650978,0.24487815772594246,0.2373192927817911
8,Spanish,Cuetos_Mitchell,low,pl,1,1,la relativa,de los granjeros,relativa,granjeros,Andrés estuvo hablando con la relativa de los granjeros que MASKTOKEN en Brasil.,Andrés estuvo hablando con la relativa de los granjeros que,$ES_PL,Andrés estuvo hablando con la relativa de los granjeros que,0.19188900802991782,0.015551892234004383,0.01228979752658893,0.2105628784201059,0.20600308524080901
8,Spanish,Cuetos_Mitchell,high,pl,1,1,las relativas,del granjero,relativas,granjero,Andrés estuvo hablando con las relativas del granjero que MASKTOKEN en Brasil.,Andrés estuvo hablando con las relativas del granjero que,$ES_PL,Andrés estuvo hablando con las relativas del granjero que,0.08413533626260516,0.01535491857199468,0.03139103301889212,0.02729774554407527,0.018046869762493145
9,Spanish,Cuetos_Mitchell,ambi,sg,0,1,el zapato,del invitado,zapato,invitado,La sirvienta contemplaba el zapato del invitado que MASKTOKEN junto a la chimenea.,La sirvienta contemplaba el zapato del invitado que,$ES_SG,La sirvienta contemplaba el zapato del invitado que,0.21624000099195229,0.09335673720006099,0.07175840034589032,0.27713560218097655,0.27755499149479235
9,Spanish,Cuetos_Mitchell,low,sg,0,1,los zapatos,del invitado,zapatos,invitado,La sirvienta contemplaba los zapatos del invitado que MASKTOKEN junto a la chimenea.,La sirvienta contemplaba los zapatos del invitado que,$ES_SG,La sirvienta contemplaba los zapatos del invitado que,0.07379873287484173,0.06686873778806102,0.06463533102010788,0.19106235775774394,0.2158886089550318
9,Spanish,Cuetos_Mitchell,high,sg,0,1,el zapato,de los invitados,zapato,invitados,La sirvienta contemplaba el zapato de los invitados que MASKTOKEN junto a la chimenea.,La sirvienta contemplaba el zapato de los invitados que,$ES_SG,La sirvienta contemplaba el zapato de los invitados que,0.05930504441146489,0.10157275575402758,0.0498232856797618,0.09132786038462903,0.0959487471684497
9,Spanish,Cuetos_Mitchell,ambi,pl,0,1,los zapatos,de los invitados,zapatos,invitados,La sirvienta contemplaba los zapatos de los invitados que MASKTOKEN junto a la chimenea.,La sirvienta contemplaba los zapatos de los invitados que,$ES_PL,La sirvienta contemplaba los zapatos de los invitados que,0.20564649501363874,0.017793255218601867,0.01709126438107811,0.30319676812722207,0.1977947374512432
9,Spanish,Cuetos_Mitchell,low,pl,0,1,el zapato,de los invitados,zapato,invitados,La sirvienta contemplaba el zapato de los invitados que MASKTOKEN junto a la chimenea.,La sirvienta contemplaba el zapato de los invitados que,$ES_PL,La sirvienta contemplaba el zapato de los invitados que,0.1556558848584828,0.027850308271698987,0.019693550133393356,0.18666896765311947,0.14295806273683098
9,Spanish,Cuetos_Mitchell,high,pl,0,1,los zapatos,del invitado,zapatos,invitado,La sirvienta contemplaba los zapatos del invitado que MASKTOKEN junto a la chimenea.,La sirvienta contemplaba los zapatos del invitado que,$ES_PL,La sirvienta contemplaba los zapatos del invitado que,0.11060842876566568,0.021477829928320258,0.02248888982999081,0.09513246252027585,0.04849884775278568
10,Spanish,Cuetos_Mitchell,ambi,sg,0,0,la amiga,del concejal,amiga,concejal,Ayer me encontré con la amiga del concejal que MASKTOKEN en Australia.,Ayer me encontré con la amiga del concejal que,$ES_SG,Ayer me encontré con la amiga del concejal que,0.2751153897120844,0.0752022395125635,0.08095626720167937,0.3133354466324647,0.23444373567085108
10,Spanish,Cuetos_Mitchell,low,sg,0,0,las amigas,del concejal,amigas,concejal,Ayer me encontré con las amigas del concejal que MASKTOKEN en Australia.,Ayer me encontré con las amigas del concejal que,$ES_SG,Ayer me encontré con las amigas del concejal que,0.08138282167021771,0.0819893920846935,0.06927124375548527,0.19773997643201824,0.19995679222247986
10,Spanish,Cuetos_Mitchell,high,sg,0,0,la amiga,de los concejales,amiga,concejales,Ayer me encontré con la amiga de los concejales que MASKTOKEN en Australia.,Ayer me encontré con la amiga de los concejales que,$ES_SG,Ayer me encontré con la amiga de los concejales que,0.12113404132037431,0.09317113756506301,0.12562283130913726,0.1092180322721461,0.1068543065869818
10,Spanish,Cuetos_Mitchell,ambi,pl,0,0,las amigas,de los concejales,amigas,concejales,Ayer me encontré con las amigas de los concejales que MASKTOKEN en Australia.,Ayer me encontré con las amigas de los concejales que,$ES_PL,Ayer me encontré con las amigas de los concejales que,0.23628627697140558,0.009560934905664342,0.013367260811063542,0.26458781176687296,0.14060728668351885
10,Spanish,Cuetos_Mitchell,low,pl,0,0,la amiga,de los concejales,amiga,concejales,Ayer me encontré con la amiga de los concejales que MASKTOKEN en Australia.,Ayer me encontré con la amiga de los concejales que,$ES_PL,Ayer me encontré con la amiga de los concejales que,0.10621239410897942,0.011219640260404229,0.015177239164487766,0.1893333542207074,0.09873944783936395
10,Spanish,Cuetos_Mitchell,high,pl,0,0,las amigas,del concejal,amigas,concejal,Ayer me encontré con las amigas del concejal que MASKTOKEN en Australia.,Ayer me encontré con las amigas del concejal que,$ES_PL,Ayer me encontré con las amigas del concejal que,0.1682066353669711,0.012582945851439764,0.011264832885738985,0.04912988508871763,0.028077107796647738
11,Spanish,Cuetos_Mitchell,ambi,sg,0,1,al caballo,del viajero,caballo,viajero,El alguacil encerró al caballo del viajero que MASKTOKEN junto al puente.,El alguacil encerró al caballo del viajero que,$ES_SG,El alguacil encerró al caballo del viajero que,0.2202478718566674,0.0140680196979142,0.012094279024994072,0.23330444073896217,0.25824797587202397
11,Spanish,Cuetos_Mitchell,low,sg,0,1,a los caballos,del viajero,caballos,viajero,El alguacil encerró a los caballos del viajero que MASKTOKEN junto al puente.,El alguacil encerró a los caballos del viajero que,$ES_SG,El alguacil encerró a los caballos del viajero que,0.10611582391783614,0.02622697129198716,0.02473741624537469,0.10794637422568609,0.08245497053239959
11,Spanish,Cuetos_Mitchell,high,sg,0,1,al caballo,de los viajeros,caballo,viajeros,El alguacil encerró al caballo de los viajeros que MASKTOKEN junto al puente.,El alguacil encerró al caballo de los viajeros que,$ES_SG,El alguacil encerró al caballo de los viajeros que,0.06042772898301507,0.06998258428117943,0.05803088007475021,0.06124059340196464,0.0458354562481853
11,Spanish,Cuetos_Mitchell,ambi,pl,0,1,a los caballos,de los viajeros,caballos,viajeros,El alguacil encerró a los caballos de los viajeros que MASKTOKEN junto al puente.,El alguacil encerró a los caballos de los viajeros que,$ES_PL,El alguacil encerró a los caballos de los viajeros que,0.25981178164888874,0.019009988339840245,0.015468952722277995,0.25989210099054105,0.28579438085402487
11,Spanish,Cuetos_Mitchell,low,pl,0,1,al caballo,de los viajeros,caballo,viajeros,El alguacil encerró al caballo de los viajeros que MASKTOKEN junto al puente.,El alguacil encerró al caballo de los viajeros que,$ES_PL,El alguacil encerró al caballo de los viajeros que,0.13278533761034517,0.018680131049607418,0.01322793587884269,0.200138878386948,0.2114944283180904
11,Spanish,Cuetos_Mitchell,high,pl,0,1,a los caballos,del viajero,caballos,viajero,El alguacil encerró a los caballos del viajero que MASKTOKEN junto al puente.,El alguacil encerró a los caballos del viajero que,$ES_PL,El alguacil encerró a los caballos del viajero que,0.12784972737579103,0.005777516771997532,0.0021194357433367977,0.12777356286801478,0.17424569831384673
12,Spanish,Cuetos_Mitchell,ambi,sg,0,1,el juguete,del chico,juguete,chico,La anciana observaba el juguete del chico que MASKTOKEN encima de la cama.,La anciana observaba el juguete del chico que,$ES_SG,La anciana observaba el juguete del chico que,0.29256110098999955,0.020371690915732335,0.07286107178483509,0.3126942817406899,0.28939965701938775
12,Spanish,Cuetos_Mitchell,low,sg,0,1,los juguetes,del chico,juguetes,chico,La anciana observaba los juguetes del chico que MASKTOKEN encima de la cama.,La anciana observaba los juguetes del chico que,$ES_SG,La anciana observaba los juguetes del chico que,0.13470636926361124,0.02715931046643577,0.09639796718669058,0.1961048915685737,0.1691970894591961
12,Spanish,Cuetos_Mitchell,high,sg,0,1,el juguete,de los chicos,juguete,chicos,La anciana observaba el juguete de los chicos que MASKTOKEN encima de la cama.,La anciana observaba el juguete de los chicos que,$ES_SG,La anciana observaba el juguete de los chicos que,0.030927485882767947,0.03546789728345612,0.0566785567539001,0.06139781427985902,0.078641925386993
12,Spanish,Cuetos_Mitchell,ambi,pl,0,1,los juguetes,de los chicos,juguetes,chicos,La anciana observaba los juguetes de los chicos que MASKTOKEN encima de la cama.,La anciana observaba los juguetes de los chicos que,$ES_PL,La anciana observaba los juguetes de los chicos que,0.24462116042656135,0.017793734434501163,0.017465867957478176,0.3016079116655135,0.22326899757294427
12,Spanish,Cuetos_Mitchell,low,pl,0,1,el juguete,de los chicos,juguete,chicos,La anciana observaba el juguete de los chicos que MASKTOKEN encima de la cama.,La anciana observaba el juguete de los chicos que,$ES_PL,La anciana observaba el juguete de los chicos que,0.2506238273776624,0.01581005824288728,0.024977936919609034,0.27226662440018856,0.17485158844911908
12,Spanish,Cuetos_Mitchell,high,pl,0,1,los juguetes,del chico,juguetes,chico,La anciana observaba los juguetes del chico que MASKTOKEN encima de la cama.,La anciana observaba los juguetes del chico que,$ES_PL,La anciana observaba los juguetes del chico que,0.09249141519449999,0.027085860347667273,0.022765048824741396,0.09359142862709291,0.06924763185298843
13,Spanish,Cuetos_Mitchell,ambi,sg,0,1,a la hija,del comandante,hija,comandante,El periodista entrevistó a la hija del comandante que MASKTOKEN el accidente.,El periodista entrevistó a la hija del comandante que,$ES_SG,El periodista entrevistó a la hija del comandante que,0.27274557754953754,0.016704554433101926,0.03524664944856515,0.21383871082555572,0.261259940013745
13,Spanish,Cuetos_Mitchell,low,sg,0,1,a las hijas,del comandante,hijas,comandante,El periodista entrevistó a las hijas del comandante que MASKTOKEN el accidente.,El periodista entrevistó a las hijas del comandante que,$ES_SG,El periodista entrevistó a las hijas del comandante que,0.1458296099924734,0.010048965409402866,0.02203696437854169,0.07044375692649751,0.08153736075280316
13,Spanish,Cuetos_Mitchell,high,sg,0,1,a la hija,de los comandantes,hija,comandantes,El periodista entrevistó a la hija de los comandantes que MASKTOKEN el accidente.,El periodista entrevistó a la hija de los comandantes que,$ES_SG,El periodista entrevistó a la hija de los comandantes que,0.04427443460527036,0.03466444291867199,0.07422846308655795,0.06502035831935604,0.03629695228286822
13,Spanish,Cuetos_Mitchell,ambi,pl,0,1,a las hijas,de los comandantes,hijas,comandantes,El periodista entrevistó a las hijas de los comandantes que MASKTOKEN el accidente.,El periodista entrevistó a las hijas de los comandantes que,$ES_PL,El periodista entrevistó a las hijas de los comandantes que,0.266491132651554,0.022483749364897443,0.03515907491662862,0.22538252288136817,0.23748679362467584
13,Spanish,Cuetos_Mitchell,low,pl,0,1,a la hija,de los comandantes,hija,comandantes,El periodista entrevistó a la hija de los comandantes que MASKTOKEN el accidente.,El periodista entrevistó a la hija de los comandantes que,$ES_PL,El periodista entrevistó a la hija de los comandantes que,0.17291988331338182,0.017591040643875566,0.021708655207417715,0.14570372757671635,0.20978542342540152
13,Spanish,Cuetos_Mitchell,high,pl,0,1,a las hijas,del comandante,hijas,comandante,El periodista entrevistó a las hijas del comandante que MASKTOKEN el accidente.,El periodista entrevistó a las hijas del comandante que,$ES_PL,El periodista entrevistó a las hijas del comandante que,0.06885274943946129,0.021481340531890047,0.03607684409641443,0.12456320935366705,0.17425754545101668
14,Spanish,Cuetos_Mitchell,ambi,sg,1,1,la maleta,del viajero,maleta,viajero,El campesino contemplaba la maleta del viajero que MASKTOKEN bajo un árbol.,El campesino contemplaba la maleta del viajero que,$ES_SG,El campesino contemplaba la maleta del viajero que,0.2533029441261192,0.0238848712858247,0.029383774618756076,0.26235931942311197,0.25189518851475157
14,Spanish,Cuetos_Mitchell,low,sg,1,1,las maletas,del viajero,maletas,viajero,El campesino contemplaba las maletas del viajero que MASKTOKEN bajo un árbol.,El campesino contemplaba las maletas del viajero que,$ES_SG,El campesino contemplaba las maletas del viajero que,0.12714166666697224,0.028233267546899726,0.022463511584950725,0.17964631264834452,0.19756285661996742
14,Spanish,Cuetos_Mitchell,high,sg,1,1,la maleta,de los viajeros,maleta,viajeros,El campesino contemplaba la maleta de los viajeros que MASKTOKEN bajo un árbol.,El campesino contemplaba la maleta de los viajeros que,$ES_SG,El campesino contemplaba la maleta de los viajeros que,0.03276603810922296,0.05586372759060865,0.04425366932009203,0.0942016379207864,0.05593024214467235
14,Spanish,Cuetos_Mitchell,ambi,pl,1,1,las maletas,de los viajeros,maletas,viajeros,El campesino contemplaba las maletas de los viajeros que MASKTOKEN bajo un árbol.,El campesino contemplaba las maletas de los viajeros que,$ES_PL,El campesino contemplaba las maletas de los viajeros que,0.25085744894923323,0.019836925309959716,0.023432255581062274,0.27937100398850845,0.2412535303281853
14,Spanish,Cuetos_Mitchell,low,pl,1,1,la maleta,de los viajeros,maleta,viajeros,El campesino contemplaba la maleta de los viajeros que MASKTOKEN bajo un árbol.,El campesino contemplaba la maleta de los viajeros que,$ES_PL,El campesino contemplaba la maleta de los viajeros que,0.24589036688823285,0.018735803241499704,0.018633230523646002,0.18789400323978,0.23356137622923256
14,Spanish,Cuetos_Mitchell,high,pl,1,1,las maletas,del viajero,maletas,viajero,El campesino contemplaba las maletas del viajero que MASKTOKEN bajo un árbol.,El campesino contemplaba las maletas del viajero que,$ES_PL,El campesino contemplaba las maletas del viajero que,0.055127096585668056,0.004106030475793707,0.0017477464622708272,0.05747248246387926,0.041548975931191556
15,Spanish,Cuetos_Mitchell,ambi,sg,0,0,la caja,del soldado,caja,soldado,La gente observaba la caja del soldado que MASKTOKEN en el andén.,La gente observaba la caja del soldado que,$ES_SG,La gente observaba la caja del soldado que,0.2822208525295764,0.022632680523859278,0.0357720367890334,0.30570703721375025,0.3084043830990453
15,Spanish,Cuetos_Mitchell,low,sg,0,0,las cajas,del soldado,cajas,soldado,La gente observaba las cajas del soldado que MASKTOKEN en el andén.,La gente observaba las cajas del soldado que,$ES_SG,La gente observaba las cajas del soldado que,0.07060051024039815,0.010015444857737216,0.029388341353237965,0.05711590844850534,0.10970277285035657
15,Spanish,Cuetos_Mitchell,high,sg,0,0,la caja,de los soldados,caja,soldados,La gente observaba la caja de los soldados que MASKTOKEN en el andén.,La gente observaba la caja de los soldados que,$ES_SG,La gente observaba la caja de los soldados que,0.06624878339240503,0.023582745304307595,0.07567462244249751,0.09314614411630195,0.05591869553572604
15,Spanish,Cuetos_Mitchell,ambi,pl,0,0,las cajas,de los soldados,cajas,soldados,La gente observaba las cajas de los soldados que MASKTOKEN en el andén.,La gente observaba las cajas de los soldados que,$ES_PL,La gente observaba las cajas de los soldados que,0.254195894059837,0.018542091507417813,0.023881786628254464,0.27255238062000586,0.2846403896569569
15,Spanish,Cuetos_Mitchell,low,pl,0,0,la caja,de los soldados,caja,soldados,La gente observaba la caja de los soldados que MASKTOKEN en el andén.,La gente observaba la caja de los soldados que,$ES_PL,La gente observaba la caja de los soldados que,0.184867098248219,0.019687943065456515,0.03049995257825687,0.19919823896766786,0.22117141256075
15,Spanish,Cuetos_Mitchell,high,pl,0,0,las cajas,del soldado,cajas,soldado,La gente observaba las cajas del soldado que MASKTOKEN en el andén.,La gente observaba las cajas del soldado que,$ES_PL,La gente observaba las cajas del soldado que,0.21297694180789506,0.022563976411104403,0.019349729099026075,0.2105029821907749,0.18060754662621292
16,Spanish,Cuetos_Mitchell,ambi,sg,0,1,al perro,del vendedor,perro,vendedor,Luis atropelló al perro del vendedor que viene a MASKTOKEN barrio.,Luis atropelló al perro del vendedor que viene a,$ES_SG,Luis atropelló al perro del vendedor que viene a,0.0014273315308770407,0.04039039147372492,0.0455021071014432,0.0013226386215703378,0.00345425654359488
16,Spanish,Cuetos_Mitchell,low,sg,0,1,a los perros,del vendedor,perros,vendedor,Luis atropelló a los perros del vendedor que viene a MASKTOKEN barrio.,Luis atropelló a los perros del vendedor que viene a,$ES_SG,Luis atropelló a los perros del vendedor que viene a,0.0009277447392461724,0.03612472872083439,0.048000354721528415,0.0009721768726898006,0.002983061776513196
16,Spanish,Cuetos_Mitchell,high,sg,0,1,al perro,de los vendedores,perro,vendedores,Luis atropelló al perro de los vendedores que viene a MASKTOKEN barrio.,Luis atropelló al perro de los vendedores que viene a,$ES_SG,Luis atropelló al perro de los vendedores que viene a,0.0010348089394045523,0.0378318456620792,0.04347833271757784,0.000958026811845869,0.0025053725892139056
16,Spanish,Cuetos_Mitchell,ambi,pl,0,1,a los perros,de los vendedores,perros,vendedores,Luis atropelló a los perros de los vendedores que viene a MASKTOKEN barrio.,Luis atropelló a los perros de los vendedores que viene a,$ES_PL,Luis atropelló a los perros de los vendedores que viene a,0.0005410834876107273,0.01978243319728179,0.020324215323925365,0.0002599805805263422,0.0009554830398439407
16,Spanish,Cuetos_Mitchell,low,pl,0,1,al perro,de los vendedores,perro,vendedores,Luis atropelló al perro de los vendedores que viene a MASKTOKEN barrio.,Luis atropelló al perro de los vendedores que viene a,$ES_PL,Luis atropelló al perro de los vendedores que viene a,0.0002881066848812175,0.02265677691061274,0.021080069472645846,0.00027538737985377537,0.0006721246545424719
