item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/DeepESP/gpt2-spanish_prob,/data/mrm8488/spanish-gpt2_prob
1,Spanish,B4,inherentposs,NP1Adj,0.63,high,pl,1,1,de las ventanas sucias,del barco,sucias,barco,El piloto contemplaba el aeropuerto desde de las ventanas sucias del barco que MASKTOKEN limpiando.,El piloto contemplaba el aeropuerto desde de las ventanas sucias del barco que,$ES_PL,El piloto contemplaba el aeropuerto desde de las ventanas sucias del barco que,0.01373880691357332,0.00876475886810546
1,Spanish,B4,inherentposs,NP2Adj,0.63,ambi,sg,1,1,la ventana,del barco sucio,ventana,sucio,El piloto contemplaba el aeropuerto desde la ventana del barco sucio que MASKTOKEN limpiando.,El piloto contemplaba el aeropuerto desde la ventana del barco sucio que,$ES_SG,El piloto contemplaba el aeropuerto desde la ventana del barco sucio que,0.1353209358849483,0.19175269879085022
1,Spanish,B4,inherentposs,NP2Adj,0.63,low,sg,1,1,de las ventanas,del barco sucio,ventanas,sucio,El piloto contemplaba el aeropuerto desde de las ventanas del barco sucio que MASKTOKEN limpiando.,El piloto contemplaba el aeropuerto desde de las ventanas del barco sucio que,$ES_SG,El piloto contemplaba el aeropuerto desde de las ventanas del barco sucio que,0.12665837718068929,0.1774146424674541
1,Spanish,B4,inherentposs,NP2Adj,0.63,high,sg,1,1,la ventana,de los barcos sucios,ventana,sucios,El piloto contemplaba el aeropuerto desde la ventana de los barcos sucios que MASKTOKEN limpiando.,El piloto contemplaba el aeropuerto desde la ventana de los barcos sucios que,$ES_SG,El piloto contemplaba el aeropuerto desde la ventana de los barcos sucios que,0.019041091026647194,0.02329913102606529
1,Spanish,B4,inherentposs,NP2Adj,0.63,ambi,pl,1,1,de las ventanas,de los barcos sucios,ventanas,sucios,El piloto contemplaba el aeropuerto desde de las ventanas de los barcos sucios que MASKTOKEN limpiando.,El piloto contemplaba el aeropuerto desde de las ventanas de los barcos sucios que,$ES_PL,El piloto contemplaba el aeropuerto desde de las ventanas de los barcos sucios que,0.09808079550427706,0.22508906721071753
1,Spanish,B4,inherentposs,NP2Adj,0.63,low,pl,1,1,la ventana,de los barcos sucios,ventana,sucios,El piloto contemplaba el aeropuerto desde la ventana de los barcos sucios que MASKTOKEN limpiando.,El piloto contemplaba el aeropuerto desde la ventana de los barcos sucios que,$ES_PL,El piloto contemplaba el aeropuerto desde la ventana de los barcos sucios que,0.07829497816711317,0.1925699239913854
1,Spanish,B4,inherentposs,NP2Adj,0.63,high,pl,1,1,de las ventanas,del barco sucio,ventanas,sucio,El piloto contemplaba el aeropuerto desde de las ventanas del barco sucio que MASKTOKEN limpiando.,El piloto contemplaba el aeropuerto desde de las ventanas del barco sucio que,$ES_PL,El piloto contemplaba el aeropuerto desde de las ventanas del barco sucio que,0.010221432151296561,0.010411131563772713
2,Spanish,B4,inherentposs,noAdj,0.25,ambi,sg,0,1,la rama,del arbusto,rama,arbusto,Los ájaros no podán anidar en la rama del arbusto que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en la rama del arbusto que,$ES_SG,Los ájaros no podán anidar en la rama del arbusto que,0.345791915485961,0.22858122072216247
2,Spanish,B4,inherentposs,noAdj,0.25,low,sg,0,1,las ramas,del arbusto,ramas,arbusto,Los ájaros no podán anidar en las ramas del arbusto que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en las ramas del arbusto que,$ES_SG,Los ájaros no podán anidar en las ramas del arbusto que,0.26025565884918933,0.20870761031059715
2,Spanish,B4,inherentposs,noAdj,0.25,high,sg,0,1,la rama,de los arbustos,rama,arbustos,Los ájaros no podán anidar en la rama de los arbustos que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en la rama de los arbustos que,$ES_SG,Los ájaros no podán anidar en la rama de los arbustos que,0.15065083976313076,0.15097916218138607
2,Spanish,B4,inherentposs,noAdj,0.25,ambi,pl,0,1,las ramas,de los arbustos,ramas,arbustos,Los ájaros no podán anidar en las ramas de los arbustos que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en las ramas de los arbustos que,$ES_PL,Los ájaros no podán anidar en las ramas de los arbustos que,0.3855303694490715,0.29647573273994965
2,Spanish,B4,inherentposs,noAdj,0.25,low,pl,0,1,la rama,de los arbustos,rama,arbustos,Los ájaros no podán anidar en la rama de los arbustos que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en la rama de los arbustos que,$ES_PL,Los ájaros no podán anidar en la rama de los arbustos que,0.266726805835404,0.17757811865128303
2,Spanish,B4,inherentposs,noAdj,0.25,high,pl,0,1,las ramas,del arbusto,ramas,arbusto,Los ájaros no podán anidar en las ramas del arbusto que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en las ramas del arbusto que,$ES_PL,Los ájaros no podán anidar en las ramas del arbusto que,0.12610745350198727,0.09382274659321865
2,Spanish,B4,inherentposs,NP1Adj,0.25,ambi,sg,0,1,la rama grande,del arbusto,grande,arbusto,Los ájaros no podán anidar en la rama grande del arbusto que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en la rama grande del arbusto que,$ES_SG,Los ájaros no podán anidar en la rama grande del arbusto que,0.37266378244834186,0.29882894292370565
2,Spanish,B4,inherentposs,NP1Adj,0.25,low,sg,0,1,las ramas grandes,del arbusto,grandes,arbusto,Los ájaros no podán anidar en las ramas grandes del arbusto que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en las ramas grandes del arbusto que,$ES_SG,Los ájaros no podán anidar en las ramas grandes del arbusto que,0.27285614816491943,0.24750696067820854
2,Spanish,B4,inherentposs,NP1Adj,0.25,high,sg,0,1,la rama grande,de los arbustos,grande,arbustos,Los ájaros no podán anidar en la rama grande de los arbustos que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en la rama grande de los arbustos que,$ES_SG,Los ájaros no podán anidar en la rama grande de los arbustos que,0.11788909406831749,0.14872602817242608
2,Spanish,B4,inherentposs,NP1Adj,0.25,ambi,pl,0,1,las ramas grandes,de los arbustos,grandes,arbustos,Los ájaros no podán anidar en las ramas grandes de los arbustos que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en las ramas grandes de los arbustos que,$ES_PL,Los ájaros no podán anidar en las ramas grandes de los arbustos que,0.446678681216099,0.3569999883752928
2,Spanish,B4,inherentposs,NP1Adj,0.25,low,pl,0,1,la rama grande,de los arbustos,grande,arbustos,Los ájaros no podán anidar en la rama grande de los arbustos que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en la rama grande de los arbustos que,$ES_PL,Los ájaros no podán anidar en la rama grande de los arbustos que,0.35324270112901957,0.26191950337602066
2,Spanish,B4,inherentposs,NP1Adj,0.25,high,pl,0,1,las ramas grandes,del arbusto,grandes,arbusto,Los ájaros no podán anidar en las ramas grandes del arbusto que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en las ramas grandes del arbusto que,$ES_PL,Los ájaros no podán anidar en las ramas grandes del arbusto que,0.12719946463742815,0.1260635994544259
2,Spanish,B4,inherentposs,NP2Adj,0.25,ambi,sg,0,1,la rama,del arbusto grande,rama,grande,Los ájaros no podán anidar en la rama del arbusto grande que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en la rama del arbusto grande que,$ES_SG,Los ájaros no podán anidar en la rama del arbusto grande que,0.42202977997851576,0.3234074586831923
2,Spanish,B4,inherentposs,NP2Adj,0.25,low,sg,0,1,las ramas,del arbusto grande,ramas,grande,Los ájaros no podán anidar en las ramas del arbusto grande que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en las ramas del arbusto grande que,$ES_SG,Los ájaros no podán anidar en las ramas del arbusto grande que,0.36055069412765306,0.3181754709672191
2,Spanish,B4,inherentposs,NP2Adj,0.25,high,sg,0,1,la rama,de los arbustos grandes,rama,grandes,Los ájaros no podán anidar en la rama de los arbustos grandes que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en la rama de los arbustos grandes que,$ES_SG,Los ájaros no podán anidar en la rama de los arbustos grandes que,0.10863679581538577,0.1249639217706715
2,Spanish,B4,inherentposs,NP2Adj,0.25,ambi,pl,0,1,las ramas,de los arbustos grandes,ramas,grandes,Los ájaros no podán anidar en las ramas de los arbustos grandes que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en las ramas de los arbustos grandes que,$ES_PL,Los ájaros no podán anidar en las ramas de los arbustos grandes que,0.452628263407334,0.35593911477883466
2,Spanish,B4,inherentposs,NP2Adj,0.25,low,pl,0,1,la rama,de los arbustos grandes,rama,grandes,Los ájaros no podán anidar en la rama de los arbustos grandes que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en la rama de los arbustos grandes que,$ES_PL,Los ájaros no podán anidar en la rama de los arbustos grandes que,0.3887706739724024,0.28569518027364893
2,Spanish,B4,inherentposs,NP2Adj,0.25,high,pl,0,1,las ramas,del arbusto grande,ramas,grande,Los ájaros no podán anidar en las ramas del arbusto grande que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en las ramas del arbusto grande que,$ES_PL,Los ájaros no podán anidar en las ramas del arbusto grande que,0.11473552323240455,0.07829998329618348
3,Spanish,B4,inherentposs,noAdj,0.73,ambi,sg,0,0,la puerta,de la casa,puerta,casa,El coche se detuvo ante la puerta de la casa que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante la puerta de la casa que,$ES_SG,El coche se detuvo ante la puerta de la casa que,0.30604381192861396,0.4661507613093008
3,Spanish,B4,inherentposs,noAdj,0.73,low,sg,0,0,las puertas,de la casa,puertas,casa,El coche se detuvo ante las puertas de la casa que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante las puertas de la casa que,$ES_SG,El coche se detuvo ante las puertas de la casa que,0.24511437856503804,0.24418734493539063
3,Spanish,B4,inherentposs,noAdj,0.73,high,sg,0,0,la puerta,de las casas,puerta,casas,El coche se detuvo ante la puerta de las casas que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante la puerta de las casas que,$ES_SG,El coche se detuvo ante la puerta de las casas que,0.038176852878169854,0.10992435269528755
3,Spanish,B4,inherentposs,noAdj,0.73,ambi,pl,0,0,las puertas,de las casas,puertas,casas,El coche se detuvo ante las puertas de las casas que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante las puertas de las casas que,$ES_PL,El coche se detuvo ante las puertas de las casas que,0.3275825470404037,0.29116753574226806
3,Spanish,B4,inherentposs,noAdj,0.73,low,pl,0,0,la puerta,de las casas,puerta,casas,El coche se detuvo ante la puerta de las casas que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante la puerta de las casas que,$ES_PL,El coche se detuvo ante la puerta de las casas que,0.2367452211538854,0.26247842205791017
3,Spanish,B4,inherentposs,noAdj,0.73,high,pl,0,0,las puertas,de la casa,puertas,casa,El coche se detuvo ante las puertas de la casa que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante las puertas de la casa que,$ES_PL,El coche se detuvo ante las puertas de la casa que,0.05478560390078613,0.14858993582880942
3,Spanish,B4,inherentposs,NP1Adj,0.73,ambi,sg,0,0,la puerta blanca,de la casa,blanca,casa,El coche se detuvo ante la puerta blanca de la casa que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante la puerta blanca de la casa que,$ES_SG,El coche se detuvo ante la puerta blanca de la casa que,0.27104384770662193,0.4249567122580231
3,Spanish,B4,inherentposs,NP1Adj,0.73,low,sg,0,0,las puertas blancas,de la casa,blancas,casa,El coche se detuvo ante las puertas blancas de la casa que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante las puertas blancas de la casa que,$ES_SG,El coche se detuvo ante las puertas blancas de la casa que,0.2367820421805007,0.19130210704920358
3,Spanish,B4,inherentposs,NP1Adj,0.73,high,sg,0,0,la puerta blanca,de las casas,blanca,casas,El coche se detuvo ante la puerta blanca de las casas que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante la puerta blanca de las casas que,$ES_SG,El coche se detuvo ante la puerta blanca de las casas que,0.03330929168262031,0.10595806041156663
3,Spanish,B4,inherentposs,NP1Adj,0.73,ambi,pl,0,0,las puertas blancas,de las casas,blancas,casas,El coche se detuvo ante las puertas blancas de las casas que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante las puertas blancas de las casas que,$ES_PL,El coche se detuvo ante las puertas blancas de las casas que,0.2569889634070499,0.2637454385838254
3,Spanish,B4,inherentposs,NP1Adj,0.73,low,pl,0,0,la puerta blanca,de las casas,blanca,casas,El coche se detuvo ante la puerta blanca de las casas que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante la puerta blanca de las casas que,$ES_PL,El coche se detuvo ante la puerta blanca de las casas que,0.1948780347616399,0.25183046430156963
3,Spanish,B4,inherentposs,NP1Adj,0.73,high,pl,0,0,las puertas blancas,de la casa,blancas,casa,El coche se detuvo ante las puertas blancas de la casa que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante las puertas blancas de la casa que,$ES_PL,El coche se detuvo ante las puertas blancas de la casa que,0.02882804984185583,0.15872851440944657
3,Spanish,B4,inherentposs,NP2Adj,0.73,ambi,sg,0,0,la puerta,de la casa blanca,puerta,blanca,El coche se detuvo ante la puerta de la casa blanca que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante la puerta de la casa blanca que,$ES_SG,El coche se detuvo ante la puerta de la casa blanca que,0.2888167565753541,0.4544133108838224
3,Spanish,B4,inherentposs,NP2Adj,0.73,low,sg,0,0,las puertas,de la casa blanca,puertas,blanca,El coche se detuvo ante las puertas de la casa blanca que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante las puertas de la casa blanca que,$ES_SG,El coche se detuvo ante las puertas de la casa blanca que,0.2567271271932867,0.3384196750884314
3,Spanish,B4,inherentposs,NP2Adj,0.73,high,sg,0,0,la puerta,de las casas blancas,puerta,blancas,El coche se detuvo ante la puerta de las casas blancas que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante la puerta de las casas blancas que,$ES_SG,El coche se detuvo ante la puerta de las casas blancas que,0.051052351916976324,0.09774251965678005
3,Spanish,B4,inherentposs,NP2Adj,0.73,ambi,pl,0,0,las puertas,de las casas blancas,puertas,blancas,El coche se detuvo ante las puertas de las casas blancas que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante las puertas de las casas blancas que,$ES_PL,El coche se detuvo ante las puertas de las casas blancas que,0.29927560705866796,0.23708061959251836
3,Spanish,B4,inherentposs,NP2Adj,0.73,low,pl,0,0,la puerta,de las casas blancas,puerta,blancas,El coche se detuvo ante la puerta de las casas blancas que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante la puerta de las casas blancas que,$ES_PL,El coche se detuvo ante la puerta de las casas blancas que,0.2070825659830895,0.23307809034316307
3,Spanish,B4,inherentposs,NP2Adj,0.73,high,pl,0,0,las puertas,de la casa blanca,puertas,blanca,El coche se detuvo ante las puertas de la casa blanca que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante las puertas de la casa blanca que,$ES_PL,El coche se detuvo ante las puertas de la casa blanca que,0.02072428578456975,0.05270790958312688
4,Spanish,B4,inherentposs,noAdj,0.51,ambi,sg,1,1,la llave,de la cocina,llave,cocina,El fontanero nos recomendó cambiar la llave de la cocina que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar la llave de la cocina que,$ES_SG,El fontanero nos recomendó cambiar la llave de la cocina que,0.16835250065577156,0.24787900657896955
4,Spanish,B4,inherentposs,noAdj,0.51,low,sg,1,1,las llaves,de la cocina,llaves,cocina,El fontanero nos recomendó cambiar las llaves de la cocina que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar las llaves de la cocina que,$ES_SG,El fontanero nos recomendó cambiar las llaves de la cocina que,0.11225572002587114,0.1036855929072047
4,Spanish,B4,inherentposs,noAdj,0.51,high,sg,1,1,la llave,de las cocinas,llave,cocinas,El fontanero nos recomendó cambiar la llave de las cocinas que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar la llave de las cocinas que,$ES_SG,El fontanero nos recomendó cambiar la llave de las cocinas que,0.11041992397139211,0.13618677549443703
4,Spanish,B4,inherentposs,noAdj,0.51,ambi,pl,1,1,las llaves,de las cocinas,llaves,cocinas,El fontanero nos recomendó cambiar las llaves de las cocinas que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar las llaves de las cocinas que,$ES_PL,El fontanero nos recomendó cambiar las llaves de las cocinas que,0.11950131902719363,0.16177246896081954
4,Spanish,B4,inherentposs,noAdj,0.51,low,pl,1,1,la llave,de las cocinas,llave,cocinas,El fontanero nos recomendó cambiar la llave de las cocinas que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar la llave de las cocinas que,$ES_PL,El fontanero nos recomendó cambiar la llave de las cocinas que,0.04859082720349761,0.10075470093823924
4,Spanish,B4,inherentposs,noAdj,0.51,high,pl,1,1,las llaves,de la cocina,llaves,cocina,El fontanero nos recomendó cambiar las llaves de la cocina que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar las llaves de la cocina que,$ES_PL,El fontanero nos recomendó cambiar las llaves de la cocina que,0.03224947255111488,0.14239858426402208
4,Spanish,B4,inherentposs,NP1Adj,0.51,ambi,sg,1,1,la llave nueva,de la cocina,nueva,cocina,El fontanero nos recomendó cambiar la llave nueva de la cocina que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar la llave nueva de la cocina que,$ES_SG,El fontanero nos recomendó cambiar la llave nueva de la cocina que,0.15305602907653792,0.21889473139097504
4,Spanish,B4,inherentposs,NP1Adj,0.51,low,sg,1,1,las llaves nuevas,de la cocina,nuevas,cocina,El fontanero nos recomendó cambiar las llaves nuevas de la cocina que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar las llaves nuevas de la cocina que,$ES_SG,El fontanero nos recomendó cambiar las llaves nuevas de la cocina que,0.1072300875275971,0.05441267362420987
4,Spanish,B4,inherentposs,NP1Adj,0.51,high,sg,1,1,la llave nueva,de las cocinas,nueva,cocinas,El fontanero nos recomendó cambiar la llave nueva de las cocinas que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar la llave nueva de las cocinas que,$ES_SG,El fontanero nos recomendó cambiar la llave nueva de las cocinas que,0.09972541933021262,0.1484575695257604
4,Spanish,B4,inherentposs,NP1Adj,0.51,ambi,pl,1,1,las llaves nuevas,de las cocinas,nuevas,cocinas,El fontanero nos recomendó cambiar las llaves nuevas de las cocinas que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar las llaves nuevas de las cocinas que,$ES_PL,El fontanero nos recomendó cambiar las llaves nuevas de las cocinas que,0.11661828284456988,0.17230631430614096
4,Spanish,B4,inherentposs,NP1Adj,0.51,low,pl,1,1,la llave nueva,de las cocinas,nueva,cocinas,El fontanero nos recomendó cambiar la llave nueva de las cocinas que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar la llave nueva de las cocinas que,$ES_PL,El fontanero nos recomendó cambiar la llave nueva de las cocinas que,0.04915675986464407,0.06583741994396775
4,Spanish,B4,inherentposs,NP1Adj,0.51,high,pl,1,1,las llaves nuevas,de la cocina,nuevas,cocina,El fontanero nos recomendó cambiar las llaves nuevas de la cocina que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar las llaves nuevas de la cocina que,$ES_PL,El fontanero nos recomendó cambiar las llaves nuevas de la cocina que,0.028128455809401487,0.1721582893593805
4,Spanish,B4,inherentposs,NP2Adj,0.51,ambi,sg,1,1,la llave,de la cocina nueva,llave,nueva,El fontanero nos recomendó cambiar la llave de la cocina nueva que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar la llave de la cocina nueva que,$ES_SG,El fontanero nos recomendó cambiar la llave de la cocina nueva que,0.12673531694174756,0.18775687140053776
4,Spanish,B4,inherentposs,NP2Adj,0.51,low,sg,1,1,las llaves,de la cocina nueva,llaves,nueva,El fontanero nos recomendó cambiar las llaves de la cocina nueva que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar las llaves de la cocina nueva que,$ES_SG,El fontanero nos recomendó cambiar las llaves de la cocina nueva que,0.117465344869089,0.17540866949545375
4,Spanish,B4,inherentposs,NP2Adj,0.51,high,sg,1,1,la llave,de los cocinas nuevas,llave,nuevas,El fontanero nos recomendó cambiar la llave de los cocinas nuevas que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar la llave de los cocinas nuevas que,$ES_SG,El fontanero nos recomendó cambiar la llave de los cocinas nuevas que,0.06378121003136528,0.07228328238120696
4,Spanish,B4,inherentposs,NP2Adj,0.51,ambi,pl,1,1,las llaves,de los cocinas nuevas,llaves,nuevas,El fontanero nos recomendó cambiar las llaves de los cocinas nuevas que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar las llaves de los cocinas nuevas que,$ES_PL,El fontanero nos recomendó cambiar las llaves de los cocinas nuevas que,0.08578982740914398,0.18208322458374937
4,Spanish,B4,inherentposs,NP2Adj,0.51,low,pl,1,1,la llave,de los cocinas nuevas,llave,nuevas,El fontanero nos recomendó cambiar la llave de los cocinas nuevas que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar la llave de los cocinas nuevas que,$ES_PL,El fontanero nos recomendó cambiar la llave de los cocinas nuevas que,0.049088026089279424,0.178728120824303
4,Spanish,B4,inherentposs,NP2Adj,0.51,high,pl,1,1,las llaves,de la cocina nueva,llaves,nueva,El fontanero nos recomendó cambiar las llaves de la cocina nueva que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar las llaves de la cocina nueva que,$ES_PL,El fontanero nos recomendó cambiar las llaves de la cocina nueva que,0.015191680881066816,0.05535327392723488
5,Spanish,B4,inherentposs,noAdj,0.47,ambi,sg,1,0,el verso,del libro,verso,libro,Me gustó mucho el verso del libro que MASKTOKEN ayer.,Me gustó mucho el verso del libro que,$ES_SG,Me gustó mucho el verso del libro que,0.13821700840589912,0.23118636416057825
5,Spanish,B4,inherentposs,noAdj,0.47,low,sg,1,0,los versos,del libro,versos,libro,Me gustó mucho los versos del libro que MASKTOKEN ayer.,Me gustó mucho los versos del libro que,$ES_SG,Me gustó mucho los versos del libro que,0.11887927885634042,0.13238241612143042
5,Spanish,B4,inherentposs,noAdj,0.47,high,sg,1,0,el verso,de los libros,verso,libros,Me gustó mucho el verso de los libros que MASKTOKEN ayer.,Me gustó mucho el verso de los libros que,$ES_SG,Me gustó mucho el verso de los libros que,0.08109200897058244,0.1598734767584915
5,Spanish,B4,inherentposs,noAdj,0.47,ambi,pl,1,0,los versos,de los libros,versos,libros,Me gustó mucho los versos de los libros que MASKTOKEN ayer.,Me gustó mucho los versos de los libros que,$ES_PL,Me gustó mucho los versos de los libros que,0.051124597101875224,0.07589668890339496
5,Spanish,B4,inherentposs,noAdj,0.47,low,pl,1,0,el verso,de los libros,verso,libros,Me gustó mucho el verso de los libros que MASKTOKEN ayer.,Me gustó mucho el verso de los libros que,$ES_PL,Me gustó mucho el verso de los libros que,0.034368348314444574,0.06787567171679143
5,Spanish,B4,inherentposs,noAdj,0.47,high,pl,1,0,los versos,del libro,versos,libro,Me gustó mucho los versos del libro que MASKTOKEN ayer.,Me gustó mucho los versos del libro que,$ES_PL,Me gustó mucho los versos del libro que,0.009047832858252391,0.035990278921339325
5,Spanish,B4,inherentposs,NP1Adj,0.47,ambi,sg,1,0,el verso breve,del libro,breve,libro,Me gustó mucho el verso breve del libro que MASKTOKEN ayer.,Me gustó mucho el verso breve del libro que,$ES_SG,Me gustó mucho el verso breve del libro que,0.13845087055336336,0.242260567652977
5,Spanish,B4,inherentposs,NP1Adj,0.47,low,sg,1,0,los versos breves,del libro,breves,libro,Me gustó mucho los versos breves del libro que MASKTOKEN ayer.,Me gustó mucho los versos breves del libro que,$ES_SG,Me gustó mucho los versos breves del libro que,0.11882060156785457,0.1510329442864986
5,Spanish,B4,inherentposs,NP1Adj,0.47,high,sg,1,0,el verso breve,de los libros,breve,libros,Me gustó mucho el verso breve de los libros que MASKTOKEN ayer.,Me gustó mucho el verso breve de los libros que,$ES_SG,Me gustó mucho el verso breve de los libros que,0.07885323840303471,0.14718739054723073
5,Spanish,B4,inherentposs,NP1Adj,0.47,ambi,pl,1,0,los versos breves,de los libros,breves,libros,Me gustó mucho los versos breves de los libros que MASKTOKEN ayer.,Me gustó mucho los versos breves de los libros que,$ES_PL,Me gustó mucho los versos breves de los libros que,0.05334133913405026,0.10018961650084535
5,Spanish,B4,inherentposs,NP1Adj,0.47,low,pl,1,0,el verso breve,de los libros,breve,libros,Me gustó mucho el verso breve de los libros que MASKTOKEN ayer.,Me gustó mucho el verso breve de los libros que,$ES_PL,Me gustó mucho el verso breve de los libros que,0.03804086502725568,0.09846728128795235
5,Spanish,B4,inherentposs,NP1Adj,0.47,high,pl,1,0,los versos breves,del libro,breves,libro,Me gustó mucho los versos breves del libro que MASKTOKEN ayer.,Me gustó mucho los versos breves del libro que,$ES_PL,Me gustó mucho los versos breves del libro que,0.009452463911850728,0.03749436552261898
5,Spanish,B4,inherentposs,NP2Adj,0.47,ambi,sg,1,0,el verso,del libro breve,verso,breve,Me gustó mucho el verso del libro breve que MASKTOKEN ayer.,Me gustó mucho el verso del libro breve que,$ES_SG,Me gustó mucho el verso del libro breve que,0.1448424585778909,0.24168939555568159
5,Spanish,B4,inherentposs,NP2Adj,0.47,low,sg,1,0,los versos,del libro breve,versos,breve,Me gustó mucho los versos del libro breve que MASKTOKEN ayer.,Me gustó mucho los versos del libro breve que,$ES_SG,Me gustó mucho los versos del libro breve que,0.12394638531156943,0.17387369313922818
5,Spanish,B4,inherentposs,NP2Adj,0.47,high,sg,1,0,el verso,de los libros breves,verso,breves,Me gustó mucho el verso de los libros breves que MASKTOKEN ayer.,Me gustó mucho el verso de los libros breves que,$ES_SG,Me gustó mucho el verso de los libros breves que,0.09412722039584054,0.14553306181221615
5,Spanish,B4,inherentposs,NP2Adj,0.47,ambi,pl,1,0,los versos,de los libros breves,versos,breves,Me gustó mucho los versos de los libros breves que MASKTOKEN ayer.,Me gustó mucho los versos de los libros breves que,$ES_PL,Me gustó mucho los versos de los libros breves que,0.06807800589592716,0.0907698225068998
5,Spanish,B4,inherentposs,NP2Adj,0.47,low,pl,1,0,el verso,de los libros breves,verso,breves,Me gustó mucho el verso de los libros breves que MASKTOKEN ayer.,Me gustó mucho el verso de los libros breves que,$ES_PL,Me gustó mucho el verso de los libros breves que,0.04360354747878148,0.07391410937347587
5,Spanish,B4,inherentposs,NP2Adj,0.47,high,pl,1,0,los versos,del libro breve,versos,breve,Me gustó mucho los versos del libro breve que MASKTOKEN ayer.,Me gustó mucho los versos del libro breve que,$ES_PL,Me gustó mucho los versos del libro breve que,0.009072471544707028,0.027648882011970244
6,Spanish,B4,inherentposs,noAdj,0.65,ambi,sg,1,1,la marca,del contenedor,marca,contenedor,Silvia no econtraba la marca del contenedor que MASKTOKEN de limpiar.,Silvia no econtraba la marca del contenedor que,$ES_SG,Silvia no econtraba la marca del contenedor que,0.19526399141187767,0.18978225428554651
6,Spanish,B4,inherentposs,noAdj,0.65,low,sg,1,1,las marcas,del contenedor,marcas,contenedor,Silvia no econtraba las marcas del contenedor que MASKTOKEN de limpiar.,Silvia no econtraba las marcas del contenedor que,$ES_SG,Silvia no econtraba las marcas del contenedor que,0.15983738157855498,0.06299943675116992
6,Spanish,B4,inherentposs,noAdj,0.65,high,sg,1,1,la marca,de los contenedores,marca,contenedores,Silvia no econtraba la marca de los contenedores que MASKTOKEN de limpiar.,Silvia no econtraba la marca de los contenedores que,$ES_SG,Silvia no econtraba la marca de los contenedores que,0.07461709796744742,0.09515992059232303
