item,cond,adjunct,contrast,pronoun,og_sent,sent,mask_sents,auto_sents,target,model,surp
16,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After pouring him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea, the MASKTOKEN accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea, the MASKTOKEN accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,8.983360290527344
17,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After leaving him a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving him a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After leaving him a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After leaving him a voice message, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,9.44225025177002
17,CATAMARAN-OBJ-Match,Constraint,Match,her,"After leaving her a voice message, Stephanie also sent Marissa a text containing the same information.","After leaving her a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After leaving her a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After leaving her a voice message, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,7.615253925323486
17,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After leaving his partner a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving his partner a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After leaving his partner a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After leaving his partner a voice message, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,9.614058494567873
17,CATAMARAN-GEN-Match,No Constraint,Match,her,"After leaving her partner a voice message, Stephanie also sent Marissa a text containing the same information.","After leaving her partner a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After leaving her partner a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After leaving her partner a voice message, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,7.965505599975586
18,CATAMARAN-GEN-Match,No Constraint,Match,her,"After sending her boss a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her boss a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her boss a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her boss a thank-you note, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,8.337119102478027
18,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After sending him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,9.709576606750488
18,CATAMARAN-OBJ-Match,Constraint,Match,her,"After sending her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,8.59460163116455
18,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After sending his boss a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending his boss a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending his boss a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending his boss a thank-you note, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,9.80006980895996
19,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"Before taking his kids on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking his kids on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking his kids on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking his kids on the roller coaster, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,9.494622230529783
19,CATAMARAN-GEN-Match,No Constraint,Match,her,"Before taking her kids on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her kids on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her kids on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her kids on the roller coaster, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,8.258636474609375
19,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"Before taking him on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,9.529150009155272
19,CATAMARAN-OBJ-Match,Constraint,Match,her,"Before taking her on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,8.315776824951172
20,CATAMARAN-OBJ-Match,Constraint,Match,her,"After taking her to any social event, Rebecca always checked with Julia to see whether she actually had a good time.","After taking her to any social event, the MASKTOKEN always checked with Julia to see whether she actually had a good time.","After taking her to any social event, the MASKTOKEN always checked with Julia to see whether she actually had a good time.","After taking her to any social event, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,7.558953762054443
20,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After taking his clients to any social event, Rebecca always checked with Elijah to see whether they actually had a good time.","After taking his clients to any social event, the MASKTOKEN always checked with Elijah to see whether they actually had a good time.","After taking his clients to any social event, the MASKTOKEN always checked with Elijah to see whether they actually had a good time.","After taking his clients to any social event, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,9.313271522521973
20,CATAMARAN-GEN-Match,No Constraint,Match,her,"After taking her clients to any social event, Rebecca always checked with Julia to see whether they actually had a good time.","After taking her clients to any social event, the MASKTOKEN always checked with Julia to see whether they actually had a good time.","After taking her clients to any social event, the MASKTOKEN always checked with Julia to see whether they actually had a good time.","After taking her clients to any social event, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,7.811113357543945
20,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After taking him to any social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking him to any social event, the MASKTOKEN always checked with Elijah to see whether he actually had a good time.","After taking him to any social event, the MASKTOKEN always checked with Elijah to see whether he actually had a good time.","After taking him to any social event, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,8.876559257507324
21,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"Before showing him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,10.190932273864746
21,CATAMARAN-OBJ-Match,Constraint,Match,her,"Before showing her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,8.465265274047852
21,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"Before showing his patron any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing his patron any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing his patron any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing his patron any new paintings, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,10.029376029968262
21,CATAMARAN-GEN-Match,No Constraint,Match,her,"Before showing her patron any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her patron any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her patron any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her patron any new paintings, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,8.246734619140625
22,CATAMARAN-GEN-Match,No Constraint,Match,her,"After nominating her roommate for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her roommate for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her roommate for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her roommate for class president, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,7.856451988220215
22,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After nominating him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,9.526978492736816
22,CATAMARAN-OBJ-Match,Constraint,Match,her,"After nominating her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,8.045831680297852
22,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After nominating his roommate for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating his roommate for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating his roommate for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating his roommate for class president, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,8.946976661682129
23,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After watching his idol on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching his idol on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After watching his idol on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After watching his idol on the Voice, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,9.485522270202637
23,CATAMARAN-GEN-Match,No Constraint,Match,her,"After watching her idol on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After watching her idol on the Voice, the MASKTOKEN immediately called up Selena to discuss some of the highlights of the performance.","After watching her idol on the Voice, the MASKTOKEN immediately called up Selena to discuss some of the highlights of the performance.","After watching her idol on the Voice, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,7.738358020782471
23,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After watching him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,8.887518882751465
23,CATAMARAN-OBJ-Match,Constraint,Match,her,"After watching her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice, the MASKTOKEN immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice, the MASKTOKEN immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,7.659317493438721
24,CATAMARAN-OBJ-Match,Constraint,Match,her,"Before sending her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract, the MASKTOKEN repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract, the MASKTOKEN repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,8.357306480407715
24,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"Before sending his associate the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending his associate the secret contract, the MASKTOKEN repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending his associate the secret contract, the MASKTOKEN repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending his associate the secret contract, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,10.198665618896484
24,CATAMARAN-GEN-Match,No Constraint,Match,her,"Before sending her associate the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her associate the secret contract, the MASKTOKEN repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her associate the secret contract, the MASKTOKEN repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her associate the secret contract, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,8.485121726989746
24,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"Before sending him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract, the MASKTOKEN repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract, the MASKTOKEN repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract, the",woman,wikitext-103_LSTM_400_14-d0.2.pt,9.78786849975586
1,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"Before offering her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering her a fancy pastry, the MASKTOKEN politely asked Emily whether he had any preference.","Before offering her a fancy pastry, the MASKTOKEN politely asked Emily whether he had any preference.","Before offering her a fancy pastry, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.108220100402832
1,CATAMARAN-OBJ-Match,Constraint,Match,him,"Before offering him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before offering him a fancy pastry, the MASKTOKEN politely asked Tyler whether he had any preference.","Before offering him a fancy pastry, the MASKTOKEN politely asked Tyler whether he had any preference.","Before offering him a fancy pastry, the",man,wikitext-103_LSTM_400_15-d0.2.pt,7.85164213180542
1,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"Before offering her son a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering her son a fancy pastry, the MASKTOKEN politely asked Emily whether he had any preference.","Before offering her son a fancy pastry, the MASKTOKEN politely asked Emily whether he had any preference.","Before offering her son a fancy pastry, the",man,wikitext-103_LSTM_400_15-d0.2.pt,7.865717887878418
1,CATAMARAN-GEN-Match,No Constraint,Match,his,"Before offering his son a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before offering his son a fancy pastry, the MASKTOKEN politely asked Tyler whether he had any preference.","Before offering his son a fancy pastry, the MASKTOKEN politely asked Tyler whether he had any preference.","Before offering his son a fancy pastry, the",man,wikitext-103_LSTM_400_15-d0.2.pt,7.602719306945801
2,CATAMARAN-GEN-Match,No Constraint,Match,his,"While driving his daughter to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While driving his daughter to school on Friday, the MASKTOKEN casually told Juan that he would pick up everyone early for a surprise.","While driving his daughter to school on Friday, the MASKTOKEN casually told Juan that he would pick up everyone early for a surprise.","While driving his daughter to school on Friday, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.565077781677246
2,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"While driving her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving her to school on Friday, the MASKTOKEN casually told Hannah that he would pick up everyone early for a surprise.","While driving her to school on Friday, the MASKTOKEN casually told Hannah that he would pick up everyone early for a surprise.","While driving her to school on Friday, the",man,wikitext-103_LSTM_400_15-d0.2.pt,10.053751945495604
2,CATAMARAN-OBJ-Match,Constraint,Match,him,"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While driving him to school on Friday, the MASKTOKEN casually told Juan that he would pick up everyone early for a surprise.","While driving him to school on Friday, the MASKTOKEN casually told Juan that he would pick up everyone early for a surprise.","While driving him to school on Friday, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.686493873596191
2,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"While driving her daughter to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving her daughter to school on Friday, the MASKTOKEN casually told Hannah that he would pick up everyone early for a surprise.","While driving her daughter to school on Friday, the MASKTOKEN casually told Hannah that he would pick up everyone early for a surprise.","While driving her daughter to school on Friday, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.82775592803955
3,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"While baking her friends some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking her friends some cookies, the MASKTOKEN happily informed Kayla about all the positive new changes in his life.","While baking her friends some cookies, the MASKTOKEN happily informed Kayla about all the positive new changes in his life.","While baking her friends some cookies, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.905125617980957
3,CATAMARAN-GEN-Match,No Constraint,Match,his,"While baking his friends some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While baking his friends some cookies, the MASKTOKEN happily informed Luke about all the positive new changes in his life.","While baking his friends some cookies, the MASKTOKEN happily informed Luke about all the positive new changes in his life.","While baking his friends some cookies, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.54864501953125
3,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking her some cookies, the MASKTOKEN happily informed Kayla about all the positive new changes in his life.","While baking her some cookies, the MASKTOKEN happily informed Kayla about all the positive new changes in his life.","While baking her some cookies, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.804658889770508
3,CATAMARAN-OBJ-Match,Constraint,Match,him,"While baking him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While baking him some cookies, the MASKTOKEN happily informed Luke about all the positive new changes in his life.","While baking him some cookies, the MASKTOKEN happily informed Luke about all the positive new changes in his life.","While baking him some cookies, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.551651954650879
4,CATAMARAN-OBJ-Match,Constraint,Match,him,"After lifting him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After lifting him onto the bus, the MASKTOKEN carefully sat Derek down in one of the front-most seats.","After lifting him onto the bus, the MASKTOKEN carefully sat Derek down in one of the front-most seats.","After lifting him onto the bus, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.088201522827148
4,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"After lifting her neighbor onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting her neighbor onto the bus, the MASKTOKEN carefully sat Amber down in one of the front-most seats.","After lifting her neighbor onto the bus, the MASKTOKEN carefully sat Amber down in one of the front-most seats.","After lifting her neighbor onto the bus, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.136983871459961
4,CATAMARAN-GEN-Match,No Constraint,Match,his,"After lifting his neighbor onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After lifting his neighbor onto the bus, the MASKTOKEN carefully sat Derek down in one of the front-most seats.","After lifting his neighbor onto the bus, the MASKTOKEN carefully sat Derek down in one of the front-most seats.","After lifting his neighbor onto the bus, the",man,wikitext-103_LSTM_400_15-d0.2.pt,7.833974838256836
4,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"After lifting her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting her onto the bus, the MASKTOKEN carefully sat Amber down in one of the front-most seats.","After lifting her onto the bus, the MASKTOKEN carefully sat Amber down in one of the front-most seats.","After lifting her onto the bus, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.420674324035645
5,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"Before interrogating her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before interrogating her about the crime, the MASKTOKEN kindly offered Jasmine some food and a cigarette.","Before interrogating her about the crime, the MASKTOKEN kindly offered Jasmine some food and a cigarette.","Before interrogating her about the crime, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.52464485168457
5,CATAMARAN-OBJ-Match,Constraint,Match,him,"Before interrogating him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before interrogating him about the crime, the MASKTOKEN kindly offered Corey some food and a cigarette.","Before interrogating him about the crime, the MASKTOKEN kindly offered Corey some food and a cigarette.","Before interrogating him about the crime, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.195305824279785
5,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"Before interrogating her informant about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before interrogating her informant about the crime, the MASKTOKEN kindly offered Jasmine some food and a cigarette.","Before interrogating her informant about the crime, the MASKTOKEN kindly offered Jasmine some food and a cigarette.","Before interrogating her informant about the crime, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.17679500579834
5,CATAMARAN-GEN-Match,No Constraint,Match,his,"Before interrogating his informant about the crime, Daniel kindly offered Corey some food and a cigarette.","Before interrogating his informant about the crime, the MASKTOKEN kindly offered Corey some food and a cigarette.","Before interrogating his informant about the crime, the MASKTOKEN kindly offered Corey some food and a cigarette.","Before interrogating his informant about the crime, the",man,wikitext-103_LSTM_400_15-d0.2.pt,7.838158130645752
6,CATAMARAN-GEN-Match,No Constraint,Match,his,"After embarrassing his guests during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing his guests during the party, the MASKTOKEN promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing his guests during the party, the MASKTOKEN promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing his guests during the party, the",man,wikitext-103_LSTM_400_15-d0.2.pt,7.962357521057129
6,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"After embarrassing her during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her during the party, the MASKTOKEN promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her during the party, the MASKTOKEN promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her during the party, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.62603759765625
6,CATAMARAN-OBJ-Match,Constraint,Match,him,"After embarrassing him during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing him during the party, the MASKTOKEN promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing him during the party, the MASKTOKEN promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing him during the party, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.152877807617188
6,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"After embarrassing her guests during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her guests during the party, the MASKTOKEN promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her guests during the party, the MASKTOKEN promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her guests during the party, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.309266090393066
7,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"While helping her secretary shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her secretary shred the documents, the MASKTOKEN tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her secretary shred the documents, the MASKTOKEN tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her secretary shred the documents, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.74734878540039
7,CATAMARAN-GEN-Match,No Constraint,Match,his,"While helping his secretary shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping his secretary shred the documents, the MASKTOKEN tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping his secretary shred the documents, the MASKTOKEN tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping his secretary shred the documents, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.423099517822266
7,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"While helping her shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her shred the documents, the MASKTOKEN tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her shred the documents, the MASKTOKEN tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her shred the documents, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.534502983093262
7,CATAMARAN-OBJ-Match,Constraint,Match,him,"While helping him shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping him shred the documents, the MASKTOKEN tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping him shred the documents, the MASKTOKEN tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping him shred the documents, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.374262809753418
8,CATAMARAN-OBJ-Match,Constraint,Match,him,"While reading him a bedtime story, William gently gestured to Luis to turn off the lights.","While reading him a bedtime story, the MASKTOKEN gently gestured to Luis to turn off the lights.","While reading him a bedtime story, the MASKTOKEN gently gestured to Luis to turn off the lights.","While reading him a bedtime story, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.525128364562988
8,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"While reading her grand kids a bedtime story, William gently gestured to Olivia to turn off the lights.","While reading her grand kids a bedtime story, the MASKTOKEN gently gestured to Olivia to turn off the lights.","While reading her grand kids a bedtime story, the MASKTOKEN gently gestured to Olivia to turn off the lights.","While reading her grand kids a bedtime story, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.847633361816406
8,CATAMARAN-GEN-Match,No Constraint,Match,his,"While reading his grand kids a bedtime story, William gently gestured to Luis to turn off the lights.","While reading his grand kids a bedtime story, the MASKTOKEN gently gestured to Luis to turn off the lights.","While reading his grand kids a bedtime story, the MASKTOKEN gently gestured to Luis to turn off the lights.","While reading his grand kids a bedtime story, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.391926765441895
8,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"While reading her a bedtime story, William gently gestured to Olivia to turn off the lights.","While reading her a bedtime story, the MASKTOKEN gently gestured to Olivia to turn off the lights.","While reading her a bedtime story, the MASKTOKEN gently gestured to Olivia to turn off the lights.","While reading her a bedtime story, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.911986351013184
9,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"After cornering her next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering her next to the water cooler, the MASKTOKEN loudly insulted Annie much to everyone's horror.","After cornering her next to the water cooler, the MASKTOKEN loudly insulted Annie much to everyone's horror.","After cornering her next to the water cooler, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.616022109985352
9,CATAMARAN-OBJ-Match,Constraint,Match,him,"After cornering him next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After cornering him next to the water cooler, the MASKTOKEN loudly insulted Jorge much to everyone's horror.","After cornering him next to the water cooler, the MASKTOKEN loudly insulted Jorge much to everyone's horror.","After cornering him next to the water cooler, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.254842758178711
9,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"After cornering her intern next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering her intern next to the water cooler, the MASKTOKEN loudly insulted Annie much to everyone's horror.","After cornering her intern next to the water cooler, the MASKTOKEN loudly insulted Annie much to everyone's horror.","After cornering her intern next to the water cooler, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.265913009643555
