item,exp,contrast,top,middle,bottom,N1,N2,N3,N1_gender,N2_gender,N3_gender,mask_sents,auto_sents,target,sent,model,surp
9,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,actress,female hunter,brother,f,f,f,the actress told the female hunter that the brother would protect MASKTOKEN from getting hurt.,the actress told the female hunter that the brother would protect,him,the actress told the female hunter that the brother would protect MASKTOKEN from getting hurt.,wikitext-103_LSTM_400_18-d0.2.pt,4.651583671569824
9,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,actress,female hunter,sister,f,f,f,the actress told the female hunter that the sister would protect MASKTOKEN from getting hurt.,the actress told the female hunter that the sister would protect,him,the actress told the female hunter that the sister would protect MASKTOKEN from getting hurt.,wikitext-103_LSTM_400_18-d0.2.pt,5.265293598175049
10,1,Match_Match_Match,Match,Match,Match,nephew,emperor,son,m,m,m,the nephew told the emperor that the son would entertain MASKTOKEN after dinner tonight.,the nephew told the emperor that the son would entertain,him,the nephew told the emperor that the son would entertain MASKTOKEN after dinner tonight.,wikitext-103_LSTM_400_18-d0.2.pt,3.462554216384888
10,1,Match_Match_Mismatch,Match,Match,Mismatch,nephew,emperor,daughter,m,m,m,the nephew told the emperor that the daughter would entertain MASKTOKEN after dinner tonight.,the nephew told the emperor that the daughter would entertain,him,the nephew told the emperor that the daughter would entertain MASKTOKEN after dinner tonight.,wikitext-103_LSTM_400_18-d0.2.pt,3.873849630355835
10,1,Match_Mismatch_Match,Match,Mismatch,Match,nephew,queen,son,m,f,f,the nephew told the queen that the son would entertain MASKTOKEN after dinner tonight.,the nephew told the queen that the son would entertain,him,the nephew told the queen that the son would entertain MASKTOKEN after dinner tonight.,wikitext-103_LSTM_400_18-d0.2.pt,3.792884349822998
10,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,nephew,queen,daughter,m,f,f,the nephew told the queen that the daughter would entertain MASKTOKEN after dinner tonight.,the nephew told the queen that the daughter would entertain,him,the nephew told the queen that the daughter would entertain MASKTOKEN after dinner tonight.,wikitext-103_LSTM_400_18-d0.2.pt,3.983909845352173
10,1,Mismatch_Match_Match,Mismatch,Match,Match,niece,emperor,son,f,m,m,the niece told the emperor that the son would entertain MASKTOKEN after dinner tonight.,the niece told the emperor that the son would entertain,him,the niece told the emperor that the son would entertain MASKTOKEN after dinner tonight.,wikitext-103_LSTM_400_18-d0.2.pt,3.6851706504821777
10,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,niece,emperor,daughter,f,m,m,the niece told the emperor that the daughter would entertain MASKTOKEN after dinner tonight.,the niece told the emperor that the daughter would entertain,him,the niece told the emperor that the daughter would entertain MASKTOKEN after dinner tonight.,wikitext-103_LSTM_400_18-d0.2.pt,3.9109604358673096
10,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,niece,queen,son,f,f,f,the niece told the queen that the son would entertain MASKTOKEN after dinner tonight.,the niece told the queen that the son would entertain,him,the niece told the queen that the son would entertain MASKTOKEN after dinner tonight.,wikitext-103_LSTM_400_18-d0.2.pt,3.880751371383667
10,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,niece,queen,daughter,f,f,f,the niece told the queen that the daughter would entertain MASKTOKEN after dinner tonight.,the niece told the queen that the daughter would entertain,him,the niece told the queen that the daughter would entertain MASKTOKEN after dinner tonight.,wikitext-103_LSTM_400_18-d0.2.pt,4.073042392730713
11,1,Match_Match_Match,Match,Match,Match,uncle,lord,husband,m,m,m,the uncle told the lord that the husband would remind MASKTOKEN of the job that needed to be done.,the uncle told the lord that the husband would remind,him,the uncle told the lord that the husband would remind MASKTOKEN of the job that needed to be done.,wikitext-103_LSTM_400_18-d0.2.pt,1.7437574863433838
11,1,Match_Match_Mismatch,Match,Match,Mismatch,uncle,lord,wife,m,m,m,the uncle told the lord that the wife would remind MASKTOKEN of the job that needed to be done.,the uncle told the lord that the wife would remind,him,the uncle told the lord that the wife would remind MASKTOKEN of the job that needed to be done.,wikitext-103_LSTM_400_18-d0.2.pt,2.0164761543273926
11,1,Match_Mismatch_Match,Match,Mismatch,Match,uncle,lady,husband,m,f,f,the uncle told the lady that the husband would remind MASKTOKEN of the job that needed to be done.,the uncle told the lady that the husband would remind,him,the uncle told the lady that the husband would remind MASKTOKEN of the job that needed to be done.,wikitext-103_LSTM_400_18-d0.2.pt,2.133028268814087
11,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,uncle,lady,wife,m,f,f,the uncle told the lady that the wife would remind MASKTOKEN of the job that needed to be done.,the uncle told the lady that the wife would remind,him,the uncle told the lady that the wife would remind MASKTOKEN of the job that needed to be done.,wikitext-103_LSTM_400_18-d0.2.pt,2.189114570617676
11,1,Mismatch_Match_Match,Mismatch,Match,Match,aunt,lord,husband,f,m,m,the aunt told the lord that the husband would remind MASKTOKEN of the job that needed to be done.,the aunt told the lord that the husband would remind,him,the aunt told the lord that the husband would remind MASKTOKEN of the job that needed to be done.,wikitext-103_LSTM_400_18-d0.2.pt,2.2149746417999268
11,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,aunt,lord,wife,f,m,m,the aunt told the lord that the wife would remind MASKTOKEN of the job that needed to be done.,the aunt told the lord that the wife would remind,him,the aunt told the lord that the wife would remind MASKTOKEN of the job that needed to be done.,wikitext-103_LSTM_400_18-d0.2.pt,2.2483577728271484
11,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,aunt,lady,husband,f,f,f,the aunt told the lady that the husband would remind MASKTOKEN of the job that needed to be done.,the aunt told the lady that the husband would remind,him,the aunt told the lady that the husband would remind MASKTOKEN of the job that needed to be done.,wikitext-103_LSTM_400_18-d0.2.pt,2.4215099811553955
11,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,aunt,lady,wife,f,f,f,the aunt told the lady that the wife would remind MASKTOKEN of the job that needed to be done.,the aunt told the lady that the wife would remind,him,the aunt told the lady that the wife would remind MASKTOKEN of the job that needed to be done.,wikitext-103_LSTM_400_18-d0.2.pt,2.4302728176116943
12,1,Match_Match_Match,Match,Match,Match,father,bachelor,businessman,m,m,m,the father warned the bachelor that the businessman would blame MASKTOKEN for the high cost of tests.,the father warned the bachelor that the businessman would blame,him,the father warned the bachelor that the businessman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_18-d0.2.pt,3.2676045894622803
12,1,Match_Match_Mismatch,Match,Match,Mismatch,father,bachelor,business woman,m,m,m,the father warned the bachelor that the business woman would blame MASKTOKEN for the high cost of tests.,the father warned the bachelor that the business woman would blame,him,the father warned the bachelor that the business woman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_18-d0.2.pt,3.786484241485596
12,1,Match_Mismatch_Match,Match,Mismatch,Match,father,widow,businessman,m,f,f,the father warned the widow that the businessman would blame MASKTOKEN for the high cost of tests.,the father warned the widow that the businessman would blame,him,the father warned the widow that the businessman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_18-d0.2.pt,3.578054904937744
12,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,father,widow,business woman,m,f,f,the father warned the widow that the business woman would blame MASKTOKEN for the high cost of tests.,the father warned the widow that the business woman would blame,him,the father warned the widow that the business woman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_18-d0.2.pt,4.010759353637695
12,1,Mismatch_Match_Match,Mismatch,Match,Match,mother,bachelor,businessman,f,m,m,the mother warned the bachelor that the businessman would blame MASKTOKEN for the high cost of tests.,the mother warned the bachelor that the businessman would blame,him,the mother warned the bachelor that the businessman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_18-d0.2.pt,3.737849950790405
12,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,mother,bachelor,business woman,f,m,m,the mother warned the bachelor that the business woman would blame MASKTOKEN for the high cost of tests.,the mother warned the bachelor that the business woman would blame,him,the mother warned the bachelor that the business woman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_18-d0.2.pt,4.313399314880371
12,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,mother,widow,businessman,f,f,f,the mother warned the widow that the businessman would blame MASKTOKEN for the high cost of tests.,the mother warned the widow that the businessman would blame,him,the mother warned the widow that the businessman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_18-d0.2.pt,3.8620450496673584
12,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,mother,widow,business woman,f,f,f,the mother warned the widow that the business woman would blame MASKTOKEN for the high cost of tests.,the mother warned the widow that the business woman would blame,him,the mother warned the widow that the business woman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_18-d0.2.pt,4.430824279785156
13,1,Match_Match_Match,Match,Match,Match,groom,wizard,boyfriend,m,m,m,the groom convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,the groom convinced the wizard that the boyfriend should give,him,the groom convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_18-d0.2.pt,3.107917308807373
13,1,Match_Match_Mismatch,Match,Match,Mismatch,groom,wizard,girlfriend,m,m,m,the groom convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,the groom convinced the wizard that the girlfriend should give,him,the groom convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_18-d0.2.pt,3.4533884525299072
13,1,Match_Mismatch_Match,Match,Mismatch,Match,groom,witch,boyfriend,m,f,f,the groom convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,the groom convinced the witch that the boyfriend should give,him,the groom convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_18-d0.2.pt,3.023627281188965
13,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,groom,witch,girlfriend,m,f,f,the groom convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,the groom convinced the witch that the girlfriend should give,him,the groom convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_18-d0.2.pt,3.395477533340454
13,1,Mismatch_Match_Match,Mismatch,Match,Match,bride,wizard,boyfriend,f,m,m,the bride convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,the bride convinced the wizard that the boyfriend should give,him,the bride convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_18-d0.2.pt,3.312284231185913
13,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,bride,wizard,girlfriend,f,m,m,the bride convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,the bride convinced the wizard that the girlfriend should give,him,the bride convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_18-d0.2.pt,3.608896255493164
13,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,bride,witch,boyfriend,f,f,f,the bride convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,the bride convinced the witch that the boyfriend should give,him,the bride convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_18-d0.2.pt,3.237398624420166
13,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,bride,witch,girlfriend,f,f,f,the bride convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,the bride convinced the witch that the girlfriend should give,him,the bride convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_18-d0.2.pt,3.555154800415039
14,1,Match_Match_Match,Match,Match,Match,priest,sorcerer,congressman,m,m,m,the priest told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,the priest told the sorcerer that the congressman would probably not protect,him,the priest told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_18-d0.2.pt,3.636420726776123
14,1,Match_Match_Mismatch,Match,Match,Mismatch,priest,sorcerer,congress woman,m,m,m,the priest told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,the priest told the sorcerer that the congress woman would probably not protect,him,the priest told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_18-d0.2.pt,4.631014823913574
14,1,Match_Mismatch_Match,Match,Mismatch,Match,priest,witch,congressman,m,f,f,the priest told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,the priest told the witch that the congressman would probably not protect,him,the priest told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_18-d0.2.pt,3.698753118515015
14,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,priest,witch,congress woman,m,f,f,the priest told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,the priest told the witch that the congress woman would probably not protect,him,the priest told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_18-d0.2.pt,4.801382064819336
14,1,Mismatch_Match_Match,Mismatch,Match,Match,nun,sorcerer,congressman,f,m,m,the nun told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,the nun told the sorcerer that the congressman would probably not protect,him,the nun told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_18-d0.2.pt,3.681638479232788
14,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,nun,sorcerer,congress woman,f,m,m,the nun told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,the nun told the sorcerer that the congress woman would probably not protect,him,the nun told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_18-d0.2.pt,4.636470794677734
14,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,nun,witch,congressman,f,f,f,the nun told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,the nun told the witch that the congressman would probably not protect,him,the nun told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_18-d0.2.pt,3.738481998443604
14,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,nun,witch,congress woman,f,f,f,the nun told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,the nun told the witch that the congress woman would probably not protect,him,the nun told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_18-d0.2.pt,4.730905532836914
15,1,Match_Match_Match,Match,Match,Match,driver,chairman,council man,m,m,m,the driver told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,the driver told the chairman that the council man would introduce,him,the driver told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_18-d0.2.pt,5.534954071044922
15,1,Match_Match_Mismatch,Match,Match,Mismatch,driver,chairman,council woman,m,m,m,the driver told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the driver told the chairman that the council woman would introduce,him,the driver told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_18-d0.2.pt,6.146770000457764
15,1,Match_Mismatch_Match,Match,Mismatch,Match,driver,chair woman,council man,m,f,f,the driver told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,the driver told the chair woman that the council man would introduce,him,the driver told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_18-d0.2.pt,5.286072254180908
15,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,driver,chair woman,council woman,m,f,f,the driver told the chair woman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the driver told the chair woman that the council woman would introduce,him,the driver told the chair woman that the council woman would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_18-d0.2.pt,5.732125282287598
15,1,Mismatch_Match_Match,Mismatch,Match,Match,maid,chairman,council man,f,m,m,the maid told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,the maid told the chairman that the council man would introduce,him,the maid told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_18-d0.2.pt,5.647297382354736
15,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,maid,chairman,council woman,f,m,m,the maid told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the maid told the chairman that the council woman would introduce,him,the maid told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_18-d0.2.pt,6.17072868347168
15,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,maid,chair woman,council man,f,f,f,the maid told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,the maid told the chair woman that the council man would introduce,him,the maid told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_18-d0.2.pt,5.3306498527526855
15,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,maid,chair woman,council woman,f,f,f,the maid told the chair woman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the maid told the chair woman that the council woman would introduce,him,the maid told the chair woman that the council woman would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_18-d0.2.pt,5.688973426818848
16,1,Match_Match_Match,Match,Match,Match,professor,boy,granddaughter,m,m,m,the professor warned the boy that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,the professor warned the boy that the granddaughter would be angry with,him,the professor warned the boy that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_18-d0.2.pt,5.230862617492676
16,1,Match_Match_Mismatch,Match,Match,Mismatch,professor,boy,grandson,m,m,m,the professor warned the boy that the grandson would be angry with MASKTOKEN for forgetting about the show.,the professor warned the boy that the grandson would be angry with,him,the professor warned the boy that the grandson would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_18-d0.2.pt,4.901795864105225
16,1,Match_Mismatch_Match,Match,Mismatch,Match,professor,girl,granddaughter,m,f,f,the professor warned the girl that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,the professor warned the girl that the granddaughter would be angry with,him,the professor warned the girl that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_18-d0.2.pt,5.2664642333984375
16,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,professor,girl,grandson,m,f,f,the professor warned the girl that the grandson would be angry with MASKTOKEN for forgetting about the show.,the professor warned the girl that the grandson would be angry with,him,the professor warned the girl that the grandson would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_18-d0.2.pt,5.011711120605469
16,1,Mismatch_Match_Match,Mismatch,Match,Match,secretary,boy,granddaughter,f,m,m,the secretary warned the boy that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,the secretary warned the boy that the granddaughter would be angry with,him,the secretary warned the boy that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_18-d0.2.pt,5.325720310211182
16,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,secretary,boy,grandson,f,m,m,the secretary warned the boy that the grandson would be angry with MASKTOKEN for forgetting about the show.,the secretary warned the boy that the grandson would be angry with,him,the secretary warned the boy that the grandson would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_18-d0.2.pt,5.005255699157715
16,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,secretary,girl,granddaughter,f,f,f,the secretary warned the girl that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,the secretary warned the girl that the granddaughter would be angry with,him,the secretary warned the girl that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_18-d0.2.pt,5.342663288116455
16,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,secretary,girl,grandson,f,f,f,the secretary warned the girl that the grandson would be angry with MASKTOKEN for forgetting about the show.,the secretary warned the girl that the grandson would be angry with,him,the secretary warned the girl that the grandson would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_18-d0.2.pt,5.120100975036621
17,1,Match_Match_Match,Match,Match,Match,brother,boy,wizard,m,m,m,the brother told the boy that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the brother told the boy that the wizard might treat,him,the brother told the boy that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_18-d0.2.pt,3.415238380432129
17,1,Match_Match_Mismatch,Match,Match,Mismatch,brother,boy,witch,m,m,m,the brother told the boy that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the brother told the boy that the witch might treat,him,the brother told the boy that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_18-d0.2.pt,3.754672288894653
17,1,Match_Mismatch_Match,Match,Mismatch,Match,brother,girl,wizard,m,f,f,the brother told the girl that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the brother told the girl that the wizard might treat,him,the brother told the girl that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_18-d0.2.pt,3.6341495513916016
17,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,brother,girl,witch,m,f,f,the brother told the girl that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the brother told the girl that the witch might treat,him,the brother told the girl that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_18-d0.2.pt,3.9892807006835938
17,1,Mismatch_Match_Match,Mismatch,Match,Match,sister,boy,wizard,f,m,m,the sister told the boy that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the sister told the boy that the wizard might treat,him,the sister told the boy that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_18-d0.2.pt,3.950066566467285
17,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,sister,boy,witch,f,m,m,the sister told the boy that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the sister told the boy that the witch might treat,him,the sister told the boy that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_18-d0.2.pt,4.318389892578125
17,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,sister,girl,wizard,f,f,f,the sister told the girl that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the sister told the girl that the wizard might treat,him,the sister told the girl that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_18-d0.2.pt,4.114026546478272
17,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,sister,girl,witch,f,f,f,the sister told the girl that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the sister told the girl that the witch might treat,him,the sister told the girl that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_18-d0.2.pt,4.468724250793457
18,1,Match_Match_Match,Match,Match,Match,son,man,lord,m,m,m,the son told the man that the lord would introduce MASKTOKEN to the band leader.,the son told the man that the lord would introduce,him,the son told the man that the lord would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_18-d0.2.pt,4.538969039916992
18,1,Match_Match_Mismatch,Match,Match,Mismatch,son,man,lady,m,m,m,the son told the man that the lady would introduce MASKTOKEN to the band leader.,the son told the man that the lady would introduce,him,the son told the man that the lady would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_18-d0.2.pt,4.983119487762451
18,1,Match_Mismatch_Match,Match,Mismatch,Match,son,woman,lord,m,f,f,the son told the woman that the lord would introduce MASKTOKEN to the band leader.,the son told the woman that the lord would introduce,him,the son told the woman that the lord would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_18-d0.2.pt,4.8324055671691895
18,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,son,woman,lady,m,f,f,the son told the woman that the lady would introduce MASKTOKEN to the band leader.,the son told the woman that the lady would introduce,him,the son told the woman that the lady would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_18-d0.2.pt,5.270740509033203
18,1,Mismatch_Match_Match,Mismatch,Match,Match,daughter,man,lord,f,m,m,the daughter told the man that the lord would introduce MASKTOKEN to the band leader.,the daughter told the man that the lord would introduce,him,the daughter told the man that the lord would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_18-d0.2.pt,4.922314167022705
18,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,daughter,man,lady,f,m,m,the daughter told the man that the lady would introduce MASKTOKEN to the band leader.,the daughter told the man that the lady would introduce,him,the daughter told the man that the lady would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_18-d0.2.pt,5.296361923217773
18,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,daughter,woman,lord,f,f,f,the daughter told the woman that the lord would introduce MASKTOKEN to the band leader.,the daughter told the woman that the lord would introduce,him,the daughter told the woman that the lord would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_18-d0.2.pt,5.15899658203125
18,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,daughter,woman,lady,f,f,f,the daughter told the woman that the lady would introduce MASKTOKEN to the band leader.,the daughter told the woman that the lady would introduce,him,the daughter told the woman that the lady would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_18-d0.2.pt,5.499213695526123
19,1,Match_Match_Match,Match,Match,Match,husband,doctor,god,m,m,m,the husband told the doctor that the god would get MASKTOKEN some lunch after the event.,the husband told the doctor that the god would get,him,the husband told the doctor that the god would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_18-d0.2.pt,6.223970890045166
19,1,Match_Match_Mismatch,Match,Match,Mismatch,husband,doctor,goddess,m,m,m,the husband told the doctor that the goddess would get MASKTOKEN some lunch after the event.,the husband told the doctor that the goddess would get,him,the husband told the doctor that the goddess would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_18-d0.2.pt,6.170840740203857
19,1,Match_Mismatch_Match,Match,Mismatch,Match,husband,nurse,god,m,f,f,the husband told the nurse that the god would get MASKTOKEN some lunch after the event.,the husband told the nurse that the god would get,him,the husband told the nurse that the god would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_18-d0.2.pt,6.611595153808594
19,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,husband,nurse,goddess,m,f,f,the husband told the nurse that the goddess would get MASKTOKEN some lunch after the event.,the husband told the nurse that the goddess would get,him,the husband told the nurse that the goddess would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_18-d0.2.pt,6.519082546234131
19,1,Mismatch_Match_Match,Mismatch,Match,Match,wife,doctor,god,f,m,m,the wife told the doctor that the god would get MASKTOKEN some lunch after the event.,the wife told the doctor that the god would get,him,the wife told the doctor that the god would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_18-d0.2.pt,6.225386619567871
19,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,wife,doctor,goddess,f,m,m,the wife told the doctor that the goddess would get MASKTOKEN some lunch after the event.,the wife told the doctor that the goddess would get,him,the wife told the doctor that the goddess would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_18-d0.2.pt,6.165383815765381
19,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,wife,nurse,god,f,f,f,the wife told the nurse that the god would get MASKTOKEN some lunch after the event.,the wife told the nurse that the god would get,him,the wife told the nurse that the god would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_18-d0.2.pt,6.674798011779785
19,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,wife,nurse,goddess,f,f,f,the wife told the nurse that the goddess would get MASKTOKEN some lunch after the event.,the wife told the nurse that the goddess would get,him,the wife told the nurse that the goddess would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_18-d0.2.pt,6.573650360107422
