item,exp,cond,contrast,matrix,embedded,pronoun,N1,N2,N1_gender,N2_gender,mask_sents,auto_sents,target,sent,/data/gpt2-xl_surp,/data/transfo-xl-wt103_surp
27,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,assistant,m,f,the man claimed that the assistant had undermined MASKTOKEN coworkers constantly in an attempt to climb the corporate ladder.,the man claimed that the assistant had undermined,his,the man claimed that the assistant had undermined,1.1226602792739868,4.1757121086120605
27,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,manager,f,m,the woman claimed that the manager had undermined MASKTOKEN coworkers constantly in an attempt to climb the corporate ladder.,the woman claimed that the manager had undermined,his,the woman claimed that the manager had undermined,6.719919204711914,3.9960079193115234
27,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,assistant,f,f,the woman claimed that the assistant had undermined MASKTOKEN coworkers constantly in an attempt to climb the corporate ladder.,the woman claimed that the assistant had undermined,his,the woman claimed that the assistant had undermined,6.603780269622803,4.79568338394165
28,1,Common Nouns,Match_Match,Match,Match,him,man,programmer,m,m,the man announced that the programmer had embarrassed MASKTOKEN deeply by failing to notice the glitch ahead of time.,the man announced that the programmer had embarrassed,him,the man announced that the programmer had embarrassed,0.8613123893737793,3.733539342880249
28,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,secretary,m,f,the man announced that the secretary had embarrassed MASKTOKEN deeply by failing to notice the glitch ahead of time.,the man announced that the secretary had embarrassed,him,the man announced that the secretary had embarrassed,1.1699888706207275,3.3119516372680664
28,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,programmer,f,m,the woman announced that the programmer had embarrassed MASKTOKEN deeply by failing to notice the glitch ahead of time.,the woman announced that the programmer had embarrassed,him,the woman announced that the programmer had embarrassed,5.548116207122803,4.361123561859131
28,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,secretary,f,f,the woman announced that the secretary had embarrassed MASKTOKEN deeply by failing to notice the glitch ahead of time.,the woman announced that the secretary had embarrassed,him,the woman announced that the secretary had embarrassed,4.682329177856445,4.421024322509766
28,1,Common Nouns,Match_Match,Match,Match,his,man,programmer,m,m,the man announced that the programmer had embarrassed MASKTOKEN colleagues deeply by failing to notice the glitch ahead of time.,the man announced that the programmer had embarrassed,his,the man announced that the programmer had embarrassed,5.122128963470459,4.486575603485107
28,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,secretary,m,f,the man announced that the secretary had embarrassed MASKTOKEN colleagues deeply by failing to notice the glitch ahead of time.,the man announced that the secretary had embarrassed,his,the man announced that the secretary had embarrassed,5.151315689086914,5.312594413757324
28,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,programmer,f,m,the woman announced that the programmer had embarrassed MASKTOKEN colleagues deeply by failing to notice the glitch ahead of time.,the woman announced that the programmer had embarrassed,his,the woman announced that the programmer had embarrassed,6.584399700164795,4.973456382751465
28,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,secretary,f,f,the woman announced that the secretary had embarrassed MASKTOKEN colleagues deeply by failing to notice the glitch ahead of time.,the woman announced that the secretary had embarrassed,his,the woman announced that the secretary had embarrassed,7.701331615447998,5.9735894203186035
29,1,Common Nouns,Match_Match,Match,Match,him,man,personal trainer,m,m,the man claimed that the personal trainer had pushed MASKTOKEN reasonably hard during the intense training sessions.,the man claimed that the personal trainer had pushed,him,the man claimed that the personal trainer had pushed,0.6410085558891296,3.571760416030884
29,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,massage therapist,m,f,the man claimed that the massage therapist had pushed MASKTOKEN reasonably hard during the intense training sessions.,the man claimed that the massage therapist had pushed,him,the man claimed that the massage therapist had pushed,1.264904260635376,3.3799684047698975
29,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,personal trainer,f,m,the woman claimed that the personal trainer had pushed MASKTOKEN reasonably hard during the intense training sessions.,the woman claimed that the personal trainer had pushed,him,the woman claimed that the personal trainer had pushed,6.096279144287109,4.499840259552002
29,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,massage therapist,f,f,the woman claimed that the massage therapist had pushed MASKTOKEN reasonably hard during the intense training sessions.,the woman claimed that the massage therapist had pushed,him,the woman claimed that the massage therapist had pushed,6.4151611328125,4.823703765869141
29,1,Common Nouns,Match_Match,Match,Match,his,man,personal trainer,m,m,the man claimed that the personal trainer had pushed MASKTOKEN body reasonably hard during the intense training sessions.,the man claimed that the personal trainer had pushed,his,the man claimed that the personal trainer had pushed,3.334629774093628,5.030125141143799
29,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,massage therapist,m,f,the man claimed that the massage therapist had pushed MASKTOKEN body reasonably hard during the intense training sessions.,the man claimed that the massage therapist had pushed,his,the man claimed that the massage therapist had pushed,2.634598731994629,5.111778736114502
29,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,personal trainer,f,m,the woman claimed that the personal trainer had pushed MASKTOKEN body reasonably hard during the intense training sessions.,the woman claimed that the personal trainer had pushed,his,the woman claimed that the personal trainer had pushed,3.820327043533325,5.14868688583374
29,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,massage therapist,f,f,the woman claimed that the massage therapist had pushed MASKTOKEN body reasonably hard during the intense training sessions.,the woman claimed that the massage therapist had pushed,his,the woman claimed that the massage therapist had pushed,2.797030210494995,5.539008140563965
30,1,Common Nouns,Match_Match,Match,Match,him,man,drummer,m,m,the man emphasized that the drummer should observe MASKTOKEN carefully during rehearsals to keep a more consistent rhythm.,the man emphasized that the drummer should observe,him,the man emphasized that the drummer should observe,10.536056518554688,6.658156871795654
30,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,violin player,m,f,the man emphasized that the violin player should observe MASKTOKEN carefully during rehearsals to keep a more consistent rhythm.,the man emphasized that the violin player should observe,him,the man emphasized that the violin player should observe,8.667980194091797,7.377407073974609
30,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,drummer,f,m,the woman emphasized that the drummer should observe MASKTOKEN carefully during rehearsals to keep a more consistent rhythm.,the woman emphasized that the drummer should observe,him,the woman emphasized that the drummer should observe,11.038530349731445,8.24846363067627
30,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,violin player,f,f,the woman emphasized that the violin player should observe MASKTOKEN carefully during rehearsals to keep a more consistent rhythm.,the woman emphasized that the violin player should observe,him,the woman emphasized that the violin player should observe,9.046238899230957,8.760190963745117
30,1,Common Nouns,Match_Match,Match,Match,his,man,drummer,m,m,the man emphasized that the drummer should observe MASKTOKEN instrument carefully during rehearsals to keep a more consistent rhythm.,the man emphasized that the drummer should observe,his,the man emphasized that the drummer should observe,4.914102077484131,5.130243301391602
30,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,violin player,m,f,the man emphasized that the violin player should observe MASKTOKEN instrument carefully during rehearsals to keep a more consistent rhythm.,the man emphasized that the violin player should observe,his,the man emphasized that the violin player should observe,4.663193225860596,4.835826873779297
30,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,drummer,f,m,the woman emphasized that the drummer should observe MASKTOKEN instrument carefully during rehearsals to keep a more consistent rhythm.,the woman emphasized that the drummer should observe,his,the woman emphasized that the drummer should observe,5.230758190155029,5.140692710876465
30,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,violin player,f,f,the woman emphasized that the violin player should observe MASKTOKEN instrument carefully during rehearsals to keep a more consistent rhythm.,the woman emphasized that the violin player should observe,his,the woman emphasized that the violin player should observe,5.82024621963501,5.080122470855713
31,1,Common Nouns,Match_Match,Match,Match,him,man,store owner,m,m,the man thought that the store owner should thank MASKTOKEN openly for helping to make the necessary changes and cutbacks.,the man thought that the store owner should thank,him,the man thought that the store owner should thank,0.9653070569038391,2.250666856765747
31,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,boutique owner,m,f,the man thought that the boutique owner should thank MASKTOKEN openly for helping to make the necessary changes and cutbacks.,the man thought that the boutique owner should thank,him,the man thought that the boutique owner should thank,1.2591700553894043,2.4765071868896484
31,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,store owner,f,m,the woman thought that the store owner should thank MASKTOKEN openly for helping to make the necessary changes and cutbacks.,the woman thought that the store owner should thank,him,the woman thought that the store owner should thank,2.8134255409240723,3.5740134716033936
31,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,boutique owner,f,f,the woman thought that the boutique owner should thank MASKTOKEN openly for helping to make the necessary changes and cutbacks.,the woman thought that the boutique owner should thank,him,the woman thought that the boutique owner should thank,2.624579668045044,4.121509552001953
31,1,Common Nouns,Match_Match,Match,Match,his,man,store owner,m,m,the man thought that the store owner should thank MASKTOKEN boss openly for helping to make the necessary changes and cutbacks.,the man thought that the store owner should thank,his,the man thought that the store owner should thank,4.971364974975586,5.4678802490234375
31,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,boutique owner,m,f,the man thought that the boutique owner should thank MASKTOKEN boss openly for helping to make the necessary changes and cutbacks.,the man thought that the boutique owner should thank,his,the man thought that the boutique owner should thank,4.700291156768799,5.542060852050781
31,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,store owner,f,m,the woman thought that the store owner should thank MASKTOKEN boss openly for helping to make the necessary changes and cutbacks.,the woman thought that the store owner should thank,his,the woman thought that the store owner should thank,6.2757182121276855,6.048477649688721
31,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,boutique owner,f,f,the woman thought that the boutique owner should thank MASKTOKEN boss openly for helping to make the necessary changes and cutbacks.,the woman thought that the boutique owner should thank,his,the woman thought that the boutique owner should thank,6.401403427124023,6.282505035400391
32,1,Common Nouns,Match_Match,Match,Match,him,man,priest,m,m,the man suspected that the priest would doubt MASKTOKEN privately while defending the church publicly.,the man suspected that the priest would doubt,him,the man suspected that the priest would doubt,3.453615188598633,6.85247802734375
32,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,nun,m,f,the man suspected that the nun would doubt MASKTOKEN privately while defending the church publicly.,the man suspected that the nun would doubt,him,the man suspected that the nun would doubt,3.611715316772461,7.317636013031006
32,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,priest,f,m,the woman suspected that the priest would doubt MASKTOKEN privately while defending the church publicly.,the woman suspected that the priest would doubt,him,the woman suspected that the priest would doubt,8.051466941833496,7.864530086517334
32,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,nun,f,f,the woman suspected that the nun would doubt MASKTOKEN privately while defending the church publicly.,the woman suspected that the nun would doubt,him,the woman suspected that the nun would doubt,5.250849723815918,8.451675415039062
32,1,Common Nouns,Match_Match,Match,Match,his,man,priest,m,m,the man suspected that the priest would doubt MASKTOKEN beliefs privately while defending the church publicly.,the man suspected that the priest would doubt,his,the man suspected that the priest would doubt,1.8389031887054443,3.995453357696533
32,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,nun,m,f,the man suspected that the nun would doubt MASKTOKEN beliefs privately while defending the church publicly.,the man suspected that the nun would doubt,his,the man suspected that the nun would doubt,1.851563811302185,4.478161811828613
32,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,priest,f,m,the woman suspected that the priest would doubt MASKTOKEN beliefs privately while defending the church publicly.,the woman suspected that the priest would doubt,his,the woman suspected that the priest would doubt,4.132413387298584,4.390326023101807
32,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,nun,f,f,the woman suspected that the nun would doubt MASKTOKEN beliefs privately while defending the church publicly.,the woman suspected that the nun would doubt,his,the woman suspected that the nun would doubt,4.026803016662598,4.9502272605896
33,1,Common Nouns,Match_Match,Match,Match,him,man,soldier,m,m,the man hoped that the soldier could trust MASKTOKEN completely for survival in the ever worsening situation.,the man hoped that the soldier could trust,him,the man hoped that the soldier could trust,0.7689681053161621,1.6378482580184937
33,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,nurse,m,f,the man hoped that the nurse could trust MASKTOKEN completely for survival in the ever worsening situation.,the man hoped that the nurse could trust,him,the man hoped that the nurse could trust,1.0215898752212524,1.7245535850524902
33,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,soldier,f,m,the woman hoped that the soldier could trust MASKTOKEN completely for survival in the ever worsening situation.,the woman hoped that the soldier could trust,him,the woman hoped that the soldier could trust,4.759500980377197,3.2408103942871094
33,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,nurse,f,f,the woman hoped that the nurse could trust MASKTOKEN completely for survival in the ever worsening situation.,the woman hoped that the nurse could trust,him,the woman hoped that the nurse could trust,3.720517158508301,2.8326151371002197
33,1,Common Nouns,Match_Match,Match,Match,his,man,soldier,m,m,the man hoped that the soldier could trust MASKTOKEN process completely for survival in the ever worsening situation.,the man hoped that the soldier could trust,his,the man hoped that the soldier could trust,3.5239899158477783,4.2702226638793945
33,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,nurse,m,f,the man hoped that the nurse could trust MASKTOKEN process completely for survival in the ever worsening situation.,the man hoped that the nurse could trust,his,the man hoped that the nurse could trust,3.6538119316101074,5.238541603088379
33,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,soldier,f,m,the woman hoped that the soldier could trust MASKTOKEN process completely for survival in the ever worsening situation.,the woman hoped that the soldier could trust,his,the woman hoped that the soldier could trust,5.218869686126709,4.517329216003418
33,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,nurse,f,f,the woman hoped that the nurse could trust MASKTOKEN process completely for survival in the ever worsening situation.,the woman hoped that the nurse could trust,his,the woman hoped that the nurse could trust,6.367059707641602,6.018631935119629
34,1,Common Nouns,Match_Match,Match,Match,him,man,union worker,m,m,the man knew that the union worker would defend MASKTOKEN fully in the face of political and social pressures.,the man knew that the union worker would defend,him,the man knew that the union worker would defend,1.975223422050476,6.405409812927246
34,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,feminist,m,f,the man knew that the feminist would defend MASKTOKEN fully in the face of political and social pressures.,the man knew that the feminist would defend,him,the man knew that the feminist would defend,1.730463981628418,6.516979694366455
34,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,union worker,f,m,the woman knew that the union worker would defend MASKTOKEN fully in the face of political and social pressures.,the woman knew that the union worker would defend,him,the woman knew that the union worker would defend,5.218686103820801,7.029548645019531
34,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,feminist,f,f,the woman knew that the feminist would defend MASKTOKEN fully in the face of political and social pressures.,the woman knew that the feminist would defend,him,the woman knew that the feminist would defend,5.2169976234436035,7.872011661529541
34,1,Common Nouns,Match_Match,Match,Match,his,man,union worker,m,m,the man knew that the union worker would defend MASKTOKEN strategy fully in the face of political and social pressures.,the man knew that the union worker would defend,his,the man knew that the union worker would defend,2.4480698108673096,5.260149002075195
34,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,feminist,m,f,the man knew that the feminist would defend MASKTOKEN strategy fully in the face of political and social pressures.,the man knew that the feminist would defend,his,the man knew that the feminist would defend,3.5587730407714844,5.427118301391602
34,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,union worker,f,m,the woman knew that the union worker would defend MASKTOKEN strategy fully in the face of political and social pressures.,the woman knew that the union worker would defend,his,the woman knew that the union worker would defend,4.259533405303955,5.822962284088135
34,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,feminist,f,f,the woman knew that the feminist would defend MASKTOKEN strategy fully in the face of political and social pressures.,the woman knew that the feminist would defend,his,the woman knew that the feminist would defend,7.335708141326904,5.972068786621094
35,1,Common Nouns,Match_Match,Match,Match,him,man,congressman,m,m,the man lamented that the congressman had humiliated MASKTOKEN intentionally at the international summit last year.,the man lamented that the congressman had humiliated,him,the man lamented that the congressman had humiliated,0.6669219732284546,4.647414684295654
35,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,event planner,m,f,the man lamented that the event planner had humiliated MASKTOKEN intentionally at the international summit last year.,the man lamented that the event planner had humiliated,him,the man lamented that the event planner had humiliated,0.36890801787376404,4.2404961585998535
35,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,congressman,f,m,the woman lamented that the congressman had humiliated MASKTOKEN intentionally at the international summit last year.,the woman lamented that the congressman had humiliated,him,the woman lamented that the congressman had humiliated,7.148504734039307,5.61614990234375
35,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,event planner,f,f,the woman lamented that the event planner had humiliated MASKTOKEN intentionally at the international summit last year.,the woman lamented that the event planner had humiliated,him,the woman lamented that the event planner had humiliated,6.863667011260986,4.947240352630615
35,1,Common Nouns,Match_Match,Match,Match,his,man,congressman,m,m,the man lamented that the congressman had humiliated MASKTOKEN ideas intentionally at the international summit last year.,the man lamented that the congressman had humiliated,his,the man lamented that the congressman had humiliated,3.9473752975463867,4.069236755371094
35,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,event planner,m,f,the man lamented that the event planner had humiliated MASKTOKEN ideas intentionally at the international summit last year.,the man lamented that the event planner had humiliated,his,the man lamented that the event planner had humiliated,4.8202714920043945,4.018915176391602
35,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,congressman,f,m,the woman lamented that the congressman had humiliated MASKTOKEN ideas intentionally at the international summit last year.,the woman lamented that the congressman had humiliated,his,the woman lamented that the congressman had humiliated,6.088186264038086,4.6386332511901855
35,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,event planner,f,f,the woman lamented that the event planner had humiliated MASKTOKEN ideas intentionally at the international summit last year.,the woman lamented that the event planner had humiliated,his,the woman lamented that the event planner had humiliated,9.963865280151367,4.1502509117126465
36,1,Common Nouns,Match_Match,Match,Match,him,man,consultant,m,m,the man said that the consultant had prepared MASKTOKEN sufficiently to make a statement at the press meeting.,the man said that the consultant had prepared,him,the man said that the consultant had prepared,4.070854663848877,7.537720203399658
36,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,assistant,m,f,the man said that the assistant had prepared MASKTOKEN sufficiently to make a statement at the press meeting.,the man said that the assistant had prepared,him,the man said that the assistant had prepared,3.5892131328582764,5.969633102416992
36,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,consultant,f,m,the woman said that the consultant had prepared MASKTOKEN sufficiently to make a statement at the press meeting.,the woman said that the consultant had prepared,him,the woman said that the consultant had prepared,7.369446754455566,8.555147171020508
36,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,assistant,f,f,the woman said that the assistant had prepared MASKTOKEN sufficiently to make a statement at the press meeting.,the woman said that the assistant had prepared,him,the woman said that the assistant had prepared,6.3407979011535645,7.551865577697754
36,1,Common Nouns,Match_Match,Match,Match,his,man,consultant,m,m,the man said that the consultant had prepared MASKTOKEN notes sufficiently to make a statement at the press meeting.,the man said that the consultant had prepared,his,the man said that the consultant had prepared,5.259747505187988,4.797440528869629
36,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,assistant,m,f,the man said that the assistant had prepared MASKTOKEN notes sufficiently to make a statement at the press meeting.,the man said that the assistant had prepared,his,the man said that the assistant had prepared,4.818550109863281,5.252285480499268
36,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,consultant,f,m,the woman said that the consultant had prepared MASKTOKEN notes sufficiently to make a statement at the press meeting.,the woman said that the consultant had prepared,his,the woman said that the consultant had prepared,7.799332141876221,5.927663326263428
36,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,assistant,f,f,the woman said that the assistant had prepared MASKTOKEN notes sufficiently to make a statement at the press meeting.,the woman said that the assistant had prepared,his,the woman said that the assistant had prepared,7.135521411895752,6.511953830718994
37,1,Common Nouns,Match_Match,Match,Match,him,man,physics major,m,m,the man recalled that the physics major would challenge MASKTOKEN constantly with difficult questions and criticisms in every class.,the man recalled that the physics major would challenge,him,the man recalled that the physics major would challenge,0.6968188881874084,3.3967082500457764
37,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,nutrition major,m,f,the man recalled that the nutrition major would challenge MASKTOKEN constantly with difficult questions and criticisms in every class.,the man recalled that the nutrition major would challenge,him,the man recalled that the nutrition major would challenge,0.9199956655502319,4.44424295425415
37,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,physics major,f,m,the woman recalled that the physics major would challenge MASKTOKEN constantly with difficult questions and criticisms in every class.,the woman recalled that the physics major would challenge,him,the woman recalled that the physics major would challenge,5.905703067779541,4.785893440246582
37,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,nutrition major,f,f,the woman recalled that the nutrition major would challenge MASKTOKEN constantly with difficult questions and criticisms in every class.,the woman recalled that the nutrition major would challenge,him,the woman recalled that the nutrition major would challenge,4.251698017120361,6.382906436920166
37,1,Common Nouns,Match_Match,Match,Match,his,man,physics major,m,m,the man recalled that the physics major would challenge MASKTOKEN students constantly with difficult questions and criticisms in every class.,the man recalled that the physics major would challenge,his,the man recalled that the physics major would challenge,3.50179123878479,5.909448146820068
37,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,nutrition major,m,f,the man recalled that the nutrition major would challenge MASKTOKEN students constantly with difficult questions and criticisms in every class.,the man recalled that the nutrition major would challenge,his,the man recalled that the nutrition major would challenge,4.079473972320557,5.815322399139404
37,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,physics major,f,m,the woman recalled that the physics major would challenge MASKTOKEN students constantly with difficult questions and criticisms in every class.,the woman recalled that the physics major would challenge,his,the woman recalled that the physics major would challenge,6.092796802520752,6.331206798553467
37,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,nutrition major,f,f,the woman recalled that the nutrition major would challenge MASKTOKEN students constantly with difficult questions and criticisms in every class.,the woman recalled that the nutrition major would challenge,his,the woman recalled that the nutrition major would challenge,7.031155109405518,6.195618629455566
38,1,Common Nouns,Match_Match,Match,Match,him,man,boss,m,m,the man feared that the boss would betray MASKTOKEN eagerly during the interrogation to escape a lengthy prison sentence.,the man feared that the boss would betray,him,the man feared that the boss would betray,0.47055089473724365,1.8344064950942993
38,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,prostitute,m,f,the man feared that the prostitute would betray MASKTOKEN eagerly during the interrogation to escape a lengthy prison sentence.,the man feared that the prostitute would betray,him,the man feared that the prostitute would betray,0.38978126645088196,2.183204412460327
38,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,boss,f,m,the woman feared that the boss would betray MASKTOKEN eagerly during the interrogation to escape a lengthy prison sentence.,the woman feared that the boss would betray,him,the woman feared that the boss would betray,5.029045581817627,2.932796001434326
38,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,prostitute,f,f,the woman feared that the prostitute would betray MASKTOKEN eagerly during the interrogation to escape a lengthy prison sentence.,the woman feared that the prostitute would betray,him,the woman feared that the prostitute would betray,3.355405569076538,3.1505422592163086
38,1,Common Nouns,Match_Match,Match,Match,his,man,boss,m,m,the man feared that the boss would betray MASKTOKEN friends eagerly during the interrogation to escape a lengthy prison sentence.,the man feared that the boss would betray,his,the man feared that the boss would betray,4.013903617858887,2.9476020336151123
38,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,prostitute,m,f,the man feared that the prostitute would betray MASKTOKEN friends eagerly during the interrogation to escape a lengthy prison sentence.,the man feared that the prostitute would betray,his,the man feared that the prostitute would betray,3.968008041381836,4.110952377319336
38,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,boss,f,m,the woman feared that the boss would betray MASKTOKEN friends eagerly during the interrogation to escape a lengthy prison sentence.,the woman feared that the boss would betray,his,the woman feared that the boss would betray,5.507319927215576,3.1005947589874268
38,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,prostitute,f,f,the woman feared that the prostitute would betray MASKTOKEN friends eagerly during the interrogation to escape a lengthy prison sentence.,the woman feared that the prostitute would betray,his,the woman feared that the prostitute would betray,7.517902374267578,5.6976518630981445
39,1,Common Nouns,Match_Match,Match,Match,him,man,gun advocate,m,m,the man hoped that the gun advocate would correct MASKTOKEN about public opinion on the controversial topic.,the man hoped that the gun advocate would correct,him,the man hoped that the gun advocate would correct,3.70350980758667,8.271339416503906
39,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,abortion advocate,m,f,the man hoped that the abortion advocate would correct MASKTOKEN about public opinion on the controversial topic.,the man hoped that the abortion advocate would correct,him,the man hoped that the abortion advocate would correct,3.3330636024475098,8.264293670654297
39,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,gun advocate,f,m,the woman hoped that the gun advocate would correct MASKTOKEN about public opinion on the controversial topic.,the woman hoped that the gun advocate would correct,him,the woman hoped that the gun advocate would correct,6.43310022354126,9.434041976928711
39,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,abortion advocate,f,f,the woman hoped that the abortion advocate would correct MASKTOKEN about public opinion on the controversial topic.,the woman hoped that the abortion advocate would correct,him,the woman hoped that the abortion advocate would correct,6.064663887023926,10.00638484954834
39,1,Common Nouns,Match_Match,Match,Match,his,man,gun advocate,m,m,the man hoped that the gun advocate would correct MASKTOKEN thoughts about public opinion on the controversial topic.,the man hoped that the gun advocate would correct,his,the man hoped that the gun advocate would correct,1.6924409866333008,4.813563346862793
39,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,abortion advocate,m,f,the man hoped that the abortion advocate would correct MASKTOKEN thoughts about public opinion on the controversial topic.,the man hoped that the abortion advocate would correct,his,the man hoped that the abortion advocate would correct,2.1782455444335938,5.436559200286865
39,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,gun advocate,f,m,the woman hoped that the gun advocate would correct MASKTOKEN thoughts about public opinion on the controversial topic.,the woman hoped that the gun advocate would correct,his,the woman hoped that the gun advocate would correct,2.3456764221191406,5.637847900390625
39,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,abortion advocate,f,f,the woman hoped that the abortion advocate would correct MASKTOKEN thoughts about public opinion on the controversial topic.,the woman hoped that the abortion advocate would correct,his,the woman hoped that the abortion advocate would correct,3.6622560024261475,6.369278907775879
40,1,Common Nouns,Match_Match,Match,Match,him,man,metal worker,m,m,the man predicted that the metal worker would confront MASKTOKEN daily until salaries were increased for all employees.,the man predicted that the metal worker would confront,him,the man predicted that the metal worker would confront,2.36336088180542,3.213937520980835
40,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,fashion designer,m,f,the man predicted that the fashion designer would confront MASKTOKEN daily until salaries were increased for all employees.,the man predicted that the fashion designer would confront,him,the man predicted that the fashion designer would confront,1.6566842794418335,2.111489772796631
40,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,metal worker,f,m,the woman predicted that the metal worker would confront MASKTOKEN daily until salaries were increased for all employees.,the woman predicted that the metal worker would confront,him,the woman predicted that the metal worker would confront,3.104724407196045,3.9829928874969482
40,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,fashion designer,f,f,the woman predicted that the fashion designer would confront MASKTOKEN daily until salaries were increased for all employees.,the woman predicted that the fashion designer would confront,him,the woman predicted that the fashion designer would confront,2.647695302963257,3.630342960357666
40,1,Common Nouns,Match_Match,Match,Match,his,man,metal worker,m,m,the man predicted that the metal worker would confront MASKTOKEN boss daily until salaries were increased for all employees.,the man predicted that the metal worker would confront,his,the man predicted that the metal worker would confront,3.36275053024292,4.783942222595215
40,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,fashion designer,m,f,the man predicted that the fashion designer would confront MASKTOKEN boss daily until salaries were increased for all employees.,the man predicted that the fashion designer would confront,his,the man predicted that the fashion designer would confront,4.8275675773620605,4.734952926635742
