item,cond,adjunct,contrast,pronoun,og_sent,sent,mask_sents,auto_sents,target,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_1-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_2-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_3-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_4-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_5-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_6-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_7-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_8-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_9-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_10-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_11-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_12-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_13-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_14-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_15-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_16-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_17-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_18-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_19-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_20-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_21-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_22-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_23-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_24-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_25-d0.2.pt_surp
18,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After sending her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the","After sending her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the",woman,8.113163948059082,7.046768665313721,6.676422595977783,7.110569000244141,8.295449256896973,7.3350605964660645,8.056731224060059,7.7350544929504395,8.255741119384766,7.568141937255859,9.078079223632812,8.917202949523926,8.740179061889648,8.59460163116455,8.664793014526367,7.210008144378662,8.220573425292969,7.43281364440918,8.621213912963867,7.285703182220459,8.3821382522583,9.222979545593262,9.115107536315918,7.922609806060791,8.299440383911133
18,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After sending him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the","After sending him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the",woman,9.253741264343262,8.333176612854004,7.946091651916504,8.647706031799316,9.617562294006348,9.036528587341309,9.187085151672363,9.229175567626953,9.355435371398926,9.166199684143066,10.096445083618164,9.663032531738281,9.573381423950195,9.709576606750488,9.553196907043457,8.544309616088867,9.300901412963867,8.524620056152344,9.372380256652832,8.660125732421875,9.355470657348633,9.902473449707031,10.404537200927734,9.479292869567871,9.543545722961426
19,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a chaperon took her kids on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before a chaperon took her kids on the roller coaster, the","Before a chaperon took her kids on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before a chaperon took her kids on the roller coaster, the",woman,9.25456428527832,9.072396278381348,10.08788013458252,9.23745059967041,10.155725479125977,9.56457805633545,9.307687759399414,8.881260871887207,9.62236213684082,8.104705810546875,9.793526649475098,11.070751190185547,9.433439254760742,8.012348175048828,10.133090019226074,9.117319107055664,8.567863464355469,8.481939315795898,10.36590576171875,8.744176864624023,9.825804710388184,10.245752334594727,10.571882247924805,8.846952438354492,9.60355281829834
19,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,his,"Before a chaperon took his kids on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before a chaperon took his kids on the roller coaster, the","Before a chaperon took his kids on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before a chaperon took his kids on the roller coaster, the",woman,10.204501152038574,10.056114196777344,10.979337692260742,10.547720909118652,11.361956596374512,10.454642295837402,10.285107612609863,10.05501651763916,10.926687240600586,9.309696197509766,11.025188446044922,11.633305549621582,10.090536117553711,9.140337944030762,11.313624382019043,10.02475357055664,9.414335250854492,9.526226997375488,10.994392395019531,10.370922088623047,10.596844673156738,10.881845474243164,11.723206520080566,10.05457592010498,10.589693069458008
19,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before taking her on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the","Before taking her on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the",woman,9.731002807617188,9.038909912109375,10.365948677062988,9.287277221679688,10.402338981628418,9.998693466186523,9.617199897766113,8.699211120605469,9.841018676757812,9.04880142211914,10.803858757019043,10.775983810424805,9.474763870239258,8.315776824951172,10.929255485534668,9.455836296081543,9.055830001831055,8.745731353759766,10.270559310913086,9.06359577178955,9.862741470336914,9.947641372680664,10.54775333404541,8.625922203063965,9.569807052612305
19,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before taking him on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the","Before taking him on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the",woman,10.571985244750977,10.026251792907715,11.228489875793457,10.567375183105469,11.632615089416504,11.106375694274902,10.431849479675293,10.035425186157227,10.811948776245117,9.998804092407227,11.545652389526367,11.415647506713867,10.089383125305176,9.529150009155273,11.764314651489258,10.295374870300293,10.025938987731934,9.69101333618164,10.84850025177002,10.680971145629883,10.52568244934082,10.676051139831543,11.77972412109375,9.785792350769043,10.551527976989746
20,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After anyone took her to a social event, Rebecca always checked with Julia to see whether they actually had a good time.","After anyone took her to a social event, the","After anyone took her to a social event, the MASKTOKEN always checked with Julia to see whether they actually had a good time.","After anyone took her to a social event, the",woman,9.101369857788086,8.09688663482666,8.713881492614746,7.942638874053955,9.069144248962402,8.941644668579102,8.652421951293945,7.567733287811279,8.596219062805176,7.562057971954346,9.933605194091797,10.223076820373535,8.793152809143066,7.762258529663086,9.463695526123047,8.552132606506348,8.472770690917969,8.69575023651123,7.964231491088867,7.8957200050354,9.212006568908691,9.527950286865234,9.082491874694824,8.562514305114746,8.808725357055664
20,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After anyone took him to a social event, Rebecca always checked with Elijah to see whether they actually had a good time.","After anyone took him to a social event, the","After anyone took him to a social event, the MASKTOKEN always checked with Elijah to see whether they actually had a good time.","After anyone took him to a social event, the",woman,9.753990173339844,9.005898475646973,9.637211799621582,8.995392799377441,9.930699348449707,9.886322021484375,9.551082611083984,8.932219505310059,9.4653902053833,8.639087677001953,10.72832202911377,10.691947937011719,9.303462028503418,8.94670581817627,10.310284614562988,9.204444885253906,9.365399360656738,9.548306465148926,8.809954643249512,9.276745796203613,9.947094917297363,10.09822940826416,10.082723617553711,9.420092582702637,9.746072769165039
20,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After taking her to a social event, Rebecca always checked with Julia to see whether she actually had a good time.","After taking her to a social event, the","After taking her to a social event, the MASKTOKEN always checked with Julia to see whether she actually had a good time.","After taking her to a social event, the",woman,9.106965065002441,7.835419178009033,9.014552116394043,7.778486251831055,9.245944023132324,8.976895332336426,8.65208625793457,7.636680603027344,8.305996894836426,7.421919345855713,9.957792282104492,10.078360557556152,8.429743766784668,7.310575008392334,9.681634902954102,8.671574592590332,8.450822830200195,8.619154930114746,8.343642234802246,7.957900047302246,8.817790031433105,9.181367874145508,8.774003982543945,8.63119125366211,9.234129905700684
20,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After taking him to a social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking him to a social event, the","After taking him to a social event, the MASKTOKEN always checked with Elijah to see whether he actually had a good time.","After taking him to a social event, the",woman,9.968221664428711,8.949841499328613,9.945015907287598,8.955434799194336,10.34542179107666,10.04201889038086,9.855069160461426,9.14292049407959,9.264791488647461,8.571075439453125,10.797178268432617,10.620108604431152,9.057355880737305,8.608041763305664,10.514774322509766,9.418243408203125,9.623055458068848,9.704586029052734,9.035460472106934,9.704614639282227,9.74295425415039,9.92469596862793,9.825645446777344,9.62161922454834,10.146371841430664
21,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before auctioneers showed her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before auctioneers showed her any new paintings, the","Before auctioneers showed her any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before auctioneers showed her any new paintings, the",woman,9.235320091247559,9.337156295776367,9.111735343933105,9.465614318847656,10.15146255493164,9.154170989990234,9.298320770263672,8.425249099731445,9.293044090270996,9.116766929626465,10.18185043334961,10.216764450073242,9.01201057434082,8.80280590057373,10.721733093261719,9.626530647277832,9.044695854187012,9.313361167907715,9.096489906311035,9.313180923461914,9.525252342224121,9.721283912658691,9.225484848022461,8.959810256958008,9.255513191223145
21,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before auctioneers showed him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before auctioneers showed him any new paintings, the","Before auctioneers showed him any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before auctioneers showed him any new paintings, the",woman,10.47610855102539,10.666131973266602,10.446677207946777,10.990263938903809,11.989470481872559,10.579532623291016,10.785170555114746,10.107973098754883,10.500621795654297,10.418944358825684,11.574023246765137,10.841192245483398,9.836111068725586,10.3032865524292,11.677506446838379,10.911993026733398,9.908409118652344,10.294746398925781,10.421310424804688,11.258613586425781,10.427797317504883,10.620467185974121,11.020480155944824,10.50027084350586,10.981161117553711
21,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before showing her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the","Before showing her any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the",woman,8.91959285736084,9.003917694091797,8.954876899719238,9.52337646484375,9.97407341003418,9.208553314208984,9.410832405090332,8.433666229248047,8.995451927185059,8.995497703552246,10.181584358215332,10.07397174835205,8.825029373168945,8.465265274047852,10.524423599243164,9.52961540222168,8.781275749206543,9.088966369628906,8.70151138305664,8.997225761413574,8.921350479125977,9.458657264709473,8.942913055419922,8.866945266723633,8.907792091369629
21,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before showing him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the","Before showing him any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the",woman,10.358543395996094,10.526860237121582,10.364267349243164,11.038674354553223,11.811249732971191,10.662960052490234,10.89238452911377,10.147506713867188,10.335182189941406,10.214885711669922,11.47083568572998,10.837973594665527,9.856890678405762,10.190932273864746,11.511251449584961,10.834725379943848,9.768461227416992,10.101044654846191,10.219317436218262,11.180191993713379,10.146598815917969,10.586549758911133,10.62682819366455,10.451008796691895,10.641902923583984
22,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a student nominated her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After a student nominated her for class president, the","After a student nominated her for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After a student nominated her for class president, the",woman,9.028841018676758,7.673359394073486,8.113533020019531,8.926390647888184,9.205202102661133,8.798870086669922,7.893951416015625,8.51362419128418,8.836642265319824,8.788840293884277,9.587202072143555,9.743687629699707,9.519233703613281,7.737250328063965,9.31581974029541,8.480916023254395,9.812739372253418,8.94772720336914,9.017285346984863,9.035255432128906,9.24790096282959,9.701173782348633,9.28195858001709,8.378442764282227,9.51987361907959
22,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a student nominated him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After a student nominated him for class president, the","After a student nominated him for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After a student nominated him for class president, the",woman,9.978437423706055,9.075263977050781,9.486572265625,10.257990837097168,9.873156547546387,9.954534530639648,9.70219898223877,9.575892448425293,9.859611511230469,10.065888404846191,11.267426490783691,10.446606636047363,10.336018562316895,8.906839370727539,10.413634300231934,9.836555480957031,10.886077880859375,9.933297157287598,10.116579055786133,10.40976619720459,10.134166717529297,10.367777824401855,10.209160804748535,9.969202995300293,11.171916961669922
22,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After nominating her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the","After nominating her for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the",woman,9.590240478515625,7.6616082191467285,8.970466613769531,9.244483947753906,9.411270141601562,9.876270294189453,9.239562034606934,8.543081283569336,9.401728630065918,8.626018524169922,10.179328918457031,9.789948463439941,10.10201358795166,8.045831680297852,9.591808319091797,9.431233406066895,9.462367057800293,9.14824390411377,9.266087532043457,9.393380165100098,9.65455436706543,10.371237754821777,9.85751724243164,9.161250114440918,9.638266563415527
22,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After nominating him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the","After nominating him for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the",woman,11.027826309204102,9.356443405151367,10.257708549499512,10.552906036376953,10.54578685760498,11.564663887023926,10.72208309173584,10.030634880065918,10.432924270629883,10.138566017150879,10.982441902160645,10.52607536315918,11.04291820526123,9.52698040008545,10.646358489990234,10.882954597473145,10.82945442199707,10.403514862060547,10.197120666503906,10.922696113586426,10.612944602966309,11.04506778717041,11.138519287109375,10.763570785522461,11.108555793762207
23,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After everyone watched her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After everyone watched her on the Voice, the","After everyone watched her on the Voice, the MASKTOKEN immediately called up Selena to discuss some of the highlights of the performance.","After everyone watched her on the Voice, the",woman,8.650753021240234,8.100112915039062,7.573310852050781,8.261488914489746,8.546716690063477,8.264301300048828,7.472728729248047,7.544040679931641,8.586878776550293,7.530952453613281,9.30047607421875,9.445009231567383,8.142669677734375,7.325984954833984,9.157005310058594,8.205254554748535,8.45167350769043,7.770211696624756,7.913400650024414,7.677665710449219,8.927811622619629,8.986612319946289,9.139156341552734,7.520941734313965,7.592107772827148
23,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After everyone watched him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After everyone watched him on the Voice, the","After everyone watched him on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After everyone watched him on the Voice, the",woman,9.888182640075684,9.163864135742188,8.786609649658203,9.545827865600586,9.797578811645508,9.666820526123047,8.39421272277832,9.06141185760498,9.743016242980957,8.572808265686035,10.401285171508789,10.193947792053223,8.829057693481445,8.923620223999023,10.228140830993652,9.149658203125,9.662094116210938,9.085854530334473,8.592351913452148,9.315216064453125,9.918644905090332,10.088170051574707,10.573996543884277,8.735563278198242,8.860014915466309
23,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After watching her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice, the","After watching her on the Voice, the MASKTOKEN immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice, the",woman,8.38903522491455,7.946354866027832,8.01998519897461,8.426281929016113,8.230493545532227,8.708154678344727,7.060157299041748,7.612678527832031,8.621891021728516,7.2511749267578125,9.59723949432373,9.237455368041992,8.276679992675781,7.659317493438721,9.247636795043945,8.134679794311523,8.253512382507324,7.933006286621094,8.293251991271973,7.871204853057861,8.725918769836426,8.913636207580566,9.069245338439941,7.382937908172607,7.429231643676758
23,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After watching him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice, the","After watching him on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice, the",woman,9.714140892028809,9.145943641662598,9.280220031738281,9.620648384094238,9.53618335723877,9.960155487060547,8.071756362915039,9.219348907470703,9.521862030029297,8.625205993652344,10.545608520507812,9.896583557128906,9.056668281555176,8.887518882751465,10.459858894348145,9.388751983642578,9.671647071838379,9.247960090637207,9.062809944152832,9.422213554382324,9.755229949951172,10.052494049072266,10.420294761657715,8.730082511901855,8.65853214263916
24,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a secretary sent her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before a secretary sent her the secret contract, the","Before a secretary sent her the secret contract, the MASKTOKEN repeatedly made Crystal promise not to disclose the terms to anyone.","Before a secretary sent her the secret contract, the",woman,10.090188980102539,9.438700675964355,9.37954044342041,9.836247444152832,10.235252380371094,9.22530746459961,9.210607528686523,9.657156944274902,10.945295333862305,8.939217567443848,10.414505958557129,10.813922882080078,10.361296653747559,9.314456939697266,11.034563064575195,10.091031074523926,10.182717323303223,9.05023193359375,9.673675537109375,9.178918838500977,10.23184871673584,10.513204574584961,10.60957145690918,9.859769821166992,10.100655555725098
24,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before a secretary sent him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before a secretary sent him the secret contract, the","Before a secretary sent him the secret contract, the MASKTOKEN repeatedly made Raymond promise not to disclose the terms to anyone.","Before a secretary sent him the secret contract, the",woman,11.270813941955566,10.33609390258789,10.482725143432617,11.305689811706543,11.154257774353027,11.162824630737305,10.49350357055664,10.838336944580078,11.79315185546875,10.598856925964355,11.392351150512695,11.727295875549316,11.182181358337402,10.563163757324219,11.872854232788086,10.91046142578125,11.21438217163086,10.158960342407227,11.281163215637207,10.750792503356934,11.391331672668457,11.447690963745117,12.203696250915527,11.169378280639648,11.469626426696777
24,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before sending her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract, the","Before sending her the secret contract, the MASKTOKEN repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract, the",woman,9.426798820495605,8.84901237487793,9.327346801757812,9.424683570861816,9.558063507080078,8.928374290466309,8.948262214660645,9.034163475036621,9.813475608825684,8.887929916381836,10.742794036865234,10.147890090942383,10.258360862731934,8.357306480407715,10.920677185058594,9.57120418548584,9.819753646850586,8.901738166809082,9.604347229003906,8.863738059997559,10.083873748779297,10.139530181884766,10.247184753417969,9.073533058166504,9.952138900756836
24,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before sending him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract, the","Before sending him the secret contract, the MASKTOKEN repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract, the",woman,10.600451469421387,10.08039379119873,10.602362632751465,11.112299919128418,10.978354454040527,10.947042465209961,10.314238548278809,10.577681541442871,11.057029724121094,10.409130096435547,11.869343757629395,11.370390892028809,11.090221405029297,9.78786849975586,11.910103797912598,10.761857986450195,10.95304012298584,9.843574523925781,10.520362854003906,10.588972091674805,11.296954154968262,11.212250709533691,11.841907501220703,10.727636337280273,11.109750747680664
