item,cond,adjunct,contrast,pronoun,og_sent,sent,mask_sents,auto_sents,target,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_1-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_2-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_3-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_4-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_5-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_6-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_7-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_8-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_9-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_10-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_11-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_12-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_13-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_14-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_15-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_16-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_17-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_18-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_19-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_20-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_21-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_22-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_23-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_24-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_25-d0.2.pt_surp
18,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After sending his boss a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending his boss a thank-you note, the","After sending his boss a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending his boss a thank-you note, the",woman,9.550346374511719,8.379651069641113,7.990133762359619,8.961841583251953,10.008800506591797,8.998998641967773,9.250994682312012,9.664758682250977,9.501007080078125,9.098379135131836,10.017877578735352,9.68852710723877,9.796346664428711,9.800069808959961,9.151241302490234,8.789432525634766,9.320817947387695,8.891799926757812,9.530184745788574,8.295153617858887,9.414135932922363,10.130147933959961,10.732512474060059,9.297640800476074,9.878549575805664
19,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"Before taking his kids on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking his kids on the roller coaster, the","Before taking his kids on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking his kids on the roller coaster, the",woman,10.393671035766602,10.029070854187012,11.020153045654297,10.7030029296875,11.731101989746094,10.5560941696167,10.45216178894043,10.043461799621582,10.917139053344727,9.698127746582031,11.246857643127441,11.626452445983887,10.000333786010742,9.494622230529785,11.861834526062012,10.374241828918457,9.66722583770752,9.63132095336914,10.877482414245605,10.042871475219727,10.787503242492676,10.84984016418457,11.645842552185059,10.01705265045166,10.537734985351562
19,CATAMARAN-GEN-Match,No Constraint,Match,her,"Before taking her kids on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her kids on the roller coaster, the","Before taking her kids on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her kids on the roller coaster, the",woman,9.491000175476074,8.85944652557373,10.094374656677246,9.267144203186035,10.172629356384277,9.61293888092041,9.61812973022461,8.618478775024414,9.67043399810791,8.630840301513672,10.28561782836914,10.923491477966309,9.283568382263184,8.258636474609375,10.642030715942383,9.347725868225098,8.661417961120605,8.632427215576172,10.30483627319336,8.5123929977417,10.006490707397461,9.967348098754883,10.668279647827148,8.800990104675293,9.51591968536377
19,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"Before taking him on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the","Before taking him on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the",woman,10.571985244750977,10.026251792907715,11.228489875793457,10.567376136779785,11.632615089416504,11.106375694274902,10.431849479675293,10.035425186157227,10.811948776245117,9.998804092407227,11.545652389526367,11.415647506713867,10.089383125305176,9.529150009155273,11.764314651489258,10.295374870300293,10.025938987731934,9.69101333618164,10.84850025177002,10.680971145629883,10.52568244934082,10.676051139831543,11.779723167419434,9.785792350769043,10.551527976989746
19,CATAMARAN-OBJ-Match,Constraint,Match,her,"Before taking her on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the","Before taking her on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the",woman,9.731001853942871,9.038909912109375,10.365948677062988,9.287277221679688,10.402338981628418,9.998693466186523,9.617198944091797,8.699211120605469,9.841018676757812,9.04880142211914,10.803858757019043,10.775983810424805,9.474763870239258,8.315776824951172,10.929255485534668,9.455836296081543,9.055829048156738,8.745731353759766,10.270559310913086,9.06359577178955,9.862741470336914,9.947641372680664,10.54775333404541,8.625922203063965,9.569807052612305
20,CATAMARAN-OBJ-Match,Constraint,Match,her,"After taking her to any social event, Rebecca always checked with Julia to see whether she actually had a good time.","After taking her to any social event, the","After taking her to any social event, the MASKTOKEN always checked with Julia to see whether she actually had a good time.","After taking her to any social event, the",woman,9.331335067749023,8.003941535949707,9.065217018127441,8.065714836120605,9.346796989440918,9.13415813446045,8.88589096069336,7.931874752044678,8.672043800354004,8.031120300292969,10.21265983581543,9.944413185119629,8.902095794677734,7.558953762054443,10.017151832580566,8.922513008117676,8.418898582458496,8.758070945739746,8.991412162780762,8.3233060836792,8.830322265625,9.495444297790527,9.301285743713379,8.837654113769531,9.489462852478027
20,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After taking his clients to any social event, Rebecca always checked with Elijah to see whether they actually had a good time.","After taking his clients to any social event, the","After taking his clients to any social event, the MASKTOKEN always checked with Elijah to see whether they actually had a good time.","After taking his clients to any social event, the",woman,10.668587684631348,9.879132270812988,10.527960777282715,10.035171508789062,11.03763198852539,10.12559700012207,10.686399459838867,10.172791481018066,10.613418579101562,9.851201057434082,11.351198196411133,11.250773429870605,10.477923393249512,9.313271522521973,11.136164665222168,10.439072608947754,10.13452434539795,10.287883758544922,10.505268096923828,10.368230819702148,10.380309104919434,10.541138648986816,10.580809593200684,10.355657577514648,11.184005737304688
20,CATAMARAN-GEN-Match,No Constraint,Match,her,"After taking her clients to any social event, Rebecca always checked with Julia to see whether they actually had a good time.","After taking her clients to any social event, the","After taking her clients to any social event, the MASKTOKEN always checked with Julia to see whether they actually had a good time.","After taking her clients to any social event, the",woman,9.780779838562012,8.538890838623047,9.438501358032227,8.538801193237305,9.544154167175293,9.287339210510254,9.515884399414062,8.345337867736816,9.153315544128418,8.64061450958252,10.431600570678711,10.468849182128906,9.823447227478027,7.811113357543945,10.01601791381836,9.241462707519531,8.702245712280273,9.192145347595215,9.728739738464355,8.45960521697998,9.39472484588623,9.70044231414795,9.57530689239502,9.294708251953125,9.776178359985352
20,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After taking him to any social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking him to any social event, the","After taking him to any social event, the MASKTOKEN always checked with Elijah to see whether he actually had a good time.","After taking him to any social event, the",woman,10.261496543884277,9.217061042785645,10.11203670501709,9.283180236816406,10.684523582458496,10.200713157653809,10.059489250183105,9.51778507232666,9.697468757629395,9.228283882141113,11.072023391723633,10.450294494628906,9.575486183166504,8.876559257507324,10.911243438720703,9.799488067626953,9.636774063110352,9.852758407592773,9.750298500061035,10.172910690307617,9.854362487792969,10.240114212036133,10.481171607971191,9.851120948791504,10.543290138244629
21,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"Before showing him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the","Before showing him any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the",woman,10.358542442321777,10.526860237121582,10.364267349243164,11.038674354553223,11.811249732971191,10.662960052490234,10.89238452911377,10.147506713867188,10.335182189941406,10.214884757995605,11.470836639404297,10.837973594665527,9.856890678405762,10.190932273864746,11.511251449584961,10.834726333618164,9.768462181091309,10.101043701171875,10.219318389892578,11.180191993713379,10.146598815917969,10.586549758911133,10.62682819366455,10.451007843017578,10.641901969909668
21,CATAMARAN-OBJ-Match,Constraint,Match,her,"Before showing her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the","Before showing her any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the",woman,8.91959285736084,9.003917694091797,8.954876899719238,9.52337646484375,9.974072456359863,9.208553314208984,9.410832405090332,8.433666229248047,8.995451927185059,8.995497703552246,10.181584358215332,10.07397174835205,8.825029373168945,8.465265274047852,10.524423599243164,9.529616355895996,8.781275749206543,9.088966369628906,8.70151138305664,8.997225761413574,8.921350479125977,9.458657264709473,8.942912101745605,8.866945266723633,8.907792091369629
21,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"Before showing his patron any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing his patron any new paintings, the","Before showing his patron any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing his patron any new paintings, the",woman,10.062980651855469,10.066727638244629,10.323432922363281,10.40280818939209,11.496715545654297,10.02441692352295,11.010183334350586,9.852914810180664,10.350800514221191,9.83516788482666,10.799596786499023,10.439788818359375,9.771750450134277,10.029376029968262,10.860157012939453,10.46906852722168,9.90583324432373,10.00061321258545,9.959674835205078,10.476780891418457,9.883344650268555,10.149537086486816,10.368491172790527,10.193915367126465,10.848397254943848
21,CATAMARAN-GEN-Match,No Constraint,Match,her,"Before showing her patron any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her patron any new paintings, the","Before showing her patron any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her patron any new paintings, the",woman,8.663195610046387,8.552923202514648,8.846368789672852,9.200064659118652,9.565014839172363,8.970050811767578,9.721394538879395,8.341628074645996,8.916268348693848,8.606199264526367,9.562792778015137,9.721182823181152,8.785418510437012,8.246734619140625,10.054056167602539,9.396453857421875,8.53339958190918,8.776591300964355,8.71979808807373,8.44393253326416,8.876327514648438,9.139362335205078,8.844220161437988,8.700152397155762,8.860836029052734
22,CATAMARAN-GEN-Match,No Constraint,Match,her,"After nominating her roommate for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her roommate for class president, the","After nominating her roommate for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her roommate for class president, the",woman,9.039972305297852,7.4842610359191895,8.579732894897461,9.242895126342773,9.117167472839355,9.735464096069336,9.315943717956543,8.45755672454834,9.173785209655762,8.599167823791504,9.833281517028809,9.6455659866333,9.898547172546387,7.856451988220215,9.534940719604492,9.379721641540527,9.262993812561035,8.865010261535645,9.164246559143066,9.19271469116211,9.467530250549316,10.444659233093262,9.490460395812988,8.88532543182373,9.17588996887207
22,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After nominating him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the","After nominating him for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the",woman,11.027826309204102,9.356443405151367,10.257708549499512,10.552906036376953,10.54578685760498,11.564663887023926,10.72208309173584,10.030634880065918,10.432924270629883,10.138566017150879,10.982441902160645,10.52607536315918,11.04291820526123,9.526978492736816,10.646358489990234,10.882954597473145,10.82945442199707,10.40351676940918,10.197120666503906,10.922696113586426,10.612944602966309,11.04506778717041,11.138519287109375,10.763570785522461,11.108555793762207
22,CATAMARAN-OBJ-Match,Constraint,Match,her,"After nominating her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the","After nominating her for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the",woman,9.590240478515625,7.6616082191467285,8.970466613769531,9.244483947753906,9.411270141601562,9.876270294189453,9.239561080932617,8.543081283569336,9.401728630065918,8.626018524169922,10.179329872131348,9.789948463439941,10.10201358795166,8.045831680297852,9.591808319091797,9.431233406066895,9.462367057800293,9.14824390411377,9.266087532043457,9.393380165100098,9.65455436706543,10.371237754821777,9.85751724243164,9.161249160766602,9.638266563415527
22,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After nominating his roommate for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating his roommate for class president, the","After nominating his roommate for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating his roommate for class president, the",woman,10.406879425048828,9.177157402038574,9.62985610961914,10.626349449157715,10.763936042785645,11.395246505737305,10.87303638458252,10.093862533569336,10.427911758422852,9.695351600646973,10.819714546203613,10.479475021362305,10.905654907226562,8.946976661682129,10.360381126403809,10.791715621948242,10.596592903137207,10.554916381835938,9.945399284362793,10.52510929107666,10.482575416564941,11.328392028808594,10.732956886291504,10.580371856689453,10.412371635437012
23,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After watching his idol on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching his idol on the Voice, the","After watching his idol on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After watching his idol on the Voice, the",woman,9.859501838684082,9.240198135375977,9.092682838439941,9.58553409576416,9.780232429504395,10.241557121276855,8.43618392944336,9.290780067443848,9.082296371459961,8.65956974029541,10.503244400024414,9.682051658630371,9.24265193939209,9.485522270202637,9.97496223449707,9.665177345275879,9.848455429077148,9.298572540283203,9.156968116760254,9.883151054382324,9.760396003723145,10.113486289978027,9.755793571472168,8.79369831085205,8.90949821472168
23,CATAMARAN-GEN-Match,No Constraint,Match,her,"After watching her idol on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After watching her idol on the Voice, the","After watching her idol on the Voice, the MASKTOKEN immediately called up Selena to discuss some of the highlights of the performance.","After watching her idol on the Voice, the",woman,8.283085823059082,7.739406108856201,7.628126621246338,8.13554573059082,8.351858139038086,9.159416198730469,7.16128396987915,7.636698246002197,8.079389572143555,7.229288101196289,9.555952072143555,9.088953018188477,8.280067443847656,7.738358020782471,8.975810050964355,8.36679458618164,8.424918174743652,8.02160930633545,8.168911933898926,7.937891960144043,8.622076034545898,8.965264320373535,8.852675437927246,7.327386856079102,7.54207706451416
23,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After watching him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice, the","After watching him on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice, the",woman,9.714140892028809,9.145943641662598,9.280220985412598,9.620647430419922,9.53618335723877,9.96015453338623,8.071756362915039,9.219348907470703,9.521862030029297,8.625205039978027,10.545608520507812,9.89658260345459,9.056668281555176,8.887518882751465,10.459858894348145,9.388751983642578,9.671646118164062,9.247960090637207,9.062809944152832,9.422213554382324,9.755229949951172,10.052494049072266,10.420294761657715,8.730082511901855,8.65853214263916
23,CATAMARAN-OBJ-Match,Constraint,Match,her,"After watching her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice, the","After watching her on the Voice, the MASKTOKEN immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice, the",woman,8.38903522491455,7.946354866027832,8.01998519897461,8.426281929016113,8.230493545532227,8.70815372467041,7.06015682220459,7.612678527832031,8.621891021728516,7.2511749267578125,9.59723949432373,9.237455368041992,8.276679039001465,7.659317493438721,9.247636795043945,8.13468074798584,8.253510475158691,7.933007717132568,8.293251991271973,7.871203422546387,8.725919723510742,8.913636207580566,9.069245338439941,7.382936954498291,7.429232120513916
24,CATAMARAN-OBJ-Match,Constraint,Match,her,"Before sending her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract, the","Before sending her the secret contract, the MASKTOKEN repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract, the",woman,9.426798820495605,8.84901237487793,9.327346801757812,9.424683570861816,9.558063507080078,8.928374290466309,8.948261260986328,9.034163475036621,9.813475608825684,8.887929916381836,10.742794036865234,10.147890090942383,10.258360862731934,8.357306480407715,10.920676231384277,9.57120418548584,9.819753646850586,8.901738166809082,9.604347229003906,8.863738059997559,10.083873748779297,10.139530181884766,10.247184753417969,9.073533058166504,9.952138900756836
24,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"Before sending his associate the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending his associate the secret contract, the","Before sending his associate the secret contract, the MASKTOKEN repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending his associate the secret contract, the",woman,10.978693962097168,10.391645431518555,11.046043395996094,11.009664535522461,11.589674949645996,11.625289916992188,10.928544998168945,11.351981163024902,11.154378890991211,10.967178344726562,11.57614803314209,11.786782264709473,11.377250671386719,10.198665618896484,11.680070877075195,11.067410469055176,11.104257583618164,10.339160919189453,11.090335845947266,10.266073226928711,11.11491870880127,11.261039733886719,11.446991920471191,10.663958549499512,12.12232780456543
24,CATAMARAN-GEN-Match,No Constraint,Match,her,"Before sending her associate the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her associate the secret contract, the","Before sending her associate the secret contract, the MASKTOKEN repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her associate the secret contract, the",woman,9.764995574951172,8.773150444030762,9.614459037780762,9.342162132263184,9.713791847229004,9.686236381530762,9.462146759033203,9.546499252319336,9.677538871765137,9.405137062072754,10.637451171875,11.112635612487793,10.35598087310791,8.485121726989746,10.834721565246582,9.442030906677246,9.985769271850586,9.17850112915039,9.83531665802002,8.57259750366211,10.169157981872559,10.23078441619873,9.973651885986328,9.207412719726562,10.637124061584473
24,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"Before sending him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract, the","Before sending him the secret contract, the MASKTOKEN repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract, the",woman,10.60045337677002,10.080392837524414,10.602362632751465,11.112299919128418,10.978354454040527,10.947042465209961,10.314238548278809,10.577681541442871,11.057029724121094,10.409130096435547,11.869345664978027,11.370389938354492,11.090221405029297,9.78786849975586,11.910103797912598,10.761857986450195,10.95304012298584,9.843574523925781,10.520362854003906,10.588972091674805,11.296955108642578,11.212250709533691,11.841906547546387,10.727636337280273,11.109750747680664
