item,exp,pronoun,cond,contrast,target_changed,mask_sents,auto_sents,target,sent,model,surp
21,1,he,m,Match,1,"When he was fired, the MASKTOKEN blamed the woman for the mess.","When he was fired, the",man,"When he was fired, the MASKTOKEN blamed the woman for the mess.",wikitext-103_LSTM_400_14-d0.2.pt,7.996671676635742
21,1,she,m,Mismatch,1,"When she was fired, the MASKTOKEN blamed the woman for the mess.","When she was fired, the",man,"When she was fired, the MASKTOKEN blamed the woman for the mess.",wikitext-103_LSTM_400_14-d0.2.pt,8.450139045715332
21,1,she,f,Match,1,"When she was fired, the MASKTOKEN blamed the man for the mess.","When she was fired, the",woman,"When she was fired, the MASKTOKEN blamed the man for the mess.",wikitext-103_LSTM_400_14-d0.2.pt,7.427030563354492
21,1,he,f,Mismatch,1,"When he was fired, the MASKTOKEN blamed the man for the mess.","When he was fired, the",woman,"When he was fired, the MASKTOKEN blamed the man for the mess.",wikitext-103_LSTM_400_14-d0.2.pt,9.182263374328612
22,1,he,m,Match,1,"When he was close, the MASKTOKEN recognized the girl on the path.","When he was close, the",boy,"When he was close, the MASKTOKEN recognized the girl on the path.",wikitext-103_LSTM_400_14-d0.2.pt,8.476117134094238
22,1,she,m,Mismatch,1,"When she was close, the MASKTOKEN recognized the girl on the path.","When she was close, the",boy,"When she was close, the MASKTOKEN recognized the girl on the path.",wikitext-103_LSTM_400_14-d0.2.pt,8.620258331298828
22,1,she,f,Match,1,"When she was close, the MASKTOKEN recognized the boy on the path.","When she was close, the",girl,"When she was close, the MASKTOKEN recognized the boy on the path.",wikitext-103_LSTM_400_14-d0.2.pt,7.824840545654297
22,1,he,f,Mismatch,1,"When he was close, the MASKTOKEN recognized the boy on the path.","When he was close, the",girl,"When he was close, the MASKTOKEN recognized the boy on the path.",wikitext-103_LSTM_400_14-d0.2.pt,9.298498153686523
23,1,he,m,Match,0,"When he was retired, the MASKTOKEN visited the lady almost every day.","When he was retired, the",lord,"When he was retired, the MASKTOKEN visited the lady almost every day.",wikitext-103_LSTM_400_14-d0.2.pt,11.513598442077637
23,1,she,m,Mismatch,0,"When she was retired, the MASKTOKEN visited the lady almost every day.","When she was retired, the",lord,"When she was retired, the MASKTOKEN visited the lady almost every day.",wikitext-103_LSTM_400_14-d0.2.pt,11.572070121765137
23,1,she,f,Match,0,"When she was retired, the MASKTOKEN visited the lord almost every day.","When she was retired, the",lady,"When she was retired, the MASKTOKEN visited the lord almost every day.",wikitext-103_LSTM_400_14-d0.2.pt,10.824764251708984
23,1,he,f,Mismatch,0,"When he was retired, the MASKTOKEN visited the lord almost every day.","When he was retired, the",lady,"When he was retired, the MASKTOKEN visited the lord almost every day.",wikitext-103_LSTM_400_14-d0.2.pt,12.534276962280272
24,1,he,m,Match,1,"When he was abroad, the MASKTOKEN forgave the lady for all the troubles.","When he was abroad, the",lord,"When he was abroad, the MASKTOKEN forgave the lady for all the troubles.",wikitext-103_LSTM_400_14-d0.2.pt,11.203899383544922
24,1,she,m,Mismatch,1,"When she was abroad, the MASKTOKEN forgave the lady for all the troubles.","When she was abroad, the",lord,"When she was abroad, the MASKTOKEN forgave the lady for all the troubles.",wikitext-103_LSTM_400_14-d0.2.pt,11.248167991638184
24,1,she,f,Match,1,"When she was abroad, the MASKTOKEN forgave the duke for all the troubles.","When she was abroad, the",lady,"When she was abroad, the MASKTOKEN forgave the duke for all the troubles.",wikitext-103_LSTM_400_14-d0.2.pt,10.619616508483888
24,1,he,f,Mismatch,1,"When he was abroad, the MASKTOKEN forgave the duke for all the troubles.","When he was abroad, the",lady,"When he was abroad, the MASKTOKEN forgave the duke for all the troubles.",wikitext-103_LSTM_400_14-d0.2.pt,12.346787452697754
25,1,he,m,Match,0,"When he was discovered, the MASKTOKEN blamed the mistress straight away.","When he was discovered, the",husband,"When he was discovered, the MASKTOKEN blamed the mistress straight away.",wikitext-103_LSTM_400_14-d0.2.pt,11.224629402160645
25,1,she,m,Mismatch,0,"When she was discovered, the MASKTOKEN blamed the mistress straight away.","When she was discovered, the",husband,"When she was discovered, the MASKTOKEN blamed the mistress straight away.",wikitext-103_LSTM_400_14-d0.2.pt,9.49233341217041
25,1,she,f,Match,0,"When she was discovered, the MASKTOKEN blamed the husband straight away.","When she was discovered, the",mistress,"When she was discovered, the MASKTOKEN blamed the husband straight away.",wikitext-103_LSTM_400_14-d0.2.pt,14.064278602600098
25,1,he,f,Mismatch,0,"When he was discovered, the MASKTOKEN blamed the husband straight away.","When he was discovered, the",mistress,"When he was discovered, the MASKTOKEN blamed the husband straight away.",wikitext-103_LSTM_400_14-d0.2.pt,15.21543025970459
26,1,he,m,Match,1,"When he was busy, the MASKTOKEN avoided the lady as much as possible.","When he was busy, the",man,"When he was busy, the MASKTOKEN avoided the lady as much as possible.",wikitext-103_LSTM_400_14-d0.2.pt,7.982851028442383
26,1,she,m,Mismatch,1,"When she was busy, the MASKTOKEN avoided the lady as much as possible.","When she was busy, the",man,"When she was busy, the MASKTOKEN avoided the lady as much as possible.",wikitext-103_LSTM_400_14-d0.2.pt,8.414505004882812
26,1,she,f,Match,1,"When she was busy, the MASKTOKEN avoided the man as much as possible.","When she was busy, the",lady,"When she was busy, the MASKTOKEN avoided the man as much as possible.",wikitext-103_LSTM_400_14-d0.2.pt,10.752731323242188
26,1,he,f,Mismatch,1,"When he was busy, the MASKTOKEN avoided the man as much as possible.","When he was busy, the",lady,"When he was busy, the MASKTOKEN avoided the man as much as possible.",wikitext-103_LSTM_400_14-d0.2.pt,12.431708335876465
27,1,he,m,Match,0,"When he was twenty-one, the MASKTOKEN married the bride in the cathedral.","When he was twenty-one, the",prince,"When he was twenty-one, the MASKTOKEN married the bride in the cathedral.",wikitext-103_LSTM_400_14-d0.2.pt,9.90988826751709
27,1,she,m,Mismatch,0,"When she was twenty-one, the MASKTOKEN married the bride in the cathedral.","When she was twenty-one, the",prince,"When she was twenty-one, the MASKTOKEN married the bride in the cathedral.",wikitext-103_LSTM_400_14-d0.2.pt,9.598061561584473
27,1,she,f,Match,0,"When she was twenty-one, the MASKTOKEN married the prince in the cathedral.","When she was twenty-one, the",bride,"When she was twenty-one, the MASKTOKEN married the prince in the cathedral.",wikitext-103_LSTM_400_14-d0.2.pt,12.43828582763672
27,1,he,f,Mismatch,0,"When he was twenty-one, the MASKTOKEN married the prince in the cathedral.","When he was twenty-one, the",bride,"When he was twenty-one, the MASKTOKEN married the prince in the cathedral.",wikitext-103_LSTM_400_14-d0.2.pt,13.393827438354492
28,1,he,m,Match,0,"When he was annoyed, the MASKTOKEN disliked the maid very much.","When he was annoyed, the",general,"When he was annoyed, the MASKTOKEN disliked the maid very much.",wikitext-103_LSTM_400_14-d0.2.pt,8.587077140808105
28,1,she,m,Mismatch,0,"When she was annoyed, the MASKTOKEN disliked the maid very much.","When she was annoyed, the",general,"When she was annoyed, the MASKTOKEN disliked the maid very much.",wikitext-103_LSTM_400_14-d0.2.pt,8.940360069274902
28,1,she,f,Match,1,"When she was annoyed, the MASKTOKEN disliked the general very much.","When she was annoyed, the",maid,"When she was annoyed, the MASKTOKEN disliked the general very much.",wikitext-103_LSTM_400_14-d0.2.pt,12.550251960754396
28,1,he,f,Mismatch,1,"When he was annoyed, the MASKTOKEN disliked the general very much.","When he was annoyed, the",maid,"When he was annoyed, the MASKTOKEN disliked the general very much.",wikitext-103_LSTM_400_14-d0.2.pt,14.141072273254396
29,1,he,m,Match,1,"When he was in church, the MASKTOKEN congratulated the sister about the charity work.","When he was in church, the",priest,"When he was in church, the MASKTOKEN congratulated the sister about the charity work.",wikitext-103_LSTM_400_14-d0.2.pt,10.806319236755373
29,1,she,m,Mismatch,1,"When she was in church, the MASKTOKEN congratulated the sister about the charity work.","When she was in church, the",priest,"When she was in church, the MASKTOKEN congratulated the sister about the charity work.",wikitext-103_LSTM_400_14-d0.2.pt,11.172539710998535
29,1,she,f,Match,0,"When she was in church, the MASKTOKEN congratulated the priest about the charity work.","When she was in church, the",sister,"When she was in church, the MASKTOKEN congratulated the priest about the charity work.",wikitext-103_LSTM_400_14-d0.2.pt,11.62341594696045
29,1,he,f,Mismatch,0,"When he was in church, the MASKTOKEN congratulated the priest about the charity work.","When he was in church, the",sister,"When he was in church, the MASKTOKEN congratulated the priest about the charity work.",wikitext-103_LSTM_400_14-d0.2.pt,12.426179885864258
30,1,he,m,Match,0,"When he was banished, the MASKTOKEN missed the witch a great deal.","When he was banished, the",wizard,"When he was banished, the MASKTOKEN missed the witch a great deal.",wikitext-103_LSTM_400_14-d0.2.pt,13.480694770812988
30,1,she,m,Mismatch,0,"When she was banished, the MASKTOKEN missed the witch a great deal.","When she was banished, the",wizard,"When she was banished, the MASKTOKEN missed the witch a great deal.",wikitext-103_LSTM_400_14-d0.2.pt,13.90468406677246
30,1,she,f,Match,0,"When she was banished, the MASKTOKEN missed the wizard a great deal.","When she was banished, the",witch,"When she was banished, the MASKTOKEN missed the wizard a great deal.",wikitext-103_LSTM_400_14-d0.2.pt,13.421905517578123
30,1,he,f,Mismatch,0,"When he was banished, the MASKTOKEN missed the wizard a great deal.","When he was banished, the",witch,"When he was banished, the MASKTOKEN missed the wizard a great deal.",wikitext-103_LSTM_400_14-d0.2.pt,15.137622833251951
31,1,he,m,Match,0,"When he was angry, the MASKTOKEN ignored the lady all the time.","When he was angry, the",man,"When he was angry, the MASKTOKEN ignored the lady all the time.",wikitext-103_LSTM_400_14-d0.2.pt,7.577889919281006
31,1,she,m,Mismatch,0,"When she was angry, the MASKTOKEN ignored the lady all the time.","When she was angry, the",man,"When she was angry, the MASKTOKEN ignored the lady all the time.",wikitext-103_LSTM_400_14-d0.2.pt,8.019002914428711
31,1,she,f,Match,1,"When she was angry, the MASKTOKEN ignored the man all the time.","When she was angry, the",lady,"When she was angry, the MASKTOKEN ignored the man all the time.",wikitext-103_LSTM_400_14-d0.2.pt,10.316842079162598
31,1,he,f,Mismatch,1,"When he was angry, the MASKTOKEN ignored the man all the time.","When he was angry, the",lady,"When he was angry, the MASKTOKEN ignored the man all the time.",wikitext-103_LSTM_400_14-d0.2.pt,11.90829086303711
32,1,he,m,Match,0,"When he was distraught, the MASKTOKEN visited the nun straight away.","When he was distraught, the",bishop,"When he was distraught, the MASKTOKEN visited the nun straight away.",wikitext-103_LSTM_400_14-d0.2.pt,10.95438003540039
32,1,she,m,Mismatch,0,"When she was distraught, the MASKTOKEN visited the nun straight away.","When she was distraught, the",bishop,"When she was distraught, the MASKTOKEN visited the nun straight away.",wikitext-103_LSTM_400_14-d0.2.pt,11.39918613433838
32,1,she,f,Match,0,"When she was distraught, the MASKTOKEN visited the bishop straight away.","When she was distraught, the",nun,"When she was distraught, the MASKTOKEN visited the bishop straight away.",wikitext-103_LSTM_400_14-d0.2.pt,14.842691421508787
32,1,he,f,Mismatch,0,"When he was distraught, the MASKTOKEN visited the bishop straight away.","When he was distraught, the",nun,"When he was distraught, the MASKTOKEN visited the bishop straight away.",wikitext-103_LSTM_400_14-d0.2.pt,16.340105056762695
1,1,he,m,Match,1,"When he was off work, the MASKTOKEN pestered the waitress all the time.","When he was off work, the",waiter,"When he was off work, the MASKTOKEN pestered the waitress all the time.",wikitext-103_LSTM_400_15-d0.2.pt,14.204492568969728
1,1,she,m,Mismatch,1,"When she was off work, the MASKTOKEN pestered the waitress all the time.","When she was off work, the",waiter,"When she was off work, the MASKTOKEN pestered the waitress all the time.",wikitext-103_LSTM_400_15-d0.2.pt,14.579572677612305
1,1,she,f,Match,0,"When she was off work, the MASKTOKEN pestered the waiter all the time.","When she was off work, the",waitress,"When she was off work, the MASKTOKEN pestered the waiter all the time.",wikitext-103_LSTM_400_15-d0.2.pt,15.374055862426758
1,1,he,f,Mismatch,0,"When he was off work, the MASKTOKEN pestered the waiter all the time.","When he was off work, the",waitress,"When he was off work, the MASKTOKEN pestered the waiter all the time.",wikitext-103_LSTM_400_15-d0.2.pt,16.44243049621582
2,1,he,m,Match,0,"When he arrived, the MASKTOKEN recognized the woman at once.","When he arrived, the",chairman,"When he arrived, the MASKTOKEN recognized the woman at once.",wikitext-103_LSTM_400_15-d0.2.pt,11.656901359558104
2,1,she,m,Mismatch,0,"When she arrived, the MASKTOKEN recognized the woman at once.","When she arrived, the",chairman,"When she arrived, the MASKTOKEN recognized the woman at once.",wikitext-103_LSTM_400_15-d0.2.pt,11.96479320526123
2,1,she,f,Match,1,"When she arrived, the MASKTOKEN recognized the chairman at once.","When she arrived, the",woman,"When she arrived, the MASKTOKEN recognized the chairman at once.",wikitext-103_LSTM_400_15-d0.2.pt,9.1946439743042
2,1,he,f,Mismatch,1,"When he arrived, the MASKTOKEN recognized the chairman at once.","When he arrived, the",woman,"When he arrived, the MASKTOKEN recognized the chairman at once.",wikitext-103_LSTM_400_15-d0.2.pt,10.173020362854004
3,1,he,m,Match,0,"When he was fed up, the MASKTOKEN visited the girl very often.","When he was fed up, the",boy,"When he was fed up, the MASKTOKEN visited the girl very often.",wikitext-103_LSTM_400_15-d0.2.pt,9.08711051940918
3,1,she,m,Mismatch,0,"When she was fed up, the MASKTOKEN visited the girl very often.","When she was fed up, the",boy,"When she was fed up, the MASKTOKEN visited the girl very often.",wikitext-103_LSTM_400_15-d0.2.pt,9.24490451812744
3,1,she,f,Match,0,"When she was fed up, the MASKTOKEN visited the boy very often.","When she was fed up, the",girl,"When she was fed up, the MASKTOKEN visited the boy very often.",wikitext-103_LSTM_400_15-d0.2.pt,9.180197715759276
3,1,he,f,Mismatch,0,"When he was fed up, the MASKTOKEN visited the boy very often.","When he was fed up, the",girl,"When he was fed up, the MASKTOKEN visited the boy very often.",wikitext-103_LSTM_400_15-d0.2.pt,10.210716247558594
4,1,he,m,Match,0,"When he was talking, the MASKTOKEN noticed the girl at the end of the street.","When he was talking, the",policeman,"When he was talking, the MASKTOKEN noticed the girl at the end of the street.",wikitext-103_LSTM_400_15-d0.2.pt,15.017680168151855
4,1,she,m,Mismatch,0,"When she was talking, the MASKTOKEN noticed the girl at the end of the street.","When she was talking, the",policeman,"When she was talking, the MASKTOKEN noticed the girl at the end of the street.",wikitext-103_LSTM_400_15-d0.2.pt,15.26241397857666
4,1,she,f,Match,1,"When she was talking, the MASKTOKEN noticed the policeman at the end of the street.","When she was talking, the",girl,"When she was talking, the MASKTOKEN noticed the policeman at the end of the street.",wikitext-103_LSTM_400_15-d0.2.pt,9.276434898376465
4,1,he,f,Mismatch,1,"When he was talking, the MASKTOKEN noticed the policeman at the end of the street.","When he was talking, the",girl,"When he was talking, the MASKTOKEN noticed the policeman at the end of the street.",wikitext-103_LSTM_400_15-d0.2.pt,10.31668758392334
5,1,he,m,Match,0,"When he was nearby, the MASKTOKEN saw the lady in the park.","When he was nearby, the",boy,"When he was nearby, the MASKTOKEN saw the lady in the park.",wikitext-103_LSTM_400_15-d0.2.pt,9.296988487243652
5,1,she,m,Mismatch,0,"When she was nearby, the MASKTOKEN saw the lady in the park.","When she was nearby, the",boy,"When she was nearby, the MASKTOKEN saw the lady in the park.",wikitext-103_LSTM_400_15-d0.2.pt,9.518160820007324
5,1,she,f,Match,1,"When she was nearby, the MASKTOKEN saw the boy in the park.","When she was nearby, the",lady,"When she was nearby, the MASKTOKEN saw the boy in the park.",wikitext-103_LSTM_400_15-d0.2.pt,10.680150985717772
5,1,he,f,Mismatch,1,"When he was nearby, the MASKTOKEN saw the boy in the park.","When he was nearby, the",lady,"When he was nearby, the MASKTOKEN saw the boy in the park.",wikitext-103_LSTM_400_15-d0.2.pt,11.77629852294922
6,1,he,m,Match,1,"When he was lost, the MASKTOKEN spotted the maid in the forest.","When he was lost, the",hunter,"When he was lost, the MASKTOKEN spotted the maid in the forest.",wikitext-103_LSTM_400_15-d0.2.pt,13.31011962890625
6,1,she,m,Mismatch,1,"When she was lost, the MASKTOKEN spotted the maid in the forest.","When she was lost, the",hunter,"When she was lost, the MASKTOKEN spotted the maid in the forest.",wikitext-103_LSTM_400_15-d0.2.pt,13.364240646362305
6,1,she,f,Match,1,"When she was lost, the MASKTOKEN spotted the hunter in the forest.","When she was lost, the",maid,"When she was lost, the MASKTOKEN spotted the hunter in the forest.",wikitext-103_LSTM_400_15-d0.2.pt,14.10777759552002
6,1,he,f,Mismatch,1,"When he was lost, the MASKTOKEN spotted the hunter in the forest.","When he was lost, the",maid,"When he was lost, the MASKTOKEN spotted the hunter in the forest.",wikitext-103_LSTM_400_15-d0.2.pt,15.37161922454834
7,1,he,m,Match,1,"When he was bad-tempered, the MASKTOKEN ignored the lady all day.","When he was bad-tempered, the",man,"When he was bad-tempered, the MASKTOKEN ignored the lady all day.",wikitext-103_LSTM_400_15-d0.2.pt,7.818847179412842
7,1,she,m,Mismatch,1,"When she was bad-tempered, the MASKTOKEN ignored the lady all day.","When she was bad-tempered, the",man,"When she was bad-tempered, the MASKTOKEN ignored the lady all day.",wikitext-103_LSTM_400_15-d0.2.pt,8.254040718078613
7,1,she,f,Match,1,"When she was bad-tempered, the MASKTOKEN ignored the man all day.","When she was bad-tempered, the",lady,"When she was bad-tempered, the MASKTOKEN ignored the man all day.",wikitext-103_LSTM_400_15-d0.2.pt,11.465197563171388
7,1,he,f,Mismatch,1,"When he was bad-tempered, the MASKTOKEN ignored the man all day.","When he was bad-tempered, the",lady,"When he was bad-tempered, the MASKTOKEN ignored the man all day.",wikitext-103_LSTM_400_15-d0.2.pt,12.606887817382812
8,1,he,m,Match,0,"When he was jealous, the MASKTOKEN angered the secretary more than ever.","When he was jealous, the",businessman,"When he was jealous, the MASKTOKEN angered the secretary more than ever.",wikitext-103_LSTM_400_15-d0.2.pt,14.027955055236816
8,1,she,m,Mismatch,0,"When she was jealous, the MASKTOKEN angered the secretary more than ever.","When she was jealous, the",businessman,"When she was jealous, the MASKTOKEN angered the secretary more than ever.",wikitext-103_LSTM_400_15-d0.2.pt,14.2438325881958
8,1,she,f,Match,1,"When she was jealous, the MASKTOKEN angered the businessman more than ever.","When she was jealous, the",secretary,"When she was jealous, the MASKTOKEN angered the businessman more than ever.",wikitext-103_LSTM_400_15-d0.2.pt,10.892558097839355
8,1,he,f,Mismatch,1,"When he was jealous, the MASKTOKEN angered the businessman more than ever.","When he was jealous, the",secretary,"When he was jealous, the MASKTOKEN angered the businessman more than ever.",wikitext-103_LSTM_400_15-d0.2.pt,10.714780807495115
9,1,he,m,Match,1,"When he was in residence, the MASKTOKEN annoyed the princess very much.","When he was in residence, the",lord,"When he was in residence, the MASKTOKEN annoyed the princess very much.",wikitext-103_LSTM_400_15-d0.2.pt,10.660637855529783
9,1,she,m,Mismatch,1,"When she was in residence, the MASKTOKEN annoyed the princess very much.","When she was in residence, the",lord,"When she was in residence, the MASKTOKEN annoyed the princess very much.",wikitext-103_LSTM_400_15-d0.2.pt,10.78382968902588
9,1,she,f,Match,0,"When she was in residence, the MASKTOKEN annoyed the lord very much.","When she was in residence, the",princess,"When she was in residence, the MASKTOKEN annoyed the lord very much.",wikitext-103_LSTM_400_15-d0.2.pt,9.902715682983398
9,1,he,f,Mismatch,0,"When he was in residence, the MASKTOKEN annoyed the lord very much.","When he was in residence, the",princess,"When he was in residence, the MASKTOKEN annoyed the lord very much.",wikitext-103_LSTM_400_15-d0.2.pt,10.893716812133787
10,1,he,m,Match,1,"When he was introduced, the MASKTOKEN shook the widow by the hand.","When he was introduced, the",sailor,"When he was introduced, the MASKTOKEN shook the widow by the hand.",wikitext-103_LSTM_400_15-d0.2.pt,14.00531768798828
10,1,she,m,Mismatch,1,"When she was introduced, the MASKTOKEN shook the widow by the hand.","When she was introduced, the",sailor,"When she was introduced, the MASKTOKEN shook the widow by the hand.",wikitext-103_LSTM_400_15-d0.2.pt,13.989943504333496
10,1,she,f,Match,1,"When she was introduced, the MASKTOKEN shook the sailor by the hand.","When she was introduced, the",widow,"When she was introduced, the MASKTOKEN shook the sailor by the hand.",wikitext-103_LSTM_400_15-d0.2.pt,12.583885192871094
10,1,he,f,Mismatch,1,"When he was introduced, the MASKTOKEN shook the sailor by the hand.","When he was introduced, the",widow,"When he was introduced, the MASKTOKEN shook the sailor by the hand.",wikitext-103_LSTM_400_15-d0.2.pt,12.962967872619627
11,1,he,m,Match,0,"When he arrived, the MASKTOKEN greeted the maid kindly.","When he arrived, the",master,"When he arrived, the MASKTOKEN greeted the maid kindly.",wikitext-103_LSTM_400_15-d0.2.pt,10.023767471313477
11,1,she,m,Mismatch,0,"When she arrived, the MASKTOKEN greeted the maid kindly.","When she arrived, the",master,"When she arrived, the MASKTOKEN greeted the maid kindly.",wikitext-103_LSTM_400_15-d0.2.pt,10.211817741394045
11,1,she,f,Match,1,"When she arrived, the MASKTOKEN greeted the master kindly.","When she arrived, the",maid,"When she arrived, the MASKTOKEN greeted the master kindly.",wikitext-103_LSTM_400_15-d0.2.pt,14.01993465423584
11,1,he,f,Mismatch,1,"When he arrived, the MASKTOKEN greeted the master kindly.","When he arrived, the",maid,"When he arrived, the MASKTOKEN greeted the master kindly.",wikitext-103_LSTM_400_15-d0.2.pt,15.135587692260742
12,1,he,m,Match,0,"When he felt sad, the MASKTOKEN hugged the woman gently.","When he felt sad, the",man,"When he felt sad, the MASKTOKEN hugged the woman gently.",wikitext-103_LSTM_400_15-d0.2.pt,7.766261577606201
12,1,she,m,Mismatch,0,"When she felt sad, the MASKTOKEN hugged the woman gently.","When she felt sad, the",man,"When she felt sad, the MASKTOKEN hugged the woman gently.",wikitext-103_LSTM_400_15-d0.2.pt,8.076603889465332
12,1,she,f,Match,0,"When she felt sad, the MASKTOKEN hugged the man gently.","When she felt sad, the",woman,"When she felt sad, the MASKTOKEN hugged the man gently.",wikitext-103_LSTM_400_15-d0.2.pt,9.218798637390137
12,1,he,f,Mismatch,0,"When he felt sad, the MASKTOKEN hugged the man gently.","When he felt sad, the",woman,"When he felt sad, the MASKTOKEN hugged the man gently.",wikitext-103_LSTM_400_15-d0.2.pt,10.293132781982422
13,1,he,m,Match,1,"When he was present, the MASKTOKEN embarrassed the actress all the time.","When he was present, the",actor,"When he was present, the MASKTOKEN embarrassed the actress all the time.",wikitext-103_LSTM_400_15-d0.2.pt,9.823396682739258
13,1,she,m,Mismatch,1,"When she was present, the MASKTOKEN embarrassed the actress all the time.","When she was present, the",actor,"When she was present, the MASKTOKEN embarrassed the actress all the time.",wikitext-103_LSTM_400_15-d0.2.pt,10.173017501831056
13,1,she,f,Match,0,"When she was present, the MASKTOKEN embarrassed the actor all the time.","When she was present, the",actress,"When she was present, the MASKTOKEN embarrassed the actor all the time.",wikitext-103_LSTM_400_15-d0.2.pt,10.555274963378906
13,1,he,f,Mismatch,0,"When he was present, the MASKTOKEN embarrassed the actor all the time.","When he was present, the",actress,"When he was present, the MASKTOKEN embarrassed the actor all the time.",wikitext-103_LSTM_400_15-d0.2.pt,11.76775074005127
14,1,he,m,Match,0,"When he was depressed, the MASKTOKEN invited the lady for a drink.","When he was depressed, the",lord,"When he was depressed, the MASKTOKEN invited the lady for a drink.",wikitext-103_LSTM_400_15-d0.2.pt,11.583379745483398
14,1,she,m,Mismatch,0,"When she was depressed, the MASKTOKEN invited the lady for a drink.","When she was depressed, the",lord,"When she was depressed, the MASKTOKEN invited the lady for a drink.",wikitext-103_LSTM_400_15-d0.2.pt,11.63758945465088
14,1,she,f,Match,1,"When she was depressed, the MASKTOKEN invited the lord for a drink.","When she was depressed, the",lady,"When she was depressed, the MASKTOKEN invited the lord for a drink.",wikitext-103_LSTM_400_15-d0.2.pt,11.34974765777588
14,1,he,f,Mismatch,1,"When he was depressed, the MASKTOKEN invited the lord for a drink.","When he was depressed, the",lady,"When he was depressed, the MASKTOKEN invited the lord for a drink.",wikitext-103_LSTM_400_15-d0.2.pt,12.467037200927734
15,1,he,m,Match,0,"When he was around, the MASKTOKEN helped the maid all the time.","When he was around, the",salesman,"When he was around, the MASKTOKEN helped the maid all the time.",wikitext-103_LSTM_400_15-d0.2.pt,16.29486846923828
15,1,she,m,Mismatch,0,"When she was around, the MASKTOKEN helped the maid all the time.","When she was around, the",salesman,"When she was around, the MASKTOKEN helped the maid all the time.",wikitext-103_LSTM_400_15-d0.2.pt,16.831274032592773
15,1,she,f,Match,1,"When she was around, the MASKTOKEN helped the salesman all the time.","When she was around, the",maid,"When she was around, the MASKTOKEN helped the salesman all the time.",wikitext-103_LSTM_400_15-d0.2.pt,14.43757438659668
15,1,he,f,Mismatch,1,"When he was around, the MASKTOKEN helped the salesman all the time.","When he was around, the",maid,"When he was around, the MASKTOKEN helped the salesman all the time.",wikitext-103_LSTM_400_15-d0.2.pt,15.659990310668944
16,1,he,m,Match,0,"When he was near, the MASKTOKEN approached the waitress on the plane.","When he was near, the",congressman,"When he was near, the MASKTOKEN approached the waitress on the plane.",wikitext-103_LSTM_400_15-d0.2.pt,15.23184585571289
16,1,she,m,Mismatch,0,"When she was near, the MASKTOKEN approached the waitress on the plane.","When she was near, the",congressman,"When she was near, the MASKTOKEN approached the waitress on the plane.",wikitext-103_LSTM_400_15-d0.2.pt,15.615625381469728
16,1,she,f,Match,1,"When she was near, the MASKTOKEN approached the congressman on the plane.","When she was near, the",waitress,"When she was near, the MASKTOKEN approached the congressman on the plane.",wikitext-103_LSTM_400_15-d0.2.pt,16.29469108581543
16,1,he,f,Mismatch,1,"When he was near, the MASKTOKEN approached the congressman on the plane.","When he was near, the",waitress,"When he was near, the MASKTOKEN approached the congressman on the plane.",wikitext-103_LSTM_400_15-d0.2.pt,17.436840057373047
17,1,he,m,Match,0,"When he was in court, the MASKTOKEN trusted the lady most of all.","When he was in court, the",knight,"When he was in court, the MASKTOKEN trusted the lady most of all.",wikitext-103_LSTM_400_15-d0.2.pt,13.312387466430664
17,1,she,m,Mismatch,0,"When she was in court, the MASKTOKEN trusted the lady most of all.","When she was in court, the",knight,"When she was in court, the MASKTOKEN trusted the lady most of all.",wikitext-103_LSTM_400_15-d0.2.pt,13.60590362548828
17,1,she,f,Match,1,"When she was in court, the MASKTOKEN trusted the knight most of all.","When she was in court, the",lady,"When she was in court, the MASKTOKEN trusted the knight most of all.",wikitext-103_LSTM_400_15-d0.2.pt,10.306117057800291
17,1,he,f,Mismatch,1,"When he was in court, the MASKTOKEN trusted the knight most of all.","When he was in court, the",lady,"When he was in court, the MASKTOKEN trusted the knight most of all.",wikitext-103_LSTM_400_15-d0.2.pt,11.321208000183104
18,1,he,m,Match,1,"When he was poorly, the MASKTOKEN depressed the actress very often.","When he was poorly, the",man,"When he was poorly, the MASKTOKEN depressed the actress very often.",wikitext-103_LSTM_400_15-d0.2.pt,8.013483047485352
18,1,she,m,Mismatch,1,"When she was poorly, the MASKTOKEN depressed the actress very often.","When she was poorly, the",man,"When she was poorly, the MASKTOKEN depressed the actress very often.",wikitext-103_LSTM_400_15-d0.2.pt,8.424869537353516
18,1,she,f,Match,0,"When she was poorly, the MASKTOKEN depressed the man very often.","When she was poorly, the",actress,"When she was poorly, the MASKTOKEN depressed the man very often.",wikitext-103_LSTM_400_15-d0.2.pt,10.873467445373535
18,1,he,f,Mismatch,0,"When he was poorly, the MASKTOKEN depressed the man very often.","When he was poorly, the",actress,"When he was poorly, the MASKTOKEN depressed the man very often.",wikitext-103_LSTM_400_15-d0.2.pt,12.002657890319824
19,1,he,m,Match,0,"When he arrived, the MASKTOKEN upset the lady with the story.","When he arrived, the",policeman,"When he arrived, the MASKTOKEN upset the lady with the story.",wikitext-103_LSTM_400_15-d0.2.pt,14.90924835205078
19,1,she,m,Mismatch,0,"When she arrived, the MASKTOKEN upset the lady with the story.","When she arrived, the",policeman,"When she arrived, the MASKTOKEN upset the lady with the story.",wikitext-103_LSTM_400_15-d0.2.pt,15.110963821411133
