item,exp,cond,contrast,matrix,embedded,pronoun,N1,N2,N1_gender,N2_gender,mask_sents,auto_sents,target
36,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,consultant,f,m,the woman said that the consultant had prepared MASKTOKEN sufficiently to make a statement at the press meeting.,the woman said that the consultant had prepared,him
36,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,assistant,f,f,the woman said that the assistant had prepared MASKTOKEN sufficiently to make a statement at the press meeting.,the woman said that the assistant had prepared,him
36,1,Common Nouns,Match_Match,Match,Match,his,man,consultant,m,m,the man said that the consultant had prepared MASKTOKEN notes sufficiently to make a statement at the press meeting.,the man said that the consultant had prepared,his
36,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,assistant,m,f,the man said that the assistant had prepared MASKTOKEN notes sufficiently to make a statement at the press meeting.,the man said that the assistant had prepared,his
36,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,consultant,f,m,the woman said that the consultant had prepared MASKTOKEN notes sufficiently to make a statement at the press meeting.,the woman said that the consultant had prepared,his
36,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,assistant,f,f,the woman said that the assistant had prepared MASKTOKEN notes sufficiently to make a statement at the press meeting.,the woman said that the assistant had prepared,his
37,1,Common Nouns,Match_Match,Match,Match,him,man,physics major,m,m,the man recalled that the physics major would challenge MASKTOKEN constantly with difficult questions and criticisms in every class.,the man recalled that the physics major would challenge,him
37,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,nutrition major,m,f,the man recalled that the nutrition major would challenge MASKTOKEN constantly with difficult questions and criticisms in every class.,the man recalled that the nutrition major would challenge,him
37,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,physics major,f,m,the woman recalled that the physics major would challenge MASKTOKEN constantly with difficult questions and criticisms in every class.,the woman recalled that the physics major would challenge,him
37,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,nutrition major,f,f,the woman recalled that the nutrition major would challenge MASKTOKEN constantly with difficult questions and criticisms in every class.,the woman recalled that the nutrition major would challenge,him
37,1,Common Nouns,Match_Match,Match,Match,his,man,physics major,m,m,the man recalled that the physics major would challenge MASKTOKEN students constantly with difficult questions and criticisms in every class.,the man recalled that the physics major would challenge,his
37,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,nutrition major,m,f,the man recalled that the nutrition major would challenge MASKTOKEN students constantly with difficult questions and criticisms in every class.,the man recalled that the nutrition major would challenge,his
37,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,physics major,f,m,the woman recalled that the physics major would challenge MASKTOKEN students constantly with difficult questions and criticisms in every class.,the woman recalled that the physics major would challenge,his
37,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,nutrition major,f,f,the woman recalled that the nutrition major would challenge MASKTOKEN students constantly with difficult questions and criticisms in every class.,the woman recalled that the nutrition major would challenge,his
38,1,Common Nouns,Match_Match,Match,Match,him,man,boss,m,m,the man feared that the boss would betray MASKTOKEN eagerly during the interrogation to escape a lengthy prison sentence.,the man feared that the boss would betray,him
38,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,prostitute,m,f,the man feared that the prostitute would betray MASKTOKEN eagerly during the interrogation to escape a lengthy prison sentence.,the man feared that the prostitute would betray,him
38,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,boss,f,m,the woman feared that the boss would betray MASKTOKEN eagerly during the interrogation to escape a lengthy prison sentence.,the woman feared that the boss would betray,him
38,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,prostitute,f,f,the woman feared that the prostitute would betray MASKTOKEN eagerly during the interrogation to escape a lengthy prison sentence.,the woman feared that the prostitute would betray,him
38,1,Common Nouns,Match_Match,Match,Match,his,man,boss,m,m,the man feared that the boss would betray MASKTOKEN friends eagerly during the interrogation to escape a lengthy prison sentence.,the man feared that the boss would betray,his
38,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,prostitute,m,f,the man feared that the prostitute would betray MASKTOKEN friends eagerly during the interrogation to escape a lengthy prison sentence.,the man feared that the prostitute would betray,his
38,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,boss,f,m,the woman feared that the boss would betray MASKTOKEN friends eagerly during the interrogation to escape a lengthy prison sentence.,the woman feared that the boss would betray,his
38,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,prostitute,f,f,the woman feared that the prostitute would betray MASKTOKEN friends eagerly during the interrogation to escape a lengthy prison sentence.,the woman feared that the prostitute would betray,his
39,1,Common Nouns,Match_Match,Match,Match,him,man,gun advocate,m,m,the man hoped that the gun advocate would correct MASKTOKEN about public opinion on the controversial topic.,the man hoped that the gun advocate would correct,him
39,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,abortion advocate,m,f,the man hoped that the abortion advocate would correct MASKTOKEN about public opinion on the controversial topic.,the man hoped that the abortion advocate would correct,him
39,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,gun advocate,f,m,the woman hoped that the gun advocate would correct MASKTOKEN about public opinion on the controversial topic.,the woman hoped that the gun advocate would correct,him
39,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,abortion advocate,f,f,the woman hoped that the abortion advocate would correct MASKTOKEN about public opinion on the controversial topic.,the woman hoped that the abortion advocate would correct,him
39,1,Common Nouns,Match_Match,Match,Match,his,man,gun advocate,m,m,the man hoped that the gun advocate would correct MASKTOKEN thoughts about public opinion on the controversial topic.,the man hoped that the gun advocate would correct,his
39,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,abortion advocate,m,f,the man hoped that the abortion advocate would correct MASKTOKEN thoughts about public opinion on the controversial topic.,the man hoped that the abortion advocate would correct,his
39,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,gun advocate,f,m,the woman hoped that the gun advocate would correct MASKTOKEN thoughts about public opinion on the controversial topic.,the woman hoped that the gun advocate would correct,his
39,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,abortion advocate,f,f,the woman hoped that the abortion advocate would correct MASKTOKEN thoughts about public opinion on the controversial topic.,the woman hoped that the abortion advocate would correct,his
40,1,Common Nouns,Match_Match,Match,Match,him,man,metal worker,m,m,the man predicted that the metal worker would confront MASKTOKEN daily until salaries were increased for all employees.,the man predicted that the metal worker would confront,him
40,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,fashion designer,m,f,the man predicted that the fashion designer would confront MASKTOKEN daily until salaries were increased for all employees.,the man predicted that the fashion designer would confront,him
40,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,metal worker,f,m,the woman predicted that the metal worker would confront MASKTOKEN daily until salaries were increased for all employees.,the woman predicted that the metal worker would confront,him
40,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,fashion designer,f,f,the woman predicted that the fashion designer would confront MASKTOKEN daily until salaries were increased for all employees.,the woman predicted that the fashion designer would confront,him
40,1,Common Nouns,Match_Match,Match,Match,his,man,metal worker,m,m,the man predicted that the metal worker would confront MASKTOKEN boss daily until salaries were increased for all employees.,the man predicted that the metal worker would confront,his
40,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,fashion designer,m,f,the man predicted that the fashion designer would confront MASKTOKEN boss daily until salaries were increased for all employees.,the man predicted that the fashion designer would confront,his
40,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,metal worker,f,m,the woman predicted that the metal worker would confront MASKTOKEN boss daily until salaries were increased for all employees.,the woman predicted that the metal worker would confront,his
40,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,fashion designer,f,f,the woman predicted that the fashion designer would confront MASKTOKEN boss daily until salaries were increased for all employees.,the woman predicted that the fashion designer would confront,his
41,1,Common Nouns,Match_Match,Match,Match,him,man,school principal,m,m,the man hoped that the school principal would defend MASKTOKEN fully throughout the controversy over the new legislation.,the man hoped that the school principal would defend,him
41,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,school teacher,m,f,the man hoped that the school teacher would defend MASKTOKEN fully throughout the controversy over the new legislation.,the man hoped that the school teacher would defend,him
41,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,school principal,f,m,the woman hoped that the school principal would defend MASKTOKEN fully throughout the controversy over the new legislation.,the woman hoped that the school principal would defend,him
41,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,school teacher,f,f,the woman hoped that the school teacher would defend MASKTOKEN fully throughout the controversy over the new legislation.,the woman hoped that the school teacher would defend,him
41,1,Common Nouns,Match_Match,Match,Match,his,man,school principal,m,m,the man hoped that the school principal would defend MASKTOKEN ideals fully throughout the controversy over the new legislation.,the man hoped that the school principal would defend,his
41,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,school teacher,m,f,the man hoped that the school teacher would defend MASKTOKEN ideals fully throughout the controversy over the new legislation.,the man hoped that the school teacher would defend,his
41,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,school principal,f,m,the woman hoped that the school principal would defend MASKTOKEN ideals fully throughout the controversy over the new legislation.,the woman hoped that the school principal would defend,his
41,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,school teacher,f,f,the woman hoped that the school teacher would defend MASKTOKEN ideals fully throughout the controversy over the new legislation.,the woman hoped that the school teacher would defend,his
42,1,Common Nouns,Match_Match,Match,Match,him,man,clown,m,m,the man supposed that the clown could amuse MASKTOKEN nightly by doing tricks with fire.,the man supposed that the clown could amuse,him
42,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,ballet dancer,m,f,the man supposed that the ballet dancer could amuse MASKTOKEN nightly by doing tricks with fire.,the man supposed that the ballet dancer could amuse,him
42,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,clown,f,m,the woman supposed that the clown could amuse MASKTOKEN nightly by doing tricks with fire.,the woman supposed that the clown could amuse,him
42,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,ballet dancer,f,f,the woman supposed that the ballet dancer could amuse MASKTOKEN nightly by doing tricks with fire.,the woman supposed that the ballet dancer could amuse,him
42,1,Common Nouns,Match_Match,Match,Match,his,man,clown,m,m,the man supposed that the clown could amuse MASKTOKEN clients nightly by doing tricks with fire.,the man supposed that the clown could amuse,his
42,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,ballet dancer,m,f,the man supposed that the ballet dancer could amuse MASKTOKEN clients nightly by doing tricks with fire.,the man supposed that the ballet dancer could amuse,his
42,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,clown,f,m,the woman supposed that the clown could amuse MASKTOKEN clients nightly by doing tricks with fire.,the woman supposed that the clown could amuse,his
42,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,ballet dancer,f,f,the woman supposed that the ballet dancer could amuse MASKTOKEN clients nightly by doing tricks with fire.,the woman supposed that the ballet dancer could amuse,his
43,1,Common Nouns,Match_Match,Match,Match,him,man,doctor,m,m,the man complained that the doctor had pushed MASKTOKEN constantly to lose a few pounds and eat more vegetables.,the man complained that the doctor had pushed,him
43,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,nurse,m,f,the man complained that the nurse had pushed MASKTOKEN constantly to lose a few pounds and eat more vegetables.,the man complained that the nurse had pushed,him
43,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,doctor,f,m,the woman complained that the doctor had pushed MASKTOKEN constantly to lose a few pounds and eat more vegetables.,the woman complained that the doctor had pushed,him
43,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,nurse,f,f,the woman complained that the nurse had pushed MASKTOKEN constantly to lose a few pounds and eat more vegetables.,the woman complained that the nurse had pushed,him
43,1,Common Nouns,Match_Match,Match,Match,his,man,doctor,m,m,the man complained that the doctor had pushed MASKTOKEN patients constantly to lose a few pounds and eat more vegetables.,the man complained that the doctor had pushed,his
43,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,nurse,m,f,the man complained that the nurse had pushed MASKTOKEN patients constantly to lose a few pounds and eat more vegetables.,the man complained that the nurse had pushed,his
43,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,doctor,f,m,the woman complained that the doctor had pushed MASKTOKEN patients constantly to lose a few pounds and eat more vegetables.,the woman complained that the doctor had pushed,his
43,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,nurse,f,f,the woman complained that the nurse had pushed MASKTOKEN patients constantly to lose a few pounds and eat more vegetables.,the woman complained that the nurse had pushed,his
44,1,Common Nouns,Match_Match,Match,Match,him,man,fisherman,m,m,the man said that the fisherman had entertained MASKTOKEN publicly by singing lively songs and dancing.,the man said that the fisherman had entertained,him
44,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,fairy,m,f,the man said that the fairy had entertained MASKTOKEN publicly by singing lively songs and dancing.,the man said that the fairy had entertained,him
44,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,fisherman,f,m,the woman said that the fisherman had entertained MASKTOKEN publicly by singing lively songs and dancing.,the woman said that the fisherman had entertained,him
44,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,fairy,f,f,the woman said that the fairy had entertained MASKTOKEN publicly by singing lively songs and dancing.,the woman said that the fairy had entertained,him
44,1,Common Nouns,Match_Match,Match,Match,his,man,fisherman,m,m,the man said that the fisherman had entertained MASKTOKEN family publicly by singing lively songs and dancing.,the man said that the fisherman had entertained,his
44,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,fairy,m,f,the man said that the fairy had entertained MASKTOKEN family publicly by singing lively songs and dancing.,the man said that the fairy had entertained,his
44,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,fisherman,f,m,the woman said that the fisherman had entertained MASKTOKEN family publicly by singing lively songs and dancing.,the woman said that the fisherman had entertained,his
44,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,fairy,f,f,the woman said that the fairy had entertained MASKTOKEN family publicly by singing lively songs and dancing.,the woman said that the fairy had entertained,his
45,1,Common Nouns,Match_Match,Match,Match,him,man,market analyst,m,m,the man feared that the market analyst would contradict MASKTOKEN without considering the effects of the worsening housing market.,the man feared that the market analyst would contradict,him
45,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,advice columnist,m,f,the man feared that the advice columnist would contradict MASKTOKEN without considering the effects of the worsening housing market.,the man feared that the advice columnist would contradict,him
45,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,market analyst,f,m,the woman feared that the market analyst would contradict MASKTOKEN without considering the effects of the worsening housing market.,the woman feared that the market analyst would contradict,him
45,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,advice columnist,f,f,the woman feared that the advice columnist would contradict MASKTOKEN without considering the effects of the worsening housing market.,the woman feared that the advice columnist would contradict,him
45,1,Common Nouns,Match_Match,Match,Match,his,man,market analyst,m,m,the man feared that the market analyst would contradict MASKTOKEN interests without considering the effects of the worsening housing market.,the man feared that the market analyst would contradict,his
45,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,advice columnist,m,f,the man feared that the advice columnist would contradict MASKTOKEN interests without considering the effects of the worsening housing market.,the man feared that the advice columnist would contradict,his
45,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,market analyst,f,m,the woman feared that the market analyst would contradict MASKTOKEN interests without considering the effects of the worsening housing market.,the woman feared that the market analyst would contradict,his
45,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,advice columnist,f,f,the woman feared that the advice columnist would contradict MASKTOKEN interests without considering the effects of the worsening housing market.,the woman feared that the advice columnist would contradict,his
46,1,Common Nouns,Match_Match,Match,Match,him,man,worker,m,m,the man predicted that the worker would blame MASKTOKEN alone for the sloppy bookkeeping that led to the investigation.,the man predicted that the worker would blame,him
46,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,designer,m,f,the man predicted that the designer would blame MASKTOKEN alone for the sloppy bookkeeping that led to the investigation.,the man predicted that the designer would blame,him
46,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,worker,f,m,the woman predicted that the worker would blame MASKTOKEN alone for the sloppy bookkeeping that led to the investigation.,the woman predicted that the worker would blame,him
46,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,designer,f,f,the woman predicted that the designer would blame MASKTOKEN alone for the sloppy bookkeeping that led to the investigation.,the woman predicted that the designer would blame,him
46,1,Common Nouns,Match_Match,Match,Match,his,man,worker,m,m,the man predicted that the worker would blame MASKTOKEN boss alone for the sloppy bookkeeping that led to the investigation.,the man predicted that the worker would blame,his
46,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,designer,m,f,the man predicted that the designer would blame MASKTOKEN boss alone for the sloppy bookkeeping that led to the investigation.,the man predicted that the designer would blame,his
46,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,worker,f,m,the woman predicted that the worker would blame MASKTOKEN boss alone for the sloppy bookkeeping that led to the investigation.,the woman predicted that the worker would blame,his
46,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,designer,f,f,the woman predicted that the designer would blame MASKTOKEN boss alone for the sloppy bookkeeping that led to the investigation.,the woman predicted that the designer would blame,his
47,1,Common Nouns,Match_Match,Match,Match,him,man,drummer,m,m,the man claimed that the drummer had pressured MASKTOKEN continually to delay the start of quiet hours each night.,the man claimed that the drummer had pressured,him
47,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,singer,m,f,the man claimed that the singer had pressured MASKTOKEN continually to delay the start of quiet hours each night.,the man claimed that the singer had pressured,him
47,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,drummer,f,m,the woman claimed that the drummer had pressured MASKTOKEN continually to delay the start of quiet hours each night.,the woman claimed that the drummer had pressured,him
47,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,singer,f,f,the woman claimed that the singer had pressured MASKTOKEN continually to delay the start of quiet hours each night.,the woman claimed that the singer had pressured,him
47,1,Common Nouns,Match_Match,Match,Match,his,man,drummer,m,m,the man claimed that the drummer had pressured MASKTOKEN group continually to delay the start of quiet hours each night.,the man claimed that the drummer had pressured,his
47,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,singer,m,f,the man claimed that the singer had pressured MASKTOKEN group continually to delay the start of quiet hours each night.,the man claimed that the singer had pressured,his
47,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,drummer,f,m,the woman claimed that the drummer had pressured MASKTOKEN group continually to delay the start of quiet hours each night.,the woman claimed that the drummer had pressured,his
47,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,singer,f,f,the woman claimed that the singer had pressured MASKTOKEN group continually to delay the start of quiet hours each night.,the woman claimed that the singer had pressured,his
48,1,Common Nouns,Match_Match,Match,Match,him,man,personal trainer,m,m,the man warned that the personal trainer had injured MASKTOKEN often by not allowing enough time to stretch before workouts.,the man warned that the personal trainer had injured,him
48,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,dance instructor,m,f,the man warned that the dance instructor had injured MASKTOKEN often by not allowing enough time to stretch before workouts.,the man warned that the dance instructor had injured,him
48,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,personal trainer,f,m,the woman warned that the personal trainer had injured MASKTOKEN often by not allowing enough time to stretch before workouts.,the woman warned that the personal trainer had injured,him
48,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,dance instructor,f,f,the woman warned that the dance instructor had injured MASKTOKEN often by not allowing enough time to stretch before workouts.,the woman warned that the dance instructor had injured,him
48,1,Common Nouns,Match_Match,Match,Match,his,man,personal trainer,m,m,the man warned that the personal trainer had injured MASKTOKEN body often by not allowing enough time to stretch before workouts.,the man warned that the personal trainer had injured,his
48,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,dance instructor,m,f,the man warned that the dance instructor had injured MASKTOKEN body often by not allowing enough time to stretch before workouts.,the man warned that the dance instructor had injured,his
48,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,personal trainer,f,m,the woman warned that the personal trainer had injured MASKTOKEN body often by not allowing enough time to stretch before workouts.,the woman warned that the personal trainer had injured,his
48,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,dance instructor,f,f,the woman warned that the dance instructor had injured MASKTOKEN body often by not allowing enough time to stretch before workouts.,the woman warned that the dance instructor had injured,his
49,1,Common Nouns,Match_Match,Match,Match,him,man,salesman,m,m,the man declared that the salesman had failed MASKTOKEN horribly during the big annual sale last weekend.,the man declared that the salesman had failed,him
49,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,secretary,m,f,the man declared that the secretary had failed MASKTOKEN horribly during the big annual sale last weekend.,the man declared that the secretary had failed,him
49,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,salesman,f,m,the woman declared that the salesman had failed MASKTOKEN horribly during the big annual sale last weekend.,the woman declared that the salesman had failed,him
49,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,secretary,f,f,the woman declared that the secretary had failed MASKTOKEN horribly during the big annual sale last weekend.,the woman declared that the secretary had failed,him
49,1,Common Nouns,Match_Match,Match,Match,his,man,salesman,m,m,the man declared that the salesman had failed MASKTOKEN clients horribly during the big annual sale last weekend.,the man declared that the salesman had failed,his
49,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,secretary,m,f,the man declared that the secretary had failed MASKTOKEN clients horribly during the big annual sale last weekend.,the man declared that the secretary had failed,his
49,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,salesman,f,m,the woman declared that the salesman had failed MASKTOKEN clients horribly during the big annual sale last weekend.,the woman declared that the salesman had failed,his
49,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,secretary,f,f,the woman declared that the secretary had failed MASKTOKEN clients horribly during the big annual sale last weekend.,the woman declared that the secretary had failed,his
50,1,Common Nouns,Match_Match,Match,Match,him,man,prophet,m,m,the man heard that the prophet had designated MASKTOKEN officially as the next tribe leader before the election was held.,the man heard that the prophet had designated,him
50,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,nun,m,f,the man heard that the nun had designated MASKTOKEN officially as the next tribe leader before the election was held.,the man heard that the nun had designated,him
50,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,prophet,f,m,the woman heard that the prophet had designated MASKTOKEN officially as the next tribe leader before the election was held.,the woman heard that the prophet had designated,him
50,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,nun,f,f,the woman heard that the nun had designated MASKTOKEN officially as the next tribe leader before the election was held.,the woman heard that the nun had designated,him
50,1,Common Nouns,Match_Match,Match,Match,his,man,prophet,m,m,the man heard that the prophet had designated MASKTOKEN friend officially as the next tribe leader before the election was held.,the man heard that the prophet had designated,his
50,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,nun,m,f,the man heard that the nun had designated MASKTOKEN friend officially as the next tribe leader before the election was held.,the man heard that the nun had designated,his
50,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,prophet,f,m,the woman heard that the prophet had designated MASKTOKEN friend officially as the next tribe leader before the election was held.,the woman heard that the prophet had designated,his
50,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,nun,f,f,the woman heard that the nun had designated MASKTOKEN friend officially as the next tribe leader before the election was held.,the woman heard that the nun had designated,his
51,1,Common Nouns,Match_Match,Match,Match,him,man,comedian,m,m,the man mentioned that the comedian had reminded MASKTOKEN repeatedly to arrive on time for the cover shoot.,the man mentioned that the comedian had reminded,him
51,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,model,m,f,the man mentioned that the model had reminded MASKTOKEN repeatedly to arrive on time for the cover shoot.,the man mentioned that the model had reminded,him
51,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,comedian,f,m,the woman mentioned that the comedian had reminded MASKTOKEN repeatedly to arrive on time for the cover shoot.,the woman mentioned that the comedian had reminded,him
51,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,model,f,f,the woman mentioned that the model had reminded MASKTOKEN repeatedly to arrive on time for the cover shoot.,the woman mentioned that the model had reminded,him
51,1,Common Nouns,Match_Match,Match,Match,his,man,comedian,m,m,the man mentioned that the comedian had reminded MASKTOKEN coworker repeatedly to arrive on time for the cover shoot.,the man mentioned that the comedian had reminded,his
51,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,model,m,f,the man mentioned that the model had reminded MASKTOKEN coworker repeatedly to arrive on time for the cover shoot.,the man mentioned that the model had reminded,his
51,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,comedian,f,m,the woman mentioned that the comedian had reminded MASKTOKEN coworker repeatedly to arrive on time for the cover shoot.,the woman mentioned that the comedian had reminded,his
51,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,model,f,f,the woman mentioned that the model had reminded MASKTOKEN coworker repeatedly to arrive on time for the cover shoot.,the woman mentioned that the model had reminded,his
52,1,Common Nouns,Match_Match,Match,Match,him,man,patriarch,m,m,the man expected that the patriarch would nominate MASKTOKEN readily to marry the butcher's daughter.,the man expected that the patriarch would nominate,him
52,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,couples therapist,m,f,the man expected that the couples therapist would nominate MASKTOKEN readily to marry the butcher's daughter.,the man expected that the couples therapist would nominate,him
52,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,patriarch,f,m,the woman expected that the patriarch would nominate MASKTOKEN readily to marry the butcher's daughter.,the woman expected that the patriarch would nominate,him
52,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,couples therapist,f,f,the woman expected that the couples therapist would nominate MASKTOKEN readily to marry the butcher's daughter.,the woman expected that the couples therapist would nominate,him
52,1,Common Nouns,Match_Match,Match,Match,his,man,patriarch,m,m,the man expected that the patriarch would nominate MASKTOKEN friend readily to marry the butcher's daughter.,the man expected that the patriarch would nominate,his
52,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,couples therapist,m,f,the man expected that the couples therapist would nominate MASKTOKEN friend readily to marry the butcher's daughter.,the man expected that the couples therapist would nominate,his
52,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,patriarch,f,m,the woman expected that the patriarch would nominate MASKTOKEN friend readily to marry the butcher's daughter.,the woman expected that the patriarch would nominate,his
52,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,couples therapist,f,f,the woman expected that the couples therapist would nominate MASKTOKEN friend readily to marry the butcher's daughter.,the woman expected that the couples therapist would nominate,his
53,1,Common Nouns,Match_Match,Match,Match,him,man,wizard,m,m,the man dreamed that the wizard would poison MASKTOKEN secretly on the night of the full moon.,the man dreamed that the wizard would poison,him
53,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,witch,m,f,the man dreamed that the witch would poison MASKTOKEN secretly on the night of the full moon.,the man dreamed that the witch would poison,him
53,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,wizard,f,m,the woman dreamed that the wizard would poison MASKTOKEN secretly on the night of the full moon.,the woman dreamed that the wizard would poison,him
53,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,witch,f,f,the woman dreamed that the witch would poison MASKTOKEN secretly on the night of the full moon.,the woman dreamed that the witch would poison,him
53,1,Common Nouns,Match_Match,Match,Match,his,man,wizard,m,m,the man dreamed that the wizard would poison MASKTOKEN lover secretly on the night of the full moon.,the man dreamed that the wizard would poison,his
53,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,witch,m,f,the man dreamed that the witch would poison MASKTOKEN lover secretly on the night of the full moon.,the man dreamed that the witch would poison,his
